JanetB, 40, F, W, 12, Uitca, 2006

vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	norm_F1@20%	norm_F2@20%	norm_F1@35%	norm_F2@35%	norm_F1@50%	norm_F2@50%	norm_F1@65%	norm_F2@65%	norm_F1@80%	norm_F2@80%	nFormants
ER	1	SHIRTS	508.0	1274.0	1131.757	1131.67	1131.93	0.26	94	1	4	1	5	3			490.0	1471.0	509.0	1263.0	518.0	1201.0	540.0	1216.0	519.0	1319.0	6	
EY	1	THEY	505.0	2069.0	1132.613	1132.6	1132.69	0.09	22	0	0	0	3	0			502.0	2109.0	486.0	2197.0	471.0	2262.0	451.0	2330.0	434.0	2264.0	4	
UW	1	DO	442.0	1653.0	1132.767	1132.76	1132.86	0.1	73	0	0	0	3	0			446.0	1508.0	449.0	1237.0	446.0	1075.0	482.0	959.0	530.0	977.0	5	
EH	1	WEAR	770.0	1651.0	1132.966	1132.949	1132.999	0.05	24	6	4	2	9	0			746.0	1591.0	755.0	1642.0	714.0	1599.0	698.0	1571.0	678.0	1553.0	4	
AA	2	FLIPFLOPS	1019.0	1440.0	1133.573	1133.49	1133.74	0.25	5	1	1	1	8	3			1012.0	1302.0	1016.0	1452.0	993.0	1510.0	967.0	1511.0	908.0	1521.0	5	
EY	1	THEY	578.0	2020.0	1135.298	1135.286	1135.346	0.06	22	0	0	0	3	0			578.0	2020.0	562.0	2078.0	541.0	2145.0	521.0	2047.0	516.0	2039.0	5	
AO	1	SHORTS	589.0	936.0	1136.125	1136.075	1136.225	0.15	64	6	4	2	5	3			569.0	956.0	585.0	919.0	584.0	859.0	593.0	909.0	588.0	952.0	6	
AW	1	DOWN	816.0	1672.0	1136.531	1136.496	1136.635	0.139	42	4	4	2	3	0			777.0	1696.0	831.0	1613.0	865.0	1443.0	908.0	1575.0	985.0	1967.0	4	
IH	0	TO	499.0	2221.0	1136.799	1136.776	1136.845	0.069	1	0	0	0	3	0													4	
IH	1	HERE	482.0	2179.0	1136.982	1136.945	1137.056	0.111	14	6	4	2	0	0			479.0	2250.0	486.0	2189.0	499.0	2105.0	518.0	2004.0	539.0	1926.0	5	
EY	1	THEY	604.0	2036.0	1137.319	1137.306	1137.396	0.09	22	0	0	0	3	0			600.0	2060.0	584.0	2105.0	563.0	2098.0	542.0	2053.0	530.0	1938.0	4	
OW	1	DON'T	724.0	1306.0	1137.428	1137.416	1137.496	0.08	62	4	4	2	3	0			742.0	1283.0	762.0	1172.0	674.0	1071.0	595.0	1015.0	595.0	980.0	6	
IH	1	IN	626.0	1972.0	1137.793	1137.776	1137.826	0.05	1	4	4	2	0	0			619.0	1973.0	627.0	1972.0	639.0	1955.0	646.0	1913.0	646.0	1878.0	4	
AY	1	LIKE	756.0	1332.0	1137.998	1137.996	1138.076	0.08	47	1	6	1	7	0			754.0	1508.0	724.0	1661.0	674.0	1787.0	624.0	1923.0	583.0	2067.0	5	
IH	1	IN	576.0	2074.0	1138.189	1138.166	1138.236	0.07	1	4	4	2	0	0							981.0	2193.0	749.0	2056.0	774.0	1952.0	4	
IY	1	SPEEDO	413.0	2215.0	1138.656	1138.606	1138.756	0.15	11	1	4	2	1	1			419.0	2442.0	409.0	2135.0	396.0	1979.0	405.0	1944.0	419.0	2230.0	4	
OW	0	SPEEDO	635.0	1232.0	1138.825	1138.796	1138.996	0.2	63	0	0	0	3	0			655.0	1164.0	681.0	962.0	671.0	816.0	675.0	782.0	628.0	1057.0	5	
IY	1	WE	427.0	1886.0	1142.996	1142.976	1143.036	0.06	12	0	0	0	9	0			420.0	1760.0	429.0	1898.0	442.0	1956.0	460.0	1924.0	479.0	1847.0	5	
OW	1	DON'T	658.0	1337.0	1143.062	1143.055	1143.136	0.081	62	4	4	2	3	0			658.0	1272.0	641.0	1112.0	587.0	964.0	508.0	927.0	432.0	999.0	6	
AE	1	HAVE	594.0	2153.0	1143.269	1143.245	1143.316	0.071	3	3	2	2	0	0			604.0	2193.0	592.0	2149.0	586.0	2100.0	578.0	2012.0	553.0	1867.0	5	
OW	1	NO	722.0	1128.0	1143.45	1143.425	1143.525	0.1	63	0	0	0	4	0			723.0	1190.0	680.0	1035.0	778.0	1604.0	952.0	2035.0	862.0	1795.0	5	
AO	1	HALL	909.0	1094.0	1143.599	1143.566	1143.665	0.099	53	5	4	2	0	0			926.0	1100.0	909.0	1093.0	899.0	1077.0	868.0	1041.0	831.0	995.0	5	
ER	0	MONITORS	508.0	1711.0	1144.235	1144.195	1144.316	0.121	94	3	4	2	3	0			527.0	1776.0	507.0	1707.0	507.0	1692.0	530.0	1735.0	510.0	1789.0	5	
IH	1	HERE	526.0	2044.0	1144.509	1144.475	1144.576	0.101	14	6	4	2	0	0			514.0	2209.0	529.0	2075.0	539.0	1965.0	555.0	1894.0	587.0	1825.0	5	
AA	1	WATCHING	903.0	1596.0	1144.835	1144.775	1144.956	0.181	5	2	5	1	9	1			905.0	1449.0	900.0	1610.0	837.0	1667.0	819.0	1793.0	719.0	1858.0	5	
IH	0	WATCHING	546.0	2222.0	1145.093	1145.076	1145.126	0.05	1	4	6	2	5	0			551.0	2228.0	545.0	2221.0	552.0	2213.0	572.0	2146.0	580.0	2078.0	4	
AE	1	THAT	544.0	2150.0	1145.576	1145.486	1145.756	0.27	3	1	4	1	3	0			537.0	2180.0	547.0	2144.0	608.0	2076.0	656.0	1971.0	710.0	1916.0	4	
EH	1	PRESENTABLE	708.0	1676.0	1150.629	1150.606	1150.676	0.07	2	4	4	2	3	5			656.0	1667.0	721.0	1679.0	779.0	1688.0	807.0	1676.0	787.0	1637.0	5	
EY	1	WAY	545.0	2006.0	1151.037	1151.025	1151.096	0.071	22	0	0	0	9	0			543.0	2031.0	536.0	2124.0	521.0	2150.0	503.0	2141.0	479.0	2110.0	5	
IH	0	TO	480.0	2002.0	1151.145	1151.125	1151.185	0.06	1	0	0	0	3	0			461.0	2002.0	482.0	2002.0	503.0	1961.0	517.0	1919.0	600.0	1936.0	4	
IY	1	BE	457.0	2361.0	1151.318	1151.265	1151.425	0.16	12	0	0	0	1	0													4	
IH	1	GET	497.0	2035.0	1151.676	1151.656	1151.715	0.059	1	1	4	1	6	0			568.0	2011.0	500.0	2034.0	517.0	2001.0	526.0	1972.0	538.0	1917.0	5	
AA	1	STOPPED	881.0	1552.0	1152.039	1151.975	1152.166	0.191	5	1	1	1	3	3			830.0	1527.0	884.0	1554.0	892.0	1542.0	910.0	1518.0	876.0	1469.0	5	
ER	0	OR	524.0	1526.0	1152.335	1152.305	1152.396	0.091	94	0	0	0	0	0			520.0	1544.0	522.0	1529.0	516.0	1549.0	488.0	1555.0	690.0	1834.0	5	
AO	1	TALKED	823.0	1176.0	1152.546	1152.496	1152.646	0.15	53	1	6	1	3	3			831.0	1204.0	829.0	1175.0	862.0	1188.0	871.0	1178.0	903.0	1171.0	6	
UW	1	TO	501.0	1360.0	1152.883	1152.876	1153.006	0.13	73	0	0	0	3	0			510.0	1235.0	576.0	1193.0	675.0	1403.0	636.0	1069.0	551.0	1217.0	5	
AE	1	THAT	606.0	2001.0	1154.722	1154.695	1154.775	0.08	3	1	4	1	3	0			602.0	2003.0	606.0	2000.0	590.0	1990.0	578.0	1968.0	571.0	1951.0	4	
AY	1	TYPE	849.0	1653.0	1154.921	1154.915	1155.014	0.099	47	1	1	1	3	0		m	798.0	1348.0	743.0	1285.0	692.0	1159.0	637.0	1208.0	509.0	1189.0	6	
AH	0	OF	471.0	1368.0	1155.144	1155.124	1155.184	0.06	6	3	2	2	0	0			507.0	1803.0	521.0	1810.0	534.0	1888.0	531.0	1868.0	526.0	1785.0	6	
AH	1	BUT	757.0	1249.0	1155.638	1155.605	1155.704	0.099	6	1	4	1	1	0			736.0	1199.0	750.0	1253.0	729.0	1327.0	715.0	1406.0	637.0	1484.0	5	
AY	1	I'VE	867.0	1639.0	1158.874	1158.848	1158.988	0.14	41	3	2	2	0	0		s	857.0	1625.0	853.0	1680.0	792.0	1820.0	674.0	1884.0	604.0	1960.0	4	
EH	1	NEVER	841.0	1654.0	1159.128	1159.098	1159.188	0.09	2	3	2	2	4	1			811.0	1748.0	843.0	1638.0	838.0	1529.0	802.0	1410.0	754.0	1290.0	5	
ER	0	NEVER	611.0	1124.0	1159.247	1159.217	1159.307	0.09	94	0	0	0	1	0			599.0	1108.0	610.0	1128.0	609.0	1159.0	615.0	1193.0	659.0	1215.0	6	
ER	1	HEARD	543.0	1147.0	1159.394	1159.347	1159.487	0.14	94	1	4	2	0	0			539.0	1135.0	543.0	1149.0	534.0	1197.0	530.0	1285.0	523.0	1483.0	6	
AE	1	THAT	580.0	2027.0	1159.691	1159.658	1159.757	0.099	3	1	4	1	3	0			588.0	2005.0	578.0	2027.0	582.0	2026.0	606.0	2000.0	631.0	1926.0	4	
AH	1	THE	826.0	1650.0	1164.361	1164.338	1164.408	0.07	6	0	0	0	3	0			773.0	1626.0	837.0	1654.0	885.0	1667.0	925.0	1664.0	958.0	1665.0	5	
AY	1	HIGHSCHOOLS	824.0	2442.0	1164.606	1164.617	1164.707	0.09	47	3	4	1	0	4			679.0	2365.0	597.0	2374.0	513.0	2453.0	525.0	2515.0	567.0	2573.0	3	
AY	1	I	778.0	1688.0	1165.327	1165.267	1165.418	0.151	41	0	0	0	0	0			753.0	1527.0	776.0	1651.0	757.0	1791.0	642.0	2037.0	596.0	1890.0	4	
EY	1	SAY	727.0	1969.0	1165.752	1165.718	1165.887	0.169	22	0	0	0	3	0			727.0	1969.0	677.0	2034.0	657.0	2207.0	589.0	2296.0	592.0	2197.0	5	
ER	0	ARE	760.0	1563.0	1165.917	1165.887	1165.978	0.091	94	0	0	0	0	0			728.0	1553.0	761.0	1547.0	757.0	1431.0	726.0	1290.0	648.0	1105.0	5	
IY	0	PRETTY	535.0	2370.0	1166.528	1166.478	1166.628	0.15	12	0	0	0	3	0			528.0	2302.0	538.0	2360.0	536.0	2287.0	475.0	2163.0	362.0	1529.0	5	
AH	1	MUCH	884.0	1113.0	1166.695	1166.658	1166.768	0.11	6	2	5	1	2	0			862.0	1128.0	882.0	1116.0	828.0	1197.0	811.0	1255.0	758.0	1365.0	5	
AY	1	LIKE	857.0	1199.0	1167.073	1167.058	1167.168	0.11	47	1	6	1	7	0		s	844.0	1282.0	771.0	1217.0	685.0	949.0	588.0	1130.0	515.0	1234.0	6	
IH	1	HERE	535.0	2182.0	1167.441	1167.408	1167.508	0.1	14	6	4	2	0	0			524.0	2201.0	538.0	2170.0	574.0	2055.0	616.0	1903.0	647.0	1747.0	4	
IH	0	BECAUSE	471.0	1814.0	1168.916	1168.889	1168.969	0.08	1	1	6	1	1	1			454.0	2104.0	453.0	2118.0	473.0	2139.0	497.0	2161.0	503.0	2264.0	5	
AH	1	BECAUSE	714.0	1377.0	1169.166	1169.129	1169.239	0.11	6	3	4	2	6	0			711.0	1324.0	714.0	1380.0	702.0	1438.0	673.0	1494.0	633.0	1558.0	5	
AY	1	MY	826.0	1690.0	1169.412	1169.398	1169.458	0.06	41	0	0	0	2	0		s	796.0	1587.0	822.0	1587.0	826.0	1690.0	825.0	1787.0	826.0	1911.0	5	
ER	0	SISTER	572.0	1633.0	1169.879	1169.849	1169.938	0.089	94	0	0	0	3	0			547.0	1679.0	572.0	1625.0	559.0	1585.0	541.0	1601.0	535.0	1699.0	5	
IY	1	TEACHES	490.0	2434.0	1170.125	1170.089	1170.198	0.109	11	2	5	1	3	1			467.0	2378.0	492.0	2421.0	505.0	2318.0	504.0	2013.0	473.0	1596.0	5	
OW	1	OVER	641.0	1137.0	1170.486	1170.478	1170.589	0.111	62	3	2	2	0	1			647.0	1165.0	644.0	1142.0	658.0	1335.0	640.0	1230.0	639.0	1275.0	5	
AA	1	PROCTOR	891.0	1502.0	1171.049	1171.019	1171.109	0.09	5	1	6	1	8	4			847.0	1407.0	896.0	1514.0	900.0	1540.0	939.0	1604.0	966.0	1661.0	6	
ER	0	PROCTOR	568.0	1291.0	1171.312	1171.269	1171.399	0.13	94	0	0	0	3	0			543.0	1503.0	569.0	1261.0	584.0	1138.0	605.0	1060.0	655.0	1021.0	5	
OW	1	OVER	566.0	912.0	1171.416	1171.399	1171.469	0.07	62	3	2	2	0	1			568.0	916.0	569.0	903.0	575.0	914.0	560.0	1178.0	532.0	1368.0	6	
ER	0	OVER	562.0	1546.0	1171.519	1171.499	1171.559	0.06	94	0	0	0	1	0			604.0	1556.0	560.0	1552.0	552.0	1608.0	549.0	1631.0	539.0	1704.0	4	
EH	1	THERE	562.0	1980.0	1171.659	1171.629	1171.719	0.09	24	6	4	2	3	0			527.0	1988.0	568.0	1975.0	598.0	1917.0	608.0	1806.0	619.0	1653.0	5	
AA	1	COT	958.0	1639.0	1188.902	1188.815	1189.075	0.26	5	1	4	1	6	0			958.0	1685.0	960.0	1640.0	1026.0	1648.0	959.0	1616.0	983.0	1670.0	6	
AO	1	CAUGHT	946.0	1146.0	1189.856	1189.783	1190.003	0.22	53	1	4	1	6	0			915.0	1142.0	952.0	1155.0	965.0	1204.0	970.0	1233.0	968.0	1315.0	6	
AA	1	DON	912.0	1764.0	1197.09	1196.984	1197.303	0.319	5	4	4	2	3	0			880.0	1767.0	913.0	1777.0	911.0	1799.0	940.0	1761.0	928.0	1777.0	5	
AO	1	DAWN	919.0	1126.0	1198.531	1198.444	1198.704	0.26	53	4	4	2	3	0			823.0	1044.0	924.0	1124.0	959.0	1136.0	900.0	1128.0	980.0	1213.0	6	
AA	1	FATHER	1033.0	1671.0	1202.136	1202.049	1202.309	0.26	43	3	3	2	1	1			1034.0	1671.0	1036.0	1677.0	1034.0	1675.0	1015.0	1659.0	933.0	1587.0	4	
ER	0	FATHER	609.0	1580.0	1202.455	1202.418	1202.528	0.11	94	0	0	0	3	0			601.0	1634.0	610.0	1573.0	669.0	1496.0	705.0	1382.0	665.0	1353.0	5	
AH	1	BROTHER	831.0	1241.0	1202.835	1202.795	1202.914	0.119	6	3	3	2	8	1			837.0	1231.0	827.0	1240.0	822.0	1226.0	803.0	1227.0	680.0	1215.0	6	
ER	0	BROTHER	619.0	1558.0	1203.048	1203.005	1203.134	0.129	94	0	0	0	3	0			643.0	1551.0	614.0	1558.0	554.0	1572.0	543.0	1614.0	747.0	1643.0	5	
AA	1	FATHER	974.0	1561.0	1206.968	1206.905	1207.095	0.19	43	3	3	2	1	1			925.0	1482.0	977.0	1564.0	985.0	1554.0	991.0	1512.0	924.0	1475.0	6	
AA	1	BOTHER	969.0	1587.0	1207.444	1207.374	1207.584	0.21	5	3	3	2	1	1			922.0	1610.0	972.0	1585.0	998.0	1571.0	991.0	1543.0	936.0	1513.0	4	
ER	0	BOTHER	571.0	1545.0	1207.721	1207.664	1207.834	0.17	94	0	0	0	3	0			591.0	1567.0	568.0	1535.0	537.0	1524.0	508.0	1589.0	659.0	1603.0	5	
AA	1	FATHER	970.0	1637.0	1208.883	1208.816	1209.016	0.2	43	3	3	2	1	1			930.0	1628.0	968.0	1635.0	958.0	1586.0	931.0	1531.0	825.0	1355.0	4	
AA	1	BOTHER	951.0	1581.0	1209.315	1209.235	1209.475	0.24	5	3	3	2	1	1			892.0	1574.0	954.0	1581.0	953.0	1627.0	939.0	1632.0	852.0	1509.0	5	
ER	0	BOTHER	523.0	1717.0	1209.589	1209.556	1209.655	0.099	94	0	0	0	3	0			557.0	1791.0	535.0	1782.0	510.0	1759.0	588.0	1822.0	835.0	1960.0	5	
IH	1	NEARER	548.0	2358.0	1213.64	1213.567	1213.787	0.22	14	6	4	2	4	1			540.0	2337.0	552.0	2355.0	566.0	2306.0	571.0	2056.0	582.0	1780.0	5	
IH	1	MIRROR	528.0	2320.0	1214.3	1214.246	1214.407	0.161	14	6	4	2	2	1			524.0	2289.0	528.0	2320.0	527.0	2266.0	560.0	2095.0	626.0	1857.0	4	
ER	0	MIRROR	601.0	1153.0	1214.537	1214.457	1214.697	0.24	94	0	0	0	7	0			607.0	1172.0	597.0	1154.0	555.0	1130.0	582.0	1181.0	590.0	1213.0	6	
OW	1	THOSE	629.0	1269.0	1214.982	1214.968	1215.099	0.131	62	3	4	2	3	0			634.0	1166.0	627.0	1123.0	601.0	1085.0	572.0	1082.0	537.0	1124.0	5	
AY	1	RHYME	852.0	1598.0	1215.323	1215.298	1215.489	0.191	41	4	1	2	7	0			850.0	1689.0	828.0	1859.0	753.0	1966.0	687.0	2156.0	695.0	2241.0	5	
AA	1	FARM	964.0	1471.0	1237.242	1237.189	1237.349	0.16	44	6	4	2	1	3			907.0	1417.0	972.0	1485.0	1001.0	1568.0	977.0	1607.0	951.0	1616.0	6	
AH	1	DUSK	881.0	1456.0	1238.052	1237.988	1238.179	0.191	6	3	4	1	3	3			770.0	1667.0	895.0	1441.0	950.0	1320.0	934.0	1256.0	916.0	1243.0	5	
AY	1	SIGHT	794.0	1297.0	1238.988	1238.918	1239.148	0.23	47	1	4	1	3	0		s	789.0	1280.0	791.0	1296.0	742.0	1131.0	594.0	1386.0	490.0	1387.0	6	
AA	1	SOCKS	1006.0	1659.0	1239.56	1239.497	1239.687	0.19	5	1	6	1	3	3			873.0	1635.0	1019.0	1662.0	1065.0	1669.0	1063.0	1694.0	1044.0	1694.0	5	
EH	2	ELEMENTARY	755.0	1514.0	1239.964	1239.947	1239.997	0.05	2	5	4	2	0	2			722.0	1519.0	762.0	1512.0	813.0	1486.0	880.0	1448.0	896.0	1426.0	5	
EH	1	ELEMENTARY	768.0	1735.0	1240.26	1240.237	1240.307	0.07	2	4	4	2	2	5			779.0	1707.0	767.0	1735.0	758.0	1607.0	748.0	1595.0	724.0	1698.0	5	
ER	0	ELEMENTARY	564.0	1664.0	1240.544	1240.517	1240.598	0.081	94	6	4	2	3	1			541.0	1790.0	566.0	1651.0	583.0	1482.0	593.0	1426.0	611.0	1480.0	5	
IY	0	ELEMENTARY	477.0	2232.0	1240.727	1240.677	1240.828	0.151	12	0	0	0	7	0									1136.0	2316.0	1299.0	2509.0	4	
AY	1	HIGHSCHOOL	962.0	1624.0	1241.043	1241.041	1241.181	0.14	47	3	4	1	0	4		s	894.0	1231.0	823.0	1141.0	676.0	1351.0	567.0	1692.0	490.0	1798.0	6	
OW	1	BOAT	596.0	966.0	1241.779	1241.76	1242.001	0.241	62	1	4	1	1	0			609.0	924.0	581.0	853.0	567.0	762.0	526.0	773.0	507.0	779.0	6	
AY	1	SLIDER	937.0	1493.0	1242.425	1242.37	1242.58	0.21	41	1	4	2	8	1			912.0	1366.0	899.0	1657.0	749.0	1858.0	622.0	1756.0	510.0	1978.0	5	
ER	0	SLIDER	524.0	1682.0	1242.69	1242.62	1242.83	0.21	94	0	0	0	3	0			527.0	1709.0	525.0	1678.0	522.0	1575.0	533.0	1584.0	495.0	1756.0	5	
AY	1	TIGER	840.0	1421.0	1244.026	1244.017	1244.167	0.15	41	1	6	2	3	1			819.0	1390.0	795.0	1428.0	748.0	1607.0	659.0	1819.0	568.0	2000.0	5	
ER	0	TIGER	566.0	1351.0	1244.387	1244.317	1244.527	0.21	94	0	0	0	6	0			561.0	1378.0	565.0	1344.0	570.0	1335.0	570.0	1324.0	508.0	1487.0	6	
ER	1	BURN	648.0	1140.0	1245.137	1245.037	1245.338	0.301	94	4	4	2	1	0			597.0	1165.0	648.0	1128.0	747.0	1133.0	703.0	1199.0	636.0	1294.0	6	
AY	1	WRITING	735.0	1519.0	1246.433	1246.42	1246.57	0.15	47	1	4	1	7	1			715.0	1753.0	642.0	1972.0	546.0	2183.0	500.0	2299.0	462.0	2186.0	5	
AH	0	WRITING	530.0	2384.0	1246.68	1246.66	1246.719	0.059	6	4	4	2	3	0			530.0	2374.0	531.0	2385.0	537.0	2402.0	543.0	2417.0	542.0	2416.0	4	
OW	1	GO	636.0	1138.0	1247.024	1246.989	1247.329	0.34	63	0	0	0	6	0			660.0	1096.0	631.0	994.0	583.0	938.0	512.0	922.0	507.0	1034.0	5	
AO	1	STALKS	834.0	1210.0	1247.666	1247.599	1247.8	0.201	53	1	6	1	3	3			802.0	1259.0	839.0	1208.0	846.0	1201.0	836.0	1224.0	779.0	1195.0	5	
AY	1	WIDE	911.0	1605.0	1248.288	1248.229	1248.51	0.281	41	1	4	2	9	0			910.0	1590.0	866.0	1787.0	765.0	1925.0	598.0	2269.0	496.0	1719.0	5	
IH	2	INVENTORY	531.0	2147.0	1248.62	1248.59	1248.68	0.09	1	4	4	2	0	5			532.0	2122.0	532.0	2142.0	520.0	2104.0	519.0	2063.0	543.0	2019.0	4	
AO	1	INVENTORY	558.0	1210.0	1249.02	1249.0	1249.06	0.06	64	6	4	2	3	1			521.0	1272.0	562.0	1207.0	579.0	1158.0	576.0	1099.0	577.0	1064.0	6	
IY	0	INVENTORY	468.0	2149.0	1249.233	1249.19	1249.32	0.13	12	0	0	0	7	0			424.0	2224.0									4	
ER	1	FIRM	662.0	1126.0	1249.5	1249.42	1249.66	0.24	94	4	1	2	1	0			595.0	1106.0	658.0	1122.0	625.0	1062.0	555.0	1102.0	615.0	1196.0	6	
AY	1	SPIDER	878.0	1453.0	1250.821	1250.766	1250.976	0.21	41	1	4	2	1	1			835.0	1301.0	809.0	1650.0	633.0	1936.0	505.0	2132.0	466.0	2203.0	5	
ER	0	SPIDER	466.0	1530.0	1251.076	1251.006	1251.217	0.211	94	0	0	0	3	0			515.0	1695.0	461.0	1491.0	451.0	1383.0	414.0	1479.0	470.0	1250.0	6	
EH	1	DESK	753.0	1684.0	1251.346	1251.286	1251.467	0.181	2	3	4	1	3	3			697.0	1794.0	758.0	1675.0	829.0	1667.0	830.0	1630.0	775.0	1645.0	4	
AY	1	I'M	1010.0	1600.0	1256.998	1256.97	1257.17	0.2	41	4	1	2	0	0			985.0	1638.0	892.0	1739.0	904.0	1849.0	846.0	1906.0	358.0	1203.0	6	
AH	1	STUCK	872.0	1383.0	1257.729	1257.679	1257.829	0.15	6	1	6	1	3	0			830.0	1462.0	877.0	1371.0	903.0	1363.0	838.0	1322.0	487.0	1202.0	6	
UW	2	RUDIMENTARY	468.0	1538.0	1263.539	1263.532	1263.582	0.05	73	1	4	2	7	2			468.0	1538.0	469.0	1597.0	470.0	1654.0	470.0	1689.0	471.0	1620.0	6	
AH	0	RUDIMENTARY	619.0	1749.0	1263.629	1263.612	1263.662	0.05	6	4	1	2	3	2			613.0	1763.0	620.0	1745.0	622.0	1711.0	618.0	1668.0	610.0	1651.0	5	
EH	1	RUDIMENTARY	745.0	1765.0	1263.784	1263.761	1263.831	0.07	2	4	4	2	2	5			762.0	1749.0	742.0	1768.0	725.0	1780.0	709.0	1796.0	688.0	1816.0	4	
ER	0	RUDIMENTARY	546.0	1582.0	1264.128	1264.061	1264.261	0.2	94	0	0	0	3	1			525.0	1790.0	548.0	1567.0	575.0	1431.0	578.0	1334.0	552.0	1392.0	5	
IY	0	RUDIMENTARY	476.0	2044.0	1264.284	1264.261	1264.331	0.07	12	0	0	0	7	0							566.0	2297.0	798.0	2473.0	847.0	2540.0	4	
AH	1	W	701.0	1490.0	1267.766	1267.739	1267.819	0.08	6	1	1	2	3	2			698.0	1554.0	700.0	1485.0	684.0	1437.0	632.0	1401.0	558.0	1345.0	6	
UW	0	W	475.0	2254.0	1268.012	1267.989	1268.059	0.07	72	0	0	0	9	0			482.0	2257.0	476.0	2251.0	463.0	2213.0	484.0	2114.0	537.0	1998.0	4	
AY	1	WHITE	754.0	1290.0	1268.346	1268.338	1268.468	0.13	47	1	4	1	9	0			723.0	1656.0	606.0	1901.0	530.0	2159.0	467.0	2377.0	423.0	1849.0	5	
EY	1	CRAYON	644.0	2093.0	1269.432	1269.42	1269.58	0.16	21	0	0	0	8	1			617.0	2233.0	565.0	2276.0	537.0	2325.0	542.0	2324.0	582.0	2246.0	4	
EY	1	GRAHAM	589.0	2177.0	1270.89	1270.868	1270.968	0.1	21	0	0	0	8	1			589.0	2167.0	573.0	2233.0	557.0	2275.0	538.0	2320.0	528.0	2251.0	4	
AE	1	CRACKER	632.0	2289.0	1271.257	1271.217	1271.337	0.12	3	1	6	1	8	1			619.0	2291.0	632.0	2290.0	624.0	2306.0	596.0	2301.0	629.0	2241.0	3	
ER	0	CRACKER	574.0	1393.0	1271.514	1271.467	1271.607	0.14	94	0	0	0	6	0			572.0	1440.0	573.0	1387.0	582.0	1416.0	651.0	1476.0	642.0	1503.0	5	
EH	1	MARY	586.0	2245.0	1271.811	1271.758	1271.917	0.159	2	6	4	2	2	1			573.0	2343.0	588.0	2231.0	614.0	2094.0	624.0	2056.0	605.0	1591.0	5	
IY	0	MARY	503.0	2313.0	1272.14	1272.057	1272.307	0.25	12	0	0	0	7	0			488.0	2278.0	496.0	2328.0	561.0	2476.0	1417.0	2536.0	364.0	2120.0	4	
AY	1	MINER	877.0	1640.0	1272.44	1272.407	1272.607	0.2	41	4	4	2	2	1			873.0	1631.0	873.0	1734.0	828.0	1943.0	741.0	2167.0	616.0	1531.0	5	
ER	0	MINER	608.0	1471.0	1272.791	1272.728	1272.918	0.19	94	0	0	0	4	0			619.0	1489.0	608.0	1468.0	635.0	1467.0	628.0	1507.0	700.0	1610.0	5	
EY	1	VAGUE	498.0	2031.0	1273.699	1273.662	1273.952	0.29	21	1	6	2	1	0			495.0	1740.0	495.0	2094.0	488.0	1911.0	472.0	1644.0	457.0	1317.0	6	
AA	1	LAW	820.0	1153.0	1274.484	1274.391	1274.671	0.28	53	0	0	0	7	0			785.0	1128.0	822.0	1156.0	815.0	1158.0	828.0	1177.0	830.0	1187.0	5	
AH	1	SUCKS	819.0	1315.0	1275.061	1275.021	1275.141	0.12	6	1	6	1	3	3			784.0	1383.0	822.0	1306.0	853.0	1256.0	875.0	1234.0	881.0	1211.0	5	
AY	1	SIDE	858.0	1645.0	1275.687	1275.582	1275.892	0.31	41	1	4	2	3	0			829.0	1571.0	856.0	1651.0	764.0	1882.0	655.0	1967.0	495.0	1834.0	5	
AO	1	HORSE	527.0	803.0	1276.185	1276.132	1276.292	0.16	64	6	4	2	0	3			528.0	791.0	530.0	812.0	549.0	895.0	567.0	942.0	588.0	1013.0	6	
AA	1	BARN	804.0	1427.0	1276.719	1276.682	1276.792	0.11	44	6	4	2	1	3			752.0	1426.0	807.0	1427.0	844.0	1416.0	862.0	1413.0	876.0	1474.0	5	
AY	1	TIDE	1056.0	1715.0	1280.553	1280.558	1280.878	0.32	41	1	4	2	3	0		m	835.0	1518.0	783.0	1473.0	691.0	824.0	597.0	1194.0	453.0	1346.0	6	
EH	1	MARRY	531.0	2252.0	1281.138	1281.088	1281.238	0.15	39	6	4	2	2	1			509.0	1574.0	532.0	2232.0	562.0	2097.0	583.0	1963.0	564.0	1870.0	5	
IY	0	MARRY	458.0	2280.0	1281.428	1281.348	1281.588	0.24	12	0	0	0	7	0			499.0	2195.0	459.0	2295.0	481.0	2384.0			1859.0	2350.0	3	
AE	1	AND	870.0	1655.0	1281.798	1281.698	1281.998	0.3	3	4	4	2	0	3			858.0	1626.0	871.0	1659.0	857.0	1704.0	821.0	1770.0	804.0	1896.0	4	
AA	1	PA	846.0	1557.0	1282.265	1282.218	1282.359	0.141	43	0	0	0	1	0			847.0	1589.0	844.0	1560.0	856.0	1572.0	896.0	1599.0	935.0	1605.0	5	
AY	1	MINOR	903.0	1691.0	1282.768	1282.718	1282.929	0.211	41	4	4	2	2	1			901.0	1670.0	884.0	1762.0	782.0	1605.0	651.0	2251.0	609.0	2322.0	5	
ER	0	MINOR	612.0	1477.0	1283.106	1283.019	1283.279	0.26	94	0	0	0	4	0			640.0	1665.0	612.0	1472.0	624.0	1485.0	543.0	1550.0	499.0	1368.0	5	
