SusanS, 12, f, w, 12, utica, 2006

vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	norm_F1@20%	norm_F2@20%	norm_F1@35%	norm_F2@35%	norm_F1@50%	norm_F2@50%	norm_F1@65%	norm_F2@65%	norm_F1@80%	norm_F2@80%	nFormants
AH	0	A	655.0	1703.0	454.864	454.841	454.911	0.07	6	0	0	0	0	0			597.0	1791.0	660.0	1684.0	690.0	1493.0	667.0	1430.0	661.0	1466.0	5	
AO	1	SMALLER	930.0	1167.0	455.22	455.19	455.281	0.091	53	5	4	2	2	1			903.0	1133.0	933.0	1172.0	942.0	1206.0	935.0	1221.0	909.0	1222.0	6	
ER	0	SMALLER	595.0	1620.0	455.5	455.44	455.62	0.18	94	0	0	0	7	0			605.0	1611.0	594.0	1619.0	580.0	1599.0	578.0	1574.0	574.0	1548.0	5	
AW	2	PULLOUT	888.0	1390.0	456.19	456.171	456.282	0.111	42	1	4	1	7	0			889.0	1392.0	895.0	1391.0	865.0	1357.0	818.0	1307.0	763.0	1219.0	4	
EH	1	BED	821.0	1575.0	456.458	456.411	456.551	0.14	2	1	4	2	1	0			778.0	1520.0	822.0	1582.0	817.0	1609.0	774.0	1578.0	726.0	1504.0	4	
AY	1	LIKE	620.0	1377.0	456.666	456.671	456.721	0.05	47	1	6	1	7	0			597.0	1598.0	574.0	1708.0	550.0	1827.0	531.0	1964.0	517.0	2048.0	5	
AE	1	HAS	683.0	1911.0	456.985	456.962	457.031	0.069	3	3	4	2	0	0			697.0	1935.0	681.0	1908.0	663.0	1852.0	611.0	1782.0	540.0	1715.0	4	
EH	1	LEGS	767.0	1711.0	457.743	457.716	457.796	0.08	2	1	6	2	7	3			782.0	1608.0	765.0	1720.0	734.0	1835.0	669.0	1951.0	570.0	2142.0	4	
AY	1	LIKE	673.0	1426.0	458.369	458.375	458.435	0.06	47	1	6	1	7	0			636.0	1775.0	583.0	1942.0	528.0	2090.0	497.0	2144.0	556.0	2159.0	5	
OW	1	OPEN	580.0	963.0	458.52	458.505	458.616	0.111	62	1	1	1	0	1			582.0	934.0	573.0	853.0	541.0	756.0	480.0	714.0	501.0	849.0	6	
AH	1	UP	926.0	1472.0	458.838	458.785	458.945	0.16	6	1	1	1	0	0			910.0	1491.0	927.0	1467.0	916.0	1398.0	879.0	1361.0	761.0	1309.0	4	
AE	1	AND	680.0	2022.0	459.571	459.541	459.631	0.09	3	4	4	2	0	3			687.0	1858.0	679.0	2024.0	649.0	2046.0	592.0	1851.0	558.0	1776.0	5	
AH	0	A	557.0	1717.0	459.728	459.711	459.761	0.05	6	0	0	0	0	0			563.0	1728.0	557.0	1717.0	538.0	1708.0	503.0	1786.0	471.0	1861.0	4	
EH	1	BED	893.0	1700.0	459.941	459.871	460.08	0.209	2	1	4	2	1	0			856.0	1677.0	894.0	1702.0	894.0	1730.0	851.0	1748.0	757.0	1766.0	4	
AY	1	LIKE	703.0	1509.0	460.67	460.67	460.75	0.08	47	1	6	1	7	0			687.0	1715.0	631.0	1861.0	558.0	2082.0	507.0	2337.0	446.0	2506.0	4	
AH	0	WITH	548.0	1308.0	461.157	461.13	461.21	0.08	6	3	3	2	9	0			562.0	1310.0	548.0	1305.0	543.0	1256.0	604.0	1438.0	725.0	1763.0	4	
AY	1	LIKE	658.0	1562.0	461.306	461.301	461.37	0.069	47	1	6	1	7	0			643.0	1722.0	599.0	1877.0	548.0	2045.0	521.0	2220.0	499.0	2205.0	5	
AH	0	A	699.0	1861.0	461.457	461.44	461.491	0.051	6	0	0	0	0	0			682.0	1891.0	703.0	1854.0	728.0	1811.0	756.0	1768.0	779.0	1743.0	5	
EH	1	HEADBOARD	815.0	1742.0	461.674	461.651	461.721	0.07	2	1	4	2	0	4			867.0	1731.0	809.0	1744.0	739.0	1757.0	648.0	1746.0	509.0	1716.0	4	
AO	2	HEADBOARD	459.0	735.0	461.898	461.841	462.011	0.17	64	6	4	2	1	3			441.0	729.0	464.0	737.0	544.0	828.0	555.0	941.0	573.0	1080.0	5	
AE	1	AND	601.0	1975.0	462.467	462.441	462.52	0.079	3	4	4	2	0	3			606.0	1990.0	597.0	1971.0	584.0	1939.0	562.0	1906.0	541.0	1865.0	4	
AE	1	MATTRESS	832.0	2099.0	462.748	462.691	462.861	0.17	3	1	4	1	2	1			759.0	2201.0	839.0	2086.0	880.0	1962.0	848.0	1863.0	812.0	1762.0	4	
AH	0	MATTRESS	551.0	1752.0	463.018	462.981	463.091	0.11	6	3	4	1	8	0			564.0	1779.0	551.0	1751.0	554.0	1732.0	551.0	1706.0	554.0	1679.0	4	
EY	1	FRAME	563.0	2414.0	463.543	463.531	463.75	0.219	21	4	1	2	8	0			530.0	2162.0	516.0	2242.0	563.0	2414.0	495.0	2450.0	503.0	2101.0	5	
AO	1	ALL	892.0	1305.0	463.931	463.911	463.971	0.06	53	5	4	2	0	0			832.0	1301.0	895.0	1305.0	912.0	1304.0	915.0	1297.0	875.0	1267.0	5	
AE	1	THAT	818.0	2011.0	464.188	464.141	464.281	0.14	3	1	4	1	3	0			853.0	2011.0	817.0	2012.0	808.0	2001.0	828.0	1982.0	856.0	1942.0	3	
IH	1	GETTING	471.0	2536.0	471.726	471.709	471.759	0.05	1	1	4	1	6	1			464.0	2550.0	471.0	2536.0	487.0	2497.0	496.0	2430.0	489.0	2344.0	4	
AO	1	CAUGHT	853.0	1233.0	472.195	472.128	472.328	0.2	53	1	4	1	6	0			818.0	1209.0	857.0	1236.0	864.0	1266.0	837.0	1290.0	853.0	1260.0	6	
IH	1	GETTING	492.0	2614.0	473.525	473.508	473.558	0.05	1	1	4	1	6	1			488.0	2631.0	492.0	2614.0	498.0	2577.0	507.0	2547.0	517.0	2532.0	4	
IH	0	GETTING	520.0	2427.0	473.605	473.588	473.638	0.05	1	4	6	2	3	0			519.0	2385.0	520.0	2427.0	524.0	2515.0	524.0	2588.0	520.0	2648.0	4	
AO	1	CAUGHT	860.0	1230.0	473.948	473.888	474.067	0.179	53	1	4	1	6	0			835.0	1243.0	863.0	1230.0	876.0	1246.0	859.0	1298.0	832.0	1376.0	5	
IH	1	IS	493.0	1882.0	474.197	474.177	474.237	0.06	1	3	4	2	0	0			528.0	1909.0	489.0	1879.0	465.0	1873.0	459.0	1899.0	458.0	1921.0	4	
AH	0	IN	527.0	1790.0	474.644	474.627	474.677	0.05	6	4	4	2	0	0			526.0	1786.0	527.0	1790.0	524.0	1798.0	514.0	1800.0	501.0	1798.0	5	
AH	1	TROUBLE	787.0	1280.0	474.924	474.897	474.977	0.08	6	1	1	2	8	1			793.0	1285.0	785.0	1279.0	757.0	1253.0	708.0	1186.0	615.0	1081.0	6	
IH	1	GETTING	503.0	1981.0	476.644	476.627	476.677	0.05	1	1	4	1	6	1			488.0	1972.0	503.0	1981.0	528.0	1997.0	543.0	2008.0	548.0	2024.0	5	
IH	0	GETTING	531.0	2116.0	476.724	476.707	476.757	0.05	1	4	6	2	3	0			527.0	2092.0	531.0	2116.0	539.0	2177.0	546.0	2255.0	554.0	2344.0	5	
AW	1	FOUND	950.0	1536.0	477.052	477.007	477.196	0.189	42	4	4	2	1	3			929.0	1531.0	962.0	1518.0	976.0	1464.0	831.0	1310.0	702.0	1098.0	5	
AW	1	OUT	898.0	1529.0	477.422	477.406	477.586	0.18	42	1	4	1	0	0			904.0	1510.0	880.0	1400.0	839.0	1275.0	738.0	1191.0	746.0	1007.0	5	
AY	1	I	845.0	1457.0	480.589	480.579	480.648	0.069	41	0	0	0	0	0		m	835.0	1397.0	780.0	1270.0	711.0	1248.0	666.0	1281.0	640.0	1328.0	5	
AH	0	YOU	490.0	2201.0	480.845	480.828	480.879	0.051	6	0	0	0	9	0			500.0	2150.0	487.0	2214.0	471.0	2311.0	444.0	2420.0	424.0	2474.0	4	
AY	1	FIND	872.0	1577.0	481.255	481.198	481.349	0.151	41	4	4	2	1	3		s	720.0	1384.0	861.0	1529.0	823.0	1675.0	596.0	1543.0	519.0	1299.0	6	
AW	1	OUT	795.0	1760.0	481.442	481.418	481.548	0.13	42	1	4	1	0	0			806.0	1743.0	838.0	1595.0	807.0	1447.0	736.0	1336.0	645.0	1201.0	5	
AH	1	SOMETHING	725.0	1187.0	481.718	481.688	481.778	0.09	6	4	1	2	3	4			716.0	1212.0	722.0	1183.0	656.0	1167.0	538.0	1158.0	489.0	1098.0	6	
IH	0	SOMETHING	532.0	1928.0	481.922	481.899	481.968	0.069	1	4	6	2	3	0			535.0	1857.0	532.0	1937.0	530.0	2024.0	530.0	2165.0	530.0	2342.0	4	
AH	1	DOESN'T	564.0	1559.0	482.149	482.119	482.208	0.089	6	3	4	2	3	1			538.0	1602.0	564.0	1555.0	565.0	1503.0	542.0	1462.0	511.0	1414.0	4	
EH	1	NECESSARILY	558.0	1963.0	482.725	482.689	482.798	0.109	2	6	4	2	3	2			550.0	1973.0	560.0	1960.0	574.0	1949.0	578.0	1938.0	573.0	1899.0	4	
IY	0	NECESSARILY	459.0	2182.0	482.909	482.889	482.949	0.06	12	0	0	0	7	0			465.0	2086.0	458.0	2190.0	462.0	2219.0	470.0	2262.0	487.0	2303.0	4	
AE	1	HAVE	683.0	1905.0	483.012	482.989	483.059	0.07	3	3	2	2	0	0			664.0	1955.0	682.0	1892.0	676.0	1816.0	636.0	1751.0	526.0	1703.0	5	
AH	0	TO	455.0	1813.0	483.166	483.149	483.199	0.05	6	0	0	0	3	0			449.0	1831.0	455.0	1813.0	473.0	1806.0	476.0	1782.0	462.0	1704.0	5	
IY	1	MEAN	498.0	2796.0	483.289	483.259	483.349	0.09	11	4	4	2	2	0			490.0	2742.0	498.0	2798.0	507.0	2834.0	523.0	2854.0	531.0	2882.0	3	
AH	1	TROUBLE	762.0	1325.0	483.886	483.859	483.939	0.08	6	1	1	2	8	1			752.0	1325.0	762.0	1325.0	747.0	1314.0	710.0	1260.0	627.0	1162.0	5	
AH	1	SOMETHING'S	734.0	1304.0	485.449	485.425	485.496	0.071	6	4	1	2	3	4			698.0	1323.0	734.0	1301.0	713.0	1274.0	642.0	1245.0	522.0	1214.0	6	
AE	1	HAPPEN	784.0	2146.0	486.028	485.985	486.115	0.13	3	1	1	1	0	1			730.0	2224.0	788.0	2136.0	814.0	2037.0	801.0	1925.0	699.0	1758.0	4	
AH	0	HAPPEN	523.0	1594.0	486.212	486.195	486.245	0.05	6	4	4	2	1	0			518.0	1589.0	523.0	1594.0	534.0	1594.0	534.0	1594.0	525.0	1601.0	5	
AH	0	A	794.0	1300.0	493.31	493.28	493.369	0.089	6	0	0	0	0	0			871.0	1414.0	790.0	1298.0	751.0	1246.0	676.0	1176.0	554.0	1138.0	4	
EH	1	BET	832.0	1704.0	493.55	493.5	493.65	0.15	2	1	4	1	1	0			744.0	1651.0	839.0	1707.0	908.0	1740.0	933.0	1765.0	939.0	1791.0	4	
IH	1	IS	462.0	2185.0	494.192	494.149	494.279	0.13	1	3	4	2	0	0			485.0	2189.0	459.0	2183.0	432.0	2090.0	410.0	1971.0	398.0	1875.0	4	
AH	1	MONEY	724.0	1124.0	494.548	494.508	494.628	0.12	6	4	4	2	2	1			675.0	1093.0	731.0	1132.0	794.0	1229.0	805.0	1323.0	710.0	1506.0	5	
IY	0	MONEY	459.0	3116.0	494.752	494.709	494.838	0.129	12	0	0	0	4	0			470.0	3122.0	457.0	3147.0	466.0	3231.0	475.0	3151.0	459.0	3078.0	3	
AH	1	SOMETHING	585.0	1104.0	497.055	497.028	497.108	0.08	6	4	1	2	3	4			532.0	1050.0	587.0	1108.0	589.0	1141.0	581.0	1139.0	558.0	1151.0	6	
IH	0	SOMETHING	529.0	2010.0	497.301	497.268	497.367	0.099	1	4	6	2	3	0			503.0	1915.0	531.0	2021.0	530.0	2094.0	514.0	2157.0	508.0	2205.0	4	
AY	1	I'D	907.0	1656.0	500.259	500.252	500.392	0.14	41	1	4	2	0	0			898.0	1592.0	901.0	1757.0	884.0	1970.0	758.0	1729.0	575.0	1348.0	5	
AE	1	HAVE	647.0	1951.0	500.479	500.452	500.532	0.08	3	3	2	2	0	0			622.0	1966.0	648.0	1947.0	625.0	1889.0	575.0	1839.0	506.0	1834.0	4	
EY	1	SAY	499.0	1960.0	500.714	500.702	500.802	0.1	22	0	0	0	3	0			490.0	2021.0	480.0	2097.0	491.0	2096.0	520.0	2055.0	546.0	1961.0	4	
EY	1	WAGER	517.0	2004.0	500.963	500.951	501.052	0.101	21	2	5	2	9	1			499.0	2110.0	444.0	2315.0	404.0	2470.0	398.0	2551.0	405.0	2478.0	4	
ER	0	WAGER	524.0	1793.0	501.181	501.151	501.241	0.09	94	0	0	0	5	0			523.0	1807.0	524.0	1794.0	521.0	1797.0	521.0	1784.0	516.0	1801.0	4	
UW	1	DO	441.0	1466.0	501.579	501.572	501.641	0.069	73	0	0	0	3	0			442.0	1432.0	443.0	1277.0	434.0	1171.0	426.0	1090.0	430.0	1044.0	5	
AH	0	WITH	470.0	1186.0	501.694	501.671	501.741	0.07	6	3	3	2	9	0			487.0	1164.0	467.0	1189.0	537.0	1341.0	686.0	1667.0	824.0	1981.0	6	
IY	0	MONEY	448.0	2771.0	501.961	501.941	502.001	0.06	12	0	0	0	4	0			441.0	2704.0	448.0	2777.0	441.0	2811.0	428.0	2798.0	421.0	2728.0	3	
AO	1	MORE	627.0	1029.0	502.142	502.122	502.181	0.059	64	6	4	2	2	0			595.0	990.0	630.0	1035.0	646.0	1086.0	648.0	1142.0	638.0	1173.0	6	
AE	1	THAN	517.0	1614.0	502.349	502.332	502.382	0.05	3	4	4	2	3	0			509.0	1631.0	517.0	1613.0	528.0	1598.0	528.0	1593.0	526.0	1588.0	4	
AH	0	A	516.0	1509.0	502.452	502.432	502.492	0.06	6	0	0	0	0	0			519.0	1509.0	514.0	1507.0	487.0	1492.0	429.0	1525.0	385.0	1620.0	5	
EH	1	BET	847.0	1492.0	502.635	502.572	502.761	0.189	2	1	4	1	1	0			842.0	1506.0	850.0	1490.0	890.0	1506.0	892.0	1542.0	856.0	1598.0	5	
AH	0	A	488.0	1806.0	503.154	503.124	503.214	0.09	6	0	0	0	0	0			523.0	1760.0	486.0	1808.0	475.0	1846.0	463.0	1859.0	488.0	1672.0	5	
EH	1	BET	796.0	1541.0	503.391	503.354	503.464	0.11	2	1	4	1	1	0			693.0	1464.0	799.0	1547.0	819.0	1623.0	814.0	1657.0	775.0	1669.0	4	
AY	1	LIKE	563.0	1322.0	503.944	503.933	504.033	0.1	47	1	6	1	7	0		m	558.0	1374.0	540.0	1414.0	523.0	1410.0	501.0	1399.0	429.0	1367.0	6	
OW	1	OH	563.0	979.0	504.642	504.59	504.74	0.15	63	0	0	0	0	0			538.0	1092.0	563.0	979.0	535.0	937.0	525.0	925.0	521.0	921.0	5	
AY	1	I	877.0	1423.0	504.818	504.74	504.9	0.16	41	0	0	0	0	0			690.0	1025.0	810.0	1240.0	875.0	1445.0	791.0	1678.0	590.0	1818.0	4	
EH	1	BET	669.0	1597.0	504.98	504.95	505.039	0.089	2	1	4	1	1	0			592.0	1567.0	675.0	1602.0	733.0	1655.0	747.0	1702.0	777.0	1787.0	4	
UW	1	YOU	375.0	1166.0	505.313	505.25	505.439	0.189	82	0	0	0	9	0			368.0	1268.0	374.0	1146.0	377.0	1081.0	380.0	1349.0	373.0	1222.0	5	
AY	1	I	930.0	1638.0	506.323	506.312	506.402	0.09	41	0	0	0	0	0		s	923.0	1663.0	901.0	1726.0	853.0	1799.0	812.0	1859.0	705.0	1833.0	5	
EH	1	BET	705.0	1733.0	506.492	506.472	506.532	0.06	2	1	4	1	1	0			676.0	1696.0	708.0	1738.0	721.0	1770.0	733.0	1801.0	733.0	1831.0	4	
UW	1	YOU	364.0	1333.0	506.744	506.681	506.871	0.19	82	0	0	0	9	0			365.0	1518.0	363.0	1322.0	384.0	1562.0	386.0	1644.0	388.0	1615.0	5	
AE	1	THAT'S	717.0	1979.0	507.011	506.951	507.131	0.18	3	1	4	1	3	3			618.0	1980.0	724.0	1976.0	753.0	1958.0	758.0	1879.0	755.0	1858.0	5	
AE	1	HAPPEN	854.0	1940.0	507.548	507.511	507.622	0.111	3	1	1	1	0	1			831.0	1995.0	856.0	1932.0	861.0	1858.0	844.0	1787.0	756.0	1688.0	5	
AH	0	HAPPEN	528.0	1571.0	507.718	507.701	507.751	0.05	6	4	4	2	1	0			523.0	1568.0	528.0	1571.0	532.0	1578.0	539.0	1588.0	535.0	1594.0	5	
AY	1	I	519.0	1817.0	508.117	508.13	508.25	0.12	41	0	0	0	0	0		m	483.0	1787.0	457.0	1654.0	405.0	1604.0	397.0	1546.0	398.0	1553.0	5	
EH	1	BET	719.0	1689.0	508.387	508.36	508.44	0.08	2	1	4	1	1	0			685.0	1640.0	722.0	1693.0	752.0	1717.0	754.0	1739.0	738.0	1795.0	4	
UW	1	YOU	372.0	1459.0	508.646	508.629	508.68	0.051	82	0	0	0	9	0			378.0	1499.0	371.0	1443.0	374.0	1406.0	394.0	1507.0	404.0	1583.0	6	
AH	1	SOMETHING'S	770.0	1329.0	508.789	508.769	508.829	0.06	6	4	1	2	3	4			753.0	1375.0	772.0	1322.0	785.0	1255.0	785.0	1193.0	756.0	1156.0	5	
AH	0	GONNA	494.0	1664.0	509.286	509.259	509.339	0.08	6	0	0	0	4	0			499.0	1661.0	493.0	1665.0	492.0	1682.0	499.0	1714.0	491.0	1756.0	4	
AE	1	HAPPEN	812.0	1875.0	509.486	509.45	509.559	0.109	3	1	1	1	0	1			772.0	1903.0	817.0	1872.0	827.0	1796.0	803.0	1721.0	665.0	1647.0	5	
AH	0	IT'S	514.0	1607.0	509.7	509.68	509.74	0.06	6	1	4	1	0	3			515.0	1607.0	513.0	1607.0	499.0	1620.0	472.0	1675.0	520.0	1810.0	4	
AA	1	NOT	936.0	1588.0	509.896	509.859	509.97	0.111	5	1	4	1	4	0			823.0	1575.0	945.0	1589.0	987.0	1599.0	992.0	1620.0	937.0	1637.0	4	
EH	2	NECESSARILY	886.0	1660.0	510.076	510.049	510.13	0.081	2	3	4	1	4	2			857.0	1649.0	887.0	1661.0	893.0	1674.0	900.0	1709.0	897.0	1739.0	4	
EH	1	NECESSARILY	564.0	1823.0	510.39	510.34	510.49	0.15	2	6	4	2	3	2			548.0	1825.0	565.0	1818.0	565.0	1776.0	561.0	1702.0	583.0	1636.0	5	
IY	0	NECESSARILY	433.0	2474.0	510.61	510.58	510.67	0.09	12	0	0	0	7	0			446.0	2305.0	433.0	2491.0	434.0	2549.0	462.0	2543.0	505.0	2365.0	4	
AH	0	A	601.0	1834.0	510.693	510.67	510.74	0.07	6	0	0	0	0	0			565.0	1890.0	607.0	1830.0	676.0	1836.0	727.0	1928.0	777.0	2007.0	5	
EH	1	SET	852.0	1580.0	510.91	510.87	510.99	0.12	2	1	4	1	3	0			807.0	1605.0	852.0	1583.0	807.0	1643.0	738.0	1721.0	617.0	1764.0	5	
IY	1	DEAL	401.0	2779.0	511.15	511.1	511.25	0.15	11	5	4	2	3	0			401.0	2700.0	399.0	2776.0	375.0	2814.0	405.0	2535.0	504.0	2067.0	4	
AH	0	A	740.0	1418.0	516.47	516.43	516.55	0.12	6	0	0	0	0	0			470.0	1685.0	772.0	1392.0	850.0	1315.0	849.0	1309.0	819.0	1284.0	5	
AE	1	MAT	847.0	2075.0	516.83	516.73	517.029	0.299	3	1	4	1	2	0			668.0	2022.0	867.0	2062.0	887.0	1996.0	904.0	1830.0	957.0	1768.0	5	
AH	1	SOMETHING	688.0	1302.0	518.224	518.197	518.278	0.081	6	4	1	2	3	4			651.0	1331.0	691.0	1299.0	711.0	1267.0	682.0	1236.0	614.0	1230.0	4	
IH	0	SOMETHING	437.0	3075.0	518.415	518.398	518.448	0.05	1	4	6	2	3	0			435.0	3083.0	437.0	3075.0	435.0	3133.0	429.0	3069.0	424.0	3008.0	3	
AY	1	WIPE	551.0	1415.0	518.634	518.627	518.747	0.12	47	1	1	1	9	0		s	539.0	1541.0	488.0	1410.0	437.0	1224.0	466.0	1535.0	544.0	1546.0	6	
IY	1	FEET	394.0	2542.0	519.01	518.977	519.077	0.1	11	1	4	1	1	0			392.0	2254.0	394.0	2579.0	382.0	2720.0	380.0	2725.0	383.0	2584.0	4	
AA	1	ON	935.0	1672.0	519.167	519.107	519.287	0.18	53	4	4	2	0	0			827.0	1736.0	943.0	1669.0	981.0	1639.0	956.0	1620.0	856.0	1613.0	4	
AH	0	A	503.0	1784.0	520.38	520.353	520.433	0.08	6	0	0	0	0	0			484.0	1743.0	504.0	1787.0	522.0	1826.0	533.0	1781.0	527.0	1715.0	5	
AH	1	RUG	769.0	1323.0	520.629	520.583	520.722	0.139	6	1	6	2	7	0			757.0	1307.0	768.0	1328.0	744.0	1382.0	715.0	1468.0	611.0	1278.0	6	
AH	1	SOMETHING	703.0	1282.0	520.992	520.972	521.032	0.06	6	4	1	2	3	4			654.0	1265.0	707.0	1281.0	721.0	1267.0	697.0	1242.0	655.0	1218.0	6	
IH	0	SOMETHING	508.0	1959.0	521.179	521.162	521.212	0.05	1	4	6	2	3	0			512.0	1913.0	508.0	1959.0	503.0	2039.0	498.0	2107.0	491.0	2297.0	4	
AE	1	HAVE	733.0	1927.0	521.456	521.422	521.523	0.101	3	3	2	2	0	0			685.0	1901.0	736.0	1930.0	760.0	1923.0	754.0	1851.0	696.0	1762.0	4	
AW	1	HOUSE	882.0	1346.0	521.889	521.882	521.992	0.11	42	3	4	1	0	0			866.0	1307.0	833.0	1202.0	779.0	1082.0	709.0	1051.0	829.0	1508.0	4	
AY	1	I	749.0	1478.0	548.037	547.947	548.127	0.18	41	0	0	0	0	0			642.0	1168.0	718.0	1270.0	749.0	1478.0	754.0	1710.0	728.0	1990.0	4	
OW	1	GO	514.0	1371.0	548.226	548.197	548.357	0.16	63	0	0	0	6	0			705.0	1661.0	1026.0	1922.0	655.0	1164.0	519.0	1189.0	426.0	1300.0	5	
UW	1	TO	436.0	1806.0	548.474	548.467	548.567	0.1	73	0	0	0	3	0			432.0	1779.0	429.0	1658.0	423.0	1439.0	417.0	1232.0	408.0	1176.0	5	
IY	1	WE	423.0	2714.0	548.637	548.597	548.718	0.121	12	0	0	0	9	0			412.0	2191.0	423.0	2750.0	408.0	2851.0	393.0	2803.0			3	
AE	1	HAVE	740.0	1848.0	548.787	548.757	548.847	0.09	3	3	2	2	0	0			743.0	1965.0	738.0	1835.0	719.0	1660.0	691.0	1558.0	621.0	1517.0	5	
AH	0	A	512.0	1434.0	548.951	548.918	549.017	0.099	6	0	0	0	0	0			495.0	1425.0	514.0	1435.0	521.0	1429.0	501.0	1413.0	446.0	1405.0	5	
EH	1	VERY	494.0	2076.0	549.261	549.198	549.387	0.189	2	6	4	2	1	1			495.0	2047.0	495.0	2077.0	516.0	2035.0	537.0	1934.0	530.0	1877.0	5	
IY	0	VERY	445.0	2301.0	549.458	549.418	549.537	0.119	12	0	0	0	7	0			476.0	2205.0	443.0	2308.0	424.0	2357.0	407.0	2337.0	393.0	2223.0	4	
EH	1	DRESS	767.0	1618.0	550.121	550.088	550.188	0.1	2	3	4	1	8	0			710.0	1663.0	773.0	1611.0	796.0	1565.0	808.0	1550.0	837.0	1561.0	5	
OW	1	CODE	593.0	1152.0	550.465	550.458	550.588	0.13	62	1	4	2	6	0			579.0	1128.0	523.0	1107.0	542.0	1095.0	502.0	1093.0	452.0	1107.0	6	
AH	1	BUTTON	631.0	1163.0	552.539	552.496	552.626	0.13	6	1	4	1	1	1			542.0	1140.0	643.0	1167.0	722.0	1241.0	756.0	1325.0	819.0	1419.0	5	
AH	0	BUTTON	434.0	1250.0	552.683	552.666	552.716	0.05	6	4	4	2	3	0			442.0	1317.0	434.0	1250.0	436.0	1193.0	439.0	1169.0	441.0	1205.0	6	
AW	1	DOWN	750.0	1775.0	552.795	552.776	552.916	0.14	42	4	4	2	3	0			812.0	1768.0	825.0	1738.0	764.0	1655.0	635.0	1490.0	538.0	1338.0	5	
ER	1	SHIRTS	499.0	1680.0	553.152	553.105	553.245	0.14	94	1	4	1	5	3			506.0	1748.0	504.0	1678.0	540.0	1631.0	532.0	1600.0	504.0	1652.0	5	
OY	1	BOYS	534.0	1377.0	554.838	554.801	554.911	0.11	61	3	4	2	1	0			528.0	1191.0	534.0	1389.0	517.0	1596.0	466.0	1752.0	418.0	1864.0	5	
ER	1	GIRLS	548.0	1651.0	555.227	555.181	555.32	0.139	94	5	4	2	6	3			536.0	1702.0	551.0	1643.0	580.0	1587.0	603.0	1537.0	624.0	1482.0	5	
OW	1	NO	515.0	1149.0	555.582	555.57	555.63	0.06	63	0	0	0	4	0			515.0	1149.0	521.0	1102.0	515.0	1055.0	515.0	1041.0	509.0	1177.0	6	
AE	1	MATTER	582.0	1888.0	555.733	555.7	555.8	0.1	3	1	4	1	2	1			566.0	1875.0	584.0	1890.0	622.0	1897.0	624.0	1868.0	591.0	1801.0	5	
ER	0	MATTER	532.0	1647.0	555.861	555.831	555.92	0.089	94	0	0	0	3	0			531.0	1694.0	531.0	1640.0	530.0	1518.0	534.0	1341.0	532.0	1267.0	5	
AH	1	WHAT	530.0	1133.0	555.987	555.95	556.06	0.11	6	1	4	1	9	0			541.0	1405.0	532.0	1132.0	608.0	1218.0	679.0	1347.0	658.0	1458.0	5	
EY	1	HATE	451.0	2432.0	556.854	556.841	556.931	0.09	21	1	4	1	0	0			444.0	2462.0	429.0	2508.0	418.0	2491.0	419.0	2457.0	438.0	2310.0	4	
OW	1	THOSE	566.0	1427.0	557.043	557.031	557.161	0.13	62	3	4	2	3	0			592.0	1368.0	579.0	1272.0	541.0	1377.0	540.0	1509.0	501.0	1541.0	4	
ER	1	SHIRTS	546.0	1721.0	557.354	557.321	557.421	0.1	94	1	4	1	5	3			549.0	1725.0	545.0	1722.0	543.0	1735.0	534.0	1756.0	526.0	1769.0	5	
EY	1	THEY	511.0	1939.0	557.71	557.671	557.751	0.08	22	0	0	0	3	0			488.0	2053.0	506.0	2005.0	511.0	1932.0	489.0	1846.0	497.0	1731.0	4	
AY	1	LIKE	589.0	1748.0	558.07	558.04	558.131	0.091	47	1	6	1	7	0			578.0	1578.0	588.0	1782.0	542.0	1980.0	566.0	2172.0	646.0	1877.0	5	
AE	1	SACKS	692.0	2107.0	558.511	558.441	558.651	0.21	3	1	6	1	3	3			660.0	1903.0	694.0	2107.0	724.0	2064.0	747.0	2002.0	688.0	1805.0	5	
AE	1	THAT	649.0	1872.0	562.829	562.812	562.863	0.051	3	1	4	1	3	0			638.0	1869.0	651.0	1873.0	665.0	1865.0	672.0	1842.0	674.0	1814.0	4	
AY	1	I	824.0	1839.0	563.901	563.854	563.974	0.12	41	0	0	0	0	0		m	801.0	1751.0	824.0	1836.0	802.0	1883.0	774.0	1872.0	706.0	1768.0	4	
UH	1	WOULD	505.0	1451.0	564.027	564.004	564.074	0.07	7	1	4	2	9	0			504.0	1351.0	505.0	1463.0	508.0	1584.0	492.0	1640.0	476.0	1657.0	5	
EY	1	SAY	499.0	2137.0	564.223	564.203	564.314	0.111	22	0	0	0	3	0			498.0	2153.0	459.0	2280.0	436.0	2357.0	427.0	2162.0	481.0	1788.0	4	
UW	1	TOO	531.0	1827.0	564.45	564.443	564.583	0.14	73	0	0	0	3	0			530.0	1709.0	529.0	1489.0	502.0	1256.0	500.0	1130.0	486.0	1278.0	5	
AE	1	CAN'T	498.0	2471.0	565.443	565.413	565.503	0.09	33	4	4	2	6	3			498.0	2495.0	499.0	2468.0	505.0	2427.0	515.0	2387.0	552.0	2334.0	4	
IY	1	EVEN	517.0	2675.0	565.593	565.563	565.653	0.09	11	3	2	2	0	1			519.0	2558.0	517.0	2682.0	517.0	2677.0	524.0	2584.0	522.0	2410.0	3	
