vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
AH	1	COUPLE	613.1	1235.0	2040.9	106.7	154.4	1038.1	209.092	209.069	209.139	0.07	6	1	1	1	6	1			590.9	1246.3	616.4	1215.8	627.6	1139.9	627.0	1071.0	597.4	984.6	6		685	1238	2378	6.11101	1	couple	209.0985
AY	1	TIMES	715.6	1315.3	2704.4	104.0	212.8	422.9	209.314	209.269	209.359	0.09	41	4	1	2	3	3		m	659.0	1314.2	682.0	1325.7	715.6	1315.3	725.8	1330.7	713.8	1313.6	5		735	1344	2735	41.4123	1	times	209.314
AE	1	GRANDFATHER	685.7	1716.8	1971.2	75.4	140.4	1190.0	211.568	211.535	211.635	0.1	33	4	4	2	8	5			648.9	1724.1	689.5	1715.1	701.2	1667.4	687.9	1566.9	671.3	1466.2	5		670	1524	2182	3.44285	1	grandfather	211.6063
AA	2	GRANDFATHER	640.6	1163.3	2397.7	69.3	78.7	470.9	211.775	211.745	211.834	0.089	43	3	3	2	1	1			655.3	1160.7	640.0	1164.1	625.5	1176.0	605.2	1177.5	582.2	1169.2	5		648	1189	2550	43.33111	1	(grand)father	211.7821
EH	1	THERE	562.4	1719.1	2447.1	68.8	164.1	308.9	212.201	212.174	212.254	0.08	24	6	4	2	3	0			548.0	1708.1	563.4	1721.0	567.2	1742.3	561.9	1749.6	546.5	1738.4	4		542	1687	2461	24.6003	1	there	212.1904
IY	1	HE	441.2	2076.6	2602.7	260.4	264.8	231.1	212.498	212.475	212.544	0.069	12	0	0	0	0	0			449.2	2113.6	440.4	2071.6	417.2	1785.4	640.4	1758.2	720.3	1721.4	5		417	2090	2576	12.	1	he	212.4898
AY	1	DIED	693.8	1366.3	2479.0	43.2	125.9	790.9	212.692	212.604	212.854	0.25	41	1	4	2	3	0			683.5	1397.9	693.8	1366.3	681.3	1413.9	637.1	1657.4	588.1	1872.7	5		686	1335	2398	41.0023	1	died	212.6737
EH	1	THEN	697.9	1671.0	2772.6	68.2	115.1	128.2	213.064	213.044	213.104	0.06	2	4	4	2	3	0			695.6	1672.2	698.1	1670.4	698.4	1662.2	693.9	1654.3	687.8	1652.6	5		690	1656	2786	2.4423	1	then	213.0712
IH	1	SINCE	611.0	1641.0	2392.1	115.9	316.1	452.2	214.871	214.854	214.904	0.05	1	4	4	2	3	3			613.0	1620.5	611.0	1641.0	603.9	1699.3	600.4	1773.4	597.6	1804.4	4		613	1613	2405	1.44233	1	since	214.8686
OW	1	NO	679.7	1243.8	2365.7	72.7	108.1	1241.0	221.555	221.532	221.683	0.151	63	0	0	0	4	0			681.3	1227.5	682.2	1180.5	665.4	1118.0	623.5	1097.8	537.9	1052.7	5		682	1172	2451	62.0004	1	no	221.5871
AA	1	FARTHEST	609.0	1178.2	2199.1	60.5	148.8	351.2	222.524	222.507	222.558	0.051	44	6	4	2	1	4			606.1	1143.2	609.3	1184.5	607.7	1218.2	605.7	1234.2	603.4	1238.8	5		623	1298	2267	44.60011	1	farthest	222.5336
IY	1	BEACH	405.8	2361.2	2916.1	189.6	215.0	1999.7	224.11	224.067	224.197	0.13	11	2	5	1	1	0			399.1	2299.4	408.5	2365.1	420.5	2310.0	398.8	2351.0	462.7	2330.7	4		396	2072	2460	11.16113	1	beach	224.0769
IY	1	C	453.4	2139.4	2471.8	259.6	323.9	272.6	226.314	226.274	226.395	0.121	12	0	0	0	3	0			451.9	2094.0	453.6	2142.8	437.9	2147.6	406.0	1990.7	614.7	1639.8	5		398	2211	2432	12.0003	1	C	226.3224
AY	1	HIGHSCHOOL	750.0	1183.4	1985.7	292.5	348.1	2236.5	227.492	227.505	227.585	0.08	47	3	4	1	0	4			694.5	1258.6	673.0	1313.7	642.2	1242.7	611.3	1115.9	582.4	1085.9	6		712	1283	2410	47.34201	1	highschool	227.5195
EY	1	STAYED	549.7	1833.0	2533.6	90.3	128.9	179.0	230.944	230.929	231.009	0.08	21	1	4	2	3	0			549.5	1837.1	545.2	1883.4	541.0	1905.2	534.3	1877.1	511.9	1828.9	4		543	1825	2508	22.0023	1	stayed	230.9495
EY	1	NAVY	541.5	2138.2	2712.3	81.1	174.2	369.9	232.348	232.336	232.456	0.12	21	3	2	2	4	1			532.7	2198.6	521.8	2285.7	499.1	2350.6	459.2	2341.5	424.7	2287.0	4		529	2225	2809	21.32241	1	navy	232.3657
EY	1	STAYED	482.1	1728.8	2403.8	75.9	188.4	183.2	235.182	235.17	235.271	0.101	21	1	4	2	3	0			480.3	1771.1	470.2	1854.2	454.2	1916.9	444.8	1932.9	436.5	1882.3	5		483	1790	2435	22.0023	1	stayed	235.1926
EH	1	AIRCRAFT	637.4	2009.2	2619.1	226.6	147.1	368.9	237.055	237.025	237.115	0.09	24	6	4	2	0	4			664.2	2009.7	634.6	2008.0	609.8	1980.7	589.4	1924.1	568.1	1862.3	4		602	1944	2445	24.60004	1	aircraft	237.0631
AE	2	AIRCRAFT	621.3	1556.8	2037.6	52.4	151.1	114.9	237.371	237.344	237.424	0.08	3	3	2	1	8	3			598.2	1532.4	622.7	1559.2	627.8	1588.5	618.3	1597.5	607.4	1595.9	5		610	1512	1995	3.32183	1	(air)craft	237.3659
AH	1	SUBMARINES	627.3	1351.0	2718.9	110.1	198.1	386.3	238.221	238.194	238.275	0.081	6	1	1	2	3	5			607.7	1363.2	628.5	1351.6	632.9	1354.6	616.7	1320.5	580.1	1250.8	4		614	1298	2538	6.11235	1	submarines	238.225
AH	1	STUFF	598.2	1323.7	2540.1	54.8	160.3	396.6	238.888	238.835	238.994	0.159	6	3	2	1	3	0			610.9	1464.1	602.2	1315.7	627.8	1209.2	652.4	1179.0	680.7	1210.8	5		640	1171	2552	6.3213	1	stuff	238.9281
EY	1	GREAT	475.8	1896.7	2336.1	58.8	224.9	129.1	243.063	243.051	243.2	0.149	21	1	4	1	8	0			466.7	2059.4	467.1	2185.5	450.5	2250.3	460.6	2158.6	450.0	2077.5	5		547	1697	2147	21.1418	1	great	243.036
OY	1	JOIN	605.0	1229.6	2244.7	168.9	194.1	309.9	243.971	243.951	244.01	0.059	61	4	4	2	5	0			604.8	1206.9	605.1	1231.2	606.5	1231.2	609.0	1230.6	615.0	1256.2	5		624	1202	2290	61.4425	1	join	243.9519
EY	1	NAVY	545.0	1948.1	3003.9	116.9	279.1	2015.6	244.203	244.191	244.3	0.109	21	3	2	2	4	1			528.5	1986.1	506.7	1993.4	490.7	2042.0	480.6	2070.4	460.0	2026.7	4		561	1961	2878	21.32241	1	navy	244.2061
UW	1	SCHOOL	459.5	1019.6	2253.0	149.4	146.4	605.7	245.46	245.443	245.493	0.05	72	5	4	2	6	0			433.0	1046.2	459.5	1019.6	474.1	989.5	478.0	964.3	477.8	946.9	6		491	933	2609	72.5426	1	school	245.4871
OW	1	THOSE	523.2	1219.5	2509.9	37.2	90.4	183.6	254.876	254.869	254.949	0.08	62	3	4	2	3	0			523.8	1210.7	523.0	1177.3	519.1	1140.1	516.8	1126.2	511.1	1119.3	5		524	1210	2514	62.3423	1	those	254.8873
EY	1	PLACES	514.3	1498.6	2471.2	59.2	203.0	90.3	255.16	255.148	255.198	0.05	21	3	4	1	8	1			514.3	1498.6	509.6	1539.9	505.0	1614.2	504.9	1673.6	505.1	1703.9	5		527	1430	2470	21.3428	1	places	255.1496
OW	1	NO	690.7	1258.8	2430.9	168.2	258.3	254.2	255.495	255.478	255.548	0.07	63	0	0	0	4	0			685.6	1261.9	702.5	1246.2	714.3	1230.4	721.9	1201.6	731.6	1193.9	6		671	1208	2469	62.0004	1	no	255.5038
OW	1	NOPE	575.6	1383.9	2471.4	162.9	247.1	345.8	257.938	257.931	258.051	0.12	62	1	1	1	4	0			572.5	1290.2	546.4	1138.3	504.7	1010.5	484.1	876.9	486.7	922.0	5		565	1270	2432	62.1114	1	nope	257.9549
AH	1	BUNCH	655.2	1150.7	2301.0	69.9	104.2	234.4	268.509	268.486	268.555	0.069	6	4	4	2	1	3			625.9	1112.4	658.1	1155.4	681.6	1205.8	691.2	1265.3	684.4	1306.3	5		706	1282	2304	6.2511	1	bunch	268.5279
IH	1	KIDS	512.9	1962.4	2818.7	94.3	167.5	471.6	269.201	269.157	269.288	0.131	1	1	4	2	6	3			508.9	1994.5	512.6	1955.5	514.2	1864.1	511.2	1799.3	493.2	1748.4	4		509	1824	2537	1.1426	1	kids	269.2202
AW	1	MOUTHS	754.3	1249.0	1551.2	47.8	117.3	2481.9	270.794	270.787	271.006	0.219	42	3	3	2	2	3			749.0	1221.0	724.7	1121.5	656.5	1025.1	606.9	1026.6	516.1	1073.9	6		759	1251	2578	42.3312	1	mouths	270.8086
EY	1	SAYING	634.9	1859.3	2548.0	72.0	125.0	210.3	271.331	271.287	271.396	0.109	21	0	0	0	3	1			621.4	1718.5	634.3	1822.6	632.1	1917.9	620.9	2001.4	611.1	2039.6	5		622	1752	2467	21.4423	1	saying	271.317
AH	1	STUFF	648.7	1308.3	2777.3	49.6	67.6	389.2	271.656	271.616	271.737	0.121	6	3	2	1	3	0			632.4	1362.0	650.5	1299.4	670.0	1236.4	677.0	1220.2	681.9	1179.7	4		650	1237	2476	6.3213	1	stuff	271.6658
EH	1	FRIENDS	760.9	1476.5	2194.4	64.9	154.0	183.7	272.924	272.898	272.977	0.079	2	4	4	2	8	3			761.6	1468.7	760.4	1477.0	758.8	1482.7	755.1	1496.4	745.4	1506.3	6		755	1482	2218	2.44283	1	friends	272.917
AO	1	ALL	677.6	1185.0	2420.5	57.7	64.8	110.2	275.256	275.21	275.349	0.139	53	5	4	2	0	0			634.2	1336.0	681.6	1169.0	688.0	1098.1	674.1	1033.2	641.2	1041.7	5		695	1086	2625	53.542	1	all	275.2843
AY	1	SIDE	749.5	1389.0	2696.4	78.0	228.8	434.6	276.037	276.0	276.08	0.08	41	1	4	2	3	0		m	730.1	1486.2	748.1	1438.8	749.3	1378.9	749.9	1380.1	748.2	1416.6	4		733	1386	2541	41.1423	1	side	276.0225
AW	1	OUT	714.2	1309.2	2312.9	60.9	135.2	286.3	276.754	276.74	276.87	0.13	42	1	4	1	0	0			721.4	1296.3	710.0	1295.6	680.0	1308.7	650.8	1326.1	624.6	1400.2	5		734	1332	2355	42.141	1	out	276.7607
OW	1	OVER	583.1	1198.1	2344.2	51.5	96.3	598.5	277.311	277.29	277.43	0.14	62	3	2	2	0	1			597.3	1163.6	603.0	1051.0	556.8	965.6	524.6	923.3	544.3	877.3	6		627	1079	2522	62.32201	1	over	277.3386
AA	1	DARK	681.9	1569.0	3276.3	138.8	197.3	779.6	278.604	278.577	278.657	0.08	44	6	4	2	3	3			667.8	1596.0	683.5	1569.7	692.5	1585.2	690.7	1585.3	690.3	1575.0	4		645	1433	2094	44.6003	1	dark	278.6034
AW	1	OUT	723.5	1673.2	2874.7	158.0	309.5	1396.9	278.815	278.787	278.946	0.159	42	1	4	1	0	0			731.1	1659.8	765.8	1506.0	756.4	1343.2	730.1	1261.4	692.9	1125.5	4		725	1321	2276	42.141	1	out	278.8467
AH	1	DONE	697.2	1322.6	2469.9	102.1	130.1	479.6	280.994	280.954	281.074	0.12	6	4	4	2	3	0			666.1	1373.5	700.4	1318.9	719.4	1307.5	724.6	1320.9	722.5	1358.5	5		728	1320	2479	6.4423	1	done	281.0174
AY	1	TIMES	825.5	1481.6	2395.0	173.5	257.8	207.2	285.009	284.947	285.108	0.161	41	4	1	2	3	3		m	709.3	1432.9	823.5	1486.1	717.8	1332.4	552.7	789.3	376.0	787.9	6		696	1276	2369	41.4123	1	times	285.0144
AA	1	NOT	705.4	1441.1	2627.2	75.5	164.5	435.5	285.996	285.979	286.029	0.05	5	1	4	1	4	0			683.1	1450.2	705.4	1441.1	722.9	1411.6	729.9	1380.1	732.7	1358.3	5		732	1328	2358	5.1414	1	not	286.0358
AO	1	LONG	705.7	1045.7	2558.0	86.7	71.1	342.7	286.315	286.279	286.388	0.109	53	4	6	2	7	0			690.8	1031.5	708.3	1049.3	722.0	1079.7	714.5	1123.2	682.4	1217.4	5		716	1073	2552	53.46273	1	long	286.3332
AY	1	TIME	763.1	1450.1	2334.1	122.9	240.2	1502.9	286.539	286.508	286.589	0.081	41	4	1	2	3	0		m	756.6	1516.0	763.1	1450.1	753.5	1384.4	749.1	1357.9	744.9	1366.9	5		768	1441	2598	41.4123	1	time	286.5387
OW	1	THOUGH	673.4	1212.5	2478.1	90.2	133.8	177.5	286.755	286.738	286.808	0.07	63	0	0	0	3	0			670.8	1221.9	677.5	1190.8	685.4	1157.8	690.4	1122.4	691.7	1088.9	5		678	1168	2476	62.0003	1	though	286.7686
IH	1	SIXTH	523.1	1846.8	2336.3	109.3	270.0	681.7	288.981	288.964	289.015	0.051	1	1	6	1	3	3			524.6	1810.1	522.3	1854.8	511.5	1903.7	497.8	1956.6	492.3	1992.3	4		510	1721	2170	1.16133	1	sixth	288.9844
EY	1	GRADE	518.0	1898.2	2576.2	68.8	199.1	2076.4	289.323	289.304	289.424	0.12	21	1	4	2	8	0			514.6	1978.5	498.8	2093.3	463.3	2099.3	440.6	2091.7	432.4	2099.8	4		516	1884	2275	21.1428	1	grade	289.3224
AE	1	THAT	557.9	1719.1	2826.8	54.8	173.5	1079.8	290.091	290.045	290.184	0.139	3	1	4	1	3	0			556.1	1712.9	560.6	1721.3	572.4	1723.0	559.6	1680.4	604.7	1672.1	4		560	1713	2770	3.1413	1	that	290.0687
AO	1	LONG	690.8	1102.0	2479.8	91.3	150.9	458.6	296.753	296.71	296.839	0.129	53	4	6	2	7	0			701.4	1118.4	692.2	1104.0	700.1	1109.3	714.3	1144.5	699.0	1171.9	5		705	1113	2555	53.46273	1	long	296.771
OW	1	AGO	649.4	1261.8	2280.8	109.2	182.4	213.4	297.037	297.009	297.119	0.11	63	0	0	0	6	0			644.1	1274.9	655.9	1236.6	665.9	1182.4	706.8	1170.8	818.5	1323.2	5		632	1306	2243	62.0006	1	(a)go	297.0225
OW	1	KNOW	646.6	1046.7	2311.6	90.2	64.0	504.3	302.568	302.553	302.652	0.099	63	0	0	0	4	0			649.2	1042.4	652.5	1027.5	642.4	1008.9	613.5	968.8	550.0	906.1	6		629	1031	2354	62.0004	1	know	302.5736
AE	1	THAT	598.5	1605.7	2914.2	67.6	193.8	951.2	302.963	302.913	303.062	0.149	3	1	4	1	3	0			584.8	1615.4	600.5	1606.2	626.2	1612.5	650.5	1598.5	666.5	1628.3	4		592	1611	2689	3.1413	1	that	302.9549
AA	1	NOT	753.7	1490.7	2487.7	71.5	343.6	718.5	304.041	303.998	304.128	0.13	5	1	4	1	4	0			723.3	1554.7	755.0	1478.5	756.1	1391.7	750.8	1344.7	739.1	1320.5	5		756	1439	2418	5.1414	1	not	304.0493
OW	1	DON'T	555.4	1144.8	2334.9	57.2	95.3	285.3	304.309	304.287	304.377	0.09	62	4	4	2	3	0			554.0	1164.0	561.4	1092.9	580.6	1027.7	615.7	979.3	657.2	925.8	5		705	903	2399	62.44233	1	don't	304.3684
AE	1	HAVE	645.8	1651.1	2521.5	63.7	118.1	184.1	304.574	304.557	304.607	0.05	3	3	2	2	0	0			656.2	1667.5	645.8	1651.1	627.4	1621.7	608.3	1590.3	590.3	1554.1	5		674	1687	2507	3.322	1	have	304.5577
AY	1	FIGHTS	671.9	1289.5	2433.7	294.8	292.2	398.1	305.011	305.018	305.137	0.119	47	1	4	1	1	3			616.1	1324.1	600.9	1456.8	559.4	1616.4	519.3	1782.6	510.3	1898.4	5		606	1310	2385	47.1411	1	fights	305.0444
AA	1	ARE	678.4	1155.8	2191.9	61.8	53.6	345.6	314.899	314.882	314.932	0.05	44	6	4	2	0	0			678.3	1127.8	678.4	1155.8	673.3	1199.8	665.8	1236.7	659.0	1265.5	5		699	1173	2395	44.6	1	are	314.8981
UH	1	GOOD	520.1	1396.7	2157.9	50.4	153.8	214.3	316.573	316.553	316.613	0.06	7	1	4	2	6	0			511.5	1411.2	520.3	1395.1	516.7	1388.7	509.6	1391.7	470.2	1381.1	5		527	1425	2194	7.1426	1	good	316.5685
EY	1	MAKE	576.7	1996.9	2744.8	124.4	207.6	1040.9	317.005	316.993	317.053	0.06	21	1	6	1	2	0			576.7	1996.9	549.0	2067.5	510.1	2158.7	474.0	2249.3	470.6	2333.4	4		575	1906	2368	21.1612	1	make	317.0011
AE	1	ACTUALLY	660.7	1830.5	2568.9	153.0	225.2	614.5	317.56	317.513	317.654	0.141	3	1	6	1	0	4			680.8	1696.6	653.0	1826.7	643.5	1822.0	596.9	1715.8	536.9	1707.0	5		642	1788	2284	3.16105	1	actually	317.5763
ER	1	LEARN	581.4	1579.5	3895.1	166.5	173.5	696.0	318.063	318.013	318.163	0.15	94	4	4	2	7	0			577.7	1575.2	584.3	1582.1	620.3	1606.4	646.9	1592.0	713.2	1617.6	3		530	1392	1803	94.6007	1	learn	318.0604
AW	1	COUNTS	772.1	1630.6	2393.6	300.7	490.6	541.0	328.854	328.841	328.961	0.12	42	4	4	2	6	3			759.1	1393.2	757.3	1296.1	738.9	1182.8	726.3	1102.5	731.8	1145.9	5		778	1358	2769	42.44203	1	counts	328.8822
AH	1	SUBJECT	636.0	1266.7	2708.3	81.8	106.1	211.6	329.404	329.371	329.471	0.1	6	1	1	2	3	4			633.3	1285.3	635.4	1265.9	613.6	1270.1	546.9	1276.5	473.7	1316.4	4		629	1254	2642	6.11234	1	subject	329.4114
AA	1	R	712.8	1257.3	2462.6	113.5	305.0	260.2	330.275	330.252	330.322	0.07	44	6	4	2	0	0			712.0	1254.5	712.6	1258.1	706.2	1263.3	698.5	1261.9	689.9	1272.1	4		690	1229	2340	44.6006	1	R	330.2848
UH	1	TOOK	548.3	1367.7	2253.6	96.3	283.2	433.3	332.646	332.629	332.679	0.05	7	1	6	1	3	0			550.9	1380.6	548.3	1367.7	530.0	1363.1	503.6	1374.1	474.0	1385.9	5		572	1465	2469	7.1613	1	took	332.6412
ER	1	ALTERNATIVE	731.7	1646.3	3734.6	357.0	146.6	777.0	333.315	333.288	333.369	0.081	94	4	4	2	3	2			696.3	1666.2	733.5	1646.5	742.7	1646.7	707.9	1665.8	673.1	1690.3	4		698	1627	3994	94.60032	1	(al)ternative	333.3281
IH	1	GYM	603.2	1762.4	2802.4	117.3	291.3	1033.3	333.971	333.938	334.038	0.1	1	4	1	2	5	0			577.7	1796.9	607.1	1756.6	635.5	1727.5	654.0	1704.6	659.2	1673.9	4		563	1756	2349	1.4125	1	gym	333.9573
AY	1	LIKED	605.1	1263.2	2493.2	45.7	104.2	582.9	334.583	334.579	334.649	0.07	47	1	6	1	7	3			603.2	1349.6	594.6	1457.9	573.1	1613.7	533.5	1509.3	486.0	1181.4	6		601	1317	2515	47.1617	1	liked	334.5928
AE	1	AFTER	585.1	1651.6	2514.7	41.3	141.9	171.7	334.888	334.838	334.989	0.151	33	3	2	1	0	4			595.7	1670.2	585.9	1653.6	595.5	1655.2	597.8	1642.5	594.8	1626.3	5		597	1649	2491	3.32104	1	after	334.9443
AO	1	MORE	562.5	867.6	2177.0	185.3	133.1	538.1	336.041	336.021	336.081	0.06	64	6	4	2	2	0			547.3	868.4	565.3	871.5	590.4	922.1	605.1	995.7	603.4	1056.1	6		611	1093	2224	64.6002	1	more	336.0685
AA	1	INVOLVED	602.8	984.9	2408.7	53.0	53.0	177.2	336.328	336.291	336.401	0.11	5	5	4	2	1	3			598.7	996.1	602.8	983.7	599.9	967.4	591.6	941.8	581.9	926.7	5		606	971	2419	5.54213	1	(in)volved	336.3443
AA	1	LOT	698.1	1240.1	2702.6	84.0	152.2	131.5	345.422	345.389	345.489	0.1	5	1	4	1	7	0			685.5	1243.5	701.3	1243.9	733.6	1298.5	743.6	1330.0	727.9	1311.4	4		732	1317	2632	5.1417	1	lot	345.4552
EY	1	SKATEBOARDING	457.7	2034.0	2678.3	39.5	152.3	320.4	346.217	346.205	346.275	0.07	21	1	4	1	6	5			457.3	2038.3	455.9	2055.4	453.4	2063.8	449.4	2038.1	448.4	1839.8	4		454	2012	2598	21.14162	1	skateboarding	346.225
AO	2	SKATEBOARDING	479.9	873.4	2168.0	89.7	77.8	472.4	346.385	346.355	346.444	0.089	64	6	4	2	1	4			482.7	843.5	481.0	876.0	493.5	925.2	503.4	994.6	511.9	1060.9	5		513	899	2294	64.6001	1	(skate)boarding	346.3927
AY	1	BIKING	597.4	1270.0	2308.5	46.7	95.4	159.9	347.333	347.277	347.407	0.13	47	1	6	1	1	1			556.5	1044.5	588.7	1176.3	592.0	1346.9	549.9	1529.1	518.6	1800.1	5		610	1276	2374	47.1611	1	biking	347.3302
AH	1	STUFF	666.3	1305.3	2788.2	68.9	112.4	523.0	347.986	347.936	348.086	0.15	6	3	2	1	3	0			616.9	1347.1	668.4	1299.8	671.7	1232.0	672.9	1196.9	681.1	1207.2	4		661	1187	2493	6.3213	1	stuff	348.0252
OW	1	ROLLERBLADING	539.0	1113.0	1943.4	60.0	103.4	559.9	349.625	349.614	349.734	0.12	62	5	4	2	7	2			544.0	1094.7	529.9	1040.2	515.4	1007.7	494.9	916.9	517.3	1032.0	6		547	1132	2117	62.54272	1	rollerblading	349.6253
EY	2	ROLLERBLADING	560.7	2386.2		142.1	404.2		349.955	349.943	350.043	0.1	21	1	4	2	8	1			551.3	2340.8	547.2	2303.7	544.4	2286.4	540.9	2269.4	528.0	2227.9	3		520	1490	2476	21.1428	1	(roller)blading	349.9606
AO	1	ALL	643.0	1069.0	2331.2	94.4	115.9	162.3	350.223	350.193	350.283	0.09	53	5	4	2	0	0			625.2	1085.7	644.9	1065.1	646.3	1043.1	641.0	1034.4	633.4	1032.2	6		634	1029	2445	53.542	1	all	350.2518
AH	1	STUFF	610.4	1281.5	2574.7	58.9	103.4	583.1	351.033	350.983	351.133	0.15	6	3	2	1	3	0			553.8	1300.0	614.9	1277.4	647.7	1243.7	651.9	1187.5	651.4	1135.8	5		643	1217	2587	6.3213	1	stuff	351.0631
IY	1	PEOPLE	394.1	2030.1	2385.6	164.5	221.3	426.8	353.053	353.02	353.12	0.1	11	1	1	1	1	1			454.3	2016.0	391.5	2027.5	389.8	2013.4	406.3	1885.5	428.1	1646.3	4		382	2007	2297	11.11111	1	people	353.066
AE	1	BASKETBALL	633.6	1734.3	2497.7	26.6	143.1	132.4	353.536	353.499	353.609	0.11	39	3	4	1	1	5			604.2	1690.6	634.0	1734.6	638.8	1725.8	638.5	1693.9	623.2	1622.8	5		635	1725	2501	3.34212	1	basketball	353.5412
AO	2	BASKETBALL	601.0	981.0	2409.2	84.6	71.4	189.8	353.833	353.8	353.899	0.099	53	5	4	2	1	0			565.7	989.5	603.8	980.3	606.0	971.4	615.0	982.6	651.0	1038.2	5		651	1006	2579	53.5421	1	(basket)ball	353.8711
AO	1	COURTS	547.2	988.2	2063.6	89.0	86.4	241.5	354.146	354.119	354.199	0.08	64	6	4	2	6	3			542.9	981.7	548.7	991.7	562.3	1028.2	573.8	1059.0	575.5	1124.5	6		569	1037	2216	64.60003	1	courts	354.1604
AH	1	SUMMER	650.0	1242.6	2841.9	161.3	194.8	481.3	355.337	355.32	355.37	0.05	6	4	1	2	3	1			637.6	1264.9	650.0	1242.6	677.4	1221.7	706.5	1242.6	730.4	1257.7	4		645	1201	2630	6.41231	1	summer	355.3413
EY	1	PLAY	615.9	1531.7	2415.7	72.0	167.0	588.8	357.778	357.749	357.809	0.06	22	0	0	0	8	0			579.1	1403.8	597.3	1472.8	618.1	1538.9	633.4	1588.9	627.7	1527.0	6		582	1422	2492	22.0008	1	play	357.7626
IY	1	PEOPLE	441.4	2005.0	2396.1	178.3	318.9	497.8	368.527	368.49	368.6	0.11	11	1	1	1	1	1			498.9	2044.4	439.7	2003.6	430.6	2018.6	439.4	1973.7	470.6	2101.5	4		430	1966	2337	11.11111	1	people	368.5385
EH	1	PROFESSIONAL	658.6	1428.3	2783.2	71.9	128.7	584.0	369.253	369.23	369.3	0.07	2	3	5	1	1	2			664.0	1443.2	658.0	1427.5	653.5	1432.6	651.9	1462.2	650.4	1524.5	4		647	1394	2550	2.35112	1	(pro)fessional	369.2524
AA	1	LOTS	685.8	1265.2	2595.8	116.8	158.1	442.7	371.34	371.306	371.407	0.101	5	1	4	1	7	3			671.3	1271.7	686.4	1264.3	698.4	1264.9	714.4	1290.8	700.8	1323.4	4		703	1261	2445	5.1417	1	lots	371.3708
EY	1	MAKE	582.5	1762.3	2397.3	64.4	139.1	181.5	371.839	371.827	371.886	0.059	21	1	6	1	2	0			582.5	1762.3	545.4	1842.0	519.4	1926.5	506.6	2031.7	512.1	2100.0	5		612	1725	2401	21.1612	1	make	371.8332
AH	1	MONEY	649.4	1120.8	2578.5	155.4	159.0	984.1	372.073	372.046	372.126	0.08	6	4	4	2	2	1			623.2	1065.2	652.6	1128.4	692.8	1242.4	716.4	1350.2	676.5	1399.6	5		608	1049	2417	6.44221	1	money	372.0549
AA	1	SPONSORED	741.8	1204.3	3195.4	88.1	135.1	546.8	372.897	372.857	372.976	0.119	5	4	4	2	1	4			706.0	1208.2	745.5	1205.6	760.9	1233.3	819.3	1364.4	797.0	1270.3	4		755	1224	2980	5.44214	1	sponsored	372.9168
UW	1	SHOE	462.1	1610.8	2102.4	143.4	236.4	125.4	373.916	373.896	373.956	0.06	72	0	0	0	5	0			459.7	1710.4	462.4	1597.7	461.3	1464.0	458.6	1324.4	441.5	1195.5	6		412	1599	2026	73.0005	1	shoe	373.92
AE	1	BRANDS	682.8	1999.7	2460.3	159.2	255.7	889.5	374.156	374.126	374.216	0.09	33	4	4	2	8	3			701.0	1956.2	681.3	2005.7	676.9	2034.8	671.3	2014.7	660.1	1939.9	4		671	2013	2418	3.44283	1	brands	374.1661
EY	1	SKATEBOARD	537.1	1932.0	2346.3	86.6	230.3	201.4	374.561	374.526	374.597	0.071	21	1	4	1	6	4			492.8	2004.8	523.6	1982.6	537.1	1932.0	535.0	1801.3	525.8	1552.5	5		530	1964	2356	21.14162	1	skateboard	374.5547
AO	2	SKATEBOARD	518.8	905.9	2195.2	109.7	93.2	753.2	374.679	374.656	374.726	0.07	64	6	4	2	1	3			566.3	968.6	518.6	908.3	531.7	963.2	533.7	1021.6	531.6	1079.8	5		551	1012	2514	64.6001	1	(skate)board	374.698
EY	1	MAKE	546.3	1836.0	2320.6	93.4	204.3	205.6	376.345	376.333	376.393	0.06	21	1	6	1	2	0			546.3	1836.0	526.4	1883.0	513.8	1933.2	513.0	1986.5	511.7	2043.5	5		552	1771	2267	21.1612	1	make	376.3386
AH	1	MONEY	698.4	1214.5	2366.1	171.9	126.2	950.2	376.565	376.542	376.612	0.07	6	4	4	2	2	1			690.2	1178.9	699.7	1223.3	704.4	1276.1	710.7	1342.7	705.0	1412.4	5		700	1195	2456	6.44221	1	money	376.5577
OW	1	THOSE	572.1	1318.8	2661.6	124.1	122.0	258.4	380.31	380.292	380.442	0.15	62	3	4	2	3	0			573.1	1276.2	571.1	1206.2	561.6	1171.5	567.5	1148.3	567.7	1202.7	4		562	1251	2506	62.3423	1	those	380.3221
UH	1	TOUR	493.8	794.6	2459.7	80.9	45.3	283.6	382.115	382.065	382.215	0.15	74	6	4	2	3	0			522.9	843.0	492.5	793.6	500.9	816.0	539.5	910.5	579.0	1053.4	5		503	794	2576	74.6003	1	tour	382.1223
EY	1	SKATE	525.1	2091.2	2545.7	92.1	159.9	234.0	383.962	383.909	384.039	0.13	21	1	4	1	6	0			493.7	2071.0	522.1	2081.2	512.8	2110.9	467.6	2102.6	447.5	1871.5	5		525	2110	2566	21.1416	1	skate	383.963
