vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
AO	1	HORSE	527.5	878.2	2342.7	60.3	124.8	323.7	384.603	384.559	384.69	0.131	64	6	4	2	0	3			524.1	839.1	527.3	883.3	528.9	928.6	536.3	968.9	530.4	1051.6	5		534	941	2405	54.6	1	horse	384.6228
IH	1	DIFFERENT	456.7	1682.0	2564.9	313.7	344.9	618.0	385.672	385.649	385.718	0.069	1	3	2	1	3	2			650.5	1700.1	419.2	1659.8	473.0	1686.0	514.7	1716.4	534.8	1711.1	5		521	1680	2302	1.32132	1	different	385.6983
EH	1	LETTERS	670.0	1312.9	2674.3	58.4	134.5	324.8	385.985	385.958	386.039	0.081	2	1	4	1	7	1			657.3	1302.7	670.9	1314.6	674.8	1335.5	662.9	1357.0	642.2	1376.5	4		667	1288	2556	2.14171	1	letters	385.9876
EY	1	PLAY	608.3	1460.3	2481.9	102.3	158.1	186.1	386.8	386.788	386.868	0.08	22	0	0	0	8	0			607.5	1494.6	598.4	1572.7	568.7	1601.8	526.4	1568.1	501.4	1441.5	5		599	1504	2464	22.0008	1	play	386.8062
EY	1	SKATEBOARDS	525.1	1980.5	2435.3	87.8	221.8	267.4	387.205	387.189	387.268	0.079	21	1	4	1	6	4			525.1	1980.5	510.4	1979.4	501.0	1980.5	501.0	1932.8	501.2	1776.5	5		514	1981	2374	21.14162	1	skateboards	387.2091
AO	2	SKATEBOARDS	509.9	863.0	2386.1	82.9	61.2	683.3	387.375	387.338	387.449	0.111	64	6	4	2	1	3			558.4	868.1	509.0	870.5	511.9	920.1	519.5	1006.6	527.0	1113.5	5		522	961	2468	64.60013	1	(skate)boards	387.4011
AH	1	MONEY	705.1	1127.5	2437.7	200.8	91.8	481.1	388.837	388.81	388.89	0.08	6	4	4	2	2	1			720.4	1129.3	706.4	1135.3	717.5	1225.2	725.3	1296.4	722.6	1360.5	5		722	1285	2668	6.44221	1	money	388.8605
AE	1	THAT	713.4	1742.7	3071.6	61.7	152.0	1254.1	389.561	389.491	389.701	0.21	3	1	4	1	3	0			710.7	1732.7	714.0	1744.1	714.4	1745.5	723.5	1774.3	700.9	1814.8	4		713	1728	2767	3.1413	1	that	389.5222
EH	1	FRIENDS	703.7	1413.3	2119.0	60.0	115.4	304.4	397.417	397.394	397.464	0.07	2	4	4	2	8	3			700.1	1398.3	703.9	1415.1	704.9	1436.6	701.8	1455.2	694.7	1472.0	5		703	1446	2191	2.44283	1	friends	397.436
AH	1	DOES	560.6	1373.1	2875.8	87.1	87.7	850.1	397.654	397.614	397.734	0.12	6	3	4	2	3	0			547.9	1424.3	563.4	1371.3	589.8	1361.1	587.4	1355.0	552.6	1328.1	4		580	1339	2604	6.3423	1	does	397.6929
IY	1	HE'S	473.8	2140.1	2651.5	195.3	116.7	253.1	398.048	398.025	398.094	0.069	11	3	4	2	0	0			463.7	2147.1	474.6	2138.6	477.8	2112.8	472.4	2064.3	464.2	2002.0	5		453	2158	2699	12.002	1	he's	398.0417
IH	1	HERE	484.1	1834.9	2088.0	117.1	270.3	300.1	398.407	398.384	398.454	0.07	14	6	4	2	0	0			482.0	1885.7	484.9	1828.0	495.2	1737.0	502.5	1636.4	506.9	1556.9	5		474	1843	2181	14.6	1	here	398.3978
AW	1	NOW	786.5	1545.6	3148.4	130.2	197.2	935.2	398.665	398.644	398.734	0.09	42	0	0	0	4	0			780.6	1560.6	802.5	1486.3	812.0	1386.3	809.8	1288.5	815.8	1220.5	4		770	1587	1663	42.0004	1	now	398.6574
EH	1	BED	671.9	1636.5	2574.9	56.0	385.9	207.2	417.673	417.633	417.752	0.119	2	1	4	2	1	0			648.0	1595.5	672.9	1639.2	668.8	1655.0	639.6	1673.0	593.1	1670.2	5		673	1644	2610	2.1421	1	bed	417.685
AA	1	COT	772.0	1409.7	2633.1	65.9	272.8	219.2	418.179	418.112	418.312	0.2	5	1	4	1	6	0			760.5	1441.1	773.3	1407.9	780.7	1411.2	774.6	1481.4	753.7	1590.9	4		759	1370	2579	5.141	1	cot	418.1791
AA	1	COT	808.7	1454.4	3937.6	135.6	370.9	763.8	419.123	419.053	419.262	0.209	5	1	4	1	6	0			936.9	1958.1	807.0	1451.5	814.5	1636.9	760.5	1602.8	746.6	1791.7	3		773	1376	2568	5.141	1	cot	419.1553
EH	1	BED	654.8	1509.7	2407.8	46.9	110.4	378.2	420.748	420.711	420.821	0.11	2	1	4	2	1	0			634.6	1472.8	656.0	1511.6	663.4	1536.8	640.6	1570.7	598.9	1610.0	5		665	1524	2480	2.1421	1	bed	420.7553
AH	1	UP	669.3	1245.3	2340.3	51.1	99.7	504.8	421.161	421.131	421.221	0.09	6	1	1	1	0	0			653.4	1293.1	671.3	1238.0	673.4	1209.9	650.6	1199.5	600.1	1165.5	5		685	1220	2445	6.111	1	up	421.1737
AA	1	NOT	821.2	1565.5	3528.9	160.3	485.8	938.7	421.982	421.942	422.063	0.121	5	1	4	1	4	0			787.8	1593.0	822.3	1561.8	826.8	1535.2	820.3	1534.8	814.5	1755.8	3		773	1349	2702	5.1414	1	not	422.0011
IH	1	THICK	541.4	1809.0	2606.4	38.7	165.2	174.8	423.026	422.999	423.079	0.08	1	1	6	1	3	0			532.6	1750.5	541.4	1813.3	540.1	1857.3	538.5	1901.4	527.4	1952.6	4		537	1823	2487	1.1613	1	thick	423.0441
EY	1	SAME	585.2	1972.3	2471.2	173.7	64.2	312.8	426.618	426.59	426.69	0.1	21	4	1	2	3	0			583.2	1912.7	579.5	2024.1	572.4	2136.6	579.8	2219.7	567.1	2255.7	5		579	1925	2382	21.4123	1	same	426.612
AY	1	LIGHTER	653.2	1246.8	2458.1	78.8	62.1	202.6	427.73	427.711	427.821	0.11	47	1	4	1	7	1			652.8	1265.2	635.9	1362.1	594.3	1505.4	538.0	1653.7	510.8	1735.6	5		665	1235	2497	47.14171	1	lighter	427.7253
AO	1	CAUGHT	676.7	1049.5	2488.6	148.5	68.5	114.8	438.011	437.951	438.131	0.18	53	1	4	1	6	0			665.9	1088.1	677.5	1049.0	687.8	1083.7	693.1	1173.9	667.1	1251.9	5		720	1079	2540	53.141	1	caught	438.0387
AY	1	LIKE	604.4	1365.6	2970.7	71.9	109.5	834.6	438.547	438.49	438.641	0.151	47	1	6	1	7	0			587.0	1297.3	604.0	1352.5	598.7	1453.9	578.4	1688.5	512.2	1889.8	4		594	1341	2484	47.1617	1	like	438.5498
AE	1	ACT	651.6	2028.7	2706.9	102.9	143.6	525.4	440.559	440.489	440.698	0.209	3	1	6	1	0	3			611.6	2167.5	656.0	2016.3	679.7	1951.4	693.5	1911.4	652.3	1911.8	4		690	1902	2553	3.16163	1	act	440.6223
UW	1	DOING	430.1	1801.1	2423.5	126.4	113.4	368.8	441.005	440.998	441.129	0.131	73	0	0	0	3	1			462.5	1670.1	490.4	1318.2	508.4	1153.5	520.8	1055.8	550.7	1079.1	5		498	1315	2356	73.4423	1	doing	441.0441
AW	1	FOUND	787.6	1283.6	2939.3	123.5	119.3	779.7	442.357	442.328	442.459	0.131	42	4	4	2	1	3			776.8	1275.9	813.9	1294.8	813.3	1257.1	815.8	1213.6	824.6	1170.6	4		800	1245	2548	42.44213	1	found	442.3873
AW	1	OUT	679.4	1387.8	2461.4	64.4	131.3	282.2	442.586	442.558	442.669	0.111	42	1	4	1	0	0			658.8	1417.7	718.4	1339.9	753.1	1316.8	748.9	1306.4	698.3	1268.2	5		755	1305	2384	42.141	1	out	442.6198
AY	1	MIGHT	725.4	1300.8	2337.2	178.3	162.0	662.5	443.05	443.018	443.148	0.13	47	1	4	1	2	0			718.8	1241.5	702.8	1480.8	581.9	1804.1	498.3	1970.8	397.9	1859.9	5		706	1310	2265	47.1412	1	might	443.0552
IY	0	BE	430.9	2236.3	2851.2	130.3	93.1	737.8	443.281	443.218	443.408	0.19	12	0	0	0	1	0			408.6	2204.5	433.9	2235.8	455.0	2251.3	471.7	2191.7	494.4	2064.2	4		410	2167	2459	12.0001	1	be	443.2526
AE	1	AFTER	638.1	1942.5	2556.0	133.8	121.8	322.7	443.471	443.408	443.597	0.189	33	3	2	1	0	4			691.0	2119.5	636.2	1943.8	632.1	1947.4	635.6	1890.7	644.5	1829.5	4		634	1939	2527	3.32104	1	after	443.4952
EH	1	BET	734.8	1398.7	2480.9	105.3	149.2	572.5	454.006	453.966	454.087	0.121	2	1	4	1	1	0			713.9	1376.0	734.3	1399.9	715.6	1431.1	678.3	1506.0	641.7	1576.1	5		737	1397	2500	2.1411	1	bet	453.9979
AO	1	MORE	538.5	892.7	2316.6	105.4	59.3	81.9	454.593	454.536	454.706	0.17	64	6	4	2	2	0			516.5	826.9	541.1	895.4	592.2	959.7	588.8	1015.6	590.8	1052.5	6		633	893	2294	64.6002	1	more	454.6144
EH	1	BET	698.2	1466.0	2453.8	37.6	93.9	530.9	456.262	456.235	456.315	0.08	2	1	4	1	1	0			667.7	1415.2	699.4	1469.9	707.7	1498.2	709.6	1518.8	711.3	1551.6	5		710	1503	2555	2.1411	1	bet	456.2767
AW	1	SOUNDS	754.4	1381.9	2330.5	87.1	197.3	468.4	456.541	456.515	456.665	0.15	42	4	4	2	3	3			775.8	1379.1	818.1	1334.4	767.5	1166.6	672.9	1079.8	582.9	988.5	6		822	1426	2608	42.44233	1	sounds	456.5552
UW	1	DO	444.7	1699.4	2261.6	103.7	239.6	424.3	459.364	459.357	459.577	0.22	73	0	0	0	3	0			470.4	1420.5	452.4	1116.8	420.5	933.6	425.7	902.7	471.3	1006.5	5		470	1480	2292	73.0003	1	do	459.3903
IY	1	CASINO	548.1	2251.9	2609.7	254.8	383.2	317.9	461.012	460.972	461.092	0.12	11	4	4	2	3	1			508.2	2077.2	551.5	2268.8	558.5	2311.4	591.9	2252.6	607.3	2162.6	5		514	2462	2607	11.44231	1	(ca)sino	461.039
AY	1	MIGHT	643.4	1240.8	2276.2	162.5	78.9	260.6	462.204	462.182	462.293	0.111	47	1	4	1	2	0			643.4	1240.8	626.8	1485.4	557.2	1737.9	473.0	1825.9	427.9	1737.3	5		656	1352	2293	47.1412	1	might	462.2118
AY	1	LIKE	615.7	1399.0	2457.4	77.7	171.6	148.6	462.561	462.523	462.663	0.14	47	1	6	1	7	0			610.3	1350.5	609.8	1501.5	571.3	1752.9	477.5	1952.5	389.0	2083.1	5		603	1320	2423	47.1617	1	like	462.5606
EH	1	BET	687.9	1434.0	2565.0	106.6	232.4	329.4	463.833	463.783	463.933	0.15	2	1	4	1	1	0			671.6	1394.5	689.8	1438.6	694.2	1507.4	667.3	1565.3	611.9	1639.9	5		676	1397	2547	2.1411	1	bet	463.8389
AH	1	RUGS	635.2	1218.3	2033.5	78.9	63.3	193.5	470.934	470.898	471.007	0.109	6	1	6	2	7	3			638.7	1233.4	633.7	1216.5	604.3	1214.2	548.0	1247.5	464.2	1273.6	5		642	1220	2068	6.1627	1	rugs	470.936
IH	1	BIGGER	484.9	1894.0	2430.9	73.3	109.7	204.8	471.901	471.871	471.962	0.091	1	1	6	2	1	1			471.1	1835.6	489.3	1891.7	509.8	1896.9	556.9	1848.3	529.5	1878.0	5		494	1888	2410	1.16211	1	bigger	471.9141
IH	1	THICKER	523.4	1854.6	2356.2	84.8	225.0	1128.9	472.903	472.883	472.943	0.06	1	1	6	1	3	1			523.4	1803.6	523.2	1861.3	523.6	1905.8	514.5	1948.5	488.5	1983.6	4		513	1838	2109	1.16131	1	thicker	472.92
AE	1	MATS	724.6	1967.4	3773.2	101.8	271.3	339.4	473.352	473.322	473.412	0.09	3	1	4	1	2	3			716.0	1912.1	725.4	1971.3	722.3	2017.6	694.1	1953.9	822.3	2048.8	3		711	1897	2921	3.1412	1	mats	473.3554
AO	1	SMALLER	709.5	989.3	2506.5	176.4	75.4	575.3	474.222	474.182	474.303	0.121	53	5	4	2	2	1			706.7	972.8	707.7	990.9	675.5	998.4	616.7	983.1	575.2	952.7	6		638	950	2783	53.54201	1	smaller	474.2767
OW	1	YOGA	546.3	1217.4	2206.8	78.2	132.1	159.2	475.973	475.964	476.084	0.12	62	1	6	2	9	1			546.5	1155.4	514.4	1057.9	489.7	1005.3	471.0	999.7	442.3	1032.7	6		567	1194	2315	62.16291	1	yoga	475.9849
AE	1	THAT	617.2	1772.4	2475.1	97.7	241.4	367.5	476.87	476.823	476.963	0.14	3	1	4	1	3	0			596.1	1812.8	618.2	1766.6	623.3	1749.2	623.7	1745.6	606.8	1741.7	5		611	1764	2500	3.1413	1	that	476.8711
UW	1	SCHOOL	373.6	1003.1	2213.6	89.8	103.9	212.6	507.948	507.922	508.001	0.079	72	5	4	2	6	0			364.3	1046.3	375.5	995.7	386.5	974.5	402.5	981.3	421.2	985.8	5		388	982	2308	72.5426	1	school	507.9573
OW	1	GO	532.3	1356.7	2128.1	61.2	168.4	267.5	508.296	508.281	508.371	0.09	63	0	0	0	6	0			537.6	1346.2	543.7	1300.3	540.2	1247.2	535.4	1228.6	519.6	1261.7	5		553	1350	2238	62.0006	1	go	508.3062
UW	1	TO	413.5	1735.4	2390.2	92.7	280.5	466.9	508.528	508.521	508.801	0.28	73	0	0	0	3	0			412.0	1514.2	400.2	1324.4	362.5	1039.2	352.8	953.3	378.0	869.1	5		422	1634	2368	73.0003	1	to	508.5658
EH	1	VERY	534.2	1869.6	2466.1	383.5	224.5	1841.6	509.265	509.242	509.311	0.069	2	6	4	2	1	1			518.6	1841.3	535.7	1871.8	549.6	1878.6	570.5	1862.8	601.8	1767.7	4		499	1664	2155	2.60011	1	very	509.268
OW	1	CODE	489.3	1264.2	2012.7	88.9	157.0	287.8	510.173	510.162	510.322	0.16	62	1	4	2	6	0			487.2	1212.7	463.0	1123.4	447.9	1082.6	442.7	1097.0	422.6	1124.0	5		504	1275	2183	62.142	1	code	510.1875
AH	1	BUTTON	593.0	1050.2	2378.1	118.5	75.8	308.0	511.257	511.224	511.323	0.099	6	1	4	1	1	1			562.0	1032.0	596.6	1054.5	616.0	1102.2	632.9	1187.6	614.7	1273.6	5		587	1042	2426	6.14111	1	button	511.2521
AW	1	DOWN	702.2	1463.2	2723.3	80.2	134.6	531.4	511.493	511.463	511.583	0.12	42	4	4	2	3	0			695.8	1485.2	715.1	1407.4	734.5	1336.6	760.3	1341.1	769.3	1356.9	4		706	1400	2597	42.4423	1	down	511.5036
ER	1	SHIRTS	538.0	1548.6	2697.9	229.9	550.5	2566.2	511.777	511.744	511.843	0.099	94	1	4	1	5	3			552.5	1571.3	535.1	1569.9	538.1	1572.8	535.7	1588.7	535.3	1627.8	4		493	1496	1642	94.60053	1	shirts	511.7659
OY	1	BOYS	523.1	902.3	2683.1	89.3	62.0	441.0	512.987	512.923	513.114	0.191	61	3	4	2	1	0			488.6	805.9	525.3	920.1	536.4	1152.4	511.2	1453.0	444.2	1771.1	5		492	802	2544	61.0021	1	boys	512.963
AE	1	AND	691.7	2149.5	2919.1	180.6	141.2	427.1	513.317	513.244	513.463	0.219	3	4	4	2	0	3			1248.7	3000.1			699.4	2387.9	623.9	2463.7	655.1	2345.4	4		694	2133	2779	3.44203	1	and	513.3686
ER	1	GIRLS	514.6	1338.5	1749.7	132.2	153.2	232.6	513.676	513.633	513.763	0.13	94	5	4	2	6	3			471.1	1387.1	515.9	1334.4	513.1	1313.2	507.0	1322.9	530.4	1285.9	6		493	1280	1671	94.60053	1	girls	513.6958
AE	1	MATTER	681.4	1689.3	2586.0	72.9	136.3	171.4	514.347	514.323	514.394	0.071	3	1	4	1	2	1			676.9	1687.1	681.6	1688.4	679.9	1673.8	674.4	1653.2	650.7	1629.9	5		691	1690	2567	3.14121	1	matter	514.3359
EH	1	SEX	635.0	1500.9	2462.0	183.5	143.4	644.9	514.8	514.763	514.873	0.11	2	1	6	1	3	3			581.2	1293.2	636.6	1500.0	661.7	1466.9	680.8	1486.2	698.6	1538.9	6		594	1493	2477	2.16133	1	sex	514.8037
EY	1	HATE	513.8	1980.6	2601.8	265.6	349.8	257.6	515.655	515.643	515.753	0.11	21	1	4	1	0	0			455.3	2078.9	440.3	2138.2	445.9	2125.5	445.7	2072.1	423.0	1882.2	5		423	2130	2647	21.141	1	hate	515.6764
ER	1	SHIRTS	490.3	1460.9	1867.1	139.7	328.7	430.1	516.149	516.102	516.242	0.14	94	1	4	1	5	3			469.4	1544.1	490.1	1452.7	480.1	1401.3	474.7	1415.9	491.4	1556.1	5		486	1414	1781	94.60053	1	shirts	516.1523
AE	1	SACKS	604.9	1748.1	2678.8	47.9	157.2	1045.6	517.126	517.072	517.233	0.161	3	1	6	1	3	3			586.7	1727.6	605.8	1749.5	617.2	1734.9	646.9	1744.9	660.0	1802.1	4		593	1716	2450	3.1613	1	sacks	517.1142
AE	1	CAN'T	635.9	2136.8	2744.5	171.3	109.0	138.2	518.148	518.115	518.215	0.1	33	4	4	2	6	3			615.2	2162.9	638.7	2133.0	649.1	2115.9	650.4	2106.1	647.2	2091.2	5		604	2122	2814	3.44203	1	can't	518.1742
IY	1	EVEN	433.9	2563.4	3805.2	253.0	172.2	312.0	518.308	518.275	518.374	0.099	11	3	2	2	0	1			455.3	2578.6	430.5	2559.1	398.0	2513.1	346.6	2403.6	607.2	2500.6	3		523	2338	2789	11.32201	1	even	518.2843
AY	1	TIE	909.6	1684.6	2664.7	663.2	304.9	76.2	518.628	518.634	518.824	0.19	41	0	0	0	3	0		m	755.3	1442.2	739.8	1324.1	739.8	1413.8	693.9	1648.1	611.2	1674.3	6		732	1288	2450	41.0003	1	tie	518.7088
AA	1	BOTTOM	665.9	1169.8	2692.0	72.8	111.3	452.7	519.314	519.264	519.414	0.15	5	1	4	1	1	1			639.7	1159.1	668.4	1171.0	692.9	1219.1	697.3	1265.0	674.2	1274.4	5		681	1224	2708	5.14111	1	bottom	519.3524
ER	1	GIRLFRIEND	499.8	1242.2	1689.6	87.9	186.8	186.7	520.117	520.084	520.184	0.1	94	5	4	2	6	4			473.8	1297.5	503.8	1233.9	539.0	1196.8	561.1	1173.8	536.3	1097.5	6		568	1301	1797	94.60051	1	girlfriend	520.1331
AE	1	JAN	586.4	1928.2	2649.6	120.3	200.8	520.1	520.63	520.583	520.723	0.14	33	4	4	2	5	0			562.4	1935.5	588.7	1926.6	604.1	1892.2	618.7	1857.4	631.5	1854.8	4		569	1968	2733	3.4425	1	Jan	520.6117
EH	1	DETENTION	681.6	1707.5	2990.8	257.0	288.5	1222.9	521.273	521.253	521.313	0.06	2	4	4	2	3	4			672.3	1706.4	683.5	1706.6	691.8	1696.6	690.1	1673.3	684.9	1663.3	4		704	1664	3053	2.44234	1	(de)tention	521.2986
EY	1	STAY	509.1	1778.5	2648.6	75.3	188.1	217.5	522.629	522.614	522.824	0.21	22	0	0	0	3	0			505.3	1863.3	496.6	1942.2	478.4	1961.8	445.7	2029.7	368.5	2096.3	4		508	1876	2681	22.0003	1	stay	522.6526
IH	1	SIX	588.4	1589.4	2485.2	114.8	106.6	516.8	523.257	523.224	523.324	0.1	1	1	6	1	3	3			570.3	1573.8	591.9	1590.2	606.5	1616.2	607.4	1668.5	597.1	1714.1	5		539	1577	2481	1.16133	1	six	523.2467
AA	1	SOCKS	695.9	1298.0	2898.3	65.7	142.6	1247.8	524.74	524.687	524.846	0.159	5	1	6	1	3	3			676.5	1378.0	699.0	1295.2	716.9	1297.9	719.1	1329.5	718.2	1420.0	4		694	1265	2202	5.1613	1	socks	524.7494
AA	2	FLIPFLOPS	677.0	1168.8	2366.4	114.5	193.3	310.4	525.975	525.939	526.048	0.109	5	1	1	1	8	3			661.3	1147.8	678.4	1171.0	678.1	1175.9	661.2	1177.8	655.7	1159.4	6		666	1141	2510	5.1118	1	(flip)flops	525.9681
AA	1	MONITOR	730.6	1329.1	3025.0	75.9	202.6	1062.4	527.152	527.102	527.251	0.149	5	4	4	2	2	2			727.9	1254.4	730.4	1335.0	722.1	1368.1	704.3	1373.0	685.0	1385.3	4		719	1345	2683	5.44222	1	monitor	527.1715
AO	1	STALKS	658.0	1135.8	2413.6	84.5	104.3	542.6	527.651	527.601	527.751	0.15	53	1	6	1	3	3			625.7	1197.8	659.5	1131.8	658.4	1103.9	649.4	1114.9	647.7	1192.6	5		663	1108	2247	53.1613	1	stalks	527.6764
IY	1	SEE	376.8	2008.7	2536.7	159.6	162.5	419.4	528.288	528.251	528.361	0.11	12	0	0	0	3	0			391.7	1954.3	375.8	2013.7	380.4	2086.7	393.3	2110.7	370.3	1998.4	5		360	2154	2630	12.0003	1	see	528.3335
AW	1	OUT	662.9	1380.3	2251.1	80.8	133.3	480.4	528.842	528.792	528.952	0.16	42	1	4	1	0	0			606.8	1455.4	676.1	1366.7	691.2	1309.7	664.1	1231.0	625.7	1233.7	5		686	1304	2458	42.141	1	out	528.8843
AO	2	UNIFORM	492.1	814.0	2165.4	138.6	81.5	163.7	529.405	529.372	529.472	0.1	64	6	4	2	1	3			464.4	794.6	500.3	820.1	555.0	882.3	584.4	953.8	622.1	1019.9	6		640	866	2250	54.6001	1	(uni)form	529.4251
AA	1	JOHN	727.2	1393.5	2540.2	78.6	201.3	1219.4	530.85	530.81	530.93	0.12	5	4	4	2	5	0			706.0	1459.4	729.2	1386.4	740.7	1358.9	735.5	1414.1	725.3	1649.9	5		730	1306	2026	5.4425	1	John	530.8684
EH	1	SUSPENDED	656.5	1341.6	2473.4	98.8	192.4	656.7	531.44	531.41	531.5	0.09	2	4	4	2	1	4			609.4	1384.8	660.8	1344.0	692.8	1372.5	704.2	1453.7	708.5	1536.9	5		691	1361	2550	2.44213	1	(su)spended	531.4579
EH	1	SAID	620.9	1509.8	2572.7	89.4	100.7	347.5	532.451	532.421	532.511	0.09	2	1	4	2	3	0			597.8	1523.7	622.4	1509.1	616.7	1502.0	575.9	1483.8	507.0	1449.4	5		607	1493	2629	2.1423	1	said	532.4549
AH	1	SUCKS	610.2	1188.9	2556.1	60.9	198.4	463.8	533.354	533.301	533.461	0.16	6	1	6	1	3	3			593.8	1246.7	609.7	1171.7	618.6	1134.8	617.5	1234.3	519.2	1425.4	5		646	1257	2570	6.1613	1	sucks	533.3951
IY	1	SEE	392.2	2057.0	2704.4	200.0	127.6	188.2	534.381	534.344	534.454	0.11	12	0	0	0	3	0			395.2	1937.1	392.2	2060.3	376.7	2091.1	371.3	2116.6	361.8	1730.2	5		360	2088	2648	12.0003	1	see	534.4011
AO	1	WRONG	688.0	1072.4	2175.3	81.3	116.6	667.6	534.856	534.823	534.923	0.1	53	4	6	2	7	0			683.0	1088.7	688.8	1071.3	692.5	1071.3	693.4	1082.9	641.5	979.9	6		674	1049	2200	53.46273	1	wrong	534.8735
AA	1	FATHER	663.4	1078.8	2427.1	63.4	59.4	518.0	536.524	536.477	536.618	0.141	43	3	3	2	1	1			648.3	1066.0	664.1	1079.6	668.5	1097.6	653.3	1116.0	626.2	1147.0	5		675	1095	2562	43.33111	1	father	536.5412
EH	1	SAYS	559.7	1432.8	2518.0	122.9	153.8	215.6	536.894	536.877	536.927	0.05	2	3	4	2	3	0			559.7	1447.4	559.7	1432.8	561.5	1423.6	565.0	1426.3	564.0	1434.9	5		557	1405	2511	2.3413	1	says	536.9089
IY	1	MEAN	453.4	2294.9	2548.6	195.8	563.1	424.7	538.342	538.302	538.421	0.119	11	4	4	2	2	0			456.2	2249.3	451.9	2289.8	448.5	2260.5	457.3	2207.7	464.4	2152.5	4		469	2361	2693	11.4422	1	mean	538.3548
IH	1	SICK	514.0	1538.5	2506.4	105.6	212.9	337.7	539.191	539.174	539.224	0.05	1	1	6	1	3	0			512.0	1522.1	514.0	1538.5	514.7	1571.7	514.9	1604.9	511.1	1635.2	5		502	1512	2558	1.1613	1	sick	539.1877
UW	1	SCHOOL	393.4	979.1	2299.2	111.3	82.3	412.4	539.748	539.724	539.795	0.071	72	5	4	2	6	0			390.8	1037.6	393.2	974.8	392.4	942.0	422.7	996.5	485.7	1134.8	5		404	986	2509	72.5426	1	school	539.7494
AA	1	COT	795.5	1431.7	2604.0	161.7	184.1	443.2	560.389	560.319	560.529	0.21	5	1	4	1	6	0			815.5	1464.1	791.3	1429.8	751.4	1420.2	731.6	1468.2	685.3	1588.4	4		765	1385	2399	5.141	1	cot	560.3897
AO	1	CAUGHT	683.1	1095.5	2448.3	79.9	70.1	291.2	561.35	561.307	561.437	0.13	53	1	4	1	6	0			677.1	1107.7	684.8	1094.8	694.9	1091.3	687.1	1101.1	656.3	1098.0	5		690	1085	2470	53.141	1	caught	561.3659
AW	1	PRONOUNCED	716.6	1369.0	2970.9	135.2	268.4	2579.5	565.101	565.077	565.177	0.1	42	4	4	2	4	3			714.1	1392.6	722.2	1322.0	725.7	1281.9	721.7	1246.0	702.4	1204.7	4		705	1238	2269	42.44243	1	(pro)nounced	565.1277
AA	1	DON	766.1	1357.6	3043.2	102.0	322.5	1659.7	571.731	571.651	571.89	0.239	5	4	4	2	3	0			754.8	1560.4	766.3	1354.4	775.3	1377.2	793.8	1443.5	761.7	1434.2	4		777	1382	3148	5.4423	1	Don	571.7361
AO	1	DAWN	708.1	1137.2	2047.7	116.1	83.2	2367.2	572.343	572.27	572.49	0.22	53	4	4	2	3	0			697.0	1208.4	705.7	1126.1	703.9	1100.5	711.2	1131.3	730.5	1145.9	5		715	1107	2670	53.4423	1	dawn	572.36
AA	1	FATHER	699.9	1186.7	2784.3	100.6	134.7	551.2	579.741	579.684	579.855	0.171	43	3	3	2	1	1			677.9	1178.5	700.9	1187.0	708.0	1204.6	681.3	1211.9	616.2	1204.5	4		688	1169	2589	43.33111	1	father	579.7572
AA	1	BOTHER	738.1	1150.8	2407.0	48.7	133.9	217.8	580.428	580.374	580.535	0.161	5	3	3	2	1	1			740.3	1189.4	737.0	1148.2	727.7	1150.8	685.7	1167.0	601.6	1159.6	6		734	1135	2527	5.33111	1	bother	580.436
AH	1	SOMEWHAT	692.7	1304.7	3134.8	119.3	250.9	1212.6	582.344	582.324	582.384	0.06	6	4	1	2	3	1			690.5	1385.2	693.0	1294.2	694.8	1215.5	697.3	1166.4	686.0	1119.4	4		687	1242	3250	6.41232	1	somewhat	582.347
IH	1	NEARER	472.4	2458.1	3561.0	190.7	241.6	132.2	586.36	586.307	586.466	0.159	14	6	4	2	4	1			442.6	2545.1	474.0	2427.2	457.3	2103.5	462.9	1928.9	454.2	1819.3	4		437	2531	3601	14.60041	1	nearer	586.3413
IH	1	MIRROR	526.4	1982.2	3762.4	159.1	101.4	399.7	587.263	587.236	587.316	0.08	14	6	4	2	2	1			521.3	1991.2	526.7	1978.8	530.5	1929.4	534.9	1885.6	538.8	1843.5	3		524	1971	3724	1.60021	1	mirror	587.2653
EH	1	VERY	514.0	1637.4	2090.0	87.3	175.9	295.1	589.37	589.347	589.417	0.07	2	6	4	2	1	1			509.4	1620.0	514.6	1638.9	520.1	1645.2	524.7	1644.1	522.2	1632.2	5		514	1641	2109	2.60011	1	very	589.3738
EY	1	SAY	549.1	1598.4	2471.5	114.4	140.9	572.2	590.323	590.288	590.387	0.099	22	0	0	0	3	0			538.8	1547.5	549.1	1598.4	548.9	1636.3	543.9	1685.5	531.7	1736.6	5		525	1472	2419	22.0003	1	say	590.287
UW	1	FOOL	394.6	822.4	2205.3	141.5	179.6	845.0	592.351	592.294	592.464	0.17	72	5	4	2	1	0			376.5	794.4	395.6	823.2	408.6	838.1	432.2	860.7	478.5	905.6	6		462	899	2758	72.5421	1	fool	592.4224
