SusanS, 20, f, w, 12, Utica, 2006

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
AH	0	MATTRESS	607.2	1826.1	3196.5	125.0	158.2	217.8	463.018	462.981	463.091	0.11	6	3	4	1	8	0			621.2	1852.2	607.1	1825.2	610.2	1806.9	607.1	1782.0	610.4	1755.9	4	
EY	1	FRAME	620.2	2465.1	2867.2	302.6	1102.4	1685.5	463.543	463.531	463.75	0.219	21	4	1	2	8	0			583.8	2221.8	568.7	2299.3	620.2	2465.1	545.3	2500.0	553.8	2163.1	5	
AO	1	ALL	983.8	1395.3	2925.9	229.1	141.3	1364.0	463.931	463.911	463.971	0.06	53	5	4	2	0	0			918.3	1391.3	987.8	1395.3	1006.4	1394.2	1009.2	1387.1	965.6	1358.3	5	
AE	1	THAT	902.1	2076.3	3812.6	232.5	276.6	259.1	464.188	464.141	464.281	0.14	3	1	4	1	3	0			941.1	2076.8	901.3	2077.3	891.6	2066.7	913.4	2048.7	944.6	2009.8	3	
IH	1	GETTING	519.2	2583.0	3511.1	127.9	273.5	275.7	471.726	471.709	471.759	0.05	1	1	4	1	6	1			511.2	2596.4	519.2	2583.0	536.9	2545.3	545.9	2480.8	538.4	2398.3	4	
AO	1	CAUGHT	941.4	1325.7	1796.4	162.5	188.4	1511.1	472.195	472.128	472.328	0.2	53	1	4	1	6	0			902.4	1302.5	945.2	1328.2	953.0	1357.1	923.8	1380.2	941.4	1351.9	6	
IH	1	GETTING	541.7	2658.3	3517.6	128.4	193.6	257.3	473.525	473.508	473.558	0.05	1	1	4	1	6	1			537.5	2675.4	541.7	2658.3	548.4	2622.4	558.7	2594.2	569.4	2579.2	4	
IH	0	GETTING	573.2	2478.0	3544.0	92.3	334.8	164.6	473.605	473.588	473.638	0.05	1	4	6	2	3	0			571.8	2437.7	573.2	2478.0	577.3	2563.3	576.9	2633.4	573.2	2691.3	4	
AO	1	CAUGHT	948.8	1322.7	2763.4	86.0	59.6	162.8	473.948	473.888	474.067	0.179	53	1	4	1	6	0			921.0	1334.8	951.6	1322.8	966.2	1337.8	948.1	1387.8	917.6	1463.8	5	
IH	1	IS	542.7	1952.3	3211.2	113.9	161.5	292.4	474.197	474.177	474.237	0.06	1	3	4	2	0	0			581.2	1977.9	538.5	1949.2	512.2	1943.0	505.3	1968.2	503.8	1989.7	4	
AH	0	IN	580.3	1863.1	2896.8	118.8	135.2	381.1	474.644	474.627	474.677	0.05	6	4	4	2	0	0			580.0	1859.0	580.3	1863.1	577.4	1870.9	566.6	1872.4	551.9	1870.9	5	
AH	1	TROUBLE	867.9	1371.1	1684.0	144.1	106.5	1862.3	474.924	474.897	474.977	0.08	6	1	1	2	8	1			874.8	1376.0	866.2	1369.7	834.5	1344.4	780.5	1280.4	678.0	1178.5	6	
IH	1	GETTING	554.1	2047.9	2907.9	215.3	575.1	258.6	476.644	476.627	476.677	0.05	1	1	4	1	6	1			538.0	2038.8	554.1	2047.9	582.0	2063.2	598.3	2073.3	604.0	2089.2	5	
IH	0	GETTING	585.0	2178.2	3140.2	208.6	183.6	355.4	476.724	476.707	476.757	0.05	1	4	6	2	3	0			580.6	2154.9	585.0	2178.2	594.3	2236.5	601.8	2312.2	610.0	2398.2	5	
AW	1	FOUND	1047.9	1618.3	2817.4	220.4	312.1	227.4	477.052	477.007	477.196	0.189	42	4	4	2	1	3			1025.6	1612.7	1061.4	1600.6	1076.6	1548.1	916.5	1400.0	774.4	1195.5	5	
AW	1	OUT	990.9	1611.1	2830.4	93.0	202.3	199.4	477.422	477.406	477.586	0.18	42	1	4	1	0	0			997.4	1593.1	970.7	1487.2	925.6	1365.6	813.9	1285.1	822.3	1107.6	5	
AY	1	I	932.0	1541.3	2906.3	349.4	422.8	1103.8	480.589	480.579	480.648	0.069	41	0	0	0	0	0		m	921.6	1483.9	860.4	1360.9	784.6	1339.7	734.7	1371.5	705.7	1416.9	5	
AH	0	YOU	539.7	2259.7	3506.6	125.9	130.3	268.8	480.845	480.828	480.879	0.051	6	0	0	0	9	0			550.9	2210.6	536.9	2272.1	519.0	2366.2	488.3	2471.4	466.5	2523.0	4	
AY	1	FIND	961.7	1657.7	2228.8	295.1	321.3	826.8	481.255	481.198	481.349	0.151	41	4	4	2	1	3		s	793.8	1470.9	950.2	1611.6	908.0	1752.5	656.7	1625.0	572.0	1388.9	6	
AW	1	OUT	877.5	1834.4	2882.9	159.2	185.9	469.4	481.442	481.418	481.548	0.13	42	1	4	1	0	0			889.1	1817.4	925.0	1675.1	889.9	1532.2	811.4	1424.7	710.6	1294.7	5	
AH	1	SOMETHING	799.8	1280.8	2611.9	349.8	126.1	409.2	481.718	481.688	481.778	0.09	6	4	1	2	3	4			789.9	1305.0	796.1	1276.7	723.5	1261.5	592.6	1253.3	538.4	1195.0	6	
IH	0	SOMETHING	586.0	1996.6	3382.9	58.5	103.4	998.4	481.922	481.899	481.968	0.069	1	4	6	2	3	0			590.0	1927.7	585.7	2005.0	583.6	2088.6	584.3	2225.1	583.8	2395.6	4	
AH	1	DOESN'T	621.0	1640.5	3178.3	92.5	244.8	711.2	482.149	482.119	482.208	0.089	6	3	4	2	3	1			593.1	1681.3	622.1	1636.5	622.9	1586.0	597.1	1546.6	562.5	1500.3	4	
EH	1	NECESSARILY	615.3	2030.5	3529.6	91.1	123.8	1028.2	482.725	482.689	482.798	0.109	2	6	4	2	3	2			606.3	2039.5	616.6	2027.7	632.1	2017.1	636.7	2006.3	631.8	1968.1	4	
IY	0	NECESSARILY	505.1	2241.4	3567.6	209.6	340.0	271.0	482.909	482.889	482.949	0.06	12	0	0	0	7	0			511.7	2149.2	504.5	2249.5	508.3	2277.3	517.6	2318.6	535.8	2358.8	4	
AE	1	HAVE	752.6	1974.5	2727.8	157.4	145.9	2060.7	483.012	482.989	483.059	0.07	3	3	2	2	0	0			732.3	2022.4	752.3	1961.5	745.2	1888.6	700.6	1825.9	580.0	1779.0	5	
AH	0	TO	501.5	1885.1	3106.7	101.6	184.5	2285.6	483.166	483.149	483.199	0.05	6	0	0	0	3	0			494.2	1902.4	501.5	1885.1	520.7	1878.9	524.6	1855.8	508.2	1780.2	5	
IY	1	MEAN	548.0	2834.2	3732.7	199.0	317.5	719.1	483.289	483.259	483.349	0.09	11	4	4	2	2	0			539.3	2782.1	548.4	2836.6	558.5	2871.1	575.7	2890.5	584.8	2917.3	3	
AH	1	TROUBLE	840.6	1414.2	2591.0	122.3	107.1	845.2	483.886	483.859	483.939	0.08	6	1	1	2	8	1			829.8	1414.0	840.3	1414.0	823.4	1403.6	783.4	1351.6	690.8	1256.7	5	
AH	1	SOMETHING'S	809.0	1393.6	2372.6	174.3	128.2	582.5	485.449	485.425	485.496	0.071	6	4	1	2	3	4			769.8	1412.1	809.6	1390.9	786.6	1365.0	707.7	1337.0	575.3	1307.4	6	
AE	1	HAPPEN	865.1	2206.8	3717.0	108.5	151.6	523.5	486.028	485.985	486.115	0.13	3	1	1	1	0	1			805.0	2282.2	868.8	2197.0	898.3	2101.5	884.0	1993.1	770.5	1832.7	4	
AH	0	HAPPEN	576.7	1674.3	2691.9	68.2	185.4	1005.7	486.212	486.195	486.245	0.05	6	4	4	2	1	0			571.0	1669.2	576.7	1674.3	587.8	1673.8	587.8	1673.6	578.4	1680.7	5	
AH	0	A	876.3	1389.8	3247.6	299.0	118.7	106.1	493.31	493.28	493.369	0.089	6	0	0	0	0	0			961.5	1500.0	871.5	1388.1	828.7	1337.6	745.3	1270.5	610.7	1234.0	4	
EH	1	BET	918.0	1779.8	3268.1	157.8	78.6	756.2	493.55	493.5	493.65	0.15	2	1	4	1	1	0			820.6	1729.0	925.4	1782.8	1001.5	1815.3	1029.6	1838.7	1036.1	1864.5	4	
IH	1	IS	508.6	2244.6	3575.1	106.2	232.2	386.5	494.192	494.149	494.279	0.13	1	3	4	2	0	0			534.0	2247.9	505.0	2242.2	475.9	2152.5	451.4	2038.3	438.0	1945.2	4	
AH	1	MONEY	798.9	1220.2	2630.1	348.6	87.4	979.7	494.548	494.508	494.628	0.12	6	4	4	2	2	1			744.1	1190.0	806.5	1227.9	876.2	1321.2	888.0	1412.3	783.4	1589.0	5	
IY	0	MONEY	505.1	3143.2	4319.4	103.1	386.4	355.8	494.752	494.709	494.838	0.129	12	0	0	0	4	0			518.0	3149.4	503.7	3173.1	513.3	3254.7	522.7	3177.3	505.6	3106.4	3	
AH	1	SOMETHING	645.1	1201.1	1723.0	506.0	238.2	538.7	497.055	497.028	497.108	0.08	6	4	1	2	3	4			585.6	1148.9	646.6	1205.2	649.4	1236.9	640.0	1235.0	614.9	1245.9	6	
IH	0	SOMETHING	582.6	2075.7	3349.2	57.3	58.5	298.2	497.301	497.268	497.367	0.099	1	4	6	2	3	0			553.9	1984.1	584.8	2085.9	584.0	2156.9	565.8	2217.0	559.6	2263.5	4	
AY	1	I'D	1001.1	1734.1	2803.1	75.4	149.9	1693.6	500.259	500.252	500.392	0.14	41	1	4	2	0	0			990.3	1671.8	993.9	1831.2	975.4	2037.3	835.7	1804.5	633.5	1436.1	5	
AE	1	HAVE	713.5	2018.9	3212.6	143.8	185.9	270.0	500.479	500.452	500.532	0.08	3	3	2	2	0	0			685.6	2033.0	713.9	2014.7	689.4	1959.2	634.1	1910.8	557.7	1905.6	4	
EY	1	SAY	549.5	2027.4	3225.8	53.3	118.5	82.2	500.714	500.702	500.802	0.1	22	0	0	0	3	0			539.9	2086.2	528.1	2159.5	540.3	2159.0	572.9	2119.1	601.6	2028.3	4	
EY	1	WAGER	570.1	2070.0	3100.5	106.1	225.0	336.6	500.963	500.951	501.052	0.101	21	2	5	2	9	1			549.7	2172.3	489.3	2370.4	444.9	2519.3	438.1	2597.4	445.9	2527.4	4	
ER	0	WAGER	577.6	1866.5	3067.8	91.2	90.2	786.4	501.181	501.151	501.241	0.09	94	0	0	0	5	0			575.9	1879.6	577.4	1866.7	574.5	1870.3	574.0	1857.8	568.9	1873.9	4	
UW	1	DO	485.6	1550.1	2635.2	100.8	141.3	587.8	501.579	501.572	501.641	0.069	73	0	0	0	3	0			487.0	1517.9	488.3	1368.0	477.7	1265.7	468.9	1187.5	472.9	1142.8	5	
AH	0	WITH	517.3	1280.1	2168.9	126.5	162.5	1009.1	501.694	501.671	501.741	0.07	6	3	3	2	9	0			535.9	1259.1	513.8	1283.0	592.2	1430.2	756.9	1744.3	908.8	2047.7	6	
IY	0	MONEY	492.9	2810.3	4075.3	156.9	352.4	1420.4	501.961	501.941	502.001	0.06	12	0	0	0	4	0			485.3	2745.8	492.8	2816.3	485.1	2849.1	471.3	2836.3	463.8	2768.7	3	
AO	1	MORE	691.5	1128.9	2416.5	337.3	77.6	361.1	502.142	502.122	502.181	0.059	64	6	4	2	2	0			655.7	1091.2	694.5	1134.6	712.4	1183.8	713.9	1238.0	703.5	1267.7	6	
AE	1	THAN	569.4	1692.8	3318.4	122.6	221.9	602.9	502.349	502.332	502.382	0.05	3	4	4	2	3	0			560.5	1709.7	569.4	1692.8	581.8	1677.4	581.9	1672.5	579.4	1668.2	4	
AH	0	A	568.0	1591.8	3032.5	185.1	113.5	1389.3	502.452	502.432	502.492	0.06	6	0	0	0	0	0			571.3	1592.1	566.2	1590.2	536.3	1575.9	472.6	1607.1	423.7	1698.9	5	
EH	1	BET	934.2	1575.3	3182.0	78.3	148.1	226.8	502.635	502.572	502.761	0.189	2	1	4	1	1	0			929.3	1589.1	938.3	1573.7	981.6	1589.0	984.1	1623.3	944.4	1677.9	5	
AH	0	A	537.0	1878.9	2894.8	84.2	417.1	862.1	503.154	503.124	503.214	0.09	6	0	0	0	0	0			576.5	1833.8	535.3	1880.8	522.8	1917.0	510.0	1930.0	537.3	1749.6	5	
EH	1	BET	878.3	1622.5	3165.3	155.2	110.8	133.7	503.391	503.354	503.464	0.11	2	1	4	1	1	0			764.7	1548.1	881.2	1628.2	904.0	1701.7	898.3	1734.8	854.9	1746.6	4	
AY	1	LIKE	620.7	1411.4	1615.1	119.3	94.9	1354.9	503.944	503.933	504.033	0.1	47	1	6	1	7	0		m	615.0	1461.7	595.4	1500.4	576.0	1496.7	552.2	1486.1	472.1	1454.6	6	
OW	1	OH	620.7	1080.3	3141.7	281.0	77.9	216.6	504.642	504.59	504.74	0.15	63	0	0	0	0	0			593.0	1189.4	620.7	1080.3	589.3	1039.3	578.0	1028.4	574.4	1024.4	5	
AY	1	I	967.1	1508.9	3140.8	251.7	156.1	162.7	504.818	504.74	504.9	0.16	41	0	0	0	0	0			760.9	1124.9	893.5	1332.6	965.6	1530.3	873.1	1754.8	650.2	1890.6	4	
EH	1	BET	737.1	1677.2	3133.2	239.5	156.1	207.0	504.98	504.95	505.039	0.089	2	1	4	1	1	0			652.2	1647.6	744.0	1681.4	808.6	1732.4	823.8	1778.6	857.5	1860.2	4	
UW	1	YOU	412.2	1260.8	2586.4	95.9	248.8	436.5	505.313	505.25	505.439	0.189	82	0	0	0	9	0			404.4	1358.9	411.8	1241.5	414.7	1178.9	417.9	1437.6	409.9	1314.9	5	
AY	1	I	1025.8	1716.3	3056.5	117.6	190.1	177.9	506.323	506.312	506.402	0.09	41	0	0	0	0	0		s	1018.3	1740.7	993.9	1801.7	941.5	1871.8	895.9	1929.3	776.9	1904.4	5	
EH	1	BET	777.5	1808.3	3004.9	189.3	152.2	147.2	506.492	506.472	506.532	0.06	2	1	4	1	1	0			745.8	1772.3	780.5	1813.0	794.9	1844.1	807.9	1873.6	808.6	1903.2	4	
UW	1	YOU	400.0	1422.1	2675.1	36.9	291.6	559.7	506.744	506.681	506.871	0.19	82	0	0	0	9	0			401.6	1600.1	398.9	1411.6	422.6	1643.3	425.1	1721.9	427.3	1694.7	5	
AE	1	THAT'S	790.8	2045.6	3232.8	134.2	185.0	298.8	507.011	506.951	507.131	0.18	3	1	4	1	3	3			681.2	2046.6	798.1	2043.2	830.4	2025.6	836.1	1949.3	832.4	1928.4	5	
AE	1	HAPPEN	942.7	2007.6	3068.5	166.0	224.2	205.6	507.548	507.511	507.622	0.111	3	1	1	1	0	1			916.3	2061.1	945.0	1999.9	950.3	1928.4	931.4	1859.9	833.9	1764.8	5	
AH	0	HAPPEN	582.1	1651.7	3018.9	109.6	103.3	256.2	507.718	507.701	507.751	0.05	6	4	4	2	1	0			576.6	1648.6	582.1	1651.7	586.6	1658.3	594.3	1668.3	589.2	1673.7	5	
AY	1	I	571.3	1889.7	2828.3	154.0	169.8	231.6	508.117	508.13	508.25	0.12	41	0	0	0	0	0		m	531.9	1860.4	503.7	1732.2	445.4	1683.2	436.7	1627.5	437.7	1634.8	5	
EH	1	BET	792.7	1766.1	3034.9	236.7	163.0	115.6	508.387	508.36	508.44	0.08	2	1	4	1	1	0			755.7	1718.1	796.3	1769.6	829.4	1793.0	831.1	1813.8	814.4	1867.8	4	
UW	1	YOU	409.4	1543.9	2469.1	67.1	520.7	655.4	508.646	508.629	508.68	0.051	82	0	0	0	9	0			416.3	1582.5	408.0	1527.9	411.3	1492.4	434.0	1589.7	444.8	1663.4	6	
AH	1	SOMETHING'S	849.7	1418.3	2807.4	302.8	215.4	535.5	508.789	508.769	508.829	0.06	6	4	1	2	3	4			830.7	1462.2	851.9	1411.5	865.6	1346.6	866.1	1286.7	833.8	1251.2	5	
AH	0	GONNA	543.8	1741.8	3090.9	111.1	142.2	435.1	509.286	509.259	509.339	0.08	6	0	0	0	4	0			549.9	1738.3	543.3	1742.3	541.9	1759.0	549.3	1789.8	540.4	1830.5	4	
AE	1	HAPPEN	896.1	1945.5	2827.4	227.6	317.8	1259.0	509.486	509.45	509.559	0.109	3	1	1	1	0	1			851.3	1972.4	901.7	1941.9	912.6	1869.1	885.4	1796.9	733.7	1725.1	5	
AH	0	IT'S	566.2	1686.1	3145.5	116.8	179.2	519.0	509.7	509.68	509.74	0.06	6	1	4	1	0	3			567.8	1687.0	565.4	1686.4	549.7	1699.3	520.1	1752.5	573.1	1882.1	4	
AA	1	NOT	1033.1	1667.8	3079.3	254.2	184.8	271.8	509.896	509.859	509.97	0.111	5	1	4	1	4	0			908.3	1655.6	1042.6	1669.2	1089.4	1679.1	1094.4	1698.9	1034.4	1715.1	4	
EH	2	NECESSARILY	977.2	1738.1	3155.9	115.4	182.9	279.9	510.076	510.049	510.13	0.081	2	3	4	1	4	2			945.7	1727.1	978.4	1738.8	984.9	1751.6	992.6	1784.8	989.3	1813.8	4	
EH	1	NECESSARILY	621.3	1894.8	2726.6	132.7	362.1	304.5	510.39	510.34	510.49	0.15	2	6	4	2	3	2			603.6	1897.3	622.1	1890.2	622.7	1849.5	618.0	1778.0	642.8	1714.3	5	
IY	0	NECESSARILY	476.9	2523.4	3230.9	229.7	470.3	469.2	510.61	510.58	510.67	0.09	12	0	0	0	7	0			491.6	2360.7	476.6	2539.7	478.3	2596.2	509.1	2590.4	556.5	2418.0	4	
AH	0	A	662.2	1906.0	2998.6	210.3	175.4	348.5	510.693	510.67	510.74	0.07	6	0	0	0	0	0			622.4	1960.1	669.1	1901.6	745.0	1907.9	801.6	1996.0	856.8	2072.8	5	
EH	1	SET	939.8	1660.8	2996.8	74.9	192.0	404.8	510.91	510.87	510.99	0.12	2	1	4	1	3	0			889.7	1684.3	940.2	1663.4	890.3	1721.1	814.1	1796.2	679.8	1838.3	5	
IY	1	DEAL	441.2	2818.2	3247.2	118.2	222.9	2566.3	511.15	511.1	511.25	0.15	11	5	4	2	3	0			441.4	2741.5	439.6	2815.0	413.0	2852.0	446.1	2582.2	555.7	2130.5	4	
AH	0	A	816.4	1504.1	2936.7	292.6	291.5	429.8	516.47	516.43	516.55	0.12	6	0	0	0	0	0			518.0	1761.7	851.6	1479.4	937.4	1404.2	936.5	1399.2	903.8	1374.8	5	
AE	1	MAT	934.8	2138.5	3220.8	470.0	399.3	207.0	516.83	516.73	517.029	0.299	3	1	4	1	2	0			736.9	2086.9	956.5	2125.9	978.6	2061.9	997.5	1901.7	1056.0	1841.7	5	
AH	1	SOMETHING	758.1	1391.6	3236.4	358.7	150.2	315.2	518.224	518.197	518.278	0.081	6	4	1	2	3	4			717.5	1420.4	762.4	1389.3	784.4	1358.0	751.6	1328.3	676.8	1322.6	4	
IH	0	SOMETHING	480.6	3103.3		274.7	681.4		518.415	518.398	518.448	0.05	1	4	6	2	3	0			478.5	3111.7	480.6	3103.3	479.2	3159.4	472.5	3098.1	466.6	3038.6	3	
AY	1	WIPE	607.5	1500.7	1766.6	79.4	115.3	2816.1	518.634	518.627	518.747	0.12	47	1	1	1	9	0		s	593.9	1623.1	537.7	1496.8	481.4	1316.6	513.1	1617.2	599.5	1628.0	6	
IY	1	FEET	433.9	2588.8	3143.0	126.2	302.6	1422.9	519.01	518.977	519.077	0.1	11	1	4	1	1	0			431.6	2311.6	433.3	2624.8	419.9	2760.5	417.8	2766.1	421.3	2629.9	4	
AA	1	ON	1031.9	1749.5	3104.0	153.4	128.1	166.2	519.167	519.107	519.287	0.18	53	4	4	2	0	0			912.5	1810.9	1040.4	1746.3	1082.8	1717.6	1054.5	1699.0	944.0	1692.2	4	
AH	0	A	553.9	1857.3	2489.2	209.4	191.2	2810.4	520.38	520.353	520.433	0.08	6	0	0	0	0	0			533.1	1817.7	555.5	1860.4	575.2	1898.2	587.2	1854.8	580.3	1791.2	5	
AH	1	RUG	847.7	1412.2	1558.3	108.5	166.9	739.2	520.629	520.583	520.722	0.139	6	1	6	2	7	0			834.9	1397.2	846.8	1416.8	820.8	1468.9	789.0	1552.6	673.4	1368.6	6	
AH	1	SOMETHING	775.4	1372.5	1717.3	418.6	258.8	1300.3	520.992	520.972	521.032	0.06	6	4	1	2	3	4			720.6	1356.3	779.6	1371.5	795.3	1358.1	768.3	1334.5	721.6	1311.4	6	
IH	0	SOMETHING	559.7	2026.4	3289.2	97.5	257.6	301.1	521.179	521.162	521.212	0.05	1	4	6	2	3	0			564.1	1981.8	559.7	2026.4	553.6	2103.4	548.1	2168.9	540.3	2353.0	4	
AE	1	HAVE	808.4	1995.7	3111.5	160.7	153.6	240.5	521.456	521.422	521.523	0.101	3	3	2	2	0	0			755.7	1970.4	811.2	1998.1	838.5	1991.3	831.4	1922.1	767.8	1835.8	4	
AW	1	HOUSE	973.4	1434.3	3086.9	208.1	179.0	110.8	521.889	521.882	521.992	0.11	42	3	4	1	0	0			955.1	1397.3	918.8	1295.6	859.0	1179.8	782.4	1149.6	915.0	1591.3	4	
AY	1	I	825.7	1562.3	3439.6	112.7	178.7	147.3	548.037	547.947	548.127	0.18	41	0	0	0	0	0			707.9	1263.1	791.6	1361.3	825.7	1562.3	831.7	1786.3	803.1	2056.6	4	
OW	1	GO	566.4	1458.6	2599.6	138.7	112.9	433.0	548.226	548.197	548.357	0.16	63	0	0	0	6	0			777.8	1738.3	1132.0	1990.6	722.4	1259.3	571.8	1282.6	468.5	1390.1	5	
UW	1	TO	479.7	1878.3	2503.4	160.5	274.9	1958.6	548.474	548.467	548.567	0.1	73	0	0	0	3	0			475.5	1852.6	471.9	1735.3	465.8	1524.6	459.5	1324.8	448.6	1270.4	5	
IY	1	WE	465.8	2754.9		342.6	663.8		548.637	548.597	548.718	0.121	12	0	0	0	9	0			453.4	2250.4	465.5	2789.8	448.7	2887.4	431.9	2841.0			3	
AE	1	HAVE	816.2	1919.3	3017.2	219.4	249.9	548.0	548.787	548.757	548.847	0.09	3	3	2	2	0	0			819.6	2032.4	813.8	1906.7	793.1	1737.5	762.2	1638.9	684.6	1599.9	5	
AH	0	A	563.8	1519.5	2653.0	280.2	149.7	2525.8	548.951	548.918	549.017	0.099	6	0	0	0	0	0			544.9	1510.7	566.5	1520.4	573.5	1514.7	552.2	1499.6	490.9	1491.3	5	
EH	1	VERY	544.3	2139.3	2626.9	79.9	435.9	366.4	549.261	549.198	549.387	0.189	2	6	4	2	1	1			545.4	2111.4	544.8	2140.1	568.1	2099.5	591.3	2002.6	583.6	1946.7	5	
IY	0	VERY	490.2	2356.1	2801.5	283.1	280.9	617.2	549.458	549.418	549.537	0.119	12	0	0	0	7	0			524.6	2263.9	488.0	2363.4	466.6	2410.8	447.5	2390.8	432.6	2281.4	4	
EH	1	DRESS	845.9	1697.1	2818.6	196.7	201.7	2111.9	550.121	550.088	550.188	0.1	2	3	4	1	8	0			783.4	1740.3	852.5	1690.4	877.7	1646.1	891.5	1631.7	922.9	1642.1	5	
OW	1	CODE	654.0	1247.2	2308.7	240.7	120.3	653.9	550.465	550.458	550.588	0.13	62	1	4	2	6	0			637.7	1224.5	575.7	1204.2	597.1	1192.7	552.6	1190.8	497.2	1203.8	6	
AH	1	BUTTON	695.7	1258.1	2813.6	138.9	57.9	281.7	552.539	552.496	552.626	0.13	6	1	4	1	1	1			596.8	1235.3	708.7	1262.0	795.8	1333.1	834.2	1414.0	903.9	1505.0	5	
AH	0	BUTTON	477.3	1341.5	2709.9	79.0	664.4	199.2	552.683	552.666	552.716	0.05	6	4	4	2	3	0			487.1	1406.7	477.3	1341.5	480.4	1286.8	482.9	1263.9	486.0	1298.4	6	
AW	1	DOWN	827.7	1848.3	3124.2	278.9	198.6	1538.8	552.795	552.776	552.916	0.14	42	4	4	2	3	0			895.5	1842.1	910.4	1812.8	843.1	1732.7	700.0	1573.4	592.6	1426.7	5	
ER	1	SHIRTS	549.8	1756.7	2073.3	153.5	348.9	307.1	553.152	553.105	553.245	0.14	94	1	4	1	5	3			557.6	1823.0	555.2	1754.6	594.5	1710.0	586.1	1679.6	554.8	1730.4	5	
OY	1	BOYS	588.5	1464.8	2498.7	80.5	122.3	534.3	554.838	554.801	554.911	0.11	61	3	4	2	1	0			581.9	1284.7	588.5	1476.3	569.9	1676.4	513.1	1826.2	460.0	1934.5	5	
ER	1	GIRLS	603.4	1728.7	2150.3	89.6	262.1	183.4	555.227	555.181	555.32	0.139	94	5	4	2	6	3			590.3	1778.0	606.8	1721.2	639.1	1667.4	665.2	1618.9	687.6	1566.0	5	
OW	1	NO	567.4	1244.3	2295.0	189.7	248.7	773.8	555.582	555.57	555.63	0.06	63	0	0	0	4	0			567.4	1244.3	573.5	1199.1	567.1	1153.2	566.9	1140.1	560.4	1271.7	6	
AE	1	MATTER	641.3	1957.6	2539.3	173.5	170.8	1613.0	555.733	555.7	555.8	0.1	3	1	4	1	2	1			624.1	1945.4	643.6	1959.4	685.7	1966.3	688.1	1938.7	651.9	1873.5	5	
ER	0	MATTER	585.6	1725.2	2350.5	84.9	203.6	232.3	555.861	555.831	555.92	0.089	94	0	0	0	3	0			585.1	1770.9	584.8	1718.8	584.3	1600.6	588.8	1429.8	585.9	1358.6	5	
AH	1	WHAT	584.4	1228.6	2600.3	141.0	272.1	434.5	555.987	555.95	556.06	0.11	6	1	4	1	9	0			596.4	1491.6	586.3	1227.6	670.0	1310.9	748.6	1435.6	725.6	1542.8	5	
EY	1	HATE	496.7	2482.8	2966.8	229.5	874.5	347.0	556.854	556.841	556.931	0.09	21	1	4	1	0	0			489.3	2511.8	472.0	2556.6	459.9	2540.4	461.7	2507.5	481.9	2365.1	4	
OW	1	THOSE	623.4	1512.8	3185.6	234.3	857.5	170.9	557.043	557.031	557.161	0.13	62	3	4	2	3	0			652.4	1455.7	638.4	1363.0	596.1	1464.1	595.1	1591.5	552.2	1622.9	4	
ER	1	SHIRTS	601.2	1796.9	2323.2	97.2	178.8	259.9	557.354	557.321	557.421	0.1	94	1	4	1	5	3			605.5	1800.1	600.2	1797.6	598.4	1809.8	588.6	1830.4	579.0	1842.9	5	
EY	1	THEY	562.7	2006.9	3077.5	177.5	209.5	455.7	557.71	557.671	557.751	0.08	22	0	0	0	3	0			537.8	2116.8	557.7	2070.2	562.4	2000.0	538.5	1917.5	546.9	1806.2	4	
AY	1	LIKE	649.0	1823.1	3081.6	147.3	227.1	563.5	558.07	558.04	558.131	0.091	47	1	6	1	7	0			637.3	1658.7	648.4	1855.6	597.2	2046.5	623.3	2232.3	711.9	1947.2	5	
AE	1	SACKS	763.5	2168.8	2651.4	78.7	164.8	1079.0	558.511	558.441	558.651	0.21	3	1	6	1	3	3			727.6	1972.2	765.8	2169.1	798.8	2127.6	824.3	2067.5	758.9	1877.3	5	
AE	1	THAT	715.2	1942.6	3295.6	152.6	125.9	253.3	562.829	562.812	562.863	0.051	3	1	4	1	3	0			703.8	1939.8	717.6	1942.8	733.0	1935.1	741.0	1913.5	742.9	1886.3	4	
AY	1	I	909.4	1910.9	3069.1	146.3	136.6	338.8	563.901	563.854	563.974	0.12	41	0	0	0	0	0		m	883.1	1825.3	909.3	1907.7	885.2	1952.8	854.1	1942.2	778.2	1841.8	4	
UH	1	WOULD	556.4	1535.8	2864.1	124.9	250.0	523.9	564.027	564.004	564.074	0.07	7	1	4	2	9	0			554.9	1439.1	556.4	1547.2	559.6	1664.7	541.5	1718.7	524.7	1734.5	5	
EY	1	SAY	549.4	2198.1	3041.4	136.2	112.0	709.7	564.223	564.203	564.314	0.111	22	0	0	0	3	0			548.8	2213.2	505.2	2336.7	479.9	2410.5	469.7	2222.4	529.6	1861.5	4	
UW	1	TOO	584.9	1898.5	2954.6	74.6	124.4	371.3	564.45	564.443	564.583	0.14	73	0	0	0	3	0			583.7	1785.2	582.9	1572.8	553.5	1347.8	550.4	1226.3	535.5	1368.8	5	
AE	1	CAN'T	549.0	2520.1	3356.8	100.9	113.6	761.0	565.443	565.413	565.503	0.09	33	4	4	2	6	3			548.6	2543.4	549.4	2517.3	556.2	2478.4	567.3	2439.1	608.8	2387.9	4	
