SusanS, 20, f, w, 12, Utica, 2006

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
EH	1	YES	788.0	2078.7	3026.5	115.0	205.2	1657.0	347.185	347.155	347.245	0.09	2	3	4	1	9	0			695.8	2218.6	803.6	2057.7	873.4	1945.1	891.2	1853.7	898.8	1811.4	5	
AY	1	I	794.5	1928.8	3234.8	69.6	92.2	233.7	347.382	347.355	347.454	0.099	41	0	0	0	0	0			787.7	1880.1	792.0	1984.6	787.8	2095.6	783.2	2193.7	771.3	2262.9	4	
AE	1	HAVE	788.7	2052.7	3168.7	75.1	219.1	191.9	347.535	347.505	347.594	0.089	3	3	2	2	0	0			785.0	2169.7	788.9	2044.2	789.2	1959.5	780.1	1879.8	771.9	1815.5	4	
EH	1	MANY	828.9	1804.4	3437.2	308.6	200.5	472.8	348.201	348.177	348.248	0.071	2	4	4	2	2	1			758.5	1724.4	833.1	1812.0	834.5	1888.8	768.9	1965.7	685.7	2034.9	4	
IY	0	MANY	646.9	2322.9	3289.3	193.9	278.9	138.5	348.308	348.278	348.368	0.09	12	0	0	0	4	0			657.2	2318.3	645.3	2321.4	619.0	2329.0	554.5	2254.8	562.2	1915.7	5	
AY	1	TIMES	870.6	2022.5	3037.0	192.7	184.6	864.0	348.466	348.448	348.548	0.1	41	4	1	2	3	3		s	870.0	2032.2	843.2	2000.7	788.6	2065.7	717.9	2034.3	669.2	1887.0	5	
OW	1	NO	774.2	1594.3	2139.9	192.4	251.1	1222.0	350.356	350.339	350.558	0.219	63	0	0	0	4	0			894.6	1437.1	857.5	1351.4	805.0	1285.6	801.6	1223.1	676.0	1011.1	6	
EH	1	NEVER	945.8	1669.8	2933.7	183.0	139.7	1069.2	350.818	350.738	350.978	0.24	2	3	2	2	4	1			910.4	1736.7	945.9	1662.2	767.9	1509.9	638.6	1479.6	644.6	1528.1	5	
AE	1	AT	771.2	2317.0	3318.2	71.2	219.9	498.7	357.314	357.264	357.414	0.15	3	1	4	1	0	0			719.0	1687.3	772.2	2318.9	772.8	2177.3	783.7	2193.4	772.4	1965.7	5	
AA	1	PROCTOR	1031.1	1753.9	3223.3	251.7	205.4	626.7	357.617	357.564	357.723	0.159	5	1	6	1	8	4			980.2	1818.3	1040.0	1754.0	1072.6	1803.3	1048.5	1876.2	1020.0	1969.6	4	
EY	1	MAYBE	585.2	2407.6	3231.3	99.0	367.7	402.1	360.664	360.652	360.783	0.131	21	1	1	2	2	1			559.1	2405.4	500.7	2336.6	472.4	2264.4	461.8	2211.7	471.5	2271.7	4	
AY	1	LIKE	644.4	1836.5	3364.1	92.4	124.5	148.4	360.906	360.862	360.963	0.101	47	1	6	1	7	0			623.2	1768.0	639.4	1794.1	640.0	1886.5	603.1	2088.5	558.5	2306.7	4	
EH	1	THERE	630.0	1899.6	2890.8	92.9	167.0	401.7	361.745	361.725	361.786	0.061	24	6	4	2	3	0			617.0	1959.0	631.7	1892.6	644.4	1835.1	649.5	1773.1	647.9	1718.9	5	
AA	1	PROBABLY	664.6	1337.1	3415.3	136.7	88.8	435.5	362.185	362.165	362.226	0.061	5	1	1	2	8	1			700.9	1355.2	659.6	1335.1	617.8	1322.9	586.8	1313.3	587.1	1307.4	4	
IY	0	PROBABLY	581.0	1929.5	3145.8	153.7	348.7	363.7	362.358	362.325	362.425	0.1	12	0	0	0	8	0			578.2	1746.8	580.5	1962.2	572.0	2188.7	563.6	2183.9	560.7	1917.0	5	
AY	1	FIGHT	772.8	1468.7	1719.5	72.9	132.1	2336.2	362.614	362.565	362.746	0.181	47	1	4	1	1	0			745.5	1340.0	766.2	1546.1	727.0	1458.2	627.0	1574.4	551.0	1373.7	6	
ER	1	GIRL	606.2	1569.4	2000.7	80.4	146.6	136.2	365.963	365.943	366.002	0.059	94	5	4	2	6	0			584.5	1590.6	609.1	1566.3	629.3	1537.9	649.9	1496.7	673.8	1458.1	5	
AY	1	FIGHTS	821.0	1435.5	2708.2	86.1	124.4	243.8	366.287	366.212	366.432	0.22	47	1	4	1	1	3			763.6	1218.9	820.6	1451.9	756.3	1796.7	616.6	2181.3	555.8	2431.8	5	
OW	1	KNOW	741.4	1234.7	2633.4	228.0	158.4	757.3	366.663	366.652	366.722	0.07	63	0	0	0	4	0			744.1	1219.6	747.4	1138.5	713.7	1067.6	670.0	1032.2	637.3	1005.2	6	
OW	1	OVER	618.8	948.1	2656.3	106.3	68.2	473.5	366.736	366.722	366.843	0.121	62	3	2	2	0	1			618.8	938.1	609.8	925.4	584.9	903.7	566.5	930.2	610.7	1100.5	6	
ER	0	OVER	563.0	1348.9	1898.0	148.5	184.2	601.0	366.903	366.873	366.962	0.089	94	0	0	0	1	0			582.8	1343.8	561.9	1346.5	570.3	1318.6	726.7	1270.9	942.2	1269.3	6	
OY	1	BOYS	576.9	955.7	3101.0	59.0	112.4	243.4	367.196	367.093	367.402	0.309	61	3	4	2	1	0			643.7	939.2	577.1	964.5	638.4	1193.3	673.6	1732.7	574.0	2205.5	5	
AH	0	AND	563.0	1721.9	3241.1	94.8	83.9	262.2	367.7	367.683	367.733	0.05	6	4	4	2	0	3			556.1	1723.5	563.0	1721.9	574.4	1712.6	579.6	1699.8	579.3	1686.4	4	
AY	1	LIKE	720.9	1339.4	2171.6	102.7	133.4	1067.7	367.86	367.863	367.943	0.08	47	1	6	1	7	0		s	702.9	1463.9	685.6	1502.9	637.9	1452.0	573.5	1370.4	518.4	1186.5	6	
AY	1	FIGHTS	750.3	1467.7	2860.4	78.9	123.1	271.8	368.502	368.433	368.633	0.2	47	1	4	1	1	3			723.0	1270.7	750.1	1476.7	702.1	1802.7	619.8	2110.1	508.3	1795.1	5	
AY	1	LIKE	685.4	1553.5	3148.9	112.9	98.1	479.9	369.038	369.042	369.103	0.061	47	1	6	1	7	0			651.9	1745.0	611.0	1874.3	565.4	2050.5	532.6	2243.4	514.3	2321.3	5	
AE	1	THAT	774.7	1878.8	3199.2	240.2	166.4	291.8	369.293	369.243	369.393	0.15	3	1	4	1	3	0			738.7	1160.5	787.4	1923.1	793.1	1922.3	807.7	1876.7	919.3	1820.7	5	
UW	1	TWO	618.8	1955.8	2759.9	353.0	438.0	345.1	374.588	374.571	374.692	0.121	73	0	0	0	3	0			540.9	1675.6	553.2	1293.6	538.0	1306.7	482.9	1170.2	369.0	976.0	6	
ER	1	GIRLS	648.5	1627.8	2042.8	100.7	79.8	153.4	374.792	374.772	374.832	0.06	94	5	4	2	6	3			612.9	1619.5	652.5	1628.7	679.5	1630.2	691.9	1620.8	695.3	1607.2	5	
AA	1	GOT	881.4	1753.5	2969.4	169.3	196.8	667.5	375.141	375.121	375.181	0.06	5	1	4	1	6	0			854.0	1777.6	885.9	1750.0	941.5	1732.5	990.0	1736.0	1008.4	1759.5	4	
UW	1	INTO	606.9	1306.4	2531.5	87.1	167.7	447.5	375.309	375.302	375.361	0.059	73	0	0	0	3	0			606.9	1306.4	601.9	1253.4	600.2	1223.1	597.7	1199.8	598.0	1185.6	5	
AH	0	A	599.1	1172.6	2597.1	62.5	143.2	570.3	375.381	375.361	375.422	0.061	6	0	0	0	0	0			595.4	1165.5	599.5	1172.1	598.0	1144.6	589.0	1092.2	571.2	1059.7	6	
AY	1	FIGHT	795.6	1330.4	2935.0	72.2	125.9	594.0	375.614	375.552	375.822	0.27	47	1	4	1	1	0			788.6	1281.4	775.7	1523.0	663.6	1868.5	554.7	2283.8	531.1	2546.4	5	
OW	1	OVER	659.3	1143.1	2516.4	62.7	103.2	1070.0	375.896	375.852	375.981	0.129	62	3	2	2	0	1			658.6	1312.6	658.9	1136.4	642.5	1049.3	609.4	1006.6	582.6	974.4	6	
ER	0	OVER	598.3	1565.7	2008.9	76.3	178.1	253.0	376.155	376.102	376.261	0.159	94	0	0	0	1	0			612.4	1503.0	596.5	1577.6	582.6	1653.2	567.1	1762.1	531.9	2002.5	5	
AH	1	SOME	754.6	1455.9	3016.0	148.3	319.6	545.7	376.404	376.381	376.451	0.07	6	4	1	2	3	0			724.3	1531.0	757.1	1451.0	760.2	1417.6	740.5	1378.8	708.4	1334.8	5	
OY	1	BOY	677.6	1095.8	3066.9	101.2	94.3	811.0	377.203	377.12	377.37	0.25	61	0	0	0	1	0			565.2	926.5	687.8	1131.3	719.4	1576.8	659.9	2114.7	562.9	2161.7	5	
IY	0	THE	567.7	2242.2	3959.4	510.9	758.3	826.9	378.542	378.509	378.609	0.1	12	0	0	0	3	0			597.6	2073.2	570.6	2272.1	623.3	2470.9	773.2	2639.5	1354.3	2942.6	3	
ER	1	GIRL	645.0	1563.0	1914.3	88.6	195.8	163.4	378.735	378.689	378.828	0.139	94	5	4	2	6	0			630.6	1620.0	647.4	1551.5	672.3	1497.5	695.6	1462.2	714.6	1438.9	5	
IH	1	RIPPED	673.9	1816.3	3258.8	135.3	170.0	240.0	379.882	379.852	379.942	0.09	1	1	1	1	7	3			667.2	1815.0	675.2	1816.5	679.2	1820.0	664.7	1800.7	613.9	1784.7	4	
ER	0	HER	615.6	1393.4	1958.7	113.2	177.2	307.3	380.766	380.746	380.806	0.06	94	0	0	0	0	0			631.4	1417.7	614.1	1389.1	601.1	1344.2	593.7	1289.9	591.3	1233.3	5	
IY	1	WEAVE	458.2	2800.6	3840.1	185.4	163.4	570.1	380.979	380.926	381.085	0.159	11	3	2	2	9	0			438.5	2757.6	457.6	2801.7	462.4	2810.1	492.0	2819.8	492.5	2485.2	4	
AW	1	OUT	829.6	1529.5	3005.6	103.0	151.6	314.9	381.161	381.125	381.325	0.2	42	1	4	1	0	0			849.2	1524.8	903.7	1475.0	864.5	1373.1	756.9	1311.7	683.9	1189.8	5	
ER	1	HER	571.7	1625.3	2178.0	66.9	190.6	263.3	381.412	381.395	381.445	0.05	94	0	0	0	0	0			575.0	1617.8	571.7	1625.3	562.8	1614.7	558.0	1612.2	556.3	1646.7	5	
EY	1	FAKE	705.3	2053.8	3081.3	245.1	308.1	1088.2	381.557	381.545	381.656	0.111	21	1	6	1	1	0			590.5	2070.2	590.2	2196.2	575.4	2328.6	508.4	2460.7	444.6	2239.9	5	
EH	1	HAIR	661.6	2117.7	2813.6	76.1	134.8	678.6	381.865	381.815	381.965	0.15	24	6	4	2	0	0			665.5	2188.2	662.3	2108.7	670.4	2042.8	682.0	2030.4	695.3	1953.3	4	
AW	1	OUT	944.1	1694.0	2987.9	141.2	222.9	705.1	382.03	381.995	382.275	0.28	42	1	4	1	0	0			956.6	1643.3	936.9	1546.3	829.6	1289.6	771.3	1266.3	812.9	1451.9	4	
AE	1	AND	619.3	1954.1	3142.5	101.2	115.6	252.8	383.022	382.975	383.115	0.14	3	4	4	2	0	3			705.2	2019.4	605.9	1934.8	563.7	1789.4	623.9	1754.3	639.8	1620.7	5	
AH	0	IT	588.2	1311.0	2854.6	135.4	103.8	2216.2	383.192	383.175	383.225	0.05	6	1	4	1	0	0			599.2	1311.6	588.2	1311.0	550.1	1304.7	512.5	1294.3	487.1	1284.2	5	
AA	1	WAS	954.9	1305.6	3015.6	191.4	271.0	266.2	383.348	383.295	383.454	0.159	5	3	4	2	9	0			906.5	1339.0	953.1	1298.2	955.9	1289.0	969.7	1276.6	941.5	1285.1	4	
ER	0	OVER	687.5	1655.5	1763.2	130.6	99.8	2409.0	383.904	383.844	384.025	0.181	94	0	0	0	1	0			706.1	1612.4	686.4	1658.6	685.6	1685.9	689.8	1745.7	676.2	1799.2	6	
AH	1	THE	654.8	1427.9	3147.1	123.8	157.1	180.1	384.554	384.534	384.594	0.06	6	0	0	0	3	0			640.7	1440.9	657.1	1426.6	683.9	1414.5	711.2	1409.7	734.6	1406.1	5	
AH	1	OTHER	828.6	1320.1	2090.6	74.8	97.4	2694.8	384.634	384.594	384.715	0.121	6	3	3	2	0	1			800.1	1360.6	828.9	1318.1	816.4	1342.8	790.5	1344.3	622.3	1340.9	6	
AA	1	GOT	900.0	1911.5	3245.4	267.0	209.7	484.9	385.464	385.424	385.544	0.12	5	1	4	1	6	0			844.0	1992.2	905.1	1901.9	927.4	1835.2	931.4	1771.5	893.6	1719.2	4	
IH	1	RIPPED	608.2	1658.2	2420.5	43.8	84.3	156.2	385.638	385.615	385.684	0.069	1	1	1	1	7	3			601.4	1652.3	608.6	1658.5	609.7	1658.0	603.7	1648.2	585.9	1619.9	5	
AO	1	OFF	898.0	1408.3	2856.9	160.7	160.0	257.9	385.908	385.835	386.055	0.22	53	3	2	1	0	0			895.2	1405.4	899.1	1409.7	905.8	1409.2	900.3	1423.2	889.2	1404.1	4	
AY	1	LIKE	700.6	1631.0	3336.0	223.2	102.0	569.2	386.526	386.525	386.575	0.05	47	1	6	1	7	0			683.6	1742.5	650.7	1835.7	605.5	1963.5	570.7	2082.1	548.4	2147.0	4	
AW	1	DOWN	779.1	1817.1	2565.9	161.9	128.5	2759.2	387.018	386.985	387.115	0.13	42	4	4	2	3	0			717.1	1856.0	902.3	1728.3	967.6	1625.3	914.0	1532.2	794.3	1443.7	5	
IY	1	STREET	466.0	2273.1	3241.6	406.2	311.0	1280.2	387.472	387.425	387.565	0.14	11	1	4	1	8	0			475.5	2084.1	464.2	2293.5	446.6	2414.9	439.5	2464.7	480.2	2408.0	4	
AA	1	BRA	1087.9	1638.9	3136.5	191.9	106.7	843.2	388.422	388.315	388.635	0.32	43	0	0	0	8	0			1074.3	1602.3	1090.6	1640.0	1071.6	1653.2	1056.7	1662.2	1035.8	1674.7	4	
AO	1	LONG	850.9	1432.1	2561.5	423.3	480.4	1030.9	398.006	397.986	398.046	0.06	53	4	6	2	7	0			884.5	1510.0	834.7	1420.1	669.1	1303.9	558.7	1312.1	552.4	1350.5	5	
AY	1	TIME	896.8	1873.0	3422.9	307.3	95.2	817.5	398.25	398.186	398.335	0.149	41	4	1	2	3	0		s	839.9	1793.2	873.6	1845.1	868.7	1873.6	736.2	1898.2	659.0	2043.9	4	
AY	1	TIME	820.1	1823.8	2130.7	135.3	79.2	897.8	399.876	399.839	399.99	0.151	41	4	1	2	3	0		m	813.1	1819.9	792.1	1827.8	709.1	1829.3	621.6	1389.9	608.6	1759.2	6	
AH	1	SOME	825.0	1449.8	2942.4	68.7	134.8	573.2	405.73	405.71	405.77	0.06	6	4	1	2	3	0			819.1	1491.2	825.8	1443.7	827.6	1390.8	820.6	1344.8	801.2	1306.3	5	
AH	1	OF	652.1	1299.0	2668.1	122.1	310.4	241.1	405.89	405.87	405.929	0.059	6	3	2	2	0	0			669.2	1292.4	648.6	1299.8	605.4	1290.1	538.1	1253.0	479.0	1222.0	6	
EH	1	THEM	939.5	1612.7	2030.7	123.8	96.9	1183.2	406.076	406.039	406.149	0.11	2	4	1	2	3	0			851.0	1628.6	943.4	1612.2	920.3	1604.0	853.0	1564.6	806.9	1524.9	6	
AY	1	I	973.0	1736.3	3119.3	243.8	139.5	272.4	406.414	406.37	406.699	0.329	41	0	0	0	0	0		s	932.0	1842.9	786.7	2140.7	649.8	2389.9	482.0	2540.4	453.1	2643.6	4	
AH	1	LUCKILY	836.3	1391.3	2993.6	80.3	153.4	673.8	406.859	406.829	406.92	0.091	6	1	6	1	7	2			830.1	1356.1	838.2	1392.9	852.6	1386.5	814.5	1374.6	661.1	1413.8	5	
IY	0	LUCKILY	597.8	1802.3	3313.0	153.5	154.9	144.7	407.056	407.039	407.089	0.05	12	0	0	0	7	0			595.2	1760.3	597.8	1802.3	604.0	1903.9	607.0	1992.5	610.4	2061.1	5	
AE	1	HAD	785.0	1953.2	3241.8	62.5	220.0	470.5	407.356	407.329	407.41	0.081	3	1	4	2	0	0			788.0	2053.9	784.6	1948.0	778.3	1890.0	756.8	1841.2	693.7	1761.0	4	
AA	1	LOT	842.4	1358.9	3049.0	148.9	116.4	323.1	407.676	407.559	407.91	0.351	5	1	4	1	7	0			827.3	1377.5	835.0	1353.3	724.6	1565.0	678.6	1371.7	887.9	1508.3	4	
AH	0	GOOD	591.7	1590.6	2797.5	40.1	131.6	571.9	408.06	408.04	408.099	0.059	6	1	4	2	6	0			584.2	1579.6	592.1	1593.1	591.2	1617.7	585.0	1650.8	576.0	1683.9	5	
IY	1	TEACHERS	402.8	2236.6	3257.5	137.0	651.0	932.2	408.303	408.27	408.37	0.1	11	2	5	1	3	1			419.2	2158.2	401.8	2261.3	392.1	2417.5	668.3	2549.5	1358.9	2876.0	4	
ER	0	TEACHERS	539.4	1829.0	2503.3	133.8	237.9	643.7	408.503	408.48	408.55	0.07	94	3	4	2	5	0			536.8	1812.3	538.8	1830.3	533.0	1839.6	526.5	1834.9	475.1	1810.1	5	
AE	1	AND	595.6	1871.2	3167.8	110.2	248.6	673.6	410.297	410.267	410.358	0.091	3	4	4	2	0	3			545.6	1845.1	601.3	1878.5	614.8	1907.0	606.8	1914.5	592.4	1918.5	5	
AH	0	GOOD	624.7	1733.9	2649.1	79.8	154.4	350.8	410.688	410.668	410.727	0.059	6	1	4	2	6	0			612.4	1714.6	625.3	1737.2	624.9	1767.5	614.4	1808.7	591.9	1838.8	6	
IY	1	TEACHERS	480.7	2311.5	3239.9	244.3	1236.9	1100.0	410.88	410.857	410.927	0.07	11	2	5	1	3	1			471.6	2460.6	483.0	2305.2	496.3	2342.7	480.1	2261.3	425.3	2149.0	4	
ER	0	TEACHERS	628.7	1928.3	2646.1	81.6	142.7	525.9	411.064	411.037	411.117	0.08	94	3	4	2	5	0			624.8	1963.5	629.0	1926.5	629.6	1910.1	626.1	1892.1	617.2	1854.6	6	
AY	1	I	717.7	1706.5	3338.6	117.2	125.7	397.5	421.843	421.856	421.906	0.05	41	0	0	0	0	0			622.9	2023.6	572.6	2121.5	527.9	2252.4	508.9	2344.3	506.5	2411.4	4	
IY	0	REALLY	579.9	1980.8	3585.3	155.4	87.8	276.0	422.385	422.355	422.445	0.09	12	0	0	0	7	0			609.6	1875.5	577.2	1988.2	540.3	2067.2	498.1	2004.2	529.2	1825.8	4	
AE	1	BAD	757.3	2094.4	3200.2	133.4	145.8	1403.0	422.552	422.505	422.645	0.14	33	1	4	2	1	0			666.0	2115.5	767.1	2089.4	789.9	2006.7	793.2	1947.5	810.5	1880.6	5	
AE	1	MATH	842.8	2073.2	3321.4	189.5	212.9	1029.1	422.833	422.786	422.926	0.14	39	3	3	1	2	0			765.0	2134.2	847.7	2059.7	869.2	1936.7	905.0	1610.5	874.0	1679.5	5	
AH	1	BUT	608.7	1379.0	2956.1	182.8	131.5	243.5	423.062	423.035	423.115	0.08	6	1	4	1	1	0			604.2	1388.4	609.6	1380.5	609.7	1407.4	592.7	1411.9	559.4	1382.1	5	
AE	1	MATH	875.9	1978.6	3196.0	249.3	261.4	323.6	423.249	423.206	423.335	0.129	39	3	3	1	2	0			817.5	2040.2	880.5	1971.1	888.2	1894.0	855.6	1840.6	836.9	1771.1	4	
AY	1	MY	824.4	1773.0	3384.5	261.0	125.9	324.5	423.628	423.605	423.656	0.051	41	0	0	0	2	0		s	781.6	1648.3	816.6	1722.1	822.9	1792.4	801.2	1854.4	783.1	1882.7	4	
EY	1	FAVORITE	648.6	2014.5	2754.5	355.4	456.9	482.6	423.787	423.775	423.845	0.07	21	3	2	2	1	2			600.4	2015.1	561.8	2032.9	565.9	2042.7	572.8	2044.9	579.6	2019.4	5	
ER	0	FAVORITE	564.6	1632.8	1994.7	87.2	137.2	340.5	423.906	423.876	423.966	0.09	94	0	0	0	1	1			568.4	1710.9	564.6	1621.8	563.9	1597.4	574.8	1655.0	594.9	1748.1	5	
AH	0	FAVORITE	644.3	1793.6	3107.6	188.5	74.8	348.7	423.986	423.966	424.026	0.06	6	1	4	1	7	0			640.1	1799.0	644.9	1793.4	651.1	1795.3	654.8	1798.4	664.3	1801.3	4	
AH	0	SUBJECT	771.2	1474.7	3303.2	131.1	169.7	689.9	424.442	424.412	424.502	0.09	6	1	1	2	3	4			713.9	1506.2	779.8	1475.0	814.5	1478.3	792.3	1481.7	692.5	1470.3	4	
EH	1	SUBJECT	750.7	1781.5	3479.5	184.6	151.1	669.8	424.635	424.612	424.682	0.07	2	1	6	1	5	3			703.9	1805.9	755.3	1778.9	786.2	1757.6	801.1	1759.2	775.5	1827.7	4	
IH	1	YEAR	656.2	2048.9	3135.4	125.6	310.9	357.0	425.008	424.971	425.081	0.11	14	6	4	2	9	0			647.3	2021.4	657.8	2045.9	668.7	2013.1	679.0	1980.0	680.5	1918.3	4	
EH	1	YES	917.3	1817.4	3183.3	114.3	125.6	454.2	428.255	428.228	428.308	0.08	2	3	4	1	9	0			857.6	1910.2	921.8	1810.1	959.9	1745.6	954.6	1730.0	922.3	1712.0	4	
EH	1	VERY	672.4	1869.2	2544.5	100.7	141.7	448.6	428.652	428.579	428.798	0.219	2	6	4	2	1	1			649.6	1882.5	674.3	1866.6	664.4	1866.0	638.2	1888.7	630.6	1907.4	5	
AY	1	MY	884.8	1830.1	2985.6	401.2	107.4	1701.8	429.259	429.24	429.29	0.05	41	0	0	0	2	0		m	844.4	1771.0	883.3	1819.2	866.4	1856.2	827.2	1866.3	807.5	1872.8	5	
EY	1	FAVORITE	603.9	2111.5	2774.4	192.9	270.8	291.3	429.422	429.39	429.47	0.08	21	3	2	2	1	2			569.5	2014.8	601.1	2101.5	597.8	2130.4	585.7	2166.5	575.2	2189.2	5	
IY	1	TEACHER	450.5	2645.6	3814.8	169.2	248.1	1068.5	429.689	429.669	429.73	0.061	11	2	5	1	3	1			456.8	2647.4	449.7	2646.2	444.6	2656.0	434.5	2680.5	417.2	2729.3	3	
ER	0	TEACHER	635.7	1833.5	2552.5	90.4	85.6	628.1	429.872	429.839	429.939	0.1	94	0	0	0	5	0			637.0	1823.3	635.6	1835.1	638.9	1814.9	648.3	1861.9	616.1	1848.6	5	
AH	0	A	845.3	1386.0	3047.4	312.3	86.1	398.4	452.261	452.238	452.308	0.07	6	0	0	0	0	0			872.6	1381.3	848.2	1387.7	824.8	1401.2	749.2	1446.1	629.8	1507.3	5	
AA	1	COT	1133.1	1633.2	2972.4	119.1	183.2	451.4	452.568	452.498	452.707	0.209	5	1	4	1	6	0			1136.0	1595.0	1132.1	1637.3	1101.8	1664.4	1059.9	1689.1	1028.6	1749.2	4	
AH	0	IS	494.1	1888.9	3167.1	163.0	243.7	268.5	452.947	452.917	453.007	0.09	6	3	4	2	0	0			536.9	1963.7	488.8	1872.8	467.7	1829.4	460.2	2103.6	467.0	2320.8	4	
AY	1	LIKE	841.9	1481.9	3325.3	154.7	158.8	263.0	453.189	453.147	453.297	0.15	47	1	6	1	7	0			826.9	1349.6	819.3	1588.2	698.3	1935.1	603.3	2230.8	494.1	2528.9	5	
AH	0	A	722.7	1778.9	2795.9	184.5	408.2	1545.1	454.864	454.841	454.911	0.07	6	0	0	0	0	0			657.8	1864.6	727.3	1761.3	760.5	1576.1	735.2	1515.8	729.0	1550.2	5	
AO	1	SMALLER	1026.8	1261.4	2900.9	319.3	150.6	1025.2	455.22	455.19	455.281	0.091	53	5	4	2	2	1			996.6	1229.3	1029.1	1266.9	1039.4	1299.3	1031.4	1314.1	1003.5	1314.6	6	
ER	0	SMALLER	655.4	1698.8	2432.8	96.1	119.7	267.3	455.5	455.44	455.62	0.18	94	0	0	0	7	0			667.2	1690.3	654.7	1697.6	639.7	1679.1	637.1	1654.2	632.6	1629.2	5	
AW	2	PULLOUT	980.1	1477.3	3210.1	171.8	205.2	428.5	456.19	456.171	456.282	0.111	42	1	4	1	7	0			981.3	1479.1	987.2	1477.8	954.9	1445.6	902.5	1397.3	841.7	1311.9	4	
EH	1	BED	905.2	1655.2	3436.2	71.0	150.1	526.3	456.458	456.411	456.551	0.14	2	1	4	2	1	0			857.7	1602.6	906.5	1662.1	901.0	1688.7	853.6	1658.9	800.2	1587.4	4	
AY	1	LIKE	683.6	1464.0	2592.7	160.9	102.2	2875.2	456.666	456.671	456.721	0.05	47	1	6	1	7	0			658.4	1678.2	632.7	1783.6	605.8	1898.4	585.4	2030.8	569.5	2112.6	5	
AE	1	HAS	752.6	1980.3	3263.5	93.9	101.4	178.9	456.985	456.962	457.031	0.069	3	3	4	2	0	0			768.2	2003.6	751.0	1976.7	730.7	1923.1	673.1	1855.4	595.2	1790.7	4	
EH	1	LEGS	846.4	1787.0	3410.5	114.9	143.5	395.3	457.743	457.716	457.796	0.08	2	1	6	2	7	3			862.4	1687.2	844.3	1796.0	809.4	1907.1	737.8	2018.5	627.9	2203.4	4	
AY	1	LIKE	742.6	1511.7	3361.7	130.2	177.6	187.7	458.369	458.375	458.435	0.06	47	1	6	1	7	0			700.7	1848.8	642.0	2009.8	582.1	2152.9	547.0	2204.7	613.1	2219.2	5	
OW	1	OPEN	638.8	1064.6	2241.9	120.6	78.0	1502.0	458.52	458.505	458.616	0.111	62	1	1	1	0	1			641.9	1036.9	631.6	958.4	596.4	865.4	529.2	824.0	552.2	954.4	6	
AH	1	UP	1022.2	1555.9	3377.8	197.9	181.5	456.6	458.838	458.785	458.945	0.16	6	1	1	1	0	0			1004.5	1574.9	1023.1	1551.5	1010.3	1484.8	969.9	1449.1	839.3	1398.5	4	
AE	1	AND	749.4	2087.3	3241.0	194.3	165.9	1903.8	459.571	459.541	459.631	0.09	3	4	4	2	0	3			757.7	1928.9	748.2	2089.2	715.9	2110.0	652.9	1922.3	615.4	1849.3	5	
AH	0	A	613.9	1792.9	3507.7	102.7	187.1	270.5	459.728	459.711	459.761	0.05	6	0	0	0	0	0			619.9	1803.4	613.9	1792.9	592.5	1783.6	553.7	1859.1	519.1	1931.2	4	
EH	1	BED	985.0	1776.1	3224.1	65.9	95.1	768.8	459.941	459.871	460.08	0.209	2	1	4	2	1	0			944.7	1754.3	986.5	1777.8	986.6	1805.7	939.3	1822.7	835.5	1839.6	4	
AY	1	LIKE	775.3	1591.7	3472.0	153.2	114.2	188.8	460.67	460.67	460.75	0.08	47	1	6	1	7	0			757.0	1791.0	696.1	1931.5	615.3	2145.2	558.9	2390.9	490.6	2554.0	4	
AH	0	WITH	604.3	1398.3	3317.6	107.6	273.6	82.8	461.157	461.13	461.21	0.08	6	3	3	2	9	0			618.8	1399.8	603.5	1394.8	598.5	1348.1	666.0	1523.2	799.5	1837.2	4	
AY	1	LIKE	725.4	1643.4	3314.7	131.6	160.9	840.7	461.306	461.301	461.37	0.069	47	1	6	1	7	0			708.7	1797.5	660.3	1947.1	604.1	2109.8	573.7	2278.1	550.0	2264.1	5	
AH	0	A	770.6	1931.4	2761.5	92.6	277.2	477.1	461.457	461.44	461.491	0.051	6	0	0	0	0	0			751.7	1961.0	775.1	1924.6	803.1	1883.2	833.9	1842.0	858.9	1818.1	5	
EH	1	HEADBOARD	899.1	1816.9	3085.9	69.1	162.5	617.9	461.674	461.651	461.721	0.07	2	1	4	2	0	4			956.7	1806.6	892.2	1818.6	815.4	1831.1	714.5	1820.7	560.6	1791.5	4	
AO	2	HEADBOARD	504.9	845.2	2893.8	302.3	84.5	141.8	461.898	461.841	462.011	0.17	64	6	4	2	1	3			485.7	839.4	511.1	846.5	599.3	934.5	612.0	1044.0	631.6	1177.6	5	
AE	1	AND	662.1	2042.1	3282.3	164.6	89.0	240.2	462.467	462.441	462.52	0.079	3	4	4	2	0	3			668.0	2056.7	658.1	2037.6	643.2	2007.2	618.9	1974.9	595.8	1935.7	4	
AE	1	MATTRESS	918.3	2161.5	3216.4	163.3	306.1	307.9	462.748	462.691	462.861	0.17	3	1	4	1	2	1			837.6	2259.9	925.8	2149.3	971.1	2029.4	935.1	1934.0	895.6	1836.2	4	
