ChristieL, 20, F, W, 12, Utica, 2006

vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	norm_F1@20%	norm_F2@20%	norm_F1@35%	norm_F2@35%	norm_F1@50%	norm_F2@50%	norm_F1@65%	norm_F2@65%	norm_F1@80%	norm_F2@80%	nFormants
ER	0	BOTHER	576.0	1737.0	462.236	462.193	462.323	0.13	94	0	0	0	3	0			619.0	1753.0	567.0	1737.0	460.0	1783.0	726.0	1777.0	710.0	1728.0	6	
AE	1	YEAH	595.0	2119.0	462.92	462.863	463.034	0.171	3	0	0	0	9	0			580.0	2223.0	597.0	2096.0	641.0	1982.0	743.0	1889.0	708.0	1812.0	4	
AE	1	YEAH	578.0	2124.0	464.746	464.672	464.893	0.221	3	0	0	0	9	0			449.0	1701.0	584.0	2116.0	578.0	1137.0	697.0	961.0	699.0	953.0	6	
IH	1	NEARER	385.0	2329.0	467.758	467.715	467.844	0.129	14	6	4	2	4	1			388.0	2331.0	386.0	2325.0	400.0	2261.0	415.0	2103.0	420.0	1926.0	5	
IH	1	MIRROR	408.0	2202.0	468.194	468.164	468.254	0.09	14	6	4	2	2	1			391.0	2235.0	413.0	2196.0	444.0	2138.0	467.0	2081.0	504.0	2034.0	4	
ER	0	MIRROR	652.0	1672.0	468.341	468.314	468.394	0.08	94	0	0	0	7	0			637.0	1660.0	654.0	1672.0	669.0	1665.0	667.0	1669.0	647.0	1694.0	6	
AE	1	YEAH	587.0	2129.0	468.854	468.784	468.994	0.21	3	0	0	0	9	0			479.0	1244.0	591.0	1987.0	627.0	1309.0	668.0	1114.0	591.0	881.0	6	
UW	1	FOOL	385.0	741.0	470.189	470.142	470.283	0.141	72	5	4	2	1	0			396.0	746.0	386.0	741.0	389.0	737.0	391.0	762.0	395.0	797.0	6	
OW	1	NO	773.0	1390.0	471.45	471.442	471.581	0.139	63	0	0	0	4	0			772.0	1436.0	797.0	1358.0	841.0	1341.0	853.0	1547.0	807.0	2122.0	4	
AE	1	YEAH	593.0	1966.0	473.531	473.471	473.651	0.18	3	0	0	0	9	0			559.0	2170.0	599.0	1947.0	685.0	1873.0	708.0	1791.0	891.0	1753.0	4	
IY	1	READ	528.0	1990.0	490.774	490.747	490.827	0.08	11	1	4	2	7	0			505.0	1819.0	528.0	2002.0	518.0	2108.0	487.0	2171.0	424.0	1750.0	6	
AA	1	FARM	953.0	1320.0	493.705	493.651	493.812	0.161	44	6	4	2	1	3			851.0	1264.0	955.0	1337.0	892.0	1423.0	825.0	1507.0	833.0	1609.0	6	
OW	1	HOME	573.0	818.0	494.062	494.031	494.261	0.23	62	4	1	2	0	0			689.0	898.0	740.0	888.0	691.0	924.0	726.0	1187.0	718.0	1219.0	6	
AH	1	DUSK	685.0	1696.0	494.581	494.544	494.654	0.11	6	3	4	1	3	3			645.0	1801.0	686.0	1692.0	702.0	1676.0	718.0	1715.0	739.0	1841.0	4	
EH	1	SEX	789.0	1704.0	495.083	495.043	495.163	0.12	2	1	6	1	3	3			719.0	1667.0	798.0	1706.0	824.0	1734.0	754.0	1770.0	664.0	1917.0	4	
AY	1	SIGHT	707.0	1723.0	495.587	495.544	495.713	0.169	47	1	4	1	3	0			705.0	1649.0	683.0	2057.0	497.0	2296.0	476.0	2424.0	377.0	2494.0	4	
AY	1	TIED	876.0	1258.0	496.079	495.993	496.274	0.281	41	1	4	2	3	0			846.0	1421.0	870.0	1347.0	781.0	1913.0	644.0	2279.0	518.0	2350.0	4	
AA	1	SOCKS	882.0	1330.0	496.487	496.433	496.594	0.161	5	1	6	1	3	3			761.0	1451.0	887.0	1334.0	910.0	1399.0	910.0	1398.0	830.0	1332.0	5	
AE	1	BAG	682.0	2288.0	496.921	496.854	497.054	0.2	3	1	6	2	1	0			692.0	2189.0	681.0	2304.0	666.0	2308.0	655.0	2276.0	628.0	2241.0	3	
EH	2	ELEMENTARY	662.0	1883.0	497.141	497.114	497.194	0.08	2	5	4	2	0	2			617.0	1923.0	668.0	1887.0	748.0	1907.0	803.0	1850.0	781.0	1707.0	5	
IY	0	ELEMENTARY	500.0	2212.0	497.617	497.574	497.704	0.13	12	0	0	0	8	0			515.0	2118.0	498.0	2220.0	493.0	2268.0	494.0	2344.0	477.0	2396.0	3	
OW	1	NO	693.0	1256.0	497.831	497.824	498.034	0.21	63	0	0	0	4	0			693.0	1197.0	698.0	1152.0	675.0	1064.0	680.0	1422.0	683.0	2462.0	4	
AY	1	HIGHSCHOOL	933.0	1676.0	498.539	498.552	498.643	0.091	47	3	4	1	0	4			922.0	1955.0	873.0	1800.0	797.0	1853.0	753.0	1934.0	707.0	2003.0	4	
AY	1	RIDING	841.0	1564.0	499.113	499.053	499.232	0.179	41	1	4	2	7	1			783.0	1449.0	840.0	1577.0	777.0	1770.0	681.0	2127.0	656.0	2228.0	4	
OW	1	BOAT	647.0	1185.0	499.571	499.553	499.752	0.199	62	1	4	1	1	0			668.0	1192.0	621.0	1096.0	495.0	974.0	588.0	1528.0	543.0	2427.0	4	
AE	1	SACKS	676.0	2209.0	500.113	500.043	500.252	0.209	3	1	6	1	3	3			643.0	2131.0	676.0	2191.0	689.0	2259.0	717.0	2224.0	705.0	2207.0	3	
AY	1	SLIDER	882.0	1504.0	501.028	500.97	501.15	0.18	41	1	4	2	8	1			826.0	1413.0	879.0	1512.0	760.0	1828.0	687.0	2234.0	568.0	2317.0	4	
ER	0	SLIDER	638.0	1960.0	501.253	501.189	501.38	0.191	94	0	0	0	3	0			596.0	1977.0	637.0	1945.0	618.0	1752.0	573.0	1781.0	486.0	1829.0	4	
EH	2	SEDIMENTARY	649.0	1888.0	502.326	502.303	502.372	0.069	2	1	4	2	3	2			590.0	1860.0	654.0	1890.0	670.0	1911.0	670.0	1893.0	657.0	1793.0	5	
ER	0	SEDIMENTARY	455.0	1982.0	502.782	502.752	502.842	0.09	94	0	0	0	3	1			468.0	2163.0	454.0	1975.0	443.0	1937.0	440.0	1937.0	434.0	1985.0	4	
IY	0	SEDIMENTARY	433.0	2488.0	502.939	502.842	503.132	0.29	12	0	0	0	7	0			414.0	2078.0	431.0	2512.0	421.0	2672.0	406.0	2643.0	386.0	2155.0	5	
IH	1	SIX	687.0	1330.0	503.346	503.322	503.393	0.071	1	1	6	1	3	3			641.0	1231.0	694.0	1363.0	701.0	1215.0	707.0	1440.0	718.0	1537.0	5	
AY	1	MINOR	857.0	1644.0	504.074	504.053	504.183	0.13	41	4	4	2	2	1			857.0	1667.0	831.0	1739.0	775.0	1511.0	730.0	1902.0	707.0	2426.0	5	
ER	0	MINOR	741.0	2084.0	504.32	504.263	504.433	0.17	94	0	0	0	4	0			722.0	1954.0	741.0	2088.0	727.0	2062.0	691.0	1790.0	598.0	1870.0	4	
AY	1	TIGER	757.0	1565.0	505.02	505.018	505.148	0.13	41	1	6	2	3	1			718.0	1547.0	704.0	1640.0	694.0	1687.0	618.0	2193.0	490.0	2275.0	5	
ER	0	TIGER	611.0	1973.0	505.311	505.238	505.457	0.219	94	0	0	0	6	0			552.0	1999.0	616.0	1973.0	650.0	1898.0	648.0	1961.0	610.0	2033.0	4	
AA	1	MA	904.0	1473.0	506.024	505.958	506.157	0.199	43	0	0	0	2	0			899.0	1436.0	903.0	1470.0	895.0	1489.0	910.0	1496.0	896.0	1404.0	5	
AA	1	PA	854.0	1381.0	506.374	506.287	506.547	0.26	43	0	0	0	1	0			841.0	1300.0	858.0	1379.0	880.0	1362.0	869.0	1345.0	868.0	1344.0	5	
ER	1	BURN	697.0	1707.0	507.489	507.409	507.649	0.24	94	4	4	2	1	0			708.0	1692.0	694.0	1705.0	686.0	1743.0	692.0	1737.0	695.0	1752.0	4	
EH	1	MARRY	645.0	2444.0	507.898	507.848	507.999	0.151	39	6	4	2	2	1			634.0	2439.0	643.0	2438.0	598.0	2095.0	571.0	1921.0	580.0	1887.0	4	
IY	0	MARRY	405.0	2467.0	508.098	508.028	508.239	0.211	12	0	0	0	7	0			435.0	2431.0	405.0	2469.0	408.0	2547.0	397.0	2566.0	393.0	2440.0	3	
AY	1	WRITING	659.0	1594.0	508.361	508.348	508.499	0.151	47	1	4	1	7	1			657.0	1606.0	650.0	1836.0	640.0	1951.0	620.0	2266.0	513.0	2380.0	4	
AY	1	TIDE	903.0	1596.0	510.469	510.377	510.616	0.239	41	1	4	2	3	0			863.0	1582.0	902.0	1585.0	881.0	1735.0	687.0	1838.0	622.0	2327.0	5	
OW	1	GO	631.0	1123.0	510.803	510.756	511.086	0.33	63	0	0	0	6	0			654.0	1142.0	645.0	1127.0	529.0	1014.0	452.0	917.0	448.0	833.0	5	
AO	1	STALKS	767.0	1086.0	514.6	514.553	514.693	0.14	53	1	6	1	3	3			763.0	1091.0	768.0	1087.0	774.0	1105.0	766.0	1071.0	538.0	914.0	6	
AA	1	BARN	735.0	1117.0	515.055	515.012	515.142	0.13	44	6	4	2	1	3			740.0	1179.0	734.0	1114.0	733.0	1083.0	738.0	1078.0	765.0	1098.0	6	
AY	1	WIDE	868.0	1423.0	515.756	515.693	515.892	0.199	41	1	4	2	9	0		m	855.0	1345.0	863.0	1368.0	741.0	1421.0	693.0	1381.0	580.0	1266.0	5	
AO	1	HORSE	460.0	822.0	516.066	516.012	516.173	0.161	64	6	4	2	0	3			416.0	793.0	470.0	829.0	587.0	964.0	653.0	1084.0	650.0	1107.0	6	
IH	2	INVENTORY	805.0	1764.0	518.354	518.331	518.401	0.07	1	4	4	2	0	5			987.0	1792.0	785.0	1751.0	704.0	1896.0	710.0	2029.0	651.0	1925.0	5	
AH	0	INVENTORY	474.0	1787.0	518.528	518.511	518.561	0.05	6	4	4	2	1	5			477.0	1758.0	474.0	1787.0	467.0	1842.0	459.0	1902.0	429.0	1963.0	4	
AO	1	INVENTORY	537.0	1295.0	518.664	518.64	518.711	0.071	64	6	4	2	3	1			526.0	1362.0	538.0	1299.0	554.0	1333.0	570.0	1338.0	586.0	1351.0	5	
IY	0	INVENTORY	435.0	2236.0	518.81	518.76	518.91	0.15	12	0	0	0	7	0			481.0	2110.0	432.0	2248.0	404.0	2301.0	483.0	2261.0	1277.0	2349.0	4	
AY	1	SIDE	908.0	1614.0	519.425	519.341	519.56	0.219	41	1	4	2	3	0			805.0	1575.0	905.0	1607.0	872.0	1670.0	735.0	1881.0	620.0	2181.0	4	
ER	1	FIRM	700.0	1447.0	519.787	519.73	519.901	0.171	94	4	1	2	1	0			695.0	1451.0	700.0	1445.0	696.0	1438.0	693.0	1438.0	687.0	1441.0	5	
AH	1	SUCKS	709.0	1339.0	520.194	520.151	520.281	0.13	6	1	6	1	3	3			685.0	1392.0	712.0	1335.0	713.0	1320.0	673.0	1315.0	614.0	1382.0	5	
AY	1	SPIDER	710.0	1592.0	521.495	521.445	521.614	0.169	41	1	4	2	1	1			658.0	1354.0	695.0	1737.0	673.0	1718.0	613.0	1914.0	517.0	2046.0	4	
ER	0	SPIDER	577.0	1804.0	521.695	521.655	521.774	0.119	94	0	0	0	3	0			497.0	1810.0	585.0	1802.0	593.0	1757.0	571.0	1668.0	587.0	1570.0	4	
AO	1	LAWN	746.0	1146.0	521.924	521.854	522.065	0.211	53	4	4	2	7	0			738.0	1155.0	720.0	1108.0	751.0	1133.0	775.0	1154.0	776.0	1013.0	6	
EH	1	DESK	657.0	1737.0	522.268	522.224	522.355	0.131	2	3	4	1	3	3			647.0	1749.0	658.0	1736.0	665.0	1724.0	662.0	1733.0	673.0	1685.0	4	
UW	2	RUDIMENTARY	394.0	1162.0	524.169	524.162	524.242	0.08	73	1	4	2	7	2			399.0	1147.0	401.0	1090.0	388.0	1067.0	368.0	1062.0	358.0	1039.0	5	
AH	0	RUDIMENTARY	558.0	1290.0	524.292	524.262	524.352	0.09	6	4	1	2	3	2			544.0	1184.0	555.0	1300.0	441.0	1428.0	425.0	1499.0	505.0	1459.0	6	
EH	1	RUDIMENTARY	750.0	1826.0	524.462	524.442	524.501	0.059	2	4	4	2	2	5			743.0	1791.0	749.0	1827.0	744.0	1837.0	731.0	1868.0	709.0	1909.0	4	
ER	0	RUDIMENTARY	438.0	2137.0	524.768	524.731	524.841	0.11	94	0	0	0	3	1			432.0	2106.0	439.0	2140.0	435.0	2121.0	431.0	1998.0	425.0	1929.0	3	
IY	0	RUDIMENTARY	401.0	2332.0	524.915	524.841	525.062	0.221	12	0	0	0	7	0			407.0	2229.0	401.0	2352.0	395.0	2498.0	386.0	2592.0	376.0	2658.0	3	
AY	1	MINOR	857.0	1629.0	525.477	525.461	525.582	0.121	41	4	4	2	2	1		s	851.0	1661.0	790.0	1739.0	753.0	1892.0	714.0	2169.0	675.0	2429.0	3	
ER	0	MINOR	669.0	1559.0	525.705	525.661	525.792	0.131	94	0	0	0	4	0			684.0	1603.0	667.0	1556.0	628.0	1502.0	467.0	1350.0	395.0	1204.0	6	
EH	1	MARY	598.0	2100.0	526.286	526.246	526.366	0.12	2	6	4	2	2	1			620.0	2167.0	594.0	2085.0	533.0	1972.0	533.0	1914.0	538.0	1811.0	5	
IY	0	MARY	419.0	2530.0	526.432	526.395	526.506	0.111	12	0	0	0	7	0			449.0	2387.0	416.0	2538.0	387.0	2557.0	369.0	2569.0	375.0	2681.0	3	
AE	1	GRAHAM	617.0	1967.0	528.989	528.956	529.056	0.1	33	4	1	2	8	0			524.0	1887.0	634.0	1978.0	722.0	1979.0	748.0	1960.0	769.0	1844.0	4	
AE	1	CRACKER	672.0	2020.0	529.239	529.216	529.285	0.069	3	1	6	1	8	1			666.0	2014.0	672.0	2021.0	670.0	2033.0	648.0	2048.0	637.0	2091.0	4	
ER	0	CRACKER	597.0	1648.0	529.412	529.385	529.466	0.081	94	0	0	0	6	0			556.0	1661.0	600.0	1646.0	634.0	1627.0	648.0	1626.0	655.0	1630.0	6	
