ChristieL, 20, F, W, 12, Utica, 2006

vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	norm_F1@20%	norm_F2@20%	norm_F1@35%	norm_F2@35%	norm_F1@50%	norm_F2@50%	norm_F1@65%	norm_F2@65%	norm_F1@80%	norm_F2@80%	nFormants
AE	1	BACK	685.0	1984.0	306.734	306.711	306.781	0.07	3	1	6	1	1	0			687.0	1874.0	685.0	1991.0	678.0	2020.0	669.0	2005.0	650.0	2053.0	4	
AE	1	THAT	645.0	1861.0	307.151	307.121	307.212	0.091	3	1	4	1	3	0			629.0	1830.0	648.0	1862.0	660.0	1840.0	659.0	1819.0	613.0	1834.0	4	
ER	1	PERSON	529.0	1665.0	307.318	307.301	307.351	0.05	94	3	4	1	1	1			533.0	1639.0	529.0	1665.0	520.0	1685.0	509.0	1672.0	495.0	1677.0	5	
AH	0	PERSON	554.0	1548.0	307.452	307.432	307.492	0.06	6	4	4	2	3	0			545.0	1571.0	555.0	1543.0	565.0	1520.0	585.0	1486.0	595.0	1500.0	5	
AE	1	MAT	795.0	2070.0	327.472	327.422	327.571	0.149	3	1	4	1	2	0			773.0	2060.0	799.0	2069.0	844.0	2091.0	870.0	2167.0	812.0	2168.0	4	
AH	0	IS	531.0	2070.0	327.658	327.641	327.691	0.05	6	3	4	2	0	0			541.0	2118.0	531.0	2070.0	524.0	1981.0	510.0	1910.0	502.0	1819.0	5	
AY	1	LIKE	632.0	1677.0	327.836	327.811	327.921	0.11	47	1	6	1	7	0			631.0	1613.0	624.0	1958.0	587.0	2163.0	545.0	2319.0	467.0	2408.0	4	
AO	1	SMALLER	820.0	1132.0	329.218	329.195	329.265	0.07	53	5	4	2	2	1			754.0	1173.0	825.0	1129.0	846.0	1096.0	846.0	1092.0	837.0	1098.0	6	
AH	1	RUG	720.0	1159.0	329.727	329.684	329.814	0.13	6	1	6	2	7	0			688.0	965.0	737.0	1190.0	702.0	1062.0	709.0	1092.0	565.0	899.0	5	
AE	1	YEAH	609.0	2141.0	344.645	344.578	344.778	0.2	3	0	0	0	9	0			475.0	2299.0	619.0	2125.0	661.0	1957.0	700.0	1838.0	723.0	1760.0	4	
AY	1	I	813.0	1693.0	345.833	345.797	345.887	0.09	41	0	0	0	0	0		s	916.0	1685.0	848.0	1700.0	775.0	1707.0	746.0	1743.0	718.0	1784.0	5	
IH	1	THINK	438.0	1908.0	345.947	345.917	346.007	0.09	1	4	6	2	3	3			451.0	1839.0	435.0	1923.0	424.0	2013.0	410.0	2073.0	393.0	2144.0	4	
EY	1	THEY	519.0	2145.0	346.123	346.107	346.177	0.07	22	0	0	0	3	0			518.0	2140.0	512.0	2153.0	479.0	2160.0	435.0	2169.0	394.0	2186.0	5	
UW	1	DO	417.0	1911.0	346.263	346.256	346.356	0.1	73	0	0	0	3	0			433.0	1845.0	444.0	1567.0	438.0	1250.0	433.0	1117.0	502.0	1075.0	5	
AE	1	HAVE	686.0	2131.0	349.728	349.691	349.801	0.11	3	3	2	2	0	0			676.0	2246.0	686.0	2123.0	690.0	2060.0	687.0	2023.0	663.0	1832.0	4	
AY	1	LIKE	680.0	1407.0	349.868	349.881	349.951	0.07	47	1	6	1	7	0			631.0	1830.0	567.0	2024.0	510.0	2195.0	449.0	2369.0	336.0	2182.0	4	
IH	1	DIFFERENT	517.0	1930.0	350.057	350.04	350.09	0.05	1	3	2	1	3	1			501.0	1943.0	517.0	1930.0	540.0	1916.0	547.0	1880.0	546.0	1772.0	5	
AY	1	LIKE	743.0	1789.0	352.152	352.163	352.243	0.08	47	1	6	1	7	0			606.0	2012.0	528.0	2143.0	464.0	2239.0	416.0	2334.0	360.0	2166.0	5	
OW	1	DON'T	869.0	1448.0	352.905	352.898	352.988	0.09	62	4	4	2	3	0			865.0	1414.0	831.0	1275.0	741.0	1151.0	690.0	1123.0	676.0	1106.0	6	
OW	1	O	676.0	1055.0	353.215	353.208	353.457	0.249	63	0	0	0	0	0			596.0	960.0	412.0	1295.0	400.0	802.0	380.0	782.0	363.0	931.0	5	
IY	1	D	399.0	2621.0	353.621	353.527	353.808	0.281	12	0	0	0	3	0			420.0	2558.0	401.0	2624.0	409.0	2577.0	444.0	2648.0	421.0	2615.0	5	
AY	1	I	854.0	1525.0	354.429	354.419	354.488	0.069	41	0	0	0	0	0		m	849.0	1501.0	847.0	1448.0	851.0	1435.0	845.0	1435.0	832.0	1352.0	6	
OW	1	DON'T	670.0	891.0	354.525	354.509	354.619	0.11	62	4	4	2	3	0			672.0	863.0	657.0	932.0	617.0	997.0	676.0	1091.0	668.0	1089.0	6	
AA	1	PROBABLY	804.0	1649.0	363.278	363.238	363.359	0.121	5	1	1	2	8	1			733.0	1651.0	806.0	1644.0	815.0	1589.0	797.0	1425.0	765.0	1205.0	5	
IY	0	PROBABLY	458.0	2150.0	363.495	363.419	363.648	0.229	12	0	0	0	8	0			426.0	2047.0	468.0	2164.0	586.0	2175.0	619.0	2118.0	606.0	1753.0	5	
IY	1	ME	420.0	2130.0	392.496	392.473	392.543	0.07	12	0	0	0	2	0			436.0	2060.0	418.0	2136.0	407.0	2181.0	401.0	2155.0	380.0	2064.0	4	
AO	1	ALL	786.0	1146.0	392.719	392.693	392.772	0.079	53	5	4	2	0	0			784.0	1141.0	787.0	1149.0	791.0	1183.0	784.0	1240.0	765.0	1274.0	5	
UW	1	SCHOOL	468.0	955.0	394.696	394.676	394.736	0.06	72	5	4	2	6	0			509.0	991.0	471.0	951.0	510.0	961.0	647.0	1311.0	668.0	1358.0	5	
AY	1	I	837.0	1565.0	394.83	394.766	394.906	0.14	41	0	0	0	0	0		s	816.0	1244.0	802.0	1452.0	837.0	1565.0	749.0	1667.0	601.0	1802.0	4	
OW	1	GO	546.0	1098.0	394.984	394.955	395.115	0.16	63	0	0	0	6	0			543.0	1104.0	559.0	1096.0	563.0	1084.0	552.0	1239.0	483.0	1566.0	4	
IY	1	WE	472.0	2309.0	395.388	395.355	395.455	0.1	12	0	0	0	9	0			472.0	2158.0	472.0	2319.0	464.0	2366.0	427.0	2127.0	401.0	1817.0	5	
AE	1	HAVE	687.0	2062.0	395.509	395.485	395.556	0.071	3	3	2	2	0	0			682.0	2142.0	686.0	2052.0	677.0	1953.0	660.0	1808.0	626.0	1655.0	4	
EY	1	A	606.0	2039.0	395.624	395.595	395.685	0.09	22	0	0	0	0	0			597.0	1707.0	603.0	2039.0	567.0	2006.0	510.0	1963.0	444.0	1932.0	5	
EH	1	VERY	605.0	2028.0	395.799	395.766	395.865	0.099	2	6	4	2	1	1			579.0	2003.0	608.0	2028.0	627.0	1966.0	631.0	1816.0	623.0	1622.0	5	
IY	0	VERY	485.0	2491.0	395.918	395.895	395.965	0.07	12	0	0	0	7	0			506.0	2397.0	483.0	2498.0	458.0	2540.0	427.0	2551.0	915.0	2671.0	3	
IH	1	STRICT	636.0	2022.0	396.229	396.205	396.276	0.071	1	1	6	1	8	3			637.0	2008.0	634.0	2025.0	612.0	2075.0	561.0	2151.0	489.0	2180.0	5	
EH	1	DRESS	651.0	1705.0	396.485	396.465	396.526	0.061	2	3	4	1	8	0			647.0	1749.0	652.0	1700.0	665.0	1656.0	684.0	1622.0	689.0	1607.0	4	
OW	1	CODE	602.0	1068.0	396.707	396.696	396.826	0.13	62	1	4	2	6	0			613.0	1087.0	563.0	1060.0	559.0	1043.0	513.0	1055.0	503.0	1101.0	6	
IY	1	WE	408.0	2583.0	397.374	397.347	397.427	0.08	12	0	0	0	9	0			638.0	2672.0	410.0	2581.0	431.0	2549.0	459.0	2521.0	485.0	2443.0	3	
UW	1	TO	520.0	1535.0	397.644	397.628	397.727	0.099	73	0	0	0	3	0			486.0	1443.0	458.0	1130.0	437.0	1026.0	434.0	916.0	400.0	943.0	5	
EH	1	WEAR	683.0	1642.0	397.847	397.807	397.927	0.12	24	6	4	2	9	0			637.0	1539.0	687.0	1656.0	709.0	1721.0	715.0	1726.0	715.0	1686.0	4	
AH	1	BUTTON	704.0	1206.0	398.104	398.067	398.177	0.11	6	1	4	1	1	1			675.0	1106.0	706.0	1213.0	753.0	1310.0	761.0	1401.0	738.0	1497.0	5	
AW	1	DOWN	757.0	1701.0	398.425	398.388	398.537	0.149	42	4	4	2	3	0			748.0	1753.0	817.0	1625.0	916.0	1552.0	919.0	1466.0	923.0	1398.0	3	
ER	1	SHIRTS	625.0	1577.0	398.764	398.727	398.837	0.11	94	1	4	1	5	3			635.0	1590.0	624.0	1576.0	614.0	1599.0	602.0	1684.0	555.0	1658.0	4	
AH	0	WITH	544.0	1466.0	399.024	399.007	399.057	0.05	6	3	3	2	9	0			558.0	1371.0	544.0	1466.0	446.0	1578.0	342.0	1601.0	309.0	1557.0	5	
AH	0	A	639.0	1518.0	399.168	399.148	399.207	0.059	6	0	0	0	0	0			629.0	1541.0	640.0	1515.0	650.0	1490.0	661.0	1480.0	668.0	1445.0	5	
AA	1	COLLAR	864.0	1431.0	399.398	399.358	399.478	0.12	5	5	4	2	6	1			846.0	1405.0	866.0	1417.0	895.0	1321.0	930.0	1381.0	889.0	1388.0	5	
AH	1	BUT	656.0	1432.0	400.309	400.235	400.456	0.221	6	1	4	1	1	0			671.0	1492.0	655.0	1430.0	655.0	1376.0	658.0	1357.0	683.0	1383.0	4	
OY	1	BOYS	548.0	1009.0	401.111	401.041	401.251	0.21	61	3	4	2	1	0			546.0	928.0	551.0	1026.0	651.0	1235.0	678.0	1538.0	523.0	1591.0	5	
AE	1	AND	687.0	1969.0	401.85	401.83	401.89	0.06	3	4	4	2	0	3			629.0	1843.0	693.0	1983.0	730.0	2028.0	730.0	1997.0	730.0	1959.0	5	
ER	1	GIRLS	577.0	1551.0	402.03	402.01	402.07	0.06	94	5	4	2	6	3			542.0	1559.0	582.0	1550.0	628.0	1542.0	674.0	1542.0	719.0	1572.0	4	
AE	1	MATTER	720.0	2067.0	402.481	402.421	402.6	0.179	3	1	4	1	2	1			744.0	2013.0	715.0	2097.0	951.0	2399.0	689.0	2117.0	732.0	1652.0	3	
ER	0	MATTER	682.0	1353.0	402.717	402.681	402.79	0.109	94	0	0	0	3	0			675.0	1186.0	683.0	1372.0	699.0	1502.0	618.0	1601.0	444.0	1527.0	4	
EH	1	SEX	725.0	1490.0	402.991	402.941	403.091	0.15	2	1	6	1	3	3			684.0	1630.0	731.0	1495.0	754.0	1654.0	675.0	1658.0	590.0	1590.0	4	
AE	1	HAVE	667.0	2248.0	403.331	403.301	403.39	0.089	3	3	2	2	0	0			658.0	2342.0	668.0	2240.0	679.0	2166.0	685.0	2154.0	674.0	2340.0	3	
AE	1	HAVE	675.0	2327.0	403.847	403.817	403.907	0.09	3	3	2	2	0	0			682.0	2392.0	674.0	2327.0	669.0	2429.0	666.0	2550.0	652.0	2582.0	3	
OW	1	THOSE	442.0	762.0	404.22	404.207	404.436	0.229	62	3	4	2	3	0			621.0	1106.0	595.0	982.0	495.0	924.0	418.0	923.0	391.0	950.0	6	
ER	1	SHIRTS	605.0	1569.0	404.66	404.616	404.747	0.131	94	1	4	1	5	3			616.0	1632.0	605.0	1571.0	600.0	1648.0	561.0	1682.0	467.0	1697.0	4	
EY	1	THEY	579.0	2115.0	405.18	405.166	405.257	0.091	22	0	0	0	3	0			577.0	2130.0	480.0	1843.0	424.0	1897.0	474.0	2399.0	449.0	1880.0	5	
UH	1	LOOK	650.0	1099.0	405.416	405.386	405.477	0.091	7	1	6	1	7	0			647.0	1084.0	650.0	1104.0	640.0	1136.0	561.0	1170.0	447.0	1356.0	5	
AY	1	LIKE	645.0	1394.0	405.986	405.997	406.127	0.13	47	1	6	1	7	0			616.0	1989.0	605.0	2137.0	575.0	2275.0	524.0	2449.0	420.0	2527.0	4	
AE	1	SACKS	680.0	2116.0	406.447	406.397	406.547	0.15	3	1	6	1	3	3			643.0	2005.0	689.0	2123.0	760.0	2076.0	802.0	2129.0	791.0	2117.0	4	
AE	1	CAN'T	681.0	2516.0	407.365	407.321	407.452	0.131	33	4	4	2	6	3			558.0	2562.0	694.0	2505.0	774.0	2418.0	794.0	2348.0	787.0	2322.0	3	
IY	1	EVEN	465.0	2564.0	407.545	407.512	407.612	0.1	11	3	2	2	0	1			487.0	2555.0	462.0	2564.0	456.0	2532.0	482.0	2428.0	490.0	2116.0	4	
AY	1	TIE	891.0	1642.0	408.065	407.981	408.201	0.22	41	0	0	0	3	0			867.0	1524.0	890.0	1617.0	815.0	1742.0	685.0	2005.0	654.0	2158.0	4	
EH	1	THEM	723.0	1951.0	408.288	408.241	408.381	0.14	2	4	1	2	3	0			657.0	1939.0	732.0	1948.0	807.0	1883.0	830.0	1790.0	830.0	1603.0	4	
AE	1	AT	675.0	2094.0	408.728	408.681	408.822	0.141	3	1	4	1	0	0			695.0	2087.0	672.0	2085.0	653.0	1948.0	646.0	1892.0	626.0	1844.0	4	
AA	1	BOTTOM	826.0	1396.0	409.065	409.022	409.151	0.129	5	1	4	1	1	1			792.0	1325.0	827.0	1399.0	830.0	1408.0	827.0	1444.0	814.0	1486.0	4	
AY	1	MY	819.0	1667.0	410.044	410.025	410.095	0.07	41	0	0	0	2	0		m	795.0	1385.0	800.0	1514.0	785.0	1701.0	700.0	1759.0	602.0	1796.0	5	
ER	1	GIRLFRIEND	585.0	1583.0	410.212	410.175	410.285	0.11	94	5	4	2	6	4			512.0	1630.0	592.0	1580.0	723.0	1527.0	805.0	1445.0	820.0	1389.0	4	
AE	1	JAN	705.0	2207.0	410.774	410.724	410.874	0.15	33	4	4	2	5	0			685.0	2241.0	705.0	2208.0	704.0	2227.0	723.0	2197.0	738.0	2177.0	5	
AA	1	GOT	831.0	1649.0	411.088	411.015	411.234	0.219	5	1	4	1	6	0			729.0	1652.0	834.0	1635.0	839.0	1497.0	844.0	1512.0	882.0	1520.0	4	
EH	1	DETENTION	692.0	1861.0	412.069	412.039	412.129	0.09	2	4	4	2	3	4			640.0	1889.0	699.0	1855.0	727.0	1821.0	736.0	1807.0	734.0	1825.0	4	
AH	0	DETENTION	574.0	2130.0	412.295	412.278	412.328	0.05	6	4	4	2	5	0			552.0	2125.0	574.0	2130.0	610.0	2109.0	634.0	2086.0	649.0	2069.0	4	
ER	0	FOR	606.0	1706.0	413.213	413.196	413.247	0.051	94	0	0	0	8	0			609.0	1682.0	605.0	1712.0	593.0	1738.0	562.0	1750.0	526.0	1741.0	4	
AE	1	THAT	651.0	2246.0	413.357	413.297	413.477	0.18	3	1	4	1	3	0			630.0	2232.0	657.0	2249.0	752.0	2123.0	779.0	2150.0	678.0	2186.0	3	
IY	1	SHE	439.0	2607.0	413.643	413.616	413.696	0.08	12	0	0	0	5	0			436.0	2570.0	439.0	2613.0	432.0	2661.0	430.0	2642.0	440.0	2610.0	3	
AE	1	HAD	691.0	2028.0	413.753	413.726	413.806	0.08	3	1	4	2	0	0			691.0	2080.0	691.0	2024.0	685.0	1965.0	673.0	1899.0	636.0	1950.0	4	
EY	1	STAY	642.0	2125.0	414.157	414.106	414.376	0.27	22	0	0	0	3	0			641.0	2131.0	584.0	2377.0	461.0	2476.0	436.0	1846.0	423.0	2647.0	5	
IH	1	TILL	655.0	1928.0	415.189	415.159	415.249	0.09	1	5	4	2	3	0			602.0	1946.0	660.0	1928.0	671.0	1915.0	671.0	1877.0	672.0	1851.0	5	
IH	1	SIX	652.0	1979.0	415.551	415.518	415.618	0.1	1	1	6	1	3	3			615.0	1880.0	652.0	1989.0	642.0	1983.0	560.0	1952.0	436.0	2005.0	4	
AE	1	AND	606.0	2050.0	415.842	415.799	415.929	0.13	3	4	4	2	0	3			608.0	1996.0	616.0	2067.0	723.0	2171.0	694.0	2059.0	682.0	1420.0	5	
AA	1	GOTTA	692.0	1480.0	416.218	416.168	416.319	0.151	5	1	4	1	6	1			649.0	1550.0	704.0	1480.0	795.0	1485.0	824.0	1560.0	804.0	1496.0	4	
AH	0	GOTTA	644.0	1359.0	416.379	416.359	416.418	0.059	6	0	0	0	3	0			650.0	1442.0	643.0	1350.0	632.0	1291.0	621.0	1235.0	609.0	1166.0	4	
EH	1	WEAR	628.0	2386.0	416.595	416.538	416.708	0.17	24	6	4	2	9	0			627.0	2617.0	629.0	2370.0	624.0	2205.0	616.0	2126.0	620.0	2189.0	3	
AA	1	SOCKS	882.0	1569.0	416.932	416.869	417.059	0.19	5	1	6	1	3	3			822.0	1592.0	888.0	1556.0	953.0	1517.0	917.0	1569.0	814.0	1745.0	4	
OW	1	NO	658.0	1356.0	417.461	417.452	417.572	0.12	63	0	0	0	4	0			658.0	1203.0	650.0	1117.0	599.0	1002.0	516.0	940.0	494.0	869.0	5	
AA	2	FLIPFLOPS	845.0	1458.0	417.988	417.941	418.081	0.14	5	1	1	1	8	3			775.0	1371.0	846.0	1462.0	856.0	1471.0	855.0	1456.0	834.0	1450.0	5	
AH	1	THE	695.0	1485.0	418.391	418.351	418.471	0.12	6	0	0	0	3	0			664.0	1539.0	700.0	1490.0	729.0	1574.0	738.0	1634.0	727.0	1461.0	4	
AO	1	HALL	758.0	1129.0	418.967	418.95	419.0	0.05	53	5	4	2	0	0			763.0	1128.0	758.0	1129.0	761.0	1143.0	765.0	1149.0	766.0	1147.0	6	
AA	1	MONITOR	812.0	1292.0	419.166	419.129	419.24	0.111	5	4	4	2	2	2			797.0	1292.0	816.0	1301.0	836.0	1390.0	825.0	1418.0	781.0	1334.0	6	
ER	0	MONITOR	670.0	1846.0	419.373	419.34	419.439	0.099	94	0	0	0	3	0			680.0	1837.0	668.0	1855.0	655.0	1851.0	636.0	1789.0	630.0	1807.0	4	
AO	1	STALKS	701.0	1305.0	419.706	419.649	419.819	0.17	53	1	6	1	3	3			685.0	1434.0	702.0	1292.0	717.0	1181.0	730.0	1158.0	726.0	1179.0	5	
UW	1	YOU	500.0	1789.0	420.092	420.029	420.219	0.19	82	0	0	0	9	0			316.0	1850.0	459.0	1782.0	364.0	1489.0	369.0	1196.0	329.0	1238.0	5	
AO	1	STALKS	756.0	1202.0	421.444	421.384	421.564	0.18	53	1	6	1	3	3			683.0	1198.0	757.0	1201.0	775.0	1192.0	789.0	1200.0	785.0	1186.0	6	
UW	1	YOU	397.0	1049.0	421.871	421.825	421.964	0.139	82	0	0	0	9	0			420.0	1025.0	394.0	1037.0	384.0	1112.0	378.0	1196.0	339.0	1307.0	6	
IY	1	SEE	443.0	2532.0	422.371	422.304	422.504	0.2	12	0	0	0	3	0			445.0	2525.0	442.0	2540.0	440.0	2607.0	431.0	2329.0	384.0	2211.0	4	
AW	1	OUT	936.0	1391.0	423.697	423.656	423.807	0.151	42	1	4	1	0	0			908.0	1235.0	916.0	1538.0	888.0	1494.0	878.0	1330.0	837.0	1454.0	5	
UW	1	UNIFORM	572.0	2590.0	424.007	423.987	424.047	0.06	82	4	4	2	9	2			514.0	2488.0	578.0	2551.0	600.0	2170.0	601.0	1752.0	595.0	1506.0	4	
AO	2	UNIFORM	573.0	919.0	424.253	424.226	424.306	0.08	64	6	4	2	1	3			660.0	956.0	569.0	921.0	634.0	990.0	687.0	1038.0	773.0	1041.0	6	
AE	1	LAST	661.0	1902.0	424.509	424.466	424.596	0.13	33	3	4	1	7	3			690.0	2101.0	661.0	1912.0	672.0	1912.0	676.0	1833.0	669.0	1892.0	4	
IY	1	WEEK	429.0	2486.0	424.813	424.776	424.886	0.11	11	1	6	1	9	0			447.0	2448.0	428.0	2489.0	420.0	2554.0	420.0	2589.0	416.0	2655.0	3	
AA	1	JOHN	842.0	1628.0	425.434	425.387	425.527	0.14	5	4	4	2	5	0			749.0	1662.0	846.0	1620.0	864.0	1555.0	863.0	1566.0	843.0	1573.0	4	
AA	1	GOT	746.0	1348.0	425.687	425.647	425.767	0.12	5	1	4	1	6	0			690.0	1411.0	755.0	1346.0	829.0	1462.0	844.0	1574.0	819.0	1557.0	5	
AH	0	SUSPENDED	477.0	1683.0	425.889	425.866	425.936	0.07	6	3	4	1	3	5			488.0	1622.0	504.0	1693.0	919.0	1828.0	1287.0	2037.0	1384.0	2096.0	5	
EH	1	SUSPENDED	644.0	1708.0	426.069	426.036	426.136	0.1	2	4	4	2	1	4			566.0	1704.0	652.0	1722.0	677.0	1827.0	706.0	1876.0	732.0	1956.0	5	
IH	0	BECAUSE	408.0	2492.0	426.327	426.307	426.366	0.059	1	1	6	1	1	1			406.0	2525.0	408.0	2491.0	413.0	2505.0	425.0	2561.0	666.0	2669.0	3	
AH	1	BECAUSE	627.0	1583.0	426.48	426.446	426.547	0.101	6	3	4	2	6	0			623.0	1533.0	626.0	1581.0	616.0	1507.0	601.0	1567.0	583.0	1593.0	4	
IY	1	HE	427.0	2589.0	427.281	427.258	427.328	0.07	12	0	0	0	0	0			420.0	2598.0	427.0	2584.0	425.0	2513.0	418.0	2410.0	368.0	2294.0	5	
EH	1	SAID	672.0	1535.0	427.495	427.458	427.568	0.11	2	1	4	2	3	0			587.0	1501.0	673.0	1540.0	665.0	1616.0	650.0	1716.0	629.0	1590.0	5	
EH	1	DRESS	640.0	1607.0	427.834	427.807	427.887	0.08	2	3	4	1	8	0			606.0	1678.0	641.0	1600.0	656.0	1533.0	667.0	1487.0	674.0	1380.0	5	
OW	1	CODE	576.0	1114.0	428.077	428.067	428.178	0.111	62	1	4	2	6	0			554.0	1036.0	562.0	988.0	504.0	970.0	472.0	1036.0	433.0	1022.0	5	
AH	1	SUCKS	743.0	1460.0	428.394	428.347	428.488	0.141	6	1	6	1	3	3			657.0	1509.0	753.0	1455.0	769.0	1438.0	631.0	1604.0	496.0	1971.0	4	
AY	1	I	694.0	992.0	429.24	429.202	429.302	0.1	41	0	0	0	0	0			786.0	1150.0	705.0	965.0	669.0	1125.0	661.0	1402.0	655.0	1145.0	6	
OW	1	DON'T	713.0	1389.0	429.346	429.332	429.392	0.06	62	4	4	2	3	0			700.0	1401.0	745.0	1353.0	758.0	1315.0	762.0	1287.0	761.0	1259.0	6	
IY	1	SEE	479.0	2226.0	429.588	429.562	429.641	0.079	12	0	0	0	3	0			481.0	2225.0	478.0	2220.0	467.0	2148.0	458.0	1883.0	434.0	1449.0	5	
AO	1	WRONG	730.0	1124.0	429.978	429.941	430.051	0.11	53	4	6	2	7	0			688.0	1074.0	733.0	1127.0	772.0	1135.0	805.0	1136.0	806.0	1134.0	5	
AE	1	THAT	607.0	2112.0	430.405	430.351	430.512	0.161	3	1	4	1	3	0			579.0	2050.0	611.0	2097.0	677.0	2055.0	745.0	2048.0	791.0	1631.0	4	
IY	1	EVEN	329.0	2533.0	431.57	431.52	431.67	0.15	11	3	2	2	0	1			348.0	2493.0	340.0	2536.0	424.0	2603.0	429.0	2599.0	436.0	2442.0	4	
AY	1	MY	747.0	1113.0	431.867	431.88	432.1	0.22	41	0	0	0	2	0			740.0	1015.0	665.0	979.0	639.0	862.0	557.0	724.0	362.0	1073.0	6	
AA	1	FATHER	858.0	1326.0	433.069	432.999	433.209	0.21	43	3	3	2	1	1			774.0	1221.0	861.0	1349.0	881.0	1409.0	888.0	1448.0	749.0	1429.0	5	
ER	0	FATHER	618.0	1973.0	433.322	433.279	433.408	0.129	94	0	0	0	3	0			618.0	2133.0	618.0	1972.0	616.0	1925.0	616.0	1996.0	597.0	2165.0	4	
EH	1	SAYS	619.0	1639.0	433.571	433.538	433.638	0.1	2	3	4	2	3	0			622.0	1658.0	618.0	1640.0	610.0	1617.0	601.0	1674.0	585.0	1785.0	4	
AE	1	THAT	609.0	2133.0	433.801	433.758	433.888	0.13	3	1	4	1	3	0			594.0	2088.0	612.0	2130.0	674.0	2141.0	743.0	2293.0	742.0	2136.0	4	
AH	0	YOU	453.0	2339.0	434.345	434.328	434.379	0.051	6	0	0	0	9	0			445.0	2322.0	454.0	2339.0	455.0	2341.0	455.0	2341.0	459.0	2318.0	5	
OW	1	KNOW	669.0	1571.0	434.451	434.439	434.549	0.11	63	0	0	0	4	0			693.0	1419.0	689.0	1223.0	681.0	1114.0	665.0	1014.0	622.0	965.0	5	
AH	1	WHAT	676.0	1383.0	434.596	434.579	434.629	0.05	6	1	4	1	9	0			678.0	1343.0	676.0	1383.0	670.0	1459.0	664.0	1504.0	653.0	1509.0	4	
AY	1	I	741.0	1845.0	434.704	434.658	434.758	0.1	41	0	0	0	0	0		m	670.0	1652.0	709.0	1655.0	741.0	1864.0	707.0	2069.0	661.0	2061.0	4	
IY	1	MEAN	505.0	2594.0	434.858	434.818	434.938	0.12	11	4	4	2	2	0			513.0	2550.0	505.0	2593.0	507.0	2599.0	521.0	2597.0	557.0	2770.0	3	
AY	1	I'M	868.0	1449.0	435.482	435.44	435.531	0.091	41	4	1	2	0	0		m	1147.0	2044.0	840.0	1446.0	868.0	1453.0	840.0	1476.0	758.0	1452.0	4	
OW	1	SO	533.0	1266.0	435.716	435.7	435.801	0.101	63	0	0	0	3	0			540.0	1214.0	551.0	1079.0	546.0	1077.0	543.0	1062.0	519.0	1188.0	5	
IH	1	SICK	520.0	1794.0	435.947	435.93	435.98	0.05	1	1	6	1	3	0			520.0	1779.0	520.0	1793.0	498.0	1828.0	455.0	1825.0	479.0	1779.0	5	
AH	1	OF	617.0	1250.0	436.073	436.05	436.12	0.07	6	3	2	2	0	0			594.0	1257.0	618.0	1248.0	615.0	1279.0	613.0	1358.0	612.0	1459.0	5	
AE	1	THAT	630.0	2426.0	436.207	436.18	436.26	0.08	3	1	4	1	3	0			611.0	2301.0	633.0	2443.0	657.0	2638.0	647.0	2515.0	656.0	2400.0	3	
AA	1	COT	939.0	1503.0	449.616	449.573	449.702	0.129	5	1	4	1	6	0			936.0	1516.0	941.0	1502.0	968.0	1495.0	958.0	1546.0	907.0	1607.0	5	
AO	1	CAUGHT	740.0	1039.0	450.029	449.982	450.122	0.14	53	1	4	1	6	0			692.0	1021.0	742.0	1036.0	800.0	1065.0	783.0	1070.0	788.0	1162.0	6	
EY	1	SAME	595.0	2519.0	453.39	453.325	453.455	0.13	21	4	1	2	3	0			515.0	2393.0	587.0	2437.0	595.0	2545.0	596.0	2574.0	592.0	2548.0	3	
AY	1	KIND	786.0	1705.0	453.63	453.585	453.675	0.09	41	4	4	2	6	3		s	718.0	1591.0	773.0	1605.0	786.0	1705.0	767.0	1792.0	731.0	1793.0	5	
AA	1	DON	786.0	1026.0	456.324	456.261	456.451	0.19	5	4	4	2	3	0			732.0	1189.0	782.0	1016.0	737.0	1059.0	743.0	1102.0	828.0	1204.0	5	
AO	1	DAWN	803.0	1314.0	456.66	456.6	456.78	0.18	53	4	4	2	3	0			749.0	1246.0	807.0	1343.0	835.0	1251.0	856.0	1023.0	826.0	1235.0	5	
EY	1	SAME	574.0	2199.0	458.985	458.951	459.081	0.13	21	4	1	2	3	0			567.0	2139.0	565.0	2254.0	533.0	2357.0	570.0	2392.0	603.0	2424.0	5	
AA	1	FATHER	847.0	1289.0	461.083	461.023	461.204	0.181	43	3	3	2	1	1			730.0	1140.0	853.0	1302.0	857.0	1343.0	864.0	1395.0	747.0	1419.0	5	
ER	0	FATHER	611.0	1882.0	461.304	461.274	461.364	0.09	94	0	0	0	3	0			616.0	2074.0	611.0	1874.0	601.0	1819.0	582.0	1662.0	539.0	1513.0	4	
AH	1	BROTHER	641.0	1739.0	461.483	461.423	461.603	0.18	6	3	3	2	8	1			598.0	1441.0	645.0	1724.0	703.0	1519.0	696.0	1468.0	596.0	1754.0	4	
ER	0	BROTHER	628.0	2216.0	461.68	461.643	461.753	0.11	94	0	0	0	3	0			634.0	2304.0	627.0	2197.0	599.0	2003.0	532.0	1953.0	479.0	1862.0	4	
AA	1	BOTHER	875.0	1431.0	462.02	461.963	462.133	0.17	5	3	3	2	1	1			858.0	1411.0	877.0	1433.0	889.0	1487.0	850.0	1513.0	718.0	1524.0	5	
