vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
AY	1	LIKE	776.7	1638.4	3435.1	161.2	155.6	292.5	222.093	222.024	222.175	0.151	47	1	6	1	7	0			724.6	1209.8	738.3	1360.7	766.1	1758.9	670.8	2035.2	602.6	2296.8	5	787	1627	3416	47.1617	1	like	222.0906
AY	1	SCIENCE	1045.6	1844.0	3263.1	246.7	159.7	872.0	223.734	223.747	223.847	0.1	41	0	0	0	3	1			790.2	2070.6	711.6	2204.6	684.6	2312.2	679.4	2413.9	666.5	2488.3	4	1078	1821	3160	41.44203	1	science	223.73
AO	1	CALLED	965.8	1265.4	3267.7	326.5	370.2	196.6	225.725	225.698	225.778	0.08	53	5	4	2	6	3			984.1	1270.8	962.4	1265.9	921.8	1276.4	884.6	1283.2	850.9	1282.8	4	846	1272	3273	53.542	1	called	225.749
AE	1	AUNT	635.5	2736.2	3375.8	126.9	291.9	802.4	237.424	237.381	237.511	0.13	33	4	4	2	0	3			626.7	2425.9	640.7	2740.1	671.9	2715.4	658.5	2613.7	649.8	2325.4	5	670	2706	3379	3.44203	1	aunt	237.4509
AH	1	UNCLE	674.3	1416.1	1604.3	252.7	222.7	657.0	237.691	237.661	237.751	0.09	6	4	6	2	0	4			698.4	1479.3	670.6	1411.2	635.9	1362.9	616.8	1210.4	643.2	1232.7	6	805	1466	2837	6.44204	1	uncle	237.6911
EH	1	THERE	775.2	1867.9	3203.7	125.0	224.0	201.5	238.137	238.11	238.19	0.08	24	6	4	2	3	0			747.6	1828.0	776.3	1870.8	787.5	1896.7	791.7	1902.2	798.6	1909.1	4	768	1819	3109	24.6003	1	there	238.1424
AA	1	LOT	815.1	1432.0	3346.6	96.5	194.8	217.9	238.714	238.66	238.821	0.161	5	1	4	1	7	0			796.8	1436.7	818.0	1431.3	909.1	1529.7	956.8	1625.9	929.2	1749.8	4	941	1567	2997	5.1417	1	lot	238.7622
AY	1	TIMES	767.5	1820.8	3182.6	230.8	247.9	387.4	239.013	238.99	239.09	0.1	41	4	1	2	3	3		s	765.9	1794.9	725.4	1907.1	675.5	2001.4	677.3	2062.3	650.5	2106.9	4	744	1776	2497	41.4123	1	times	238.9852
ER	1	MYRTLE	679.1	1666.8	2073.1	114.5	139.6	234.7	247.749	247.722	247.803	0.081	94	1	4	1	2	1			668.0	1637.6	680.6	1669.6	692.9	1701.3	692.5	1739.9	658.7	1752.3	6	694	1690	2117	94.60021	1	myrtle	247.7557
IY	1	BEACH	564.3	2718.1	3649.3	362.7	102.4	1306.6	248.009	247.972	248.082	0.11	11	2	5	1	1	0			575.8	2681.2	562.6	2721.2	520.7	2747.4	488.0	2759.3	553.8	2546.0	4	544	1967	2738	11.16113	1	beach	247.9809
IH	1	BIG	679.7	1951.8	3231.7	184.5	151.3	230.1	248.419	248.392	248.472	0.08	1	1	6	2	1	0			663.4	1880.1	680.0	1959.0	661.6	2043.5	623.6	2124.6	597.6	2212.5	4	683	1966	3158	1.1621	1	big	248.4249
EY	1	BREAK	698.6	1915.1	2547.8	90.8	215.2	405.7	249.546	249.492	249.703	0.211	21	1	6	1	8	0			692.1	1895.5	687.4	2024.6	646.2	2232.6	577.9	2262.7	565.7	2482.2	5	670	2187	2733	21.1618	1	break	249.586
AO	1	FLORIDA	668.9	1186.3	2490.6	88.3	155.3	264.1	250.895	250.875	250.935	0.06	5	6	4	2	8	2			682.8	1218.6	669.1	1189.9	675.6	1229.5	679.0	1257.1	678.2	1288.4	5	672	1211	2398	54.60082	1	Florida	250.8994
AA	1	LOT	911.3	1578.4	3147.4	136.5	164.9	227.1	257.072	257.052	257.112	0.06	5	1	4	1	7	0			884.9	1553.0	913.9	1579.9	930.7	1585.5	928.2	1582.2	914.2	1581.1	4	898	1550	2925	5.1417	1	lot	257.0882
IY	1	PEOPLE	528.5	2430.3	3859.4	443.1	337.2	777.3	257.261	257.231	257.322	0.091	11	1	1	1	1	1			606.4	2354.1	533.9	2444.2	555.7	2507.4	575.9	2441.9	524.0	2376.7	3	552	2199	2766	11.11111	1	people	257.2791
EY	1	MAIN	651.7	2277.1	3187.6	121.1	196.6	355.0	259.056	259.044	259.223	0.179	21	4	4	2	2	0			622.3	2637.7	585.5	2768.5	561.3	2825.9	548.0	2400.3	657.4	2599.3	5	650	2305	3205	21.4422	1	main	259.0587
UW	1	CRUISE	493.8	1377.8	2265.2	122.0	136.2	199.0	259.431	259.424	259.543	0.119	73	3	4	2	8	0			483.0	1348.6	470.8	1290.8	470.2	1261.3	468.4	1318.0	457.3	1323.2	5	472	1285	2563	82.3428	1	cruise	259.4683
EY	1	PLACE	684.6	1793.7	3409.9	141.9	91.3	226.3	259.776	259.763	259.853	0.09	21	3	4	1	8	0			671.7	1867.2	625.4	2083.8	567.7	2250.7	503.9	2376.4	482.0	2509.8	4	625	2075	3322	21.3428	1	place	259.7943
UW	1	ARUBA	475.2	1119.2	2436.5	140.7	129.8	313.9	260.454	260.424	260.513	0.089	72	1	1	2	7	1			499.0	1200.6	473.0	1113.0	447.0	1013.6	417.5	923.1	410.9	1015.7	6	471	1102	2521	72.11271	1	(A)ruba	260.4571
AO	1	ALL	802.8	1437.5	2883.8	89.6	341.8	1995.1	262.976	262.953	263.023	0.07	53	5	4	2	0	0			748.2	1442.9	806.7	1434.9	817.9	1416.8	810.4	1400.2	806.4	1399.6	5	804	1407	3160	53.542	1	all	263.0088
AA	1	NOT	1076.9	1702.0	3299.9	281.2	143.6	176.4	268.71	268.683	268.763	0.08	5	1	4	1	4	0			1035.3	1695.4	1078.6	1702.8	1092.7	1717.0	1080.7	1719.6	1026.4	1702.3	4	1096	1720	3356	5.1414	1	not	268.7236
OW	1	KNOW	689.1	1640.8	2213.2	178.4	149.8	986.1	269.109	269.084	269.183	0.099	63	0	0	0	4	0			667.5	1677.2	718.3	1557.2	780.4	1456.6	865.8	1379.0	842.9	1242.4	5	887	1373	3154	62.0004	1	know	269.1525
UW	1	DO	563.0	1908.7	3197.5	129.6	165.1	528.9	277.602	277.595	277.845	0.25	73	0	0	0	3	0			614.6	1835.8	616.9	1581.5	612.8	1286.8	640.5	1109.9	633.3	1330.7	5	609	1856	2963	73.0003	1	do	277.6335
UW	1	MOVIES	536.4	837.4	2647.9	99.1	193.0	692.2	278.105	278.065	278.186	0.121	72	3	2	2	2	1			531.4	810.0	539.3	845.6	573.2	898.2	594.3	1041.0	577.4	1050.7	6	529	824	2714	72.32221	1	movies	278.101
AA	1	LOT	995.0	1589.1	3122.1	250.6	226.9	245.7	279.809	279.775	279.876	0.101	5	1	4	1	7	0			957.0	1584.9	997.1	1589.0	996.8	1602.1	943.3	1643.7	886.9	1671.6	4	953	1557	2978	5.1417	1	lot	279.8134
EH	1	RESTAURANTS	883.7	1692.1	3156.0	135.6	252.4	448.1	280.032	280.005	280.085	0.08	2	3	4	1	7	5			879.8	1764.5	885.0	1686.9	914.1	1651.9	932.8	1631.2	911.9	1621.0	4	885	1599	2964	2.34272	1	restaurants	280.0501
AW	1	ABOUT	874.2	1491.2	2981.2	89.5	184.9	301.1	281.641	281.606	281.785	0.179	42	1	4	1	1	0			877.1	1492.4	905.5	1495.5	894.9	1458.2	833.3	1357.9	788.1	1275.7	5	905	1496	2959	42.1411	1	(a)bout	281.6659
AE	1	ITALIAN	671.2	2038.6	3434.7	157.0	254.2	921.0	282.556	282.512	282.643	0.131	39	5	4	2	3	1			685.6	2158.4	668.6	2016.0	672.8	1911.2	683.4	1782.1	658.5	1746.3	4	668	1930	3368	3.54231	1	(I)talian	282.571
AA	1	LOT	953.3	1549.6	3135.6	123.4	194.1	485.4	283.776	283.743	283.842	0.099	5	1	4	1	7	0			921.4	1480.6	955.5	1557.7	954.5	1597.4	924.6	1639.7	845.6	1682.0	4	963	1588	3149	5.1417	1	lot	283.7858
OW	1	KNOW	788.8	1425.0	2370.0	228.9	137.7	812.3	288.819	288.798	288.948	0.15	63	0	0	0	4	0			818.0	1402.7	823.6	1314.9	773.5	1238.0	711.1	1217.0	659.5	1164.9	5	825	1402	2453	62.0004	1	know	288.8284
AH	1	STUFF	767.1	1425.4	3220.5	151.9	203.2	1101.0	290.294	290.277	290.327	0.05	6	3	2	1	3	0			751.3	1442.7	767.1	1425.4	792.5	1380.4	800.6	1341.2	796.9	1311.0	5	808	1430	3341	6.3213	1	stuff	290.2984
AE	1	THAT	785.4	2137.2	3245.7	48.9	196.1	269.7	290.821	290.698	291.068	0.37	3	1	4	1	3	0			756.9	2215.7	789.0	2122.6	831.4	2022.8	855.0	1921.6	823.2	1873.9	4	749	2214	3323	3.1413	1	that	290.7603
AH	1	MUCH	840.2	1346.7	2408.4	248.0	147.1	877.5	293.343	293.313	293.403	0.09	6	2	5	1	2	0			797.4	1275.7	841.7	1354.9	834.7	1373.3	833.6	1409.7	832.0	1428.9	6	894	1393	3198	6.16123	1	much	293.3455
UW	1	DO	576.4	1983.5	3280.0	75.9	119.9	177.2	294.18	294.173	294.394	0.221	73	0	0	0	3	0			635.3	1843.6	676.6	1608.0	652.3	1328.0	672.7	1912.0	710.7	2744.3	4	594	1904	3224	73.0003	1	do	294.2
IH	1	HERE	614.7	2260.3	3106.5	199.9	159.9	632.7	294.65	294.614	294.723	0.109	14	6	4	2	0	0			573.6	2302.6	619.7	2252.0	661.8	2169.8	662.3	2079.4	648.4	2033.5	4	609	2279	3211	14.6	1	here	294.6461
EH	1	DEPENDS	1055.1	1738.0	3177.0	296.3	188.2	830.3	304.62	304.57	304.721	0.151	2	4	4	2	1	3			991.1	1773.9	1060.0	1733.8	1083.3	1759.0	997.1	1779.4	907.4	1784.3	4	1091	1748	3199	2.44213	1	(de)pends	304.6399
EH	1	DEPENDS	777.6	1631.6	2101.5	120.9	122.8	1288.0	305.974	305.934	306.054	0.12	2	4	4	2	1	3			810.9	1351.4	775.0	1629.4	756.8	1600.7	731.9	1594.9	701.5	1598.4	6	896	1653	2957	2.44213	1	(de)pends	305.9512
IH	0	FINISH	639.8	1962.0	3246.7	70.6	95.0	1651.4	308.26	308.24	308.3	0.06	1	3	5	1	4	0			636.3	1961.5	639.8	1961.5	637.6	1953.4	631.7	1946.4	611.9	1916.8	5	682	1938	3390	1.44211	1	finish	308.1804
IH	1	HERE	588.2	2248.3	2669.2	152.2	247.6	427.0	308.53	308.49	308.61	0.12	14	6	4	2	0	0			549.3	2297.2	592.0	2241.9	616.0	2154.4	626.2	2034.7	636.3	1934.6	5	579	2402	3174	14.6	1	here	308.5201
EH	1	DEPENDS	814.0	1659.6	2647.7	223.3	283.6	916.0	309.043	309.02	309.09	0.07	2	4	4	2	1	3			848.4	1712.3	809.3	1655.5	759.7	1628.0	733.7	1645.2	686.7	1638.7	5	859	1739	3117	2.44213	1	(de)pends	309.0434
OW	1	GOING	567.0	1059.2	2796.2	103.0	58.2	246.5	310.74	310.721	310.801	0.08	62	0	0	0	6	1			562.0	1069.9	581.9	1048.1	598.5	1046.4	609.7	1052.0	629.2	1075.8	5	608	1050	2663	62.4426	1	going	310.775
OW	1	GOING	562.0	1065.1	2714.9	114.0	63.9	211.4	311.913	311.894	311.974	0.08	62	0	0	0	6	1			556.0	1067.9	582.5	1063.9	606.2	1075.2	625.8	1107.7	640.9	1186.4	5	614	1081	2745	62.4426	1	going	311.934
EY	1	SAINT	583.9	2335.3	3386.1	120.3	289.6	544.8	313.317	313.293	313.343	0.05	21	4	4	2	3	3			553.4	2157.6	562.6	2212.2	587.4	2353.4	611.1	2437.3	626.7	2476.7	5	650	2494	3168	21.44233	1	saint	313.3439
AY	1	RIGHT	761.8	1804.3	2908.0	183.0	110.0	1104.9	314.086	314.042	314.163	0.121	47	1	4	1	7	0			731.9	1719.6	761.5	1793.3	753.7	1899.4	693.4	1961.6	619.6	2063.0	4	765	1866	2534	47.1417	1	right	314.0989
AA	1	ON	1079.0	1622.3	3111.3	261.9	162.1	484.9	315.11	315.06	315.21	0.15	53	4	4	2	0	0			906.2	1646.1	1087.6	1620.9	1131.8	1615.4	1110.4	1622.9	1027.0	1646.4	4	1168	1628	3052	5.442	1	on	315.1313
AA	1	PARKWAY	847.6	1588.2	2345.3	94.2	154.0	389.0	315.526	315.499	315.579	0.08	44	6	4	2	1	4			865.5	1603.1	845.7	1589.4	814.5	1614.1	781.1	1649.4	756.1	1688.4	5	855	1587	2367	44.60014	1	parkway	315.526
ER	1	NURSING	618.4	1745.1	2326.1	102.8	172.6	436.7	317.172	317.132	317.252	0.12	94	3	4	1	4	1			622.7	1735.9	617.1	1743.3	607.9	1743.9	599.7	1767.0	553.7	1515.1	5	626	1760	2390	94.6004	1	nursing	317.1697
AA	1	HOSPITAL	1119.4	1709.3	3131.9	137.6	262.6	417.8	318.064	318.031	318.13	0.099	5	3	4	1	0	5			1108.0	1711.5	1119.2	1707.8	1079.4	1695.7	962.9	1692.7	856.8	1647.9	4	1103	1669	3010	5.34202	1	hospital	318.067
AH	1	PLUS	784.8	1334.2	2922.2	70.8	133.6	1365.5	318.794	318.77	318.841	0.071	6	3	4	1	8	0			792.2	1281.2	783.6	1338.8	776.0	1373.2	786.0	1392.1	739.2	1327.1	5	794	1283	2910	6.3418	1	plus	318.7855
OW	1	SO	689.6	1391.6	3165.0	76.9	139.7	316.6	320.36	320.337	320.538	0.201	63	0	0	0	3	0			727.8	1280.9	698.2	1153.7	628.0	1032.8	625.0	1025.8	658.7	1177.9	5	729	1224	2995	62.0003	1	so	320.3863
AY	1	I	940.4	1777.6	3224.7	108.9	97.9	1034.4	320.753	320.678	320.987	0.309	41	0	0	0	0	0			930.5	1741.6	933.4	1875.3	826.4	2051.4	644.7	2255.9	543.1	2330.5	4	942	1772	3077	41.0006	1	I	320.7539
AA	1	JOB	947.7	1664.6	2057.4	157.2	122.9	843.4	321.715	321.669	321.808	0.139	5	1	1	2	5	0			912.0	1699.5	951.6	1664.4	938.7	1671.6	895.0	1660.0	787.5	1602.2	5	954	1664	2057	5.1125	1	job	321.7168
EH	1	THERE	663.8	2092.1	3144.8	81.4	102.5	734.0	321.965	321.908	322.078	0.17	24	6	4	2	3	0			645.7	2097.0	665.9	2091.0	698.6	2025.8	715.0	1964.7	706.5	1901.7	4	636	2052	3283	24.6003	1	there	321.9249
EY	1	STAY	611.0	2097.5	3356.4	69.0	131.2	227.1	322.517	322.498	322.639	0.141	22	0	0	0	3	0			605.3	2205.1	584.0	2399.5	562.6	2591.8	565.4	2735.2	666.7	2847.4	4	573	2357	3004	22.0003	1	stay	322.5498
OW	1	DON'T	759.1	1356.2	2737.0	184.3	174.6	697.8	323.289	323.248	323.469	0.221	62	4	4	2	3	0			760.4	1337.3	840.9	1004.0	747.0	915.4	769.4	839.0	664.9	1066.9	5	801	1190	2656	62.44233	1	don't	323.3155
AA	1	PROBABLY	847.0	1479.2	3383.6	136.9	190.2	491.3	323.912	323.889	323.959	0.07	5	1	1	2	8	1			880.3	1514.3	842.6	1475.0	806.3	1434.1	774.1	1379.0	727.3	1294.9	4	887	1488	3016	5.11282	1	probably	323.9018
OW	1	GO	548.7	1153.8	2242.4	109.1	144.3	717.4	324.13	324.109	324.209	0.1	63	0	0	0	6	0			546.8	1159.4	586.7	1092.6	593.8	1072.0	568.2	1039.3	558.9	1078.6	6	660	1211	2781	62.0006	1	go	324.1528
EH	1	ELSE	903.5	1685.1	1884.3	217.9	99.0	1804.9	324.536	324.509	324.589	0.08	2	5	4	2	0	3			837.8	1710.9	908.1	1682.3	931.9	1624.9	939.6	1575.2	930.4	1535.4	5	946	1633	3510	2.54203	1	else	324.5496
AA	1	NOT	955.6	1761.0	2993.1	271.9	436.2	1454.4	325.394	325.37	325.441	0.071	5	1	4	1	4	0			897.5	1752.7	957.5	1761.2	966.6	1771.0	946.3	1769.9	885.0	1758.9	5	966	1771	3433	5.1414	1	not	325.4061
IY	0	REALLY	570.5	1936.0	3477.2	82.5	136.6	147.1	325.621	325.601	325.661	0.06	12	0	0	0	7	0			582.6	1856.1	568.8	1944.5	555.6	2016.0	541.8	2091.8	527.3	2118.5	4	603	1610	3432	11.54271	1	really	325.5541
AY	1	MY	1038.0	1702.2	2929.5	188.4	195.3	579.3	330.801	330.745	330.906	0.161	41	0	0	0	2	0		s	898.7	1591.6	1038.0	1702.2	933.6	1795.2	773.1	1922.8	722.8	1970.5	5	1048	1710	2943	41.0002	1	my	330.8026
AE	1	BAG	831.1	2136.5	4042.2	275.5	117.6	553.4	330.982	330.925	331.095	0.17	3	1	6	2	1	0			807.0	2131.7	830.9	2135.3	830.2	2145.1	853.9	2154.5	885.4	2191.5	3	788	2066	2913	3.1621	1	bag	330.9785
AO	1	YOURS	687.8	1268.9	2476.8	43.1	103.5	128.2	332.528	332.481	332.621	0.14	64	6	4	2	9	3			689.3	1312.2	687.5	1269.5	690.6	1328.6	694.9	1413.8	698.6	1571.9	5	687	1258	2478	64.6009	1	yours	332.5265
OW	1	NO	867.6	1453.8	1693.5	295.4	328.6	502.2	339.975	339.933	340.123	0.19	63	0	0	0	4	0			879.1	1448.9	879.8	1462.4	877.6	1367.5	793.2	1311.7	739.6	1271.3	6	982	1547	2532	62.0004	1	no	339.9806
AE	1	HAVE	788.7	2052.7	3168.7	75.1	219.1	191.9	347.535	347.505	347.594	0.089	3	3	2	2	0	0			785.0	2169.7	788.9	2044.2	789.2	1959.5	780.1	1879.8	771.9	1815.5	4	774	2256	3317	3.322	1	have	347.5064
EH	1	MANY	828.9	1804.4	3437.2	308.6	200.5	472.8	348.201	348.177	348.248	0.071	2	4	4	2	2	1			758.5	1724.4	833.1	1812.0	834.5	1888.8	768.9	1965.7	685.7	2034.9	4	863	1844	3358	2.44221	1	many	348.2064
AY	1	TIMES	870.6	2022.5	3037.0	192.7	184.6	864.0	348.466	348.448	348.548	0.1	41	4	1	2	3	3		s	870.0	2032.2	843.2	2000.7	788.6	2065.7	717.9	2034.3	669.2	1887.0	5	835	2020	3144	41.4123	1	times	348.4659
OW	1	NO	774.2	1594.3	2139.9	192.4	251.1	1222.0	350.356	350.339	350.558	0.219	63	0	0	0	4	0			894.6	1437.1	857.5	1351.4	805.0	1285.6	801.6	1223.1	676.0	1011.1	6	998	1534	3211	62.0004	1	no	350.3798
EH	1	NEVER	945.8	1669.8	2933.7	183.0	139.7	1069.2	350.818	350.738	350.978	0.24	2	3	2	2	4	1			910.4	1736.7	945.9	1662.2	767.9	1509.9	638.6	1479.6	644.6	1528.1	5	981	1705	3358	2.32241	1	never	350.816
AA	1	PROCTOR	1031.1	1753.9	3223.3	251.7	205.4	626.7	357.617	357.564	357.723	0.159	5	1	6	1	8	4			980.2	1818.3	1040.0	1754.0	1072.6	1803.3	1048.5	1876.2	1020.0	1969.6	4	1074	1822	3062	5.16184	1	Proctor	357.6482
EY	1	MAYBE	585.2	2407.6	3231.3	99.0	367.7	402.1	360.664	360.652	360.783	0.131	21	1	1	2	2	1			559.1	2405.4	500.7	2336.6	472.4	2264.4	461.8	2211.7	471.5	2271.7	4	594	2379	3293	21.1122	1	maybe	360.6461
AA	1	PROBABLY	664.6	1337.1	3415.3	136.7	88.8	435.5	362.185	362.165	362.226	0.061	5	1	1	2	8	1			700.9	1355.2	659.6	1335.1	617.8	1322.9	586.8	1313.3	587.1	1307.4	4	924	1529	3595	5.11282	1	probably	362.1289
AY	1	FIGHT	772.8	1468.7	1719.5	72.9	132.1	2336.2	362.614	362.565	362.746	0.181	47	1	4	1	1	0			745.5	1340.0	766.2	1546.1	727.0	1458.2	627.0	1574.4	551.0	1373.7	6	828	1510	3359	47.1411	1	fight	362.6144
ER	1	GIRL	606.2	1569.4	2000.7	80.4	146.6	136.2	365.963	365.943	366.002	0.059	94	5	4	2	6	0			584.5	1590.6	609.1	1566.3	629.3	1537.9	649.9	1496.7	673.8	1458.1	5	616	1563	1995	94.6005	1	girl	365.9662
AY	1	FIGHTS	821.0	1435.5	2708.2	86.1	124.4	243.8	366.287	366.212	366.432	0.22	47	1	4	1	1	3			763.6	1218.9	820.6	1451.9	756.3	1796.7	616.6	2181.3	555.8	2431.8	5	820	1397	2709	47.1411	1	fights	366.2814
OY	1	BOYS	576.9	955.7	3101.0	59.0	112.4	243.4	367.196	367.093	367.402	0.309	61	3	4	2	1	0			643.7	939.2	577.1	964.5	638.4	1193.3	673.6	1732.7	574.0	2205.5	5	573	952	3080	61.0021	1	boys	367.1959
AY	1	FIGHTS	750.3	1467.7	2860.4	78.9	123.1	271.8	368.502	368.433	368.633	0.2	47	1	4	1	1	3			723.0	1270.7	750.1	1476.7	702.1	1802.7	619.8	2110.1	508.3	1795.1	5	744	1392	2875	47.1411	1	fights	368.4922
AE	1	THAT	774.7	1878.8	3199.2	240.2	166.4	291.8	369.293	369.243	369.393	0.15	3	1	4	1	3	0			738.7	1160.5	787.4	1923.1	793.1	1922.3	807.7	1876.7	919.3	1820.7	5	761	1890	3305	3.1413	1	that	369.2943
ER	1	GIRLS	648.5	1627.8	2042.8	100.7	79.8	153.4	374.792	374.772	374.832	0.06	94	5	4	2	6	3			612.9	1619.5	652.5	1628.7	679.5	1630.2	691.9	1620.8	695.3	1607.2	5	681	1635	2042	94.60053	1	girls	374.801
AY	1	FIGHT	795.6	1330.4	2935.0	72.2	125.9	594.0	375.614	375.552	375.822	0.27	47	1	4	1	1	0			788.6	1281.4	775.7	1523.0	663.6	1868.5	554.7	2283.8	531.1	2546.4	5	798	1281	2893	47.1411	1	fight	375.6074
OW	1	OVER	659.3	1143.1	2516.4	62.7	103.2	1070.0	375.896	375.852	375.981	0.129	62	3	2	2	0	1			658.6	1312.6	658.9	1136.4	642.5	1049.3	609.4	1006.6	582.6	974.4	6	583	975	2769	62.32201	1	over	375.957
AH	1	SOME	754.6	1455.9	3016.0	148.3	319.6	545.7	376.404	376.381	376.451	0.07	6	4	1	2	3	0			724.3	1531.0	757.1	1451.0	760.2	1417.6	740.5	1378.8	708.4	1334.8	5	747	1376	2911	6.4123	1	some	376.4297
OY	1	BOY	677.6	1095.8	3066.9	101.2	94.3	811.0	377.203	377.12	377.37	0.25	61	0	0	0	1	0			565.2	926.5	687.8	1131.3	719.4	1576.8	659.9	2114.7	562.9	2161.7	5	626	988	3096	61.0001	1	boy	377.1889
ER	1	GIRL	645.0	1563.0	1914.3	88.6	195.8	163.4	378.735	378.689	378.828	0.139	94	5	4	2	6	0			630.6	1620.0	647.4	1551.5	672.3	1497.5	695.6	1462.2	714.6	1438.9	5	632	1618	1898	94.6005	1	girl	378.7168
IH	1	RIPPED	673.9	1816.3	3258.8	135.3	170.0	240.0	379.882	379.852	379.942	0.09	1	1	1	1	7	3			667.2	1815.0	675.2	1816.5	679.2	1820.0	664.7	1800.7	613.9	1784.7	4	659	1760	3098	1.1117	1	ripped	379.8865
AW	1	OUT	829.6	1529.5	3005.6	103.0	151.6	314.9	381.161	381.125	381.325	0.2	42	1	4	1	0	0			849.2	1524.8	903.7	1475.0	864.5	1373.1	756.9	1311.7	683.9	1189.8	5	904	1486	2899	42.141	1	out	381.1914
EY	1	FAKE	705.3	2053.8	3081.3	245.1	308.1	1088.2	381.557	381.545	381.656	0.111	21	1	6	1	1	0			590.5	2070.2	590.2	2196.2	575.4	2328.6	508.4	2460.7	444.6	2239.9	5	591	2129	2782	21.1611	1	fake	381.5774
EH	1	HAIR	661.6	2117.7	2813.6	76.1	134.8	678.6	381.865	381.815	381.965	0.15	24	6	4	2	0	0			665.5	2188.2	662.3	2108.7	670.4	2042.8	682.0	2030.4	695.3	1953.3	4	651	2138	2422	24.6	1	hair	381.8434
AW	1	OUT	944.1	1694.0	2987.9	141.2	222.9	705.1	382.03	381.995	382.275	0.28	42	1	4	1	0	0			956.6	1643.3	936.9	1546.3	829.6	1289.6	771.3	1266.3	812.9	1451.9	4	957	1610	2820	42.141	1	out	382.078
AH	1	OTHER	828.6	1320.1	2090.6	74.8	97.4	2694.8	384.634	384.594	384.715	0.121	6	3	3	2	0	1			800.1	1360.6	828.9	1318.1	816.4	1342.8	790.5	1344.3	622.3	1340.9	6	819	1382	2830	6.33101	1	other	384.6611
IH	1	RIPPED	608.2	1658.2	2420.5	43.8	84.3	156.2	385.638	385.615	385.684	0.069	1	1	1	1	7	3			601.4	1652.3	608.6	1658.5	609.7	1658.0	603.7	1648.2	585.9	1619.9	5	609	1657	2436	1.1117	1	ripped	385.6399
AO	1	OFF	898.0	1408.3	2856.9	160.7	160.0	257.9	385.908	385.835	386.055	0.22	53	3	2	1	0	0			895.2	1405.4	899.1	1409.7	905.8	1409.2	900.3	1423.2	889.2	1404.1	4	874	1377	2783	53.321	1	off	385.9359
AW	1	DOWN	779.1	1817.1	2565.9	161.9	128.5	2759.2	387.018	386.985	387.115	0.13	42	4	4	2	3	0			717.1	1856.0	902.3	1728.3	967.6	1625.3	914.0	1532.2	794.3	1443.7	5	968	1657	2840	42.4423	1	down	387.0434
IY	1	STREET	466.0	2273.1	3241.6	406.2	311.0	1280.2	387.472	387.425	387.565	0.14	11	1	4	1	8	0			475.5	2084.1	464.2	2293.5	446.6	2414.9	439.5	2464.7	480.2	2408.0	4	438	2216	2770	11.1418	1	street	387.4873
AA	1	BRA	1087.9	1638.9	3136.5	191.9	106.7	843.2	388.422	388.315	388.635	0.32	43	0	0	0	8	0			1074.3	1602.3	1090.6	1640.0	1071.6	1653.2	1056.7	1662.2	1035.8	1674.7	4	1134	1628	3001	43.0008	1	bra	388.3975
AY	1	TIME	896.8	1873.0	3422.9	307.3	95.2	817.5	398.25	398.186	398.335	0.149	41	4	1	2	3	0		s	839.9	1793.2	873.6	1845.1	868.7	1873.6	736.2	1898.2	659.0	2043.9	4	827	1780	1809	41.4123	1	time	398.2104
AH	1	SOME	825.0	1449.8	2942.4	68.7	134.8	573.2	405.73	405.71	405.77	0.06	6	4	1	2	3	0			819.1	1491.2	825.8	1443.7	827.6	1390.8	820.6	1344.8	801.2	1306.3	5	819	1430	2800	6.4123	1	some	405.7318
AY	1	I	973.0	1736.3	3119.3	243.8	139.5	272.4	406.414	406.37	406.699	0.329	41	0	0	0	0	0		s	932.0	1842.9	786.7	2140.7	649.8	2389.9	482.0	2540.4	453.1	2643.6	4	923	1706	2928	41.0006	1	I	406.4168
AH	1	LUCKILY	836.3	1391.3	2993.6	80.3	153.4	673.8	406.859	406.829	406.92	0.091	6	1	6	1	7	2			830.1	1356.1	838.2	1392.9	852.6	1386.5	814.5	1374.6	661.1	1413.8	5	832	1374	3183	6.16172	1	luckily	406.8501
AE	1	HAD	785.0	1953.2	3241.8	62.5	220.0	470.5	407.356	407.329	407.41	0.081	3	1	4	2	0	0			788.0	2053.9	784.6	1948.0	778.3	1890.0	756.8	1841.2	693.7	1761.0	4	785	1966	3071	3.142	1	had	407.3476
AE	1	BAD	757.3	2094.4	3200.2	133.4	145.8	1403.0	422.552	422.505	422.645	0.14	33	1	4	2	1	0			666.0	2115.5	767.1	2089.4	789.9	2006.7	793.2	1947.5	810.5	1880.6	5	651	2135	3612	3.1421	1	bad	422.5346
AE	1	MATH	842.8	2073.2	3321.4	189.5	212.9	1029.1	422.833	422.786	422.926	0.14	39	3	3	1	2	0			765.0	2134.2	847.7	2059.7	869.2	1936.7	905.0	1610.5	874.0	1679.5	5	755	2169	3316	3.3312	1	math	422.8032
AE	1	MATH	875.9	1978.6	3196.0	249.3	261.4	323.6	423.249	423.206	423.335	0.129	39	3	3	1	2	0			817.5	2040.2	880.5	1971.1	888.2	1894.0	855.6	1840.6	836.9	1771.1	4	682	2024	2535	3.3312	1	math	423.2085
