vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
EY	1	FAVORITE	648.6	2014.5	2754.5	355.4	456.9	482.6	423.787	423.775	423.845	0.07	21	3	2	2	1	2			600.4	2015.1	561.8	2032.9	565.9	2042.7	572.8	2044.9	579.6	2019.4	5	572	2047	2688	21.32212	1	favorite	423.8219
AH	0	SUBJECT	771.2	1474.7	3303.2	131.1	169.7	689.9	424.442	424.412	424.502	0.09	6	1	1	2	3	4			713.9	1506.2	779.8	1475.0	814.5	1478.3	792.3	1481.7	692.5	1470.3	4	820	1477	3007	6.11234	1	subject	424.4597
EH	1	VERY	672.4	1869.2	2544.5	100.7	141.7	448.6	428.652	428.579	428.798	0.219	2	6	4	2	1	1			649.6	1882.5	674.3	1866.6	664.4	1866.0	638.2	1888.7	630.6	1907.4	5	666	1876	2614	2.60011	1	very	428.638
EY	1	FAVORITE	603.9	2111.5	2774.4	192.9	270.8	291.3	429.422	429.39	429.47	0.08	21	3	2	2	1	2			569.5	2014.8	601.1	2101.5	597.8	2130.4	585.7	2166.5	575.2	2189.2	5	607	2134	2782	21.32212	1	favorite	429.4294
IY	1	TEACHER	450.5	2645.6	3814.8	169.2	248.1	1068.5	429.689	429.669	429.73	0.061	11	2	5	1	3	1			456.8	2647.4	449.7	2646.2	444.6	2656.0	434.5	2680.5	417.2	2729.3	3	444	2582	2953	11.16134	1	teacher	429.6889
AA	1	COT	1133.1	1633.2	2972.4	119.1	183.2	451.4	452.568	452.498	452.707	0.209	5	1	4	1	6	0			1136.0	1595.0	1132.1	1637.3	1101.8	1664.4	1059.9	1689.1	1028.6	1749.2	4	1144	1623	2915	5.141	1	cot	452.5522
AY	1	LIKE	841.9	1481.9	3325.3	154.7	158.8	263.0	453.189	453.147	453.297	0.15	47	1	6	1	7	0			826.9	1349.6	819.3	1588.2	698.3	1935.1	603.3	2230.8	494.1	2528.9	5	812	1265	3359	47.1617	1	like	453.1613
AO	1	SMALLER	1026.8	1261.4	2900.9	319.3	150.6	1025.2	455.22	455.19	455.281	0.091	53	5	4	2	2	1			996.6	1229.3	1029.1	1266.9	1039.4	1299.3	1031.4	1314.1	1003.5	1314.6	6	1079	1303	2980	53.54201	1	smaller	455.2383
EH	1	BED	905.2	1655.2	3436.2	71.0	150.1	526.3	456.458	456.411	456.551	0.14	2	1	4	2	1	0			857.7	1602.6	906.5	1662.1	901.0	1688.7	853.6	1658.9	800.2	1587.4	4	889	1650	2986	2.1421	1	bed	456.4723
AE	1	HAS	752.6	1980.3	3263.5	93.9	101.4	178.9	456.985	456.962	457.031	0.069	3	3	4	2	0	0			768.2	2003.6	751.0	1976.7	730.7	1923.1	673.1	1855.4	595.2	1790.7	4	792	2299	3209	3.3416	1	has	456.9034
EH	1	LEGS	846.4	1787.0	3410.5	114.9	143.5	395.3	457.743	457.716	457.796	0.08	2	1	6	2	7	3			862.4	1687.2	844.3	1796.0	809.4	1907.1	737.8	2018.5	627.9	2203.4	4	843	1646	2943	2.1627	1	legs	457.7342
OW	1	OPEN	638.8	1064.6	2241.9	120.6	78.0	1502.0	458.52	458.505	458.616	0.111	62	1	1	1	0	1			641.9	1036.9	631.6	958.4	596.4	865.4	529.2	824.0	552.2	954.4	6	625	892	3148	62.11101	1	open	458.5544
AH	1	UP	1022.2	1555.9	3377.8	197.9	181.5	456.6	458.838	458.785	458.945	0.16	6	1	1	1	0	0			1004.5	1574.9	1023.1	1551.5	1010.3	1484.8	969.9	1449.1	839.3	1398.5	4	1031	1554	3393	6.111	1	up	458.8439
EH	1	BED	985.0	1776.1	3224.1	65.9	95.1	768.8	459.941	459.871	460.08	0.209	2	1	4	2	1	0			944.7	1754.3	986.5	1777.8	986.6	1805.7	939.3	1822.7	835.5	1839.6	4	998	1789	3178	2.1421	1	bed	459.9506
EH	1	HEADBOARD	899.1	1816.9	3085.9	69.1	162.5	617.9	461.674	461.651	461.721	0.07	2	1	4	2	0	4			956.7	1806.6	892.2	1818.6	815.4	1831.1	714.5	1820.7	560.6	1791.5	4	1032	1718	2493	2.14204	1	headboard	461.6466
AO	2	HEADBOARD	504.9	845.2	2893.8	302.3	84.5	141.8	461.898	461.841	462.011	0.17	64	6	4	2	1	3			485.7	839.4	511.1	846.5	599.3	934.5	612.0	1044.0	631.6	1177.6	5	607	959	2858	64.6001	1	(head)board	461.9297
AE	1	MATTRESS	918.3	2161.5	3216.4	163.3	306.1	307.9	462.748	462.691	462.861	0.17	3	1	4	1	2	1			837.6	2259.9	925.8	2149.3	971.1	2029.4	935.1	1934.0	895.6	1836.2	4	785	2269	3264	3.14124	1	mattress	462.7061
EY	1	FRAME	620.2	2465.1	2867.2	302.6	1102.4	1685.5	463.543	463.531	463.75	0.219	21	4	1	2	8	0			583.8	2221.8	568.7	2299.3	620.2	2465.1	545.3	2500.0	553.8	2163.1	5	610	2436	3360	21.4128	1	frame	463.5905
AO	1	ALL	983.8	1395.3	2925.9	229.1	141.3	1364.0	463.931	463.911	463.971	0.06	53	5	4	2	0	0			918.3	1391.3	987.8	1395.3	1006.4	1394.2	1009.2	1387.1	965.6	1358.3	5	1010	1392	3373	53.542	1	all	463.9466
AE	1	THAT	902.1	2076.3	3812.6	232.5	276.6	259.1	464.188	464.141	464.281	0.14	3	1	4	1	3	0			941.1	2076.8	901.3	2077.3	891.6	2066.7	913.4	2048.7	944.6	2009.8	3	845	1939	3184	3.1413	1	that	464.1782
AO	1	CAUGHT	941.4	1325.7	1796.4	162.5	188.4	1511.1	472.195	472.128	472.328	0.2	53	1	4	1	6	0			902.4	1302.5	945.2	1328.2	953.0	1357.1	923.8	1380.2	941.4	1351.9	6	993	1408	2701	53.141	1	caught	472.2216
AO	1	CAUGHT	948.8	1322.7	2763.4	86.0	59.6	162.8	473.948	473.888	474.067	0.179	53	1	4	1	6	0			921.0	1334.8	951.6	1322.8	966.2	1337.8	948.1	1387.8	917.6	1463.8	5	963	1345	2792	53.141	1	caught	473.9833
AH	1	TROUBLE	867.9	1371.1	1684.0	144.1	106.5	1862.3	474.924	474.897	474.977	0.08	6	1	1	2	8	1			874.8	1376.0	866.2	1369.7	834.5	1344.4	780.5	1280.4	678.0	1178.5	6	900	1391	2836	6.11281	1	trouble	474.9205
AW	1	FOUND	1047.9	1618.3	2817.4	220.4	312.1	227.4	477.052	477.007	477.196	0.189	42	4	4	2	1	3			1025.6	1612.7	1061.4	1600.6	1076.6	1548.1	916.5	1400.0	774.4	1195.5	5	1064	1610	2811	42.44213	1	found	477.0734
AW	1	OUT	990.9	1611.1	2830.4	93.0	202.3	199.4	477.422	477.406	477.586	0.18	42	1	4	1	0	0			997.4	1593.1	970.7	1487.2	925.6	1365.6	813.9	1285.1	822.3	1107.6	5	998	1578	2774	42.141	1	out	477.4444
AY	1	FIND	961.7	1657.7	2228.8	295.1	321.3	826.8	481.255	481.198	481.349	0.151	41	4	4	2	1	3		s	793.8	1470.9	950.2	1611.6	908.0	1752.5	656.7	1625.0	572.0	1388.9	6	957	1731	2188	41.44213	1	find	481.2602
AW	1	OUT	877.5	1834.4	2882.9	159.2	185.9	469.4	481.442	481.418	481.548	0.13	42	1	4	1	0	0			889.1	1817.4	925.0	1675.1	889.9	1532.2	811.4	1424.7	710.6	1294.7	5	924	1693	2886	42.141	1	out	481.4597
AH	1	SOMETHING	799.8	1280.8	2611.9	349.8	126.1	409.2	481.718	481.688	481.778	0.09	6	4	1	2	3	4			789.9	1305.0	796.1	1276.7	723.5	1261.5	592.6	1253.3	538.4	1195.0	6	772	1284	2692	6.41232	1	something	481.7064
EH	1	NECESSARILY	615.3	2030.5	3529.6	91.1	123.8	1028.2	482.725	482.689	482.798	0.109	2	6	4	2	3	2			606.3	2039.5	616.6	2027.7	632.1	2017.1	636.7	2006.3	631.8	1968.1	4	602	2012	3355	2.60032	1	(neces)sarily	482.7109
IY	1	MEAN	548.0	2834.2	3732.7	199.0	317.5	719.1	483.289	483.259	483.349	0.09	11	4	4	2	2	0			539.3	2782.1	548.4	2836.6	558.5	2871.1	575.7	2890.5	584.8	2917.3	3	588	2846	3684	11.4422	1	mean	483.2986
AH	1	TROUBLE	840.6	1414.2	2591.0	122.3	107.1	845.2	483.886	483.859	483.939	0.08	6	1	1	2	8	1			829.8	1414.0	840.3	1414.0	823.4	1403.6	783.4	1351.6	690.8	1256.7	5	841	1415	2679	6.11281	1	trouble	483.8905
AE	1	HAPPEN	865.1	2206.8	3717.0	108.5	151.6	523.5	486.028	485.985	486.115	0.13	3	1	1	1	0	1			805.0	2282.2	868.8	2197.0	898.3	2101.5	884.0	1993.1	770.5	1832.7	4	779	2313	3462	3.11101	1	happen	485.9959
EH	1	BET	918.0	1779.8	3268.1	157.8	78.6	756.2	493.55	493.5	493.65	0.15	2	1	4	1	1	0			820.6	1729.0	925.4	1782.8	1001.5	1815.3	1029.6	1838.7	1036.1	1864.5	4	957	1790	3205	2.1411	1	bet	493.5519
AH	1	MONEY	798.9	1220.2	2630.1	348.6	87.4	979.7	494.548	494.508	494.628	0.12	6	4	4	2	2	1			744.1	1190.0	806.5	1227.9	876.2	1321.2	888.0	1412.3	783.4	1589.0	5	883	1352	2643	6.44221	1	money	494.5728
AH	1	SOMETHING	645.1	1201.1	1723.0	506.0	238.2	538.7	497.055	497.028	497.108	0.08	6	4	1	2	3	4			585.6	1148.9	646.6	1205.2	649.4	1236.9	640.0	1235.0	614.9	1245.9	6	773	1264	2051	6.41232	1	something	497.0752
EY	1	SAY	549.5	2027.4	3225.8	53.3	118.5	82.2	500.714	500.702	500.802	0.1	22	0	0	0	3	0			539.9	2086.2	528.1	2159.5	540.3	2159.0	572.9	2119.1	601.6	2028.3	4	555	2011	3219	22.0003	1	say	500.7109
AO	1	MORE	691.5	1128.9	2416.5	337.3	77.6	361.1	502.142	502.122	502.181	0.059	64	6	4	2	2	0			655.7	1091.2	694.5	1134.6	712.4	1183.8	713.9	1238.0	703.5	1267.7	6	665	1094	2541	64.6002	1	more	502.1337
EH	1	BET	934.2	1575.3	3182.0	78.3	148.1	226.8	502.635	502.572	502.761	0.189	2	1	4	1	1	0			929.3	1589.1	938.3	1573.7	981.6	1589.0	984.1	1623.3	944.4	1677.9	5	964	1575	3203	2.1411	1	bet	502.6527
EH	1	BET	878.3	1622.5	3165.3	155.2	110.8	133.7	503.391	503.354	503.464	0.11	2	1	4	1	1	0			764.7	1548.1	881.2	1628.2	904.0	1701.7	898.3	1734.8	854.9	1746.6	4	924	1734	3145	2.1411	1	bet	503.4141
AY	1	LIKE	620.7	1411.4	1615.1	119.3	94.9	1354.9	503.944	503.933	504.033	0.1	47	1	6	1	7	0		m	615.0	1461.7	595.4	1500.4	576.0	1496.7	552.2	1486.1	472.1	1454.6	6	667	1533	3082	47.1617	1	like	503.9576
EH	1	BET	737.1	1677.2	3133.2	239.5	156.1	207.0	504.98	504.95	505.039	0.089	2	1	4	1	1	0			652.2	1647.6	744.0	1681.4	808.6	1732.4	823.8	1778.6	857.5	1860.2	4	866	1750	3101	2.1411	1	bet	504.9956
EH	1	BET	777.5	1808.3	3004.9	189.3	152.2	147.2	506.492	506.472	506.532	0.06	2	1	4	1	1	0			745.8	1772.3	780.5	1813.0	794.9	1844.1	807.9	1873.6	808.6	1903.2	4	815	1842	2979	2.1411	1	bet	506.4999
AE	1	HAPPEN	942.7	2007.6	3068.5	166.0	224.2	205.6	507.548	507.511	507.622	0.111	3	1	1	1	0	1			916.3	2061.1	945.0	1999.9	950.3	1928.4	931.4	1859.9	833.9	1764.8	5	810	2052	3039	3.11101	1	happen	507.5023
EH	1	BET	792.7	1766.1	3034.9	236.7	163.0	115.6	508.387	508.36	508.44	0.08	2	1	4	1	1	0			755.7	1718.1	796.3	1769.6	829.4	1793.0	831.1	1813.8	814.4	1867.8	4	840	1785	3062	2.1411	1	bet	508.4061
EH	1	NECESSARILY	621.3	1894.8	2726.6	132.7	362.1	304.5	510.39	510.34	510.49	0.15	2	6	4	2	3	2			603.6	1897.3	622.1	1890.2	622.7	1849.5	618.0	1778.0	642.8	1714.3	5	597	1902	2936	2.60032	1	(neces)sarily	510.3629
EH	1	SET	939.8	1660.8	2996.8	74.9	192.0	404.8	510.91	510.87	510.99	0.12	2	1	4	1	3	0			889.7	1684.3	940.2	1663.4	890.3	1721.1	814.1	1796.2	679.8	1838.3	5	941	1642	2994	2.1413	1	set	510.9034
IY	1	DEAL	441.2	2818.2	3247.2	118.2	222.9	2566.3	511.15	511.1	511.25	0.15	11	5	4	2	3	0			441.4	2741.5	439.6	2815.0	413.0	2852.0	446.1	2582.2	555.7	2130.5	4	503	2101	3054	11.5423	1	deal	511.2088
AE	1	MAT	934.8	2138.5	3220.8	470.0	399.3	207.0	516.83	516.73	517.029	0.299	3	1	4	1	2	0			736.9	2086.9	956.5	2125.9	978.6	2061.9	997.5	1901.7	1056.0	1841.7	5	729	2096	3250	3.1412	1	mat	516.7468
IY	1	FEET	433.9	2588.8	3143.0	126.2	302.6	1422.9	519.01	518.977	519.077	0.1	11	1	4	1	1	0			431.6	2311.6	433.3	2624.8	419.9	2760.5	417.8	2766.1	421.3	2629.9	4	413	2777	3414	11.1411	1	feet	519.0348
AA	1	ON	1031.9	1749.5	3104.0	153.4	128.1	166.2	519.167	519.107	519.287	0.18	53	4	4	2	0	0			912.5	1810.9	1040.4	1746.3	1082.8	1717.6	1054.5	1699.0	944.0	1692.2	4	1145	1756	3081	5.442	1	on	519.1978
AH	1	RUG	847.7	1412.2	1558.3	108.5	166.9	739.2	520.629	520.583	520.722	0.139	6	1	6	2	7	0			834.9	1397.2	846.8	1416.8	820.8	1468.9	789.0	1552.6	673.4	1368.6	6	888	1439	2826	6.1627	1	rug	520.6334
AE	1	HAVE	808.4	1995.7	3111.5	160.7	153.6	240.5	521.456	521.422	521.523	0.101	3	3	2	2	0	0			755.7	1970.4	811.2	1998.1	838.5	1991.3	831.4	1922.1	767.8	1835.8	4	853	2007	3028	3.322	1	have	521.4613
AW	1	HOUSE	973.4	1434.3	3086.9	208.1	179.0	110.8	521.889	521.882	521.992	0.11	42	3	4	1	0	0			955.1	1397.3	918.8	1295.6	859.0	1179.8	782.4	1149.6	915.0	1591.3	4	1038	1574	2970	42.342	1	house	521.8482
OW	1	GO	566.4	1458.6	2599.6	138.7	112.9	433.0	548.226	548.197	548.357	0.16	63	0	0	0	6	0			777.8	1738.3	1132.0	1990.6	722.4	1259.3	571.8	1282.6	468.5	1390.1	5	671	1280	2579	62.0006	1	go	548.2554
EH	1	VERY	544.3	2139.3	2626.9	79.9	435.9	366.4	549.261	549.198	549.387	0.189	2	6	4	2	1	1			545.4	2111.4	544.8	2140.1	568.1	2099.5	591.3	2002.6	583.6	1946.7	5	540	2120	2636	2.60011	1	very	549.2557
EH	1	DRESS	845.9	1697.1	2818.6	196.7	201.7	2111.9	550.121	550.088	550.188	0.1	2	3	4	1	8	0			783.4	1740.3	852.5	1690.4	877.7	1646.1	891.5	1631.7	922.9	1642.1	5	908	1636	3193	2.3418	1	dress	550.1616
OW	1	CODE	654.0	1247.2	2308.7	240.7	120.3	653.9	550.465	550.458	550.588	0.13	62	1	4	2	6	0			637.7	1224.5	575.7	1204.2	597.1	1192.7	552.6	1190.8	497.2	1203.8	6	702	1257	2763	62.142	1	code	550.4468
AH	1	BUTTON	695.7	1258.1	2813.6	138.9	57.9	281.7	552.539	552.496	552.626	0.13	6	1	4	1	1	1			596.8	1235.3	708.7	1262.0	795.8	1333.1	834.2	1414.0	903.9	1505.0	5	741	1264	2857	6.14111	1	button	552.5452
AW	1	DOWN	827.7	1848.3	3124.2	278.9	198.6	1538.8	552.795	552.776	552.916	0.14	42	4	4	2	3	0			895.5	1842.1	910.4	1812.8	843.1	1732.7	700.0	1573.4	592.6	1426.7	5	928	1830	2872	42.4423	1	down	552.8154
ER	1	SHIRTS	549.8	1756.7	2073.3	153.5	348.9	307.1	553.152	553.105	553.245	0.14	94	1	4	1	5	3			557.6	1823.0	555.2	1754.6	594.5	1710.0	586.1	1679.6	554.8	1730.4	5	594	1665	2086	94.60053	1	shirts	553.1852
OY	1	BOYS	588.5	1464.8	2498.7	80.5	122.3	534.3	554.838	554.801	554.911	0.11	61	3	4	2	1	0			581.9	1284.7	588.5	1476.3	569.9	1676.4	513.1	1826.2	460.0	1934.5	5	587	1294	2480	61.0021	1	boys	554.8224
ER	1	GIRLS	603.4	1728.7	2150.3	89.6	262.1	183.4	555.227	555.181	555.32	0.139	94	5	4	2	6	3			590.3	1778.0	606.8	1721.2	639.1	1667.4	665.2	1618.9	687.6	1566.0	5	587	1792	2057	94.60053	1	girls	555.2042
AE	1	MATTER	641.3	1957.6	2539.3	173.5	170.8	1613.0	555.733	555.7	555.8	0.1	3	1	4	1	2	1			624.1	1945.4	643.6	1959.4	685.7	1966.3	688.1	1938.7	651.9	1873.5	5	617	1932	3263	3.14121	1	matter	555.7082
EY	1	HATE	496.7	2482.8	2966.8	229.5	874.5	347.0	556.854	556.841	556.931	0.09	21	1	4	1	0	0			489.3	2511.8	472.0	2556.6	459.9	2540.4	461.7	2507.5	481.9	2365.1	4	492	2485	2989	21.141	1	hate	556.8543
ER	1	SHIRTS	601.2	1796.9	2323.2	97.2	178.8	259.9	557.354	557.321	557.421	0.1	94	1	4	1	5	3			605.5	1800.1	600.2	1797.6	598.4	1809.8	588.6	1830.4	579.0	1842.9	5	600	1791	2295	94.60053	1	shirts	557.3605
AE	1	SACKS	763.5	2168.8	2651.4	78.7	164.8	1079.0	558.511	558.441	558.651	0.21	3	1	6	1	3	3			727.6	1972.2	765.8	2169.1	798.8	2127.6	824.3	2067.5	758.9	1877.3	5	719	2169	3297	3.1613	1	sacks	558.4744
AE	1	THAT	715.2	1942.6	3295.6	152.6	125.9	253.3	562.829	562.812	562.863	0.051	3	1	4	1	3	0			703.8	1939.8	717.6	1942.8	733.0	1935.1	741.0	1913.5	742.9	1886.3	4	683	1926	3284	3.1413	1	that	562.82
EY	1	SAY	549.4	2198.1	3041.4	136.2	112.0	709.7	564.223	564.203	564.314	0.111	22	0	0	0	3	0			548.8	2213.2	505.2	2336.7	479.9	2410.5	469.7	2222.4	529.6	1861.5	4	523	2146	2971	22.0003	1	say	564.2149
UW	1	TOO	584.9	1898.5	2954.6	74.6	124.4	371.3	564.45	564.443	564.583	0.14	73	0	0	0	3	0			583.7	1785.2	582.9	1572.8	553.5	1347.8	550.4	1226.3	535.5	1368.8	5	593	1964	3229	73.0003	1	too	564.4465
AE	1	CAN'T	549.0	2520.1	3356.8	100.9	113.6	761.0	565.443	565.413	565.503	0.09	33	4	4	2	6	3			548.6	2543.4	549.4	2517.3	556.2	2478.4	567.3	2439.1	608.8	2387.9	4	558	2483	3321	3.44203	1	can't	565.4554
AY	1	TIE	1028.1	1751.9	2890.5	256.0	215.4	1031.2	565.987	565.982	566.152	0.17	41	0	0	0	3	0			967.5	1824.6	878.8	2022.4	759.7	2154.0	631.1	2164.9	531.1	1909.6	5	1040	1886	2828	41.0003	1	tie	566.0152
AA	1	BOTTOM	950.6	1594.4	2136.5	243.0	186.8	1152.2	566.629	566.563	566.762	0.199	5	1	4	1	1	1			890.3	1575.8	962.7	1600.5	970.9	1602.9	953.8	1627.3	886.7	1633.8	6	981	1628	2979	5.14111	1	bottom	566.6487
EH	2	GIRLFRIEND	661.5	1705.7	2564.8	141.0	146.8	327.5	569.37	569.334	569.443	0.109	2	4	4	2	8	3			630.2	1704.8	665.3	1707.1	666.9	1719.6	645.7	1740.4	620.6	1781.6	5	669	1718	2509	2.44283	1	(girl)friend	569.3862
AE	1	JAN	558.6	2628.4	3418.2	136.9	353.4	356.1	570.296	570.233	570.423	0.19	33	4	4	2	5	0			487.1	2641.5	566.5	2623.7	623.3	2582.0	624.5	2388.0	653.2	2210.4	4	537	2620	2933	3.4425	1	Jan	570.2921
AA	1	GOT	880.7	1884.8	2710.8	221.5	244.2	1583.0	570.649	570.582	570.782	0.2	5	1	4	1	6	0			804.1	1900.6	886.3	1867.9	917.6	1787.8	872.4	1636.9	694.2	1493.0	6	916	1808	2967	5.1416	1	got	570.6803
EH	1	DETENTION	714.9	1823.4	3306.6	357.8	140.2	211.5	571.022	571.002	571.062	0.06	2	4	4	2	3	4			751.9	1811.7	710.2	1824.1	679.3	1831.6	652.4	1842.4	626.1	1863.5	4	811	1774	3211	2.44234	1	(de)tention	571.0029
AE	1	HAD	752.7	2202.9	3214.0	164.6	102.5	543.9	572.136	572.099	572.21	0.111	3	1	4	2	0	0			691.3	2230.3	757.4	2200.2	771.7	2163.6	697.5	2105.5	597.9	2063.2	4	648	2215	3134	3.142	1	had	572.116
IH	1	SIX	746.4	1778.0	3141.1	421.1	178.0	1026.0	573.093	573.049	573.18	0.131	1	1	6	1	3	3			714.9	1726.9	744.0	1784.0	795.5	1823.7	736.7	1859.0	828.9	1872.3	5	707	1791	3322	1.16133	1	six	573.1055
AA	1	GOT	819.6	1955.2	2676.7	198.9	117.8	1654.1	574.204	574.181	574.251	0.07	5	1	4	1	6	0			742.7	1974.4	826.6	1953.4	867.0	1922.8	880.4	1880.5	882.8	1821.0	5	885	1862	2689	5.1416	1	got	574.2302
AA	1	SOCKS	965.9	1662.6	1996.1	109.5	162.0	1235.4	574.717	574.66	574.83	0.17	5	1	6	1	3	3			856.5	1594.1	973.6	1663.2	1011.2	1660.5	1009.0	1673.5	965.5	1696.2	6	1024	1685	3084	5.1613	1	socks	574.7342
OW	1	NO	556.3	1291.5	2229.1	111.1	242.7	583.3	575.057	575.041	575.15	0.109	63	0	0	0	4	0			557.6	1234.9	558.9	1201.2	550.6	1120.1	563.8	1031.5	531.2	1291.7	6	588	1295	2504	62.0004	1	no	575.0817
AA	2	FLIPFLOPS	991.7	1592.7	3362.2	207.9	200.6	442.9	575.554	575.521	575.62	0.099	5	1	1	1	8	3			988.9	1577.1	992.9	1594.4	963.2	1588.6	890.4	1536.9	874.2	1495.4	4	962	1578	3052	5.1118	1	(flip)flops	575.5693
AO	1	HALL	949.5	1412.8	3338.1	182.7	189.3	52.4	578.787	578.764	578.834	0.07	53	5	4	2	0	0			948.1	1428.6	950.5	1410.8	962.5	1382.3	979.1	1351.4	972.0	1298.2	5	964	1393	3336	53.542	1	hall	578.7988
AA	1	MONITOR	1102.2	1701.3	3310.8	264.7	176.6	153.9	579.024	578.984	579.103	0.119	5	4	4	2	2	2			1075.2	1666.3	1103.2	1706.1	1104.5	1750.3	1071.5	1771.9	966.4	1765.1	4	1180	1798	3293	5.44222	1	monitor	579.039
AO	1	STALKS	844.1	1416.8	1938.1	108.8	147.2	1085.4	580.042	579.992	580.142	0.15	53	1	6	1	3	3			805.4	1493.5	845.7	1413.9	863.5	1408.9	840.7	1414.8	835.0	1284.5	6	888	1425	2571	53.1613	1	stalks	580.0642
AW	1	OUT	911.4	1729.9	2984.1	87.2	380.4	504.3	581.458	581.451	581.601	0.15	42	1	4	1	0	0			893.8	1574.4	869.7	1549.6	853.8	1459.6	784.4	1389.6	582.3	1272.8	5	935	1786	3082	42.141	1	out	581.4514
AE	1	LAST	805.2	2035.3	3269.2	78.9	90.4	278.5	582.751	582.707	582.838	0.131	33	3	4	1	7	0			785.2	2023.8	807.6	2032.5	807.0	1993.2	762.7	1995.9	721.2	1933.1	4	806	2044	3272	3.34173	1	last	582.7361
AA	1	JOHN	1055.5	1818.0	3338.4	666.9	212.2	317.6	583.374	583.337	583.447	0.11	5	4	4	2	5	0			906.4	1876.0	1062.8	1814.6	1130.4	1766.9	1076.4	1775.8	944.6	1829.5	4	1138	1767	3265	5.4425	1	John	583.391
AA	1	GOT	802.5	1920.7	2160.1	168.5	470.2	1177.4	583.574	583.547	583.627	0.08	5	1	4	1	6	0			726.7	1964.8	806.9	1915.5	842.9	1871.2	858.4	1842.1	855.2	1711.2	5	891	1910	3339	5.1416	1	got	583.5884
EH	1	SUSPENDED	921.2	1627.1	3288.9	242.1	153.5	545.7	583.944	583.917	583.998	0.081	2	4	4	2	1	4			860.4	1603.5	925.3	1629.5	941.6	1658.2	917.9	1694.1	843.6	1717.3	4	944	1661	3296	2.44213	1	(su)spended	583.9573
EH	1	SAID	658.8	1827.9	3383.2	187.4	90.0	229.1	585.067	585.041	585.12	0.079	2	1	4	2	3	0			617.9	1824.5	666.4	1825.5	680.7	1789.6	651.3	1734.5	593.1	1678.3	4	687	1817	3363	2.1423	1	said	585.0733
EH	1	DRESS	788.3	1693.3	3195.1	152.6	151.9	540.3	585.41	585.37	585.49	0.12	2	3	4	1	8	0			701.9	1735.3	793.2	1688.1	825.0	1638.7	835.3	1608.3	819.9	1549.2	4	837	1627	3107	2.3418	1	dress	585.438
OW	1	CODE	655.3	1183.6	2398.1	349.0	305.8	1095.2	585.715	585.7	585.83	0.13	62	1	4	2	6	0			571.4	1140.3	580.1	1092.0	529.9	1061.2	492.5	1100.5	444.6	1204.9	6	560	1073	2795	62.142	1	code	585.7404
AH	1	SUCKS	885.3	1460.1	3096.0	177.2	150.1	392.3	586.081	586.041	586.16	0.119	6	1	6	1	3	3			836.9	1439.9	886.8	1462.3	894.5	1450.2	888.1	1439.1	853.8	1428.1	4	862	1437	3019	6.1613	1	sucks	586.0685
IY	1	SEE	450.2	2107.4	3048.5	104.3	102.2	577.9	587.48	587.457	587.527	0.07	12	0	0	0	3	0			454.4	2172.4	449.9	2095.6	449.4	1931.4	452.8	1767.1	457.3	1628.4	4	451	2147	2872	12.0003	1	see	587.4698
AA	1	FATHER	919.4	1617.3	3107.9	145.1	156.6	477.2	589.771	589.727	589.858	0.131	43	3	3	2	1	1			902.7	1597.2	921.1	1619.2	894.1	1619.8	821.0	1609.0	740.8	1597.0	4	928	1641	3133	43.33111	1	father	589.7878
IY	1	MEAN	599.2	2973.9	3923.3	289.8	226.6	965.4	590.89	590.847	590.977	0.13	11	4	4	2	2	0			563.6	2945.6	597.5	2975.6	560.3	2935.6	561.3	2974.6	559.1	3039.2	4	600	2982	3941	11.4422	1	mean	590.8953
OW	1	SO	557.3	1349.5	3120.6	156.2	174.3	1088.5	591.535	591.518	591.617	0.099	63	0	0	0	3	0			556.8	1319.3	559.7	1173.6	534.1	1146.3	502.8	1152.8	491.4	1210.2	5	581	1412	3264	62.0003	1	so	591.528
AA	1	PROBABLY	983.0	1798.3	2892.0	54.3	608.8	151.8	596.864	596.847	596.898	0.051	5	1	1	2	8	1			981.0	1814.1	983.5	1797.1	986.3	1799.7	989.0	1798.9	993.3	1802.9	4	974	1655	2880	5.11282	1	probably	596.8846
AH	1	TOUGH	891.7	1522.5	2767.8	151.5	167.1	127.3	598.808	598.761	598.901	0.14	6	3	2	1	3	0			799.5	1647.6	898.8	1516.0	935.3	1472.7	923.1	1449.4	880.8	1409.8	5	933	1461	2775	6.3213	1	tough	598.8414
AE	1	HAVE	759.7	2076.8	2833.1	151.2	124.1	2063.9	600.096	600.066	600.156	0.09	3	3	2	2	0	0			752.6	2091.6	760.1	2074.0	780.2	2008.4	813.6	1935.0	833.0	1884.2	5	760	2089	2670	3.322	1	have	600.0905
UW	1	SHOES	397.1	1356.1	2537.1	36.6	276.9	597.9	601.749	601.689	601.868	0.179	72	3	4	2	5	0			414.6	1537.9	395.8	1344.8	388.8	1397.3	392.2	1485.7	376.4	1596.6	5	429	1806	2326	72.0025	1	shoes	601.702
