vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
AE	1	MATTER	755.2	2146.7	3685.2	113.7	505.0	956.3	402.481	402.421	402.6	0.179	3	1	4	1	2	1			776.0	2087.0	750.7	2179.0	952.0	2509.2	728.6	2200.6	765.5	1693.0	3		752	1923	2946	3.14121	1	matter	402.4415
EH	1	SEX	759.8	1515.1	2894.2	59.7	556.1	606.5	402.991	402.941	403.091	0.15	2	1	6	1	3	3			724.9	1668.6	764.8	1520.4	784.7	1695.1	716.8	1699.2	644.3	1624.5	4		805	1741	3069	2.16133	1	sex	403.0124
OW	1	THOSE	518.6	718.7	1391.5	1352.4	366.4	277.1	404.22	404.207	404.436	0.229	62	3	4	2	3	0			670.9	1095.6	648.6	960.3	563.3	896.9	497.3	895.1	474.8	925.1	6		664	1044	2904	62.3423	1	those	404.2477
ER	1	SHIRTS	657.4	1602.3	3122.6	73.5	240.1	468.7	404.66	404.616	404.747	0.131	94	1	4	1	5	3			666.6	1671.1	657.1	1604.1	653.0	1688.2	619.4	1725.7	539.4	1742.1	4		642	1569	2038	94.60053	1	shirts	404.6783
UH	1	LOOK	696.0	1087.7	2706.7	35.8	240.6	581.6	405.416	405.386	405.477	0.091	7	1	6	1	7	0			693.0	1071.2	695.9	1093.3	687.4	1128.4	620.1	1165.8	522.3	1368.8	5		695	1060	2608	7.1617	1	look	405.4096
AY	1	LIKE	691.5	1410.3	3446.6	27.8	568.4	743.7	405.986	405.997	406.127	0.13	47	1	6	1	7	0			666.2	2061.3	657.0	2222.4	631.9	2374.0	587.9	2563.9	499.8	2649.5	4		673	1971	3212	47.1617	1	like	406.0124
AE	1	SACKS	721.6	2200.3	3407.5	32.2	347.8	491.9	406.447	406.397	406.547	0.15	3	1	6	1	3	3			689.7	2078.1	728.8	2208.0	789.8	2156.8	825.6	2214.3	815.6	2201.6	4		711	2215	3469	3.1613	1	sacks	406.4462
AE	1	CAN'T	722.1	2637.2	3626.5	134.1	300.7	1156.1	407.365	407.321	407.452	0.131	33	4	4	2	6	3			616.9	2687.7	733.2	2625.5	801.7	2530.2	818.6	2453.9	812.1	2425.2	3		723	2390	2742	3.44203	1	can't	407.3593
IY	1	EVEN	537.9	2689.9	3356.9	216.2	161.1	2153.2	407.545	407.512	407.612	0.1	11	3	2	2	0	1			556.4	2680.1	535.1	2690.1	529.8	2654.6	552.7	2540.9	559.4	2199.9	4		587	2672	2768	11.32201	1	even	407.5411
AY	1	TIE	901.1	1681.9	3168.8	73.6	686.4	961.5	408.065	407.981	408.201	0.22	41	0	0	0	3	0			881.1	1552.7	900.5	1653.9	836.6	1791.1	725.3	2079.0	698.7	2246.0	4		896	1571	2887	41.0003	1	tie	408.0483
AA	1	BOTTOM	846.0	1412.7	2930.1	33.0	318.6	396.1	409.065	409.022	409.151	0.129	5	1	4	1	1	1			816.8	1334.4	846.6	1416.0	849.5	1426.2	846.2	1465.3	835.2	1511.1	4		849	1430	2914	5.14111	1	bottom	409.0826
ER	1	GIRLFRIEND	640.3	1616.9	3252.8	127.7	291.2	1507.2	410.212	410.175	410.285	0.11	94	5	4	2	6	4			578.1	1668.2	646.4	1613.9	757.6	1555.9	827.6	1466.1	840.3	1404.6	4		686	1386	1855	94.60051	1	girlfriend	410.2254
AE	1	JAN	742.3	2299.9	2958.2	59.4	357.6	387.9	410.774	410.724	410.874	0.15	33	4	4	2	5	0			725.8	2337.0	742.4	2300.8	741.5	2321.8	757.8	2289.0	771.0	2266.5	5		743	2288	2963	3.4425	1	Jan	410.7771
AA	1	GOT	850.3	1689.6	3118.7	38.4	390.9	1342.2	411.088	411.015	411.234	0.219	5	1	4	1	6	0			762.6	1692.4	852.6	1673.5	857.2	1523.5	860.7	1539.0	893.2	1547.8	4		862	1601	2820	5.1416	1	got	411.1152
EH	1	DETENTION	731.6	1920.6	3094.4	28.6	230.2	548.7	412.069	412.039	412.129	0.09	2	4	4	2	3	4			686.9	1951.5	737.4	1914.4	760.9	1877.4	768.6	1862.2	767.3	1881.3	4		766	1857	3034	2.44234	1	(de)tention	412.089
AE	1	THAT	696.6	2342.0	3935.4	59.6	505.2	1353.8	413.357	413.297	413.477	0.18	3	1	4	1	3	0			678.8	2326.4	701.8	2345.7	782.3	2208.0	806.0	2237.3	719.2	2276.5	3		672	2051	3572	3.1413	1	that	413.3338
IY	1	SHE	515.6	2737.4	3691.5	125.2	194.4	964.4	413.643	413.616	413.696	0.08	12	0	0	0	5	0			513.3	2696.4	515.3	2743.5	509.3	2796.3	508.2	2774.7	516.7	2739.8	3		536	2734	2759	12.0005	1	she	413.6432
EY	1	STAY	688.7	2209.6	2964.8	80.4	255.1	397.3	414.157	414.106	414.376	0.27	22	0	0	0	3	0			688.4	2216.5	639.6	2485.1	534.1	2593.7	512.7	1904.9	501.7	2780.8	5		690	2208	2961	22.0003	1	stay	414.1599
IH	1	TILL	700.2	1994.4	3001.8	86.8	271.7	421.6	415.189	415.159	415.249	0.09	1	5	4	2	3	0			654.6	2014.5	703.7	1994.6	713.3	1979.9	713.7	1938.7	714.0	1910.3	5		714	1968	2967	1.5423	1	till	415.207
IH	1	SIX	697.4	2049.7	3124.7	42.3	223.8	364.9	415.551	415.518	415.618	0.1	1	1	6	1	3	3			665.6	1942.0	697.1	2061.0	688.9	2054.9	618.7	2020.3	512.8	2078.3	4		704	2088	3124	1.16133	1	six	415.5514
AA	1	SOCKS	893.3	1601.9	3386.1	67.6	338.7	911.0	416.932	416.869	417.059	0.19	5	1	6	1	3	3			842.5	1627.4	898.9	1587.9	954.4	1544.5	923.6	1602.0	835.6	1794.7	4		957	1530	2969	5.1613	1	socks	416.9621
OW	1	NO	702.4	1368.3	2687.1	95.4	505.9	802.9	417.461	417.452	417.572	0.12	63	0	0	0	4	0			702.6	1202.0	696.0	1107.8	652.0	981.8	581.6	913.8	562.4	836.5	5		716	1217	3374	62.0004	1	no	417.4861
AA	2	FLIPFLOPS	861.8	1480.8	2881.7	31.9	296.7	340.0	417.988	417.941	418.081	0.14	5	1	1	1	8	3			802.5	1385.1	863.1	1484.8	871.3	1494.3	870.3	1478.6	852.7	1472.2	5		874	1486	2856	5.1118	1	(flip)flops	418.022
AO	1	HALL	788.1	1120.8	2644.6	91.8	184.2	337.5	418.967	418.95	419.0	0.05	53	5	4	2	0	0			791.8	1119.3	788.1	1120.8	790.5	1135.4	793.4	1142.9	794.8	1140.1	6		877	1254	3054	53.542	1	hall	419.0021
AA	1	MONITOR	833.8	1299.1	1765.3	104.6	221.0	639.1	419.166	419.129	419.24	0.111	5	4	4	2	2	2			820.8	1299.1	836.8	1308.3	854.6	1405.9	844.7	1437.1	806.9	1344.5	6		885	1478	3427	5.44222	1	monitor	419.1807
AO	1	STALKS	739.5	1312.8	2698.6	31.4	274.8	429.6	419.706	419.649	419.819	0.17	53	1	6	1	3	3			725.7	1454.3	739.7	1298.5	752.3	1177.0	764.2	1152.5	760.8	1175.3	5		783	1191	2831	53.1613	1	stalks	419.7484
IY	1	SEE	519.2	2655.0	3024.7	122.4	282.8	842.7	422.371	422.304	422.504	0.2	12	0	0	0	3	0			520.7	2647.8	518.5	2663.3	516.1	2737.5	509.0	2433.4	468.5	2303.7	4		520	2611	3044	12.0003	1	see	422.3561
AW	1	OUT	939.8	1407.3	2846.5	57.8	606.8	771.0	423.697	423.656	423.807	0.151	42	1	4	1	0	0			915.8	1236.1	922.1	1568.2	898.3	1520.0	890.1	1340.4	855.1	1476.3	5		896	1478	2744	42.141	1	out	423.7285
AO	2	UNIFORM	630.0	890.8	2386.9	319.4	262.8	961.3	424.253	424.226	424.306	0.08	64	6	4	2	1	3			704.1	931.5	626.6	893.5	682.1	968.6	726.9	1021.3	800.1	1024.1	6		733	1038	2647	54.6001	1	(uni)form	424.2803
AE	1	LAST	705.4	1965.7	3318.3	34.1	545.4	649.2	424.509	424.466	424.596	0.13	33	3	4	1	7	3			729.7	2184.0	704.7	1977.0	714.0	1976.4	717.7	1890.2	711.7	1955.2	4		703	2037	3323	3.34173	1	last	424.5132
AA	1	JOHN	859.0	1666.0	3265.6	98.4	543.2	866.1	425.434	425.387	425.527	0.14	5	4	4	2	5	0			779.9	1703.5	863.2	1657.2	878.5	1586.4	877.2	1598.7	860.4	1605.7	4		882	1588	3067	5.4425	1	John	425.455
AA	1	GOT	777.5	1360.5	2719.6	70.3	718.4	669.5	425.687	425.647	425.767	0.12	5	1	4	1	6	0			729.6	1428.5	785.5	1357.8	848.3	1484.9	861.2	1607.0	840.0	1589.1	5		866	1741	2757	5.1416	1	got	425.7165
EH	1	SUSPENDED	690.1	1753.6	2818.6	67.8	707.1	268.2	426.069	426.036	426.136	0.1	2	4	4	2	1	4			624.3	1749.5	697.0	1768.8	718.4	1883.4	743.4	1937.8	765.3	2025.2	5		764	2169	3522	2.44213	1	(su)spended	426.1089
IY	1	HE	505.3	2716.9	3178.7	213.6	165.5	155.3	427.281	427.258	427.328	0.07	12	0	0	0	0	0			499.5	2726.6	505.1	2711.6	503.7	2633.7	498.1	2521.7	454.9	2395.1	5		451	2791	3251	12.	1	he	427.2835
EH	1	SAID	714.2	1564.4	2734.2	48.1	1424.5	1997.0	427.495	427.458	427.568	0.11	2	1	4	2	3	0			641.5	1527.8	715.1	1569.6	708.1	1653.0	695.9	1762.5	677.4	1625.0	5		713	1961	3263	2.1423	1	said	427.51
EH	1	DRESS	686.8	1643.1	2819.2	54.9	669.8	167.4	427.834	427.807	427.887	0.08	2	3	4	1	8	0			658.2	1721.4	688.2	1635.1	701.1	1561.9	710.2	1512.1	716.2	1394.7	5		703	1534	2864	2.3418	1	dress	427.849
OW	1	CODE	632.6	1103.9	2724.1	246.0	217.0	335.2	428.077	428.067	428.178	0.111	62	1	4	2	6	0			613.5	1018.6	620.5	966.1	571.5	946.4	543.6	1019.1	510.9	1003.2	5		603	946	2940	62.142	1	code	428.1105
AH	1	SUCKS	774.5	1482.6	3118.6	71.4	303.2	440.7	428.394	428.347	428.488	0.141	6	1	6	1	3	3			701.8	1536.7	783.1	1476.7	796.8	1458.1	679.4	1639.9	564.7	2041.7	4		817	1449	2878	6.1613	1	sucks	428.4072
OW	1	DON'T	749.7	1404.7	2775.7	79.6	164.5	474.4	429.346	429.332	429.392	0.06	62	4	4	2	3	0			738.1	1417.7	776.6	1365.2	788.1	1324.1	791.5	1293.8	790.3	1262.8	6		773	1295	3361	62.44233	1	don't	429.3681
IY	1	SEE	549.4	2320.2	3073.1	175.7	354.3	234.7	429.588	429.562	429.641	0.079	12	0	0	0	3	0			551.5	2319.4	548.8	2314.1	539.9	2235.2	532.2	1945.4	511.7	1470.2	5		548	2344	3078	12.0003	1	see	429.5882
AO	1	WRONG	764.1	1115.1	2446.5	119.6	264.3	1742.8	429.978	429.941	430.051	0.11	53	4	6	2	7	0			727.9	1060.4	766.6	1118.3	800.1	1127.6	827.7	1128.1	828.3	1125.6	5		837	1147	2997	53.46273	1	wrong	430.022
AE	1	THAT	658.9	2195.1	3501.8	41.1	810.5	904.1	430.405	430.351	430.512	0.161	3	1	4	1	3	0			634.7	2127.3	662.3	2179.6	718.4	2133.3	776.7	2125.3	815.7	1669.3	4		635	2078	3124	3.1413	1	that	430.3856
IY	1	EVEN	421.5	2655.9	3429.5	174.6	253.2	464.6	431.57	431.52	431.67	0.15	11	3	2	2	0	1			437.9	2612.3	431.6	2659.6	502.6	2732.5	506.7	2727.9	513.4	2557.0	4		508	2750	3490	11.32201	1	even	431.6017
AA	1	FATHER	872.6	1335.6	2923.1	61.7	400.7	364.4	433.069	432.999	433.209	0.21	43	3	3	2	1	1			801.7	1221.5	875.3	1361.2	892.4	1426.3	898.9	1469.4	780.1	1448.7	5		890	1422	3069	43.33111	1	father	433.1177
EH	1	SAYS	669.4	1678.4	3292.7	24.6	795.1	985.3	433.571	433.538	433.638	0.1	2	3	4	2	3	0			671.5	1698.8	668.7	1679.5	661.3	1654.8	654.1	1716.5	639.8	1837.7	4		666	1713	3402	2.3413	1	says	433.5802
AE	1	THAT	660.7	2218.1	3814.5	29.1	465.0	1041.1	433.801	433.758	433.888	0.13	3	1	4	1	3	0			647.5	2169.9	663.3	2214.8	716.1	2227.8	774.9	2393.8	774.3	2222.3	4		667	2203	3683	3.1413	1	that	433.8075
OW	1	KNOW	712.2	1604.5	2929.7	80.7	477.3	433.8	434.451	434.439	434.549	0.11	63	0	0	0	4	0			732.5	1437.4	729.0	1223.3	722.3	1103.7	708.7	995.3	671.4	941.6	5		729	1077	3505	62.0004	1	know	434.506
IY	1	MEAN	571.7	2722.3	3949.7	118.1	204.5	1430.8	434.858	434.818	434.938	0.12	11	4	4	2	2	0			578.8	2674.1	572.2	2721.4	574.0	2727.8	585.7	2725.8	616.4	2915.7	3		628	2621	3042	11.4422	1	mean	434.8696
OW	1	SO	595.7	1270.2	3206.9	105.7	313.1	382.5	435.716	435.7	435.801	0.101	63	0	0	0	3	0			601.9	1213.2	610.9	1065.7	606.5	1063.4	604.6	1047.1	583.5	1184.9	5		685	1083	3264	62.0003	1	so	435.7317
IH	1	SICK	585.1	1847.3	2996.0	97.3	361.1	322.2	435.947	435.93	435.98	0.05	1	1	6	1	3	0			585.1	1832.0	585.1	1847.3	566.1	1885.2	529.3	1881.3	549.8	1832.0	5		561	1685	3080	1.1613	1	sick	435.9422
AE	1	THAT	678.7	2538.6		73.9	1159.7		436.207	436.18	436.26	0.08	3	1	4	1	3	0			662.4	2402.6	681.1	2558.1	701.8	2771.3	693.2	2636.7	701.1	2510.9	3		654	1775	3244	3.1413	1	that	436.1974
AA	1	COT	941.9	1529.9	2769.4	110.8	209.5	205.1	449.616	449.573	449.702	0.129	5	1	4	1	6	0			939.1	1544.1	943.5	1528.0	966.6	1520.9	958.0	1576.5	914.5	1643.1	5		973	1523	2777	5.141	1	cot	449.6368
AO	1	CAUGHT	772.4	1022.0	2760.1	122.1	102.7	457.9	450.029	449.982	450.122	0.14	53	1	4	1	6	0			731.3	1002.9	774.1	1019.0	823.3	1050.7	809.2	1055.9	813.5	1156.3	6		841	1078	2942	53.141	1	caught	450.0642
EY	1	SAME	649.0	2641.0	3401.4	169.0	245.9	668.2	453.39	453.325	453.455	0.13	21	4	1	2	3	0			580.2	2503.3	641.6	2551.3	648.5	2669.3	649.8	2701.4	645.9	2672.8	3		687	2382	2916	21.4123	1	same	453.3841
AA	1	DON	811.2	1007.8	2959.1	190.3	306.6	1313.0	456.324	456.261	456.451	0.19	5	4	4	2	3	0			765.1	1186.1	808.2	996.7	770.1	1044.2	775.2	1091.1	847.2	1202.8	5		800	985	2775	5.4423	1	don	456.333
AO	1	DAWN	825.7	1322.8	3120.4	74.9	668.2	451.2	456.66	456.6	456.78	0.18	53	4	4	2	3	0			779.8	1248.8	829.9	1354.4	853.5	1254.0	871.1	1004.2	845.3	1236.6	5		866	1119	3443	53.4423	1	dawn	456.703
EY	1	SAME	630.4	2291.0	3006.0	86.2	246.1	401.6	458.985	458.951	459.081	0.13	21	4	1	2	3	0			624.7	2225.4	622.8	2351.1	596.0	2464.0	627.8	2501.7	655.5	2536.8	5		597	2394	3013	21.4123	1	same	458.9877
AA	1	FATHER	863.9	1295.5	2819.3	96.7	314.3	690.7	461.083	461.023	461.204	0.181	43	3	3	2	1	1			763.6	1132.8	869.1	1309.8	872.6	1354.8	878.5	1411.6	778.4	1437.2	5		931	1480	3482	43.33111	1	father	461.1233
AH	1	BROTHER	687.8	1787.7	3044.0	45.8	636.4	1648.6	461.483	461.423	461.603	0.18	6	3	3	2	8	1			651.3	1462.1	691.2	1771.5	740.9	1547.0	735.0	1490.9	649.9	1804.3	4		763	1455	2861	6.33181	1	brother	461.5252
AA	1	BOTHER	887.9	1451.0	2800.6	115.6	267.7	1016.7	462.02	461.963	462.133	0.17	5	3	3	2	1	1			872.8	1429.0	889.4	1452.9	899.7	1512.4	866.5	1540.7	753.8	1552.9	5		921	1529	3791	5.33111	1	bother	462.0323
IH	1	NEARER	469.8	2433.1	3298.7	60.3	216.6	266.4	467.758	467.715	467.844	0.129	14	6	4	2	4	1			471.9	2435.1	470.5	2428.4	482.7	2358.8	494.9	2185.4	499.6	1992.7	5		459	2422	3357	14.60041	1	nearer	467.7484
IH	1	MIRROR	489.6	2294.2	3052.0	102.9	129.5	923.5	468.194	468.164	468.254	0.09	14	6	4	2	2	1			474.6	2330.6	493.6	2287.6	519.6	2223.8	539.8	2162.2	570.8	2110.7	4		471	2314	2857	1.60021	1	mirror	468.1831
UW	1	FOOL	469.2	696.3	2031.4	77.2	296.6	456.0	470.189	470.142	470.283	0.141	72	5	4	2	1	0			478.7	701.8	470.4	696.0	472.7	691.7	475.0	719.4	477.9	757.7	6		502	739	2479	72.5421	1	fool	470.1871
AA	1	FARM	953.9	1329.8	2204.7	178.9	542.3	477.7	493.705	493.651	493.812	0.161	44	6	4	2	1	3			867.0	1267.9	955.8	1347.8	902.0	1442.0	844.7	1533.5	851.3	1645.8	6		945	1362	2574	44.6001	1	farm	493.7214
OW	1	HOME	630.3	780.6	2346.3	996.2	24.2	989.6	494.062	494.031	494.261	0.23	62	4	1	2	0	0			729.0	867.5	772.7	856.5	730.8	896.4	760.0	1184.0	753.3	1219.4	6		759	789	2102	62.412	1	home	494.1097
AH	1	DUSK	725.4	1740.8	3062.1	42.8	414.9	619.3	494.581	494.544	494.654	0.11	6	3	4	1	3	3			691.7	1856.0	726.3	1736.1	739.7	1718.6	753.2	1761.7	771.2	1899.2	4		735	1706	3057	6.34133	1	dusk	494.5921
EH	1	SEX	813.8	1749.4	3276.6	68.1	437.5	1244.0	495.083	495.043	495.163	0.12	2	1	6	1	3	3			754.4	1708.8	821.4	1751.8	843.6	1782.4	784.7	1821.9	707.5	1981.8	4		854	1796	3429	2.16133	1	sex	495.0993
AY	1	SIGHT	744.4	1770.5	3665.0	38.3	453.8	922.7	495.587	495.544	495.713	0.169	47	1	4	1	3	0			742.7	1688.9	723.5	2135.8	565.4	2397.2	547.4	2536.3	462.4	2613.1	4		743	1718	3659	47.1413	1	sight	495.5818
AY	1	TIED	888.3	1261.6	2851.1	100.1	832.1	923.4	496.079	495.993	496.274	0.281	41	1	4	2	3	0			862.8	1439.6	883.0	1359.5	807.0	1978.2	690.2	2377.8	583.2	2456.4	4		891	2041	2875	41.0023	1	tied	496.0794
AA	1	SOCKS	893.1	1340.6	2377.6	73.8	579.5	1515.0	496.487	496.433	496.594	0.161	5	1	6	1	3	3			790.3	1473.2	897.5	1345.3	917.5	1416.4	917.2	1414.2	849.2	1342.1	5		922	1472	2926	5.1613	1	socks	496.51
AE	1	BAG	722.5	2388.5	4279.9	20.4	418.4	1050.0	496.921	496.854	497.054	0.2	3	1	6	2	1	0			731.7	2280.0	721.9	2405.6	709.4	2410.0	699.7	2375.3	677.0	2336.7	3		721	2200	3519	3.1621	1	bag	496.9192
OW	1	NO	732.7	1259.1	3565.6	120.0	343.6	419.5	497.831	497.824	498.034	0.21	63	0	0	0	4	0			732.3	1194.5	736.6	1145.4	716.9	1049.1	721.0	1441.3	723.8	2578.7	4		697	1122	2296	62.0004	1	no	497.8696
AY	1	HIGHSCHOOL	936.8	1718.3	3234.7	140.5	364.4	1216.3	498.539	498.552	498.643	0.091	47	3	4	1	0	4			927.3	2023.6	885.7	1854.4	821.1	1911.8	783.3	2000.8	744.1	2075.9	4		925	1846	3401	47.34201	1	highschool	498.5595
AY	1	RIDING	858.5	1596.3	3018.8	91.0	362.7	1006.7	499.113	499.053	499.232	0.179	41	1	4	2	7	1			808.9	1470.1	857.9	1611.0	804.2	1821.6	722.4	2211.9	700.8	2322.9	4		861	1618	3032	41.1427	1	riding	499.1177
OW	1	BOAT	693.2	1182.0	3537.1	94.9	145.0	500.2	499.571	499.553	499.752	0.199	62	1	4	1	1	0			711.1	1189.8	670.9	1084.6	563.8	951.6	642.5	1557.1	604.5	2539.7	4		713	1193	3245	62.1411	1	boat	499.5897
AE	1	SACKS	717.7	2302.0		39.8	442.2		500.113	500.043	500.252	0.209	3	1	6	1	3	3			689.7	2216.3	717.5	2282.4	728.6	2356.4	753.0	2318.4	742.6	2299.8	3		730	2379	4809	3.1613	1	sacks	500.1488
AY	1	SLIDER	893.7	1530.5	3570.7	82.3	510.2	1131.4	501.028	500.97	501.15	0.18	41	1	4	2	8	1			845.5	1431.2	891.2	1539.5	789.7	1885.0	727.2	2329.4	625.4	2419.8	4		896	1518	3580	41.14281	1	slider	501.0259
EH	2	SEDIMENTARY	695.1	1950.3	3241.3	63.9	899.0	164.0	502.326	502.303	502.372	0.069	2	1	4	2	3	2			644.5	1919.9	698.9	1953.2	712.6	1975.4	712.9	1956.0	702.0	1846.9	5		710	1961	3205	2.14232	1	sedimentary	502.3505
IH	1	SIX	726.9	1340.2	2940.8	155.3	1560.3	1292.9	503.346	503.322	503.393	0.071	1	1	6	1	3	3			687.7	1232.0	733.3	1376.0	738.8	1214.5	744.1	1461.1	753.4	1566.7	5		757	1736	3010	1.16133	1	six	503.3816
AY	1	MINOR	872.5	1683.8	3157.2	95.1	394.3	379.8	504.074	504.053	504.183	0.13	41	4	4	2	2	1			872.2	1708.7	850.2	1787.2	802.2	1538.5	764.0	1965.5	743.8	2538.7	5		875	1675	3158	41.44221	1	minor	504.0738
AY	1	TIGER	787.1	1597.3	3061.6	161.0	437.2	249.2	505.02	505.018	505.148	0.13	41	1	6	2	3	1			753.2	1578.2	741.9	1679.9	733.0	1731.2	668.7	2284.0	559.0	2374.1	5		739	1708	3021	41.25231	1	tiger	505.0603
AA	1	MA	912.2	1497.1	3254.1	76.2	261.4	215.2	506.024	505.958	506.157	0.199	43	0	0	0	2	0			907.7	1456.3	911.5	1493.0	904.4	1514.1	917.7	1521.5	905.5	1421.0	5		914	1511	3235	43.0002	1	ma	506.0212
AA	1	PA	869.4	1396.3	2990.7	83.0	301.0	292.0	506.374	506.287	506.547	0.26	43	0	0	0	1	0			858.3	1307.2	873.4	1394.0	891.4	1375.2	882.3	1357.2	881.5	1355.8	5		887	1363	2992	43.0001	1	pa	506.3912
ER	1	BURN	735.9	1752.2	3131.7	137.3	291.2	1212.2	507.489	507.409	507.649	0.24	94	4	4	2	1	0			745.0	1736.7	733.1	1750.6	726.7	1791.7	731.6	1785.4	734.2	1801.5	4		726	1736	2147	94.6001	1	burn	507.534
AY	1	WRITING	703.5	1628.7	3115.7	42.4	435.4	1278.5	508.361	508.348	508.499	0.151	47	1	4	1	7	1			701.3	1642.0	695.7	1894.2	687.5	2020.0	669.7	2364.2	579.1	2489.1	4		699	1904	2984	47.1417	1	writing	508.3952
AY	1	TIDE	911.1	1631.7	2786.3	59.5	387.8	530.8	510.469	510.377	510.616	0.239	41	1	4	2	3	0			877.1	1615.6	910.1	1619.1	892.2	1782.8	726.9	1895.8	671.4	2431.0	5		905	1599	2828	41.1423	1	tide	510.4574
OW	1	GO	679.4	1113.5	2858.2	70.2	244.4	574.3	510.803	510.756	511.086	0.33	63	0	0	0	6	0			699.1	1135.0	691.8	1118.2	592.2	994.5	527.1	888.3	523.2	797.1	5		706	1190	2962	62.0006	1	go	510.8434
AO	1	STALKS	795.4	1073.6	2394.0	59.5	199.8	416.6	514.6	514.553	514.693	0.14	53	1	6	1	3	3			792.2	1078.9	796.0	1074.3	801.5	1094.3	794.5	1057.1	600.1	885.7	6		792	1078	2326	53.1613	1	stalks	514.5801
AA	1	BARN	768.0	1107.8	2085.2	52.4	226.8	747.6	515.055	515.012	515.142	0.13	44	6	4	2	1	3			772.6	1174.9	767.4	1104.6	766.5	1069.8	770.5	1064.9	793.9	1087.2	6		897	1339	3390	44.6001	1	barn	515.0882
AO	1	HORSE	533.8	784.7	2346.4	116.9	64.9	498.5	516.066	516.012	516.173	0.161	64	6	4	2	0	3			496.0	753.5	542.2	793.0	642.2	940.0	698.0	1071.8	695.9	1096.8	6		533	771	2406	54.6	1	horse	516.0651
IH	2	INVENTORY	828.0	1814.6	2897.7	354.1	948.0	536.3	518.354	518.331	518.401	0.07	1	4	4	2	0	5			983.3	1845.6	810.6	1800.7	741.4	1959.4	747.0	2104.6	696.1	1991.3	5		750	2113	3135	1.44205	1	inventory	518.3784
AO	1	INVENTORY	599.5	1301.6	2409.2	104.0	322.5	433.1	518.664	518.64	518.711	0.071	64	6	4	2	3	1			589.7	1375.9	600.5	1306.1	614.1	1343.9	627.3	1349.1	640.9	1363.8	5		650	1370	2361	54.60031	1	(inven)tory	518.7038
AY	1	SIDE	915.5	1651.2	3193.6	80.8	285.9	790.4	519.425	519.341	519.56	0.219	41	1	4	2	3	0			828.1	1608.2	913.0	1642.9	885.0	1712.6	767.8	1942.9	670.4	2271.4	4		923	1648	3055	41.1423	1	side	519.4223
ER	1	FIRM	738.3	1468.7	2157.7	57.5	122.6	280.5	519.787	519.73	519.901	0.171	94	4	1	2	1	0			733.9	1472.9	737.9	1465.7	735.2	1458.8	732.0	1458.1	727.1	1461.3	5		737	1460	2148	94.6001	1	firm	519.7955
AH	1	SUCKS	745.9	1350.2	2564.6	71.5	303.6	1426.7	520.194	520.151	520.281	0.13	6	1	6	1	3	3			725.2	1408.4	748.3	1346.1	749.4	1329.2	714.8	1323.9	665.2	1397.3	5		753	1355	2642	6.1613	1	sucks	520.2006
AY	1	SPIDER	746.4	1627.2	2963.0	73.7	691.9	445.5	521.495	521.445	521.614	0.169	41	1	4	2	1	1			702.3	1366.8	733.8	1785.9	715.5	1764.3	664.0	1979.2	581.8	2123.2	4		733	1384	2722	41.14211	1	spider	521.4901
EH	1	DESK	701.8	1785.3	3104.7	26.1	286.3	593.3	522.268	522.224	522.355	0.131	2	3	4	1	3	3			693.1	1799.1	702.5	1784.3	708.3	1771.0	705.8	1781.6	714.9	1728.3	4		705	1794	3187	2.34133	1	desk	522.2756
EH	1	RUDIMENTARY	780.5	1882.9	3752.9	71.0	280.2	582.0	524.462	524.442	524.501	0.059	2	4	4	2	2	5			774.7	1844.5	780.2	1883.6	775.5	1895.4	764.6	1928.6	745.8	1973.6	4		781	1889	3696	2.44225	1	(rudi)mentary	524.4646
AY	1	MINOR	872.3	1667.3	4478.0	194.3	288.9	1004.2	525.477	525.461	525.582	0.121	41	4	4	2	2	1		s	867.0	1702.8	814.7	1787.7	783.6	1955.5	750.4	2258.3	716.6	2542.1	3		844	1707	3872	41.44221	1	minor	525.4925
EH	1	MARY	651.4	2182.1	2796.9	111.8	305.3	298.0	526.286	526.246	526.366	0.12	2	6	4	2	2	1			670.3	2255.9	647.7	2166.3	595.7	2043.0	595.4	1978.9	600.0	1866.5	5		668	2267	2895	24.60021	1	Mary	526.2708
