vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
EH	1	BED	860.6	1821.1	2557.9	145.9	209.8	2059.1	904.404	904.354	904.503	0.149	2	1	4	2	1	0			783.4	1787.5	864.5	1822.6	893.4	1865.1	898.6	1908.1	791.2	1884.3	5	883	1866	2754	2.1421	1	bed	904.4217
AH	1	COMFORTABLE	949.2	1246.5	2670.6	185.7	147.3	1427.4	905.353	905.333	905.394	0.061	6	4	1	2	6	5			954.6	1249.9	947.8	1246.2	942.2	1238.6	929.8	1233.5	924.3	1232.7	6	929	1226	2911	6.41205	1	comfortable	905.3825
AY	1	RIGHT	824.2	1571.4	2124.0	176.0	274.3	281.7	906.047	906.034	906.174	0.14	47	1	4	1	7	0			819.7	1723.5	805.4	1962.9	740.6	2146.5	668.8	2375.4	578.4	2454.9	5	824	1802	2393	47.1417	1	right	906.0688
AE	1	ASKING	565.9	2429.5	2779.0	252.0	212.7	152.0	908.675	908.638	908.748	0.11	33	3	4	1	0	4			520.1	2359.9	567.2	2432.3	569.8	2470.4	546.1	2459.5	507.7	2369.2	5	571	2482	2816	3.342	1	asking	908.6999
EH	1	GETTING	570.7	2225.7	2717.7	102.9	179.8	396.6	922.661	922.627	922.728	0.101	2	1	4	1	6	1			510.5	2220.7	574.6	2219.0	602.1	2156.1	582.4	2142.4	553.9	2109.5	5	597	2147	2772	2.1415	1	getting	922.6833
AO	1	CAUGHT	825.7	1099.0	2068.7	229.2	232.1	1921.0	923.26	923.187	923.407	0.22	53	1	4	1	6	0			829.5	1100.4	815.2	1094.1	858.2	1101.0	936.6	1207.0	852.0	1140.3	6	832	1106	2957	53.141	1	caught	923.2667
UW	1	DOING	392.7	1712.5	2520.5	110.5	293.0	311.5	924.138	924.131	924.281	0.15	73	0	0	0	3	1			400.4	1455.8	412.3	1172.8	448.7	967.8	498.0	899.6	523.7	873.4	5	411	1180	2549	73.4423	1	doing	924.1803
AW	1	FOUND	1082.9	1566.4	2847.9	390.8	396.5	808.6	929.314	929.29	929.41	0.12	42	4	4	2	1	3			1052.6	1565.5	1074.9	1506.4	1077.7	1477.4	1095.2	1499.0	1019.3	1454.0	5	1066	1480	3189	42.44213	1	found	929.3482
AW	1	OUT	871.7	1758.0	2458.8	248.2	211.2	1697.0	929.561	929.52	929.729	0.209	42	1	4	1	0	0			874.0	1750.1	811.3	1299.8	843.9	1300.0	653.6	1114.9	518.8	1153.1	6	941	1625	2752	42.141	1	out	929.5927
IY	1	ME	402.2	2503.1	3010.2	278.6	256.0	579.2	930.039	929.989	930.14	0.151	12	0	0	0	2	0			442.8	2501.5	400.1	2509.9	389.1	2513.4	390.9	2407.3	401.1	1924.4	4	395	2524	2906	12.0002	1	me	930.0559
IY	0	BE	384.8	2533.3	2814.2	239.8	236.2	642.6	930.426	930.369	930.539	0.17	12	0	0	0	1	0									449.4	2572.5	1631.3	2977.8	4	384	2524	2892	12.0001	1	be	930.4265
AW	1	MOUTH	940.7	1569.9	2551.8	184.7	289.7	461.7	931.17	931.15	931.38	0.23	42	3	3	1	2	0			997.4	1609.3	978.2	1407.2	971.9	1201.4	944.7	1069.6	825.2	977.7	6	984	1630	2634	42.3312	1	mouth	931.1986
EY	1	SAYING	598.2	2313.4	2761.4	182.4	157.3	231.3	933.915	933.88	933.96	0.08	21	0	0	0	3	1			573.2	2144.0	593.2	2261.2	594.8	2343.8	572.4	2456.8	547.0	2546.8	4	619	2395	2777	21.4423	1	saying	933.9284
OW	1	GOING	570.5	1017.1	1875.3	80.7	71.9	1187.9	934.547	934.54	934.65	0.11	62	0	0	0	6	1			567.4	956.2	553.7	877.0	552.7	864.6	550.0	857.4	603.4	894.7	6	595	888	2805	62.4426	1	going	934.5761
AW	1	OUT	865.2	1705.1	2605.4	217.5	191.4	286.3	934.756	934.73	934.871	0.141	42	1	4	1	0	0			869.4	1692.5	885.8	1524.7	872.7	1333.2	790.0	1145.2	806.5	947.7	5	879	1499	2837	42.141	1	out	934.782
AW	1	MOUTH	955.3	1317.0	2787.5	244.4	546.8	450.5	936.426	936.401	936.571	0.17	42	3	3	1	2	0			956.1	1364.2	937.5	1296.6	875.8	1191.1	802.2	1090.1	549.8	1043.6	5	967	1389	2816	42.3312	1	mouth	936.4308
AY	1	RIGHT	697.3	1427.5	1970.0	90.7	141.6	1371.9	937.238	937.231	937.351	0.12	47	1	4	1	7	0			663.4	1676.1	572.0	1951.0	480.3	2247.7	451.3	1893.1	450.4	1824.7	6	716	1429	2193	47.1417	1	right	937.2372
EH	1	THERE	534.3	2284.1	2579.7	275.0	146.3	328.5	937.576	937.539	937.65	0.111	24	6	4	2	3	0			2333.3	3269.0			901.9	2249.0	628.7	2059.4	701.5	1845.3	4	496	2282	2664	24.6003	1	there	937.546
IY	1	SEE	425.6	2527.5	2847.7	131.5	391.7	119.5	938.369	938.319	938.469	0.15	12	0	0	0	3	0			352.6	2648.9							872.2	2654.8	4	423	2377	2856	12.0003	1	see	938.3911
EH	1	TOGETHER	850.5	1843.3	2654.0	120.2	213.1	423.4	938.989	938.939	939.089	0.15	2	3	3	2	6	1			719.5	2047.0	861.0	1825.6	893.8	1651.6	841.3	1560.1	707.4	1430.5	4	904	1716	2711	2.33161	1	(to)gether	939.0045
IH	1	DIFFERENCE	479.7	2126.8	2892.6	139.8	154.5	171.1	941.854	941.828	941.907	0.079	1	3	2	1	3	2			505.0	2129.9	483.9	2125.0	524.4	2100.4	565.7	2041.2	593.3	1924.6	4	557	2064	2635	1.32132	1	difference	941.8758
EH	1	BET	869.7	1977.3	2574.9	125.3	425.0	672.0	954.602	954.539	954.728	0.189	2	1	4	1	1	0			841.1	1938.8	870.0	1975.3	939.5	1983.5	973.1	1956.2	994.5	1806.1	5	906	2021	3459	2.1411	1	bet	954.6195
IY	1	MEAN	462.1	2457.5	2962.3	152.8	111.3	358.9	956.813	956.78	956.879	0.099	11	4	4	2	2	0			464.1	2424.2	461.9	2461.2	464.0	2467.8	478.2	2436.9	504.8	2338.0	4	466	2473	2975	11.4422	1	mean	956.8286
EY	1	TAKING	471.8	2452.4	2742.6	136.4	364.8	789.1	957.293	957.279	957.359	0.08	21	1	6	1	3	1			471.6	2464.6	465.9	2485.6	454.7	2559.9	434.9	2588.6	427.7	2509.5	4	466	2476	2997	21.1613	1	taking	957.3064
EH	1	BETS	830.0	1751.6	2628.4	109.4	233.3	438.7	958.617	958.567	958.717	0.15	2	1	4	1	1	3			718.4	1688.3	835.9	1760.4	852.5	1766.6	843.7	1673.3	778.7	1887.4	5	871	1818	3361	2.1411	1	bets	958.6447
EH	1	WHATEVER	874.9	1731.2	2424.3	181.5	826.6	481.2	960.089	960.052	960.162	0.11	2	3	2	2	3	1			819.0	1716.8	878.8	1735.3	929.3	1834.5	936.7	1779.7	873.9	1626.7	5	909	2075	2659	2.32201	1	(what)ever	960.0919
AO	1	HORSES	520.1	807.5	2021.4	171.1	328.4	445.7	960.465	960.422	960.551	0.129	64	6	4	2	0	4			532.1	869.3	518.7	810.9	528.2	850.4	549.3	929.0	581.0	1017.9	6	576	954	2162	54.6	1	horses	960.5123
IY	1	ILLEGAL	427.6	2164.4	4037.0	276.4	267.5	1007.0	962.222	962.199	962.269	0.07	11	1	6	2	7	1			424.4	1958.3	428.2	2189.0	437.7	2400.1	440.8	2518.6	428.7	2540.5	3	460	2231	2619	11.16271	1	(il)legal	962.2581
AE	1	GAMBLING	520.6	2574.3	2917.6	177.1	164.5	301.3	963.747	963.714	963.814	0.1	33	4	1	2	6	5			443.1	2518.7	529.5	2576.8	532.9	2591.2	518.7	2576.5	503.6	2530.4	4	610	2592	2976	3.41263	1	gambling	963.7611
EH	1	BETTING	846.2	1800.7	2640.5	101.7	227.6	356.5	965.623	965.583	965.703	0.12	2	1	4	1	1	1			797.1	1761.8	847.4	1807.4	828.5	1854.4	803.5	1947.8	686.1	1990.5	5	837	1841	2610	2.1411	1	betting	965.6356
IY	1	ILLEGAL	422.2	2319.2	2757.9	187.2	143.3	71.4	966.342	966.312	966.402	0.09	11	1	6	2	7	1			430.2	2225.3	401.2	2344.1	382.3	2474.7	379.7	2578.6	377.7	2592.8	5	391	2507	2748	11.16271	1	(il)legal	966.375
UH	1	BOOK	548.9	963.1	2856.0	161.4	33.6	267.5	969.225	969.195	969.285	0.09	7	1	6	1	1	0			552.5	931.7	547.6	967.1	544.2	1241.2	535.4	1534.9	505.7	1594.9	5	551	925	2874	7.1611	1	book	969.2104
EY	1	TAKE	566.0	2323.3	2936.9	267.7	142.2	702.1	969.632	969.605	969.685	0.08	21	1	6	1	3	0			546.4	2293.3	565.7	2326.1	532.8	2367.6	480.8	2422.8	463.8	2469.8	4	587	2342	2960	21.1613	1	take	969.6367
AW	1	DOWN	769.7	2020.4	2804.6	209.7	134.5	285.4	969.952	969.915	970.085	0.17	42	4	4	2	3	0			704.1	2069.9	819.1	1811.7	857.9	1278.4	679.5	1048.5	857.4	2549.4	4	787	2037	2801	42.4423	1	down	969.9584
EH	1	BETTING	762.5	1837.2	2767.7	130.9	246.0	170.2	970.409	970.365	970.496	0.131	2	1	4	1	1	1			709.4	1750.4	765.5	1846.0	769.8	1878.1	738.2	1892.3	658.6	1909.5	4	770	1873	2887	2.1411	1	betting	970.4259
AE	1	MAT	593.2	2688.9	3063.3	155.4	258.0	243.5	978.425	978.342	978.591	0.249	3	1	4	1	2	0			582.2	2695.0	598.3	2688.7	632.3	2594.4	724.0	2494.1	787.8	2440.9	4	589	2684	3038	3.1412	1	mat	978.405
AE	1	MAT	631.3	2813.0		426.2	137.7		979.561	979.491	979.701	0.21	3	1	4	1	2	0			626.3	2770.8	636.0	2815.3	653.1	2805.0	675.9	2740.6	711.9	2727.4	3	641	2586	2910	3.1412	1	mat	979.5332
AO	1	SUPPORT	485.9	719.8	2415.5	103.3	50.2	583.6	982.49	982.44	982.589	0.149	64	6	4	2	1	3			450.1	717.8	490.2	720.9	513.4	798.9	558.5	892.2	596.5	993.7	6	517	710	2652	64.6001	1	(sup)port	982.486
AH	1	RUG	828.2	1164.0	2461.4	233.3	173.4	125.3	983.243	983.2	983.33	0.13	6	1	6	2	7	0			804.5	1153.5	827.4	1167.1	805.7	1206.2	693.7	1182.1	503.6	1265.1	6	796	1140	2392	6.1627	1	rug	983.2281
AE	1	MAT	595.6	2594.9	3146.7	162.4	117.8	247.5	984.272	984.225	984.365	0.14	3	1	4	1	2	0			574.4	2581.8	597.2	2595.8	625.9	2573.1	683.9	2527.4	706.6	2434.6	4	594	2593	3150	3.1412	1	mat	984.2704
AW	1	DOWN	814.5	1937.0	2602.0	106.0	109.3	201.6	984.697	984.655	984.825	0.17	42	4	4	2	3	0			770.4	1995.5	889.9	1756.3	932.9	1444.3	968.4	1315.9	877.1	1988.8	5	932	1402	2818	42.4423	1	down	984.7439
ER	1	FIRST	561.7	1157.1	1460.6	130.0	114.6	212.0	985.079	984.996	985.246	0.25	94	3	4	1	1	3			580.6	1125.6	564.1	1159.6	587.2	1222.5	535.6	1216.1	534.2	1362.5	6	689	1333	1572	94.60013	1	first	985.13
AH	1	RUG	791.3	1289.9	2580.8	195.0	118.2	142.8	988.979	988.933	989.072	0.139	6	1	6	2	7	0			814.2	1245.0	781.7	1298.5	674.3	1356.7	520.5	1407.3	443.4	1301.6	5	795	1290	2590	6.1627	1	rug	988.9793
AA	1	PROBABLY	779.7	1529.9	2286.1	103.2	233.3	147.5	989.862	989.832	989.922	0.09	5	1	1	2	8	1			792.3	1554.8	777.3	1526.6	730.3	1462.9	652.9	1388.3	536.3	1333.0	5	796	1565	2281	5.11282	1	probably	989.8457
IY	0	BE	482.7	2546.2	3104.2	244.6	252.5	244.0	990.253	990.173	990.412	0.239	12	0	0	0	1	0			431.7	2297.6	476.6	2559.0	460.2	2507.8	453.4	1972.3	413.7	1753.3	5	456	2578	3133	12.0001	1	be	990.2618
AH	1	PLUSH	773.0	1095.1	2931.9	105.0	139.9	139.0	990.72	990.674	990.813	0.139	6	3	5	1	8	0			768.7	1069.2	772.8	1098.6	786.3	1151.2	772.9	1232.4	741.8	1400.7	5	773	1103	2915	6.3518	1	plush	990.7268
AY	1	HIGH	1054.5	1600.9	2581.6	325.7	248.4	483.7	991.552	991.553	991.693	0.14	41	0	0	0	0	0			958.3	1610.1	891.1	1687.1	786.0	1839.7	672.9	2064.2	573.7	2235.2	5	953	1622	2269	41.	1	high	991.5846
EY	1	GRADE	494.4	2315.1	2532.2	125.1	187.8	380.1	991.965	991.953	992.084	0.131	21	1	4	2	8	0			462.2	2460.7	437.3	2508.7	438.0	2609.4	440.8	2667.4	428.3	2599.7	4	488	2309	2500	21.1428	1	grade	991.9664
IH	1	PICK	517.2	2159.1	2505.7	99.2	561.7	148.3	993.328	993.265	993.455	0.19	1	1	6	1	1	0			576.5	2183.8	506.2	2073.3	410.3	1751.8	417.0	2006.5	463.8	1927.1	5	591	2175	2611	1.1611	1	pick	993.2935
AE	1	MAT	573.4	2657.4	3028.8	157.2	124.1	119.9	993.745	993.685	993.864	0.179	3	1	4	1	2	0			562.4	2648.0	574.6	2656.6	594.4	2620.3	618.6	2583.6	601.3	2487.7	4	577	2659	3023	3.1412	1	mat	993.7439
AO	1	SUPPORT	512.6	838.4	2233.7	131.0	159.0	264.5	994.984	994.944	995.065	0.121	64	6	4	2	1	3			487.7	1041.9	507.0	842.4	535.0	882.9	557.6	972.4	584.6	1038.7	6	555	983	2022	64.6001	1	(sup)port	995.0222
IY	1	PEOPLE	531.3	2531.4	2834.8	298.7	298.3	385.0	996.209	996.179	996.269	0.09	11	1	1	1	1	1			528.7	2523.2	530.4	2534.5	517.4	2512.0	508.6	2328.8	479.8	2055.8	4	528	2484	2767	11.11111	1	people	996.212
EH	1	EDDIE	958.7	1933.2	2450.9	67.6	170.2	558.7	1000.732	1000.685	1000.826	0.141	2	1	4	2	0	1			948.7	1899.5	957.3	1927.2	878.6	1924.3	805.0	2043.3	681.9	2094.3	5	964	1954	2338	2.14201	1	Eddie	1000.7391
AA	1	GOT	797.1	1965.7	2617.8	120.2	98.3	214.7	1001.706	1001.672	1001.773	0.101	5	1	4	1	6	0			717.9	2025.9	800.9	1963.2	830.7	1925.6	828.2	1878.5	781.7	1813.7	5	833	1920	2627	5.1416	1	got	1001.7256
AY	1	RIGHT	636.4	1556.6	2822.4	287.0	253.0	1686.5	1002.86	1002.852	1002.922	0.07	47	1	4	1	7	0			609.8	1771.3	597.3	1881.3	584.4	1956.6	572.1	2025.1	557.0	2080.8	4	590	1710	2116	47.1417	1	right	1002.8726
OW	1	OVER	615.8	1529.7	2619.8	151.8	361.2	305.5	1002.976	1002.963	1003.052	0.089	62	3	2	2	0	1			609.7	1585.8	623.0	1418.0	637.4	1240.8	684.1	1022.1	751.0	1635.3	4	581	1122	2566	62.32201	1	over	1003.0141
AO	1	TALK	915.4	1222.6	2876.4	134.4	144.9	342.8	1014.557	1014.517	1014.637	0.12	53	1	6	1	3	0			919.3	1221.0	917.6	1225.3	933.3	1244.2	913.9	1226.4	848.6	1264.9	5	940	1251	2944	53.1613	1	talk	1014.5723
IH	1	DIFFERENT	463.8	2137.9	2714.3	126.9	143.8	186.1	1014.88	1014.857	1014.927	0.07	1	3	2	1	3	1									2089.6	2477.5	1875.9	3084.7	4	496	2040	2552	1.32132	1	different	1014.8983
EY	1	SAME	614.9	2198.1	2788.2	141.5	145.4	219.9	1020.118	1020.088	1020.238	0.15	21	4	1	2	3	0			1258.4	2503.7	606.1	2489.5	555.7	2582.1	505.2	2633.5	498.6	2692.0	4	596	2259	2760	21.4123	1	same	1020.1331
AW	1	NOW	909.2	1804.0	2970.9	114.8	210.4	518.7	1021.222	1021.189	1021.409	0.22	42	0	0	0	4	0			943.7	1695.7	965.8	1357.3	926.7	1236.5	899.9	1165.0	761.2	959.4	4	933	1338	2619	42.0004	1	now	1021.2672
AO	1	CALIFORNIA	593.6	759.9	2292.2	75.9	165.9	540.9	1021.925	1021.878	1022.019	0.141	64	6	4	2	1	4			565.7	700.1	594.8	763.7	622.2	819.0	693.8	847.0	805.0	938.8	6	634	795	2465	54.60011	1	(Cali)fornia	1021.9321
OW	1	THOSE	637.3	1134.2	3135.8	185.6	176.6	233.3	1026.097	1026.09	1026.2	0.11	62	3	4	2	3	0			637.6	1172.9	631.3	1065.4	644.2	1044.2	656.9	1071.4	665.0	1067.3	4	640	1110	3150	62.3423	1	those	1026.1203
IY	0	BE	429.9	2383.1	2710.6	197.3	85.6	102.9	1035.425	1035.398	1035.478	0.08	12	0	0	0	1	0			443.7	2376.6	429.0	2381.6	421.1	2342.7	452.1	2264.0	526.2	2127.7	5	378	2456	2785	12.0001	1	be	1035.4179
AO	1	ALBANY	792.4	1075.8	2889.2	308.7	201.7	936.6	1036.619	1036.579	1036.698	0.119	53	5	4	2	0	5			734.2	1157.7	804.6	1063.8	878.9	990.1	847.2	924.3	824.0	922.7	5	779	1167	2648	53.54205	1	Albany	1036.6061
IH	1	BIT	655.1	1765.5	2851.1	86.4	213.6	121.3	1037.582	1037.549	1037.649	0.1	1	1	4	1	1	0			634.7	1774.5	660.0	1765.3	696.0	1770.3	714.2	1754.8	743.5	1735.6	4	630	1784	2792	1.1411	1	bit	1037.6012
OW	1	TOLD	671.3	1427.3	2651.3	190.5	307.1	328.3	1039.587	1039.576	1039.676	0.1	62	5	4	2	3	3			676.3	1355.8	669.3	1242.5	638.0	1193.8	586.0	1230.6	544.0	1338.2	5	676	1302	2572	62.54233	1	told	1039.6018
AH	1	UP	800.9	1733.4	2587.9	106.7	124.2	180.0	1045.925	1045.898	1045.978	0.08	6	1	1	1	0	0			774.9	1822.3	801.5	1724.1	793.8	1597.3	727.0	1504.2	588.2	1496.5	5	804	1710	2567	6.111	1	up	1045.9266
OW	1	GOING	636.2	1442.8	2654.3	301.2	315.5	405.2	1046.457	1046.437	1046.517	0.08	62	0	0	0	6	1			644.3	1539.9	635.9	1270.9	676.4	1101.0	763.4	967.2	794.3	891.9	5	665	998	2070	62.4426	1	going	1046.4866
OW	1	HOME	832.1	869.2	2928.6	94.9	615.7	645.1	1046.707	1046.697	1046.797	0.1	62	4	1	2	0	0			832.9	863.9	823.1	881.9	798.4	942.0	757.6	1023.4	724.8	902.3	5	833	1004	2861	62.412	1	home	1046.7148
OW	1	GO	536.7	1183.8	1786.5	49.2	75.5	1687.1	1065.525	1065.492	1065.733	0.241	63	0	0	0	6	0			545.0	1126.6	539.2	1024.1	507.6	978.3	484.7	1012.7	460.9	1139.0	6	549	1057	1887	62.0006	1	go	1065.5631
UW	1	TO	431.6	1597.6	2499.3	162.8	318.7	203.1	1065.909	1065.902	1066.032	0.13	73	0	0	0	3	0			565.0	1772.2	540.8	1504.8	534.8	1521.2	487.6	1640.1	473.3	1613.3	5	473	1237	1873	73.0003	1	to	1065.9354
AE	1	HAVE	499.0	2383.7	4593.3	143.1	98.2	1655.8	1066.322	1066.292	1066.382	0.09	3	3	2	2	0	0			463.5	2417.2	498.1	2379.7	503.1	2384.9	516.2	2406.2	524.9	2401.6	3	488	2359	2657	3.322	1	have	1066.3026
EH	1	VERY	462.6	2320.3		304.3	69.2		1066.71	1066.663	1066.803	0.14	2	6	4	2	1	1			452.3	2443.8	463.4	2303.2	476.6	2253.7	492.3	2212.1	506.8	1856.8	3	442	2158	2555	2.60011	1	very	1066.7065
OW	1	CODE	596.7	1158.4	2205.1	160.3	132.3	1761.2	1068.213	1068.203	1068.363	0.16	62	1	4	2	6	0			597.5	1101.0	604.4	1091.1	525.5	1019.3	528.5	999.5	494.8	988.7	6	586	1097	2383	62.142	1	code	1068.2359
AH	1	BUTTON	851.7	1083.4	2267.0	646.1	429.4	432.0	1071.133	1071.089	1071.22	0.131	6	1	4	1	1	1			769.7	1082.4	855.6	1079.0	822.2	1080.5	897.6	1117.7	851.4	1234.2	6	805	1094	2293	6.14111	1	button	1071.1575
AW	1	DOWN	755.7	1863.0	2458.9	175.9	121.6	209.4	1071.539	1071.49	1071.689	0.199	42	4	4	2	3	0			717.3	1928.9	834.5	1753.1	898.4	1631.8	958.9	1504.8	977.6	1380.8	5	724	1932	2490	42.4423	1	down	1071.5305
ER	1	SHIRTS	478.5	1289.2	1601.8	79.6	128.3	101.8	1072.037	1071.95	1072.21	0.26	94	1	4	1	5	3			479.3	1519.6	480.0	1285.3	471.5	1273.6	463.8	1294.8	439.3	1418.4	6	518	1385	1716	94.60053	1	shirts	1072.0658
AA	1	COLLAR	978.8	1655.5	2561.6	177.3	128.4	686.1	1072.937	1072.88	1073.05	0.17	5	5	4	2	6	1			949.5	1687.7	981.4	1651.7	971.6	1548.2	913.2	1445.2	773.9	1281.3	5	948	1671	2306	5.54201	1	collar	1072.9175
OY	1	BOYS	504.3	999.2	2468.7	45.2	53.4	375.3	1075.224	1075.158	1075.357	0.199	61	3	4	2	1	0			477.7	820.7	506.5	1043.3	509.7	1450.6	470.0	1897.4	402.7	2427.9	5	534	1027	3027	61.0021	1	boys	1075.2197
AE	1	AND	569.6	2387.0	2755.1	126.9	631.8	198.6	1075.544	1075.488	1075.657	0.169	3	4	4	2	0	3			527.6	2412.1	573.1	2405.0	546.1	2535.7	536.2	2552.0	520.7	2537.6	4	558	2534	2749	3.44203	1	and	1075.5611
ER	1	GIRLS	461.9	1141.3	1710.2	103.7	125.4	118.5	1075.884	1075.817	1076.018	0.201	94	5	4	2	6	3			433.3	1103.1	465.3	1141.2	486.4	1122.5	511.3	1111.4	541.2	1079.8	6	541	1163	1631	94.60053	1	girls	1075.942
AE	1	MATTER	542.1	2303.5	2637.7	156.4	112.4	146.4	1076.954	1076.917	1077.028	0.111	3	1	4	1	2	1			540.9	2317.3	543.7	2299.1	548.2	2225.7	567.3	2127.8	573.3	2011.2	4	545	2313	2632	3.14121	1	matter	1076.9276
EH	1	SEX	764.6	1695.4	2490.0	195.8	132.1	213.4	1077.565	1077.518	1077.658	0.14	2	1	6	1	3	3			683.2	1659.5	770.1	1698.1	858.4	1742.2	915.7	1780.6	952.0	1821.8	5	923	1782	2658	2.16133	1	sex	1077.5957
EY	1	HATE	499.7	2580.4	3086.9	122.7	158.0	958.8	1079.79	1079.778	1079.978	0.2	21	1	4	1	0	0			466.0	2720.2	408.6	2560.7	373.2	2790.6	375.4	2360.4	373.0	2315.7	4	488	2590	2993	21.141	1	hate	1079.7949
OW	1	THOSE	589.2	1354.9	2551.7	153.2	275.0	1026.7	1080.25	1080.238	1080.478	0.24	62	3	4	2	3	0			569.9	1104.4	497.6	938.3	434.7	884.7	414.7	903.6	381.5	1010.0	5	613	1117	2925	62.3423	1	those	1080.2873
ER	1	SHIRTS	497.1	1510.3	1796.0	124.4	153.3	116.1	1080.831	1080.748	1080.998	0.25	94	1	4	1	5	3			461.2	1707.0	500.1	1500.4	513.8	1465.2	535.9	1466.4	513.9	1498.7	5	510	1465	1747	94.60053	1	shirts	1080.8724
EY	1	THEY	539.0	2159.6	2787.0	91.7	72.2	217.6	1081.958	1081.935	1082.135	0.2	22	0	0	0	3	0			512.7	2230.3	441.7	1986.1	429.1	2368.9	397.4	2256.5	417.5	2072.5	5	539	2195	2811	22.0003	1	they	1081.9643
UH	1	LOOK	542.8	1041.3	1948.9	203.4	114.5	1095.4	1082.341	1082.324	1082.375	0.051	7	1	6	1	7	0			557.7	1035.9	539.9	1044.5	546.8	1080.4	528.3	1130.7	523.0	1172.6	6	610	1121	2874	7.1617	1	look	1082.2961
AY	1	LIKE	797.2	1499.0	2764.5	161.6	141.6	333.8	1082.629	1082.614	1082.714	0.1	47	1	6	1	7	0			791.6	1552.5	739.0	1718.4	664.9	1891.6	572.0	1962.0	499.8	1998.1	5	810	1547	2783	47.1617	1	like	1082.6342
AE	1	SACKS	587.6	2207.8	2626.5	124.4	212.7	282.2	1083.092	1083.015	1083.245	0.23	3	1	6	1	3	3			581.9	2168.0	590.3	2212.2	600.8	2235.1	599.0	2219.7	590.2	2319.1	4	586	2147	2638	3.1613	1	sacks	1083.0597
AE	1	CAN'T	538.2	2761.1	2925.9	151.6	401.1	279.5	1084.042	1083.995	1084.135	0.14	33	4	4	2	6	3			526.2	2820.9	541.3	2752.5	552.2	2755.6	547.3	2734.3	550.8	2684.2	4	551	2704	2941	3.44203	1	can't	1084.0494
IY	1	EVEN	435.6	2661.1	3068.9	224.4	266.7	445.7	1084.258	1084.215	1084.345	0.13	11	3	2	2	0	1			466.5	2656.7	428.7	2661.9	381.3	2693.3	356.3	2640.9	356.2	2475.8	4	430	2665	3096	11.32201	1	even	1084.2621
AY	1	TIE	952.7	1689.0	2591.7	291.6	173.7	244.4	1088.039	1088.037	1088.217	0.18	41	0	0	0	3	0			924.3	1624.7	924.3	1743.2	788.0	1947.7	626.8	1995.8	500.3	2039.6	5	926	1616	2578	41.0003	1	tie	1088.068
AA	1	BOTTOM	904.8	1725.6	2596.7	153.7	109.0	336.9	1088.763	1088.687	1088.916	0.229	5	1	4	1	1	1			817.2	1725.6	914.9	1722.8	939.2	1695.1	921.4	1675.4	896.0	1681.1	4	953	1700	2553	5.14111	1	bottom	1088.8047
ER	1	GIRLFRIEND	479.5	1109.4	1764.9	66.2	94.7	177.8	1089.657	1089.607	1089.757	0.15	94	5	4	2	6	4			460.0	1075.4	481.1	1113.3	502.5	1146.5	544.7	1159.3	651.2	1154.4	6	538	1179	1799	94.60051	1	girlfriend	1089.6925
AE	1	JAN	544.3	2659.3	4972.1	272.0	81.8	1486.2	1090.959	1090.876	1091.126	0.25	33	4	4	2	5	0			534.8	2552.1	532.0	2663.9	546.5	2720.6	521.0	2742.5	576.0	2676.9	3	565	2621	2876	3.4425	1	Jan	1090.9491
AA	1	GOT	901.6	1811.5	2588.0	138.3	99.1	208.9	1091.438	1091.345	1091.625	0.28	5	1	4	1	6	0			773.6	1899.8	907.2	1810.7	871.4	1835.9	806.9	1796.7	797.6	1851.3	4	938	1827	2688	5.1416	1	got	1091.4587
EH	1	DETENTION	886.2	1851.1	2608.1	217.9	111.5	246.9	1092.715	1092.675	1092.796	0.121	2	4	4	2	3	4			891.0	1862.3	884.2	1853.8	857.0	1898.3	798.5	1967.6	696.9	2019.8	5	969	1898	2702	2.44234	1	(de)tention	1092.7153
AE	1	THAT	527.0	2273.3	2545.3	48.7	305.9	1541.1	1093.473	1093.396	1093.626	0.23	3	1	4	1	3	0			526.1	2258.4	527.0	2280.6	531.3	2252.7	539.4	2247.9	552.2	2215.5	5	533	2257	2735	3.1413	1	that	1093.4349
AE	1	HAD	469.6	2496.3	2794.2	53.2	176.9	362.0	1095.113	1095.063	1095.213	0.15	3	1	4	2	0	0			477.7	2514.0	468.6	2496.8	465.9	2456.0	465.0	2385.4	454.8	2333.5	4	474	2492	2814	3.142	1	had	1095.0999
EY	1	STAY	487.3	2225.7	2583.9	124.1	149.7	2015.8	1095.693	1095.653	1095.954	0.301	22	0	0	0	3	0			482.6	2293.5	453.1	2394.3	428.9	2470.0	394.3	2023.8	353.8	1658.8	5	494	2276	2783	22.0003	1	stay	1095.7062
IH	1	SIX	534.5	1879.5	2717.7	74.5	64.1	216.4	1096.577	1096.534	1096.664	0.13	1	1	6	1	3	3							820.0	2060.7	1723.8	2350.5	1722.4	2383.2	4	593	1961	2656	1.16133	1	six	1096.6241
AA	1	SOCKS	1019.0	1742.6	2782.0	151.8	101.6	311.4	1099.094	1099.011	1099.261	0.25	5	1	6	1	3	3			945.5	1713.1	1023.2	1745.4	1015.5	1755.5	995.9	1777.8	979.9	1838.6	5	1034	1767	3033	5.1613	1	socks	1099.1148
