ChristieL, 20, F, w, 12, Utica, 2006

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
AA	1	COLLAR	877.7	1450.6	2754.5	62.7	300.5	250.7	399.398	399.358	399.478	0.12	5	5	4	2	6	1			862.9	1422.2	879.6	1436.0	904.1	1330.9	934.2	1395.7	899.8	1404.2	5	
AH	1	BUT	700.6	1451.7	3393.3	19.1	387.0	582.3	400.309	400.235	400.456	0.221	6	1	4	1	1	0			713.5	1517.1	700.2	1450.0	699.7	1391.0	702.3	1369.8	724.0	1398.3	4	
OY	1	BOYS	608.6	989.6	2651.3	116.0	157.4	478.5	401.111	401.041	401.251	0.21	61	3	4	2	1	0			606.6	901.1	610.8	1008.3	696.8	1236.5	719.3	1568.3	587.4	1625.5	5	
AE	1	AND	727.2	2038.9	3304.3	116.0	295.6	285.0	401.85	401.83	401.89	0.06	3	4	4	2	0	3			677.7	1901.3	732.7	2054.3	763.6	2104.1	763.7	2070.1	763.5	2028.5	5	
ER	1	GIRLS	633.3	1582.4	2873.2	128.2	155.7	986.8	402.03	402.01	402.07	0.06	94	5	4	2	6	3			603.2	1590.4	637.5	1581.3	677.1	1572.6	716.4	1572.8	754.0	1604.9	4	
AE	1	MATTER	755.2	2146.7	3685.2	113.7	505.0	956.3	402.481	402.421	402.6	0.179	3	1	4	1	2	1			776.0	2087.0	750.7	2179.0	952.0	2509.2	728.6	2200.6	765.5	1693.0	3	
ER	0	MATTER	723.2	1365.1	3266.4	24.4	183.5	598.9	402.717	402.681	402.79	0.109	94	0	0	0	3	0			717.0	1183.4	724.0	1386.2	737.6	1528.9	668.5	1637.1	519.8	1556.3	4	
EH	1	SEX	759.8	1515.1	2894.2	59.7	556.1	606.5	402.991	402.941	403.091	0.15	2	1	6	1	3	3			724.9	1668.6	764.8	1520.4	784.7	1695.1	716.8	1699.2	644.3	1624.5	4	
AE	1	HAVE	709.9	2344.4	4049.1	55.3	577.8	1857.5	403.331	403.301	403.39	0.089	3	3	2	2	0	0			702.5	2447.6	710.6	2335.7	720.3	2255.0	725.2	2241.4	716.3	2445.4	3	
AE	1	HAVE	716.5	2430.7	4772.5	17.6	609.7	2276.5	403.847	403.817	403.907	0.09	3	3	2	2	0	0			722.8	2502.1	715.9	2430.4	711.5	2542.7	709.1	2675.1	697.7	2709.2	3	
OW	1	THOSE	518.6	718.7	1391.5	1352.4	366.4	277.1	404.22	404.207	404.436	0.229	62	3	4	2	3	0			670.9	1095.6	648.6	960.3	563.3	896.9	497.3	895.1	474.8	925.1	6	
ER	1	SHIRTS	657.4	1602.3	3122.6	73.5	240.1	468.7	404.66	404.616	404.747	0.131	94	1	4	1	5	3			666.6	1671.1	657.1	1604.1	653.0	1688.2	619.4	1725.7	539.4	1742.1	4	
EY	1	THEY	635.0	2199.3	3238.7	60.3	183.9	609.7	405.18	405.166	405.257	0.091	22	0	0	0	3	0			633.5	2215.5	550.5	1900.9	503.1	1960.4	545.4	2509.2	524.6	1942.1	5	
UH	1	LOOK	696.0	1087.7	2706.7	35.8	240.6	581.6	405.416	405.386	405.477	0.091	7	1	6	1	7	0			693.0	1071.2	695.9	1093.3	687.4	1128.4	620.1	1165.8	522.3	1368.8	5	
AY	1	LIKE	691.5	1410.3	3446.6	27.8	568.4	743.7	405.986	405.997	406.127	0.13	47	1	6	1	7	0			666.2	2061.3	657.0	2222.4	631.9	2374.0	587.9	2563.9	499.8	2649.5	4	
AE	1	SACKS	721.6	2200.3	3407.5	32.2	347.8	491.9	406.447	406.397	406.547	0.15	3	1	6	1	3	3			689.7	2078.1	728.8	2208.0	789.8	2156.8	825.6	2214.3	815.6	2201.6	4	
AE	1	CAN'T	722.1	2637.2	3626.5	134.1	300.7	1156.1	407.365	407.321	407.452	0.131	33	4	4	2	6	3			616.9	2687.7	733.2	2625.5	801.7	2530.2	818.6	2453.9	812.1	2425.2	3	
IY	1	EVEN	537.9	2689.9	3356.9	216.2	161.1	2153.2	407.545	407.512	407.612	0.1	11	3	2	2	0	1			556.4	2680.1	535.1	2690.1	529.8	2654.6	552.7	2540.9	559.4	2199.9	4	
AY	1	TIE	901.1	1681.9	3168.8	73.6	686.4	961.5	408.065	407.981	408.201	0.22	41	0	0	0	3	0			881.1	1552.7	900.5	1653.9	836.6	1791.1	725.3	2079.0	698.7	2246.0	4	
EH	1	THEM	758.1	2019.0	3488.0	69.2	442.7	587.1	408.288	408.241	408.381	0.14	2	4	1	2	3	0			701.6	2006.9	765.4	2016.1	829.4	1945.1	849.3	1843.4	848.8	1638.8	4	
AE	1	AT	717.0	2176.3	3251.8	37.6	736.2	864.0	408.728	408.681	408.822	0.141	3	1	4	1	0	0			733.7	2168.3	714.2	2165.7	698.6	2016.4	692.4	1955.3	675.2	1902.3	4	
AA	1	BOTTOM	846.0	1412.7	2930.1	33.0	318.6	396.1	409.065	409.022	409.151	0.129	5	1	4	1	1	1			816.8	1334.4	846.6	1416.0	849.5	1426.2	846.2	1465.3	835.2	1511.1	4	
AY	1	MY	839.4	1709.0	3244.9	71.6	328.7	766.7	410.044	410.025	410.095	0.07	41	0	0	0	2	0		m	818.8	1400.5	823.8	1541.3	810.4	1745.9	738.6	1809.2	654.7	1850.4	5	
ER	1	GIRLFRIEND	640.3	1616.9	3252.8	127.7	291.2	1507.2	410.212	410.175	410.285	0.11	94	5	4	2	6	4			578.1	1668.2	646.4	1613.9	757.6	1555.9	827.6	1466.1	840.3	1404.6	4	
AE	1	JAN	742.3	2299.9	2958.2	59.4	357.6	387.9	410.774	410.724	410.874	0.15	33	4	4	2	5	0			725.8	2337.0	742.4	2300.8	741.5	2321.8	757.8	2289.0	771.0	2266.5	5	
AA	1	GOT	850.3	1689.6	3118.7	38.4	390.9	1342.2	411.088	411.015	411.234	0.219	5	1	4	1	6	0			762.6	1692.4	852.6	1673.5	857.2	1523.5	860.7	1539.0	893.2	1547.8	4	
EH	1	DETENTION	731.6	1920.6	3094.4	28.6	230.2	548.7	412.069	412.039	412.129	0.09	2	4	4	2	3	4			686.9	1951.5	737.4	1914.4	760.9	1877.4	768.6	1862.2	767.3	1881.3	4	
AH	0	DETENTION	631.1	2215.8	3167.3	89.7	523.1	504.5	412.295	412.278	412.328	0.05	6	4	4	2	5	0			612.1	2210.2	631.1	2215.8	661.3	2192.5	681.9	2166.8	694.8	2148.3	4	
ER	0	FOR	657.8	1751.2	3018.0	44.4	335.6	444.6	413.213	413.196	413.247	0.051	94	0	0	0	8	0			660.3	1725.0	657.1	1757.9	647.1	1786.7	620.9	1799.5	590.2	1790.1	4	
AE	1	THAT	696.6	2342.0	3935.4	59.6	505.2	1353.8	413.357	413.297	413.477	0.18	3	1	4	1	3	0			678.8	2326.4	701.8	2345.7	782.3	2208.0	806.0	2237.3	719.2	2276.5	3	
IY	1	SHE	515.6	2737.4	3691.5	125.2	194.4	964.4	413.643	413.616	413.696	0.08	12	0	0	0	5	0			513.3	2696.4	515.3	2743.5	509.3	2796.3	508.2	2774.7	516.7	2739.8	3	
AE	1	HAD	730.8	2104.1	3003.9	22.3	374.4	468.2	413.753	413.726	413.806	0.08	3	1	4	2	0	0			730.2	2160.2	730.5	2099.3	725.4	2034.6	715.0	1963.2	683.3	2018.2	4	
EY	1	STAY	688.7	2209.6	2964.8	80.4	255.1	397.3	414.157	414.106	414.376	0.27	22	0	0	0	3	0			688.4	2216.5	639.6	2485.1	534.1	2593.7	512.7	1904.9	501.7	2780.8	5	
IH	1	TILL	700.2	1994.4	3001.8	86.8	271.7	421.6	415.189	415.159	415.249	0.09	1	5	4	2	3	0			654.6	2014.5	703.7	1994.6	713.3	1979.9	713.7	1938.7	714.0	1910.3	5	
IH	1	SIX	697.4	2049.7	3124.7	42.3	223.8	364.9	415.551	415.518	415.618	0.1	1	1	6	1	3	3			665.6	1942.0	697.1	2061.0	688.9	2054.9	618.7	2020.3	512.8	2078.3	4	
AE	1	AND	658.4	2127.8	3246.6	106.1	665.7	457.0	415.842	415.799	415.929	0.13	3	4	4	2	0	3			659.9	2068.3	666.8	2146.8	757.7	2259.9	733.1	2137.4	722.7	1438.9	5	
AA	1	GOTTA	731.2	1504.6	2939.4	45.2	551.3	496.6	416.218	416.168	416.319	0.151	5	1	4	1	6	1			695.0	1580.7	741.9	1504.9	819.5	1509.6	843.8	1591.7	827.0	1522.3	4	
AH	0	GOTTA	690.8	1372.4	2986.6	55.2	470.3	384.4	416.379	416.359	416.418	0.059	6	0	0	0	3	0			695.8	1462.8	689.9	1361.9	680.7	1298.2	670.7	1236.4	661.0	1161.0	4	
EH	1	WEAR	676.9	2495.1		77.6	303.7		416.595	416.538	416.708	0.17	24	6	4	2	9	0			675.7	2747.8	677.3	2478.0	673.7	2296.8	666.9	2210.9	669.8	2279.6	3	
AA	1	SOCKS	893.3	1601.9	3386.1	67.6	338.7	911.0	416.932	416.869	417.059	0.19	5	1	6	1	3	3			842.5	1627.4	898.9	1587.9	954.4	1544.5	923.6	1602.0	835.6	1794.7	4	
OW	1	NO	702.4	1368.3	2687.1	95.4	505.9	802.9	417.461	417.452	417.572	0.12	63	0	0	0	4	0			702.6	1202.0	696.0	1107.8	652.0	981.8	581.6	913.8	562.4	836.5	5	
AA	2	FLIPFLOPS	861.8	1480.8	2881.7	31.9	296.7	340.0	417.988	417.941	418.081	0.14	5	1	1	1	8	3			802.5	1385.1	863.1	1484.8	871.3	1494.3	870.3	1478.6	852.7	1472.2	5	
AH	1	THE	734.2	1509.4	3794.9	77.6	684.5	466.2	418.391	418.351	418.471	0.12	6	0	0	0	3	0			707.3	1569.3	738.2	1515.1	762.8	1607.1	770.7	1673.2	761.0	1484.1	4	
AO	1	HALL	788.1	1120.8	2644.6	91.8	184.2	337.5	418.967	418.95	419.0	0.05	53	5	4	2	0	0			791.8	1119.3	788.1	1120.8	790.5	1135.4	793.4	1142.9	794.8	1140.1	6	
AA	1	MONITOR	833.8	1299.1	1765.3	104.6	221.0	639.1	419.166	419.129	419.24	0.111	5	4	4	2	2	2			820.8	1299.1	836.8	1308.3	854.6	1405.9	844.7	1437.1	806.9	1344.5	6	
ER	0	MONITOR	712.4	1905.2	2730.0	48.0	371.5	835.4	419.373	419.34	419.439	0.099	94	0	0	0	3	0			721.0	1895.1	711.2	1914.8	699.9	1909.9	683.5	1841.9	678.4	1862.2	4	
AO	1	STALKS	739.5	1312.8	2698.6	31.4	274.8	429.6	419.706	419.649	419.819	0.17	53	1	6	1	3	3			725.7	1454.3	739.7	1298.5	752.3	1177.0	764.2	1152.5	760.8	1175.3	5	
UW	1	YOU	567.4	1842.4	2953.7	427.3	401.1	278.7	420.092	420.029	420.219	0.19	82	0	0	0	9	0			411.0	1908.8	532.6	1834.7	451.9	1514.3	455.6	1194.3	421.5	1240.2	5	
AO	1	STALKS	786.4	1200.4	2352.0	26.3	321.3	351.8	421.444	421.384	421.564	0.18	53	1	6	1	3	3			723.9	1196.0	787.1	1199.2	802.1	1190.0	814.0	1197.7	811.1	1183.0	6	
UW	1	YOU	480.2	1033.4	2234.5	74.8	378.1	1130.6	421.871	421.825	421.964	0.139	82	0	0	0	9	0			499.2	1006.3	477.5	1020.2	468.4	1101.5	463.8	1194.0	430.3	1315.1	6	
IY	1	SEE	519.2	2655.0	3024.7	122.4	282.8	842.7	422.371	422.304	422.504	0.2	12	0	0	0	3	0			520.7	2647.8	518.5	2663.3	516.1	2737.5	509.0	2433.4	468.5	2303.7	4	
AW	1	OUT	939.8	1407.3	2846.5	57.8	606.8	771.0	423.697	423.656	423.807	0.151	42	1	4	1	0	0			915.8	1236.1	922.1	1568.2	898.3	1520.0	890.1	1340.4	855.1	1476.3	5	
UW	1	UNIFORM	629.3	2718.7	3462.4	172.4	927.8	897.1	424.007	423.987	424.047	0.06	82	4	4	2	9	2			579.8	2606.9	634.2	2675.6	652.6	2259.3	653.6	1802.2	648.7	1532.9	4	
AO	2	UNIFORM	630.0	890.8	2386.9	319.4	262.8	961.3	424.253	424.226	424.306	0.08	64	6	4	2	1	3			704.1	931.5	626.6	893.5	682.1	968.6	726.9	1021.3	800.1	1024.1	6	
AE	1	LAST	705.4	1965.7	3318.3	34.1	545.4	649.2	424.509	424.466	424.596	0.13	33	3	4	1	7	3			729.7	2184.0	704.7	1977.0	714.0	1976.4	717.7	1890.2	711.7	1955.2	4	
IY	1	WEEK	506.7	2604.3	3870.0	91.4	229.9	384.8	424.813	424.776	424.886	0.11	11	1	6	1	9	0			522.6	2562.8	505.9	2608.0	499.1	2679.3	499.1	2717.7	495.8	2789.9	3	
AA	1	JOHN	859.0	1666.0	3265.6	98.4	543.2	866.1	425.434	425.387	425.527	0.14	5	4	4	2	5	0			779.9	1703.5	863.2	1657.2	878.5	1586.4	877.2	1598.7	860.4	1605.7	4	
AA	1	GOT	777.5	1360.5	2719.6	70.3	718.4	669.5	425.687	425.647	425.767	0.12	5	1	4	1	6	0			729.6	1428.5	785.5	1357.8	848.3	1484.9	861.2	1607.0	840.0	1589.1	5	
AH	0	SUSPENDED	548.3	1726.0	3139.5	223.2	369.1	757.2	425.889	425.866	425.936	0.07	6	3	4	1	3	5			557.8	1659.3	570.7	1737.4	925.2	1885.4	1238.5	2114.0	1322.0	2178.5	5	
EH	1	SUSPENDED	690.1	1753.6	2818.6	67.8	707.1	268.2	426.069	426.036	426.136	0.1	2	4	4	2	1	4			624.3	1749.5	697.0	1768.8	718.4	1883.4	743.4	1937.8	765.3	2025.2	5	
IH	0	BECAUSE	488.9	2611.0	3778.6	158.9	200.2	1601.4	426.327	426.307	426.366	0.059	1	1	6	1	1	1			487.9	2647.2	489.3	2609.8	493.2	2625.5	504.1	2687.0	708.9	2804.2	3	
AH	1	BECAUSE	675.7	1617.3	3212.3	32.5	506.4	698.3	426.48	426.446	426.547	0.101	6	3	4	2	6	0			672.3	1562.9	675.5	1615.2	666.7	1534.2	653.5	1599.2	638.4	1628.1	4	
IY	1	HE	505.3	2716.9	3178.7	213.6	165.5	155.3	427.281	427.258	427.328	0.07	12	0	0	0	0	0			499.5	2726.6	505.1	2711.6	503.7	2633.7	498.1	2521.7	454.9	2395.1	5	
EH	1	SAID	714.2	1564.4	2734.2	48.1	1424.5	1997.0	427.495	427.458	427.568	0.11	2	1	4	2	3	0			641.5	1527.8	715.1	1569.6	708.1	1653.0	695.9	1762.5	677.4	1625.0	5	
EH	1	DRESS	686.8	1643.1	2819.2	54.9	669.8	167.4	427.834	427.807	427.887	0.08	2	3	4	1	8	0			658.2	1721.4	688.2	1635.1	701.1	1561.9	710.2	1512.1	716.2	1394.7	5	
OW	1	CODE	632.6	1103.9	2724.1	246.0	217.0	335.2	428.077	428.067	428.178	0.111	62	1	4	2	6	0			613.5	1018.6	620.5	966.1	571.5	946.4	543.6	1019.1	510.9	1003.2	5	
AH	1	SUCKS	774.5	1482.6	3118.6	71.4	303.2	440.7	428.394	428.347	428.488	0.141	6	1	6	1	3	3			701.8	1536.7	783.1	1476.7	796.8	1458.1	679.4	1639.9	564.7	2041.7	4	
AY	1	I	732.8	971.3	1969.3	95.8	294.3	477.1	429.24	429.202	429.302	0.1	41	0	0	0	0	0			811.5	1143.3	742.6	941.2	711.9	1116.5	705.0	1419.1	700.1	1138.6	6	
OW	1	DON'T	749.7	1404.7	2775.7	79.6	164.5	474.4	429.346	429.332	429.392	0.06	62	4	4	2	3	0			738.1	1417.7	776.6	1365.2	788.1	1324.1	791.5	1293.8	790.3	1262.8	6	
IY	1	SEE	549.4	2320.2	3073.1	175.7	354.3	234.7	429.588	429.562	429.641	0.079	12	0	0	0	3	0			551.5	2319.4	548.8	2314.1	539.9	2235.2	532.2	1945.4	511.7	1470.2	5	
AO	1	WRONG	764.1	1115.1	2446.5	119.6	264.3	1742.8	429.978	429.941	430.051	0.11	53	4	6	2	7	0			727.9	1060.4	766.6	1118.3	800.1	1127.6	827.7	1128.1	828.3	1125.6	5	
AE	1	THAT	658.9	2195.1	3501.8	41.1	810.5	904.1	430.405	430.351	430.512	0.161	3	1	4	1	3	0			634.7	2127.3	662.3	2179.6	718.4	2133.3	776.7	2125.3	815.7	1669.3	4	
IY	1	EVEN	421.5	2655.9	3429.5	174.6	253.2	464.6	431.57	431.52	431.67	0.15	11	3	2	2	0	1			437.9	2612.3	431.6	2659.6	502.6	2732.5	506.7	2727.9	513.4	2557.0	4	
AY	1	MY	778.2	1103.4	1630.7	139.7	730.7	391.4	431.867	431.88	432.1	0.22	41	0	0	0	2	0			772.5	995.9	708.2	956.4	686.4	829.0	616.7	677.5	450.1	1058.8	6	
AA	1	FATHER	872.6	1335.6	2923.1	61.7	400.7	364.4	433.069	432.999	433.209	0.21	43	3	3	2	1	1			801.7	1221.5	875.3	1361.2	892.4	1426.3	898.9	1469.4	780.1	1448.7	5	
ER	0	FATHER	668.4	2044.0	3746.6	44.7	457.6	829.7	433.322	433.279	433.408	0.129	94	0	0	0	3	0			668.2	2218.6	668.5	2042.7	666.5	1991.1	666.6	2069.0	650.3	2253.6	4	
EH	1	SAYS	669.4	1678.4	3292.7	24.6	795.1	985.3	433.571	433.538	433.638	0.1	2	3	4	2	3	0			671.5	1698.8	668.7	1679.5	661.3	1654.8	654.1	1716.5	639.8	1837.7	4	
AE	1	THAT	660.7	2218.1	3814.5	29.1	465.0	1041.1	433.801	433.758	433.888	0.13	3	1	4	1	3	0			647.5	2169.9	663.3	2214.8	716.1	2227.8	774.9	2393.8	774.3	2222.3	4	
AH	0	YOU	527.3	2443.6	2867.4	139.0	537.2	418.3	434.345	434.328	434.379	0.051	6	0	0	0	9	0			520.4	2425.0	528.5	2444.3	529.3	2446.0	529.4	2446.5	532.6	2421.4	5	
OW	1	KNOW	712.2	1604.5	2929.7	80.7	477.3	433.8	434.451	434.439	434.549	0.11	63	0	0	0	4	0			732.5	1437.4	729.0	1223.3	722.3	1103.7	708.7	995.3	671.4	941.6	5	
AH	1	WHAT	718.0	1398.1	3169.9	34.1	440.8	505.5	434.596	434.579	434.629	0.05	6	1	4	1	9	0			719.4	1354.6	718.0	1398.1	713.1	1481.0	707.8	1530.7	698.4	1536.7	4	
AY	1	I	773.2	1903.9	3287.1	82.3	816.2	804.8	434.704	434.658	434.758	0.1	41	0	0	0	0	0		m	712.7	1692.2	745.9	1695.8	772.9	1924.1	744.0	2148.5	705.1	2140.1	4	
IY	1	MEAN	571.7	2722.3	3949.7	118.1	204.5	1430.8	434.858	434.818	434.938	0.12	11	4	4	2	2	0			578.8	2674.1	572.2	2721.4	574.0	2727.8	585.7	2725.8	616.4	2915.7	3	
AY	1	I'M	881.9	1470.1	3367.2	94.4	398.2	498.5	435.482	435.44	435.531	0.091	41	4	1	2	0	0		m	1119.6	2121.6	857.6	1467.1	881.4	1474.6	857.3	1500.1	787.3	1473.7	4	
OW	1	SO	595.7	1270.2	3206.9	105.7	313.1	382.5	435.716	435.7	435.801	0.101	63	0	0	0	3	0			601.9	1213.2	610.9	1065.7	606.5	1063.4	604.6	1047.1	583.5	1184.9	5	
IH	1	SICK	585.1	1847.3	2996.0	97.3	361.1	322.2	435.947	435.93	435.98	0.05	1	1	6	1	3	0			585.1	1832.0	585.1	1847.3	566.1	1885.2	529.3	1881.3	549.8	1832.0	5	
AH	1	OF	667.5	1252.8	2862.7	53.8	515.8	331.2	436.073	436.05	436.12	0.07	6	3	2	2	0	0			647.8	1260.9	668.0	1250.4	666.0	1284.8	663.9	1371.5	662.9	1481.3	5	
AE	1	THAT	678.7	2538.6		73.9	1159.7		436.207	436.18	436.26	0.08	3	1	4	1	3	0			662.4	2402.6	681.1	2558.1	701.8	2771.3	693.2	2636.7	701.1	2510.9	3	
AA	1	COT	941.9	1529.9	2769.4	110.8	209.5	205.1	449.616	449.573	449.702	0.129	5	1	4	1	6	0			939.1	1544.1	943.5	1528.0	966.6	1520.9	958.0	1576.5	914.5	1643.1	5	
AO	1	CAUGHT	772.4	1022.0	2760.1	122.1	102.7	457.9	450.029	449.982	450.122	0.14	53	1	4	1	6	0			731.3	1002.9	774.1	1019.0	823.3	1050.7	809.2	1055.9	813.5	1156.3	6	
EY	1	SAME	649.0	2641.0	3401.4	169.0	245.9	668.2	453.39	453.325	453.455	0.13	21	4	1	2	3	0			580.2	2503.3	641.6	2551.3	648.5	2669.3	649.8	2701.4	645.9	2672.8	3	
AY	1	KIND	811.2	1750.1	3013.0	95.9	361.2	402.8	453.63	453.585	453.675	0.09	41	4	4	2	6	3		s	753.5	1626.2	800.8	1641.6	811.2	1750.1	795.5	1845.8	764.9	1846.7	5	
AA	1	DON	811.2	1007.8	2959.1	190.3	306.6	1313.0	456.324	456.261	456.451	0.19	5	4	4	2	3	0			765.1	1186.1	808.2	996.7	770.1	1044.2	775.2	1091.1	847.2	1202.8	5	
AO	1	DAWN	825.7	1322.8	3120.4	74.9	668.2	451.2	456.66	456.6	456.78	0.18	53	4	4	2	3	0			779.8	1248.8	829.9	1354.4	853.5	1254.0	871.1	1004.2	845.3	1236.6	5	
EY	1	SAME	630.4	2291.0	3006.0	86.2	246.1	401.6	458.985	458.951	459.081	0.13	21	4	1	2	3	0			624.7	2225.4	622.8	2351.1	596.0	2464.0	627.8	2501.7	655.5	2536.8	5	
AA	1	FATHER	863.9	1295.5	2819.3	96.7	314.3	690.7	461.083	461.023	461.204	0.181	43	3	3	2	1	1			763.6	1132.8	869.1	1309.8	872.6	1354.8	878.5	1411.6	778.4	1437.2	5	
ER	0	FATHER	662.4	1944.5	3053.2	49.5	512.9	1037.7	461.304	461.274	461.364	0.09	94	0	0	0	3	0			666.9	2153.5	662.0	1934.8	653.8	1875.4	637.6	1703.5	601.3	1540.2	4	
AH	1	BROTHER	687.8	1787.7	3044.0	45.8	636.4	1648.6	461.483	461.423	461.603	0.18	6	3	3	2	8	1			651.3	1462.1	691.2	1771.5	740.9	1547.0	735.0	1490.9	649.9	1804.3	4	
ER	0	BROTHER	677.0	2309.0	3595.4	140.3	565.2	587.4	461.68	461.643	461.753	0.11	94	0	0	0	3	0			682.3	2405.9	675.9	2288.9	652.4	2076.6	595.3	2021.2	550.0	1921.8	4	
AA	1	BOTHER	887.9	1451.0	2800.6	115.6	267.7	1016.7	462.02	461.963	462.133	0.17	5	3	3	2	1	1			872.8	1429.0	889.4	1452.9	899.7	1512.4	866.5	1540.7	753.8	1552.9	5	
ER	0	BOTHER	632.8	1785.7	2319.3	96.7	185.0	235.4	462.236	462.193	462.323	0.13	94	0	0	0	3	0			669.0	1803.4	625.2	1785.3	533.3	1835.9	760.8	1829.1	746.6	1775.6	6	
AE	1	YEAH	648.3	2203.0	3285.2	27.6	273.9	323.4	462.92	462.863	463.034	0.171	3	0	0	0	9	0			636.3	2316.7	650.4	2178.5	687.9	2053.8	774.6	1951.3	745.4	1867.5	4	
AE	1	YEAH	634.6	2209.2	3175.3	54.1	104.8	246.3	464.746	464.672	464.893	0.221	3	0	0	0	9	0			524.5	1746.2	639.5	2199.9	634.3	1129.6	735.4	936.6	737.3	928.6	6	
IH	1	NEARER	469.8	2433.1	3298.7	60.3	216.6	266.4	467.758	467.715	467.844	0.129	14	6	4	2	4	1			471.9	2435.1	470.5	2428.4	482.7	2358.8	494.9	2185.4	499.6	1992.7	5	
IH	1	MIRROR	489.6	2294.2	3052.0	102.9	129.5	923.5	468.194	468.164	468.254	0.09	14	6	4	2	2	1			474.6	2330.6	493.6	2287.6	519.6	2223.8	539.8	2162.2	570.8	2110.7	4	
ER	0	MIRROR	697.6	1714.5	2145.1	140.0	109.0	557.2	468.341	468.314	468.394	0.08	94	0	0	0	7	0			684.9	1701.1	698.8	1714.5	712.0	1706.6	710.3	1710.7	692.7	1738.0	6	
AE	1	YEAH	642.1	2213.9	3236.0	39.0	187.3	384.6	468.854	468.784	468.994	0.21	3	0	0	0	9	0			549.6	1246.7	645.6	2059.3	676.2	1317.9	711.1	1103.9	645.4	849.3	6	
UW	1	FOOL	469.2	696.3	2031.4	77.2	296.6	456.0	470.189	470.142	470.283	0.141	72	5	4	2	1	0			478.7	701.8	470.4	696.0	472.7	691.7	475.0	719.4	477.9	757.7	6	
OW	1	NO	800.5	1406.2	3573.6	190.4	455.4	245.8	471.45	471.442	471.581	0.139	63	0	0	0	4	0			799.9	1456.6	821.4	1370.5	858.3	1352.2	869.0	1577.3	829.2	2206.5	4	
AE	1	YEAH	647.2	2036.1	3133.3	55.5	422.5	834.6	473.531	473.471	473.651	0.18	3	0	0	0	9	0			618.4	2259.4	652.2	2015.1	725.7	1934.5	745.5	1844.4	901.6	1803.0	4	
IY	1	READ	591.3	2062.5	2464.3	185.0	193.9	98.2	490.774	490.747	490.827	0.08	11	1	4	2	7	0			572.3	1875.1	591.6	2075.0	583.2	2191.5	556.5	2259.9	503.1	1800.2	6	
AA	1	FARM	953.9	1329.8	2204.7	178.9	542.3	477.7	493.705	493.651	493.812	0.161	44	6	4	2	1	3			867.0	1267.9	955.8	1347.8	902.0	1442.0	844.7	1533.5	851.3	1645.8	6	
OW	1	HOME	630.3	780.6	2346.3	996.2	24.2	989.6	494.062	494.031	494.261	0.23	62	4	1	2	0	0			729.0	867.5	772.7	856.5	730.8	896.4	760.0	1184.0	753.3	1219.4	6	
AH	1	DUSK	725.4	1740.8	3062.1	42.8	414.9	619.3	494.581	494.544	494.654	0.11	6	3	4	1	3	3			691.7	1856.0	726.3	1736.1	739.7	1718.6	753.2	1761.7	771.2	1899.2	4	
EH	1	SEX	813.8	1749.4	3276.6	68.1	437.5	1244.0	495.083	495.043	495.163	0.12	2	1	6	1	3	3			754.4	1708.8	821.4	1751.8	843.6	1782.4	784.7	1821.9	707.5	1981.8	4	
AY	1	SIGHT	744.4	1770.5	3665.0	38.3	453.8	922.7	495.587	495.544	495.713	0.169	47	1	4	1	3	0			742.7	1688.9	723.5	2135.8	565.4	2397.2	547.4	2536.3	462.4	2613.1	4	
AY	1	TIED	888.3	1261.6	2851.1	100.1	832.1	923.4	496.079	495.993	496.274	0.281	41	1	4	2	3	0			862.8	1439.6	883.0	1359.5	807.0	1978.2	690.2	2377.8	583.2	2456.4	4	
AA	1	SOCKS	893.1	1340.6	2377.6	73.8	579.5	1515.0	496.487	496.433	496.594	0.161	5	1	6	1	3	3			790.3	1473.2	897.5	1345.3	917.5	1416.4	917.2	1414.2	849.2	1342.1	5	
AE	1	BAG	722.5	2388.5	4279.9	20.4	418.4	1050.0	496.921	496.854	497.054	0.2	3	1	6	2	1	0			731.7	2280.0	721.9	2405.6	709.4	2410.0	699.7	2375.3	677.0	2336.7	3	
EH	2	ELEMENTARY	706.1	1945.7	2818.2	257.8	406.9	1053.6	497.141	497.114	497.194	0.08	2	5	4	2	0	2			667.9	1989.0	710.6	1949.8	779.4	1971.3	825.9	1908.7	807.1	1752.5	5	
IY	0	ELEMENTARY	567.6	2304.8	3846.0	85.5	183.5	444.5	497.617	497.574	497.704	0.13	12	0	0	0	8	0			580.3	2201.8	565.8	2314.0	561.5	2365.8	563.0	2448.8	548.2	2506.6	3	
OW	1	NO	732.7	1259.1	3565.6	120.0	343.6	419.5	497.831	497.824	498.034	0.21	63	0	0	0	4	0			732.3	1194.5	736.6	1145.4	716.9	1049.1	721.0	1441.3	723.8	2578.7	4	
AY	1	HIGHSCHOOL	936.8	1718.3	3234.7	140.5	364.4	1216.3	498.539	498.552	498.643	0.091	47	3	4	1	0	4			927.3	2023.6	885.7	1854.4	821.1	1911.8	783.3	2000.8	744.1	2075.9	4	
